Date,AUTOIND
2012-01-02,98.05
2012-01-03,102.3
2012-01-04,100.3
2012-01-05,100.05
2012-01-06,109.85
2012-01-07,114.4
2012-01-09,112.4
2012-01-10,123.6
2012-01-11,132.45
2012-01-12,135.0
2012-01-13,129.85
2012-01-16,125.85
2012-01-17,127.05
2012-01-18,130.15
2012-01-19,131.0
2012-01-20,131.65
2012-01-23,133.2
2012-01-24,134.2
2012-01-25,140.45
2012-01-27,137.7
2012-01-30,135.2
2012-01-31,135.05
2012-02-01,141.8
2012-02-02,143.9
2012-02-03,151.05
2012-02-06,151.6
2012-02-07,146.65
2012-02-08,143.55
2012-02-09,144.65
2012-02-10,141.8
2012-02-13,142.65
2012-02-14,142.65
2012-02-15,149.75
2012-02-16,153.0
2012-02-17,152.65
2012-02-21,156.65
2012-02-22,149.1
2012-02-23,153.65
2012-02-24,156.95
2012-02-27,149.15
2012-02-28,156.6
2012-02-29,162.95
2012-03-01,159.4
2012-03-02,167.1
2012-03-03,170.65
2012-03-05,178.0
2012-03-06,181.65
2012-03-07,171.1
2012-03-09,174.85
2012-03-12,172.8
2012-03-13,172.2
2012-03-14,169.3
2012-03-15,167.55
2012-03-16,162.2
2012-03-19,166.55
2012-03-20,183.2
2012-03-21,181.05
2012-03-22,166.6
2012-03-23,173.3
2012-03-26,166.0
2012-03-27,163.35
2012-03-28,161.25
2012-03-29,164.8
2012-03-30,166.45
2012-04-02,172.95
2012-04-03,169.65
2012-04-04,170.2
2012-04-09,165.75
2012-04-10,164.05
2012-04-11,162.95
2012-04-12,164.25
2012-04-13,164.65
2012-04-16,165.0
2012-04-17,166.3
2012-04-18,165.75
2012-04-19,169.4
2012-04-20,167.95
2012-04-23,163.65
2012-04-24,160.65
2012-04-25,158.05
2012-04-26,159.6
2012-04-27,161.4
2012-04-28,167.7
2012-04-30,165.05
2012-05-02,157.45
2012-05-03,146.35
2012-05-04,138.95
2012-05-07,152.45
2012-05-08,148.15
2012-05-09,144.35
2012-05-10,142.3
2012-05-11,143.2
2012-05-14,140.3
2012-05-15,144.45
2012-05-16,139.35
2012-05-17,139.85
2012-05-18,140.35
2012-05-21,144.65
2012-05-22,150.15
2012-05-23,152.35
2012-05-24,157.1
2012-05-25,168.55
2012-05-28,171.15
2012-05-29,168.95
2012-05-30,163.05
2012-05-31,163.15
2012-06-01,153.8
2012-06-04,153.35
2012-06-05,158.15
2012-06-06,164.65
2012-06-07,163.1
2012-06-08,165.55
2012-06-11,169.45
2012-06-12,170.45
2012-06-13,161.9
2012-06-14,159.1
2012-06-15,161.8
2012-06-18,161.05
2012-06-19,162.1
2012-06-20,159.9
2012-06-21,160.6
2012-06-22,160.05
2012-06-25,163.4
2012-06-26,162.8
2012-06-27,161.75
2012-06-28,158.5
2012-06-29,159.55
2012-07-02,158.7
2012-07-03,157.15
2012-07-04,155.15
2012-07-05,155.8
2012-07-06,155.85
2012-07-09,153.15
2012-07-09,153.15
2012-07-10,162.65
2012-07-11,163.3
2012-07-12,160.5
2012-07-13,164.55
2012-07-16,160.1
2012-07-17,159.5
2012-07-18,160.45
2012-07-19,168.2
2012-07-20,161.45
2012-07-23,156.2
2012-07-24,158.9
2012-07-25,152.8
2012-07-26,139.8
2012-07-27,138.45
2012-07-30,139.05
2012-07-31,137.0
2012-08-01,142.2
2012-08-02,140.55
2012-08-03,140.15
2012-08-06,141.9
2012-08-07,141.55
2012-08-08,140.45
2012-08-09,136.5
2012-08-10,131.7
2012-08-13,127.05
2012-08-14,133.95
2012-08-16,149.75
2012-08-17,152.85
2012-08-21,183.4
2012-08-22,176.6
2012-08-23,178.45
2012-08-24,176.1
2012-08-27,182.85
2012-08-28,173.8
2012-08-29,180.1
2012-08-30,177.25
2012-08-31,179.4
2012-09-03,182.05
2012-09-04,182.65
2012-09-05,178.95
2012-09-06,198.9
2012-09-07,196.45
2012-09-08,209.35
2012-09-10,201.65
2012-09-11,198.95
2012-09-12,191.0
2012-09-13,192.95
2012-09-14,189.05
2012-09-17,169.35
2012-09-18,170.1
2012-09-20,165.05
2012-09-21,171.3
2012-09-24,174.35
2012-09-25,171.2
2012-09-26,167.4
2012-09-27,184.5
2012-09-28,182.55
2012-10-01,190.45
2012-10-03,184.65
2012-10-04,182.3
2012-10-05,177.75
2012-10-08,187.0
2012-10-09,184.0
2012-10-10,180.85
2012-10-11,183.0
2012-10-12,180.65
2012-10-15,184.7
2012-10-16,198.2
2012-10-17,192.35
2012-10-18,191.95
2012-10-19,187.95
2012-10-22,184.4
2012-10-23,182.95
2012-10-25,183.9
2012-10-26,179.1
2012-10-29,169.0
2012-10-30,162.3
2012-10-31,170.65
2012-11-01,172.85
2012-11-02,171.4
2012-11-05,169.7
2012-11-06,168.9
2012-11-07,168.8
2012-11-08,165.4
2012-11-09,165.1
2012-11-12,167.4
2012-11-13,168.35
2012-11-15,163.85
2012-11-16,162.85
2012-11-19,163.8
2012-11-20,160.3
2012-11-21,160.95
2012-11-22,159.4
2012-11-23,155.05
2012-11-26,158.95
2012-11-27,157.85
2012-11-29,175.5
2012-11-30,164.75
2012-12-03,164.45
2012-12-04,162.9
2012-12-05,162.8
2012-12-06,163.55
2012-12-07,158.95
2012-12-10,160.25
2012-12-11,158.55
2012-12-12,156.15
2012-12-13,153.75
2012-12-14,151.7
2012-12-17,152.1
2012-12-18,155.1
2012-12-19,157.7
2012-12-20,154.1
2012-12-21,149.9
2012-12-24,148.3
2012-12-26,148.45
2012-12-27,144.05
2012-12-28,141.85
2012-12-31,141.55
