Date,PSUBNKBEES
2012-01-02,269.05
2012-01-03,279.54
2012-01-04,281.7
2012-01-05,283.44
2012-01-06,281.83
2012-01-07,296.5
2012-01-09,280.36
2012-01-10,286.67
2012-01-11,293.95
2012-01-12,299.0
2012-01-13,296.3
2012-01-16,299.88
2012-01-17,307.5
2012-01-18,307.5
2012-01-19,309.0
2012-01-20,316.96
2012-01-23,324.06
2012-01-24,340.0
2012-01-25,337.23
2012-01-27,335.54
2012-01-30,329.62
2012-01-31,333.95
2012-02-01,337.0
2012-02-02,339.09
2012-02-03,341.83
2012-02-06,353.13
2012-02-07,355.26
2012-02-08,356.14
2012-02-09,359.86
2012-02-10,361.7
2012-02-13,361.09
2012-02-14,364.69
2012-02-15,373.31
2012-02-16,373.17
2012-02-17,390.29
2012-02-21,393.17
2012-02-22,372.76
2012-02-23,365.88
2012-02-24,358.05
2012-02-27,344.79
2012-02-28,364.62
2012-02-29,362.0
2012-03-01,357.75
2012-03-02,363.0
2012-03-03,355.1
2012-03-05,357.7
2012-03-06,354.09
2012-03-07,348.0
2012-03-09,360.07
2012-03-12,372.92
2012-03-13,374.41
2012-03-14,382.45
2012-03-15,372.75
2012-03-16,363.86
2012-03-19,350.98
2012-03-20,357.0
2012-03-21,358.74
2012-03-22,352.45
2012-03-23,351.06
2012-03-26,347.8
2012-03-27,343.76
2012-03-28,343.25
2012-03-29,340.66
2012-03-30,341.0
2012-04-02,349.6
2012-04-03,348.54
2012-04-04,350.99
2012-04-09,349.15
2012-04-10,350.1
2012-04-11,347.0
2012-04-12,351.0
2012-04-13,345.25
2012-04-16,352.3
2012-04-17,359.94
2012-04-18,359.05
2012-04-19,355.0
2012-04-20,349.47
2012-04-23,344.05
2012-04-24,346.0
2012-04-25,332.65
2012-04-26,337.0
2012-04-27,324.49
2012-04-28,332.9
2012-04-30,335.16
2012-05-02,343.97
2012-05-03,329.32
2012-05-04,320.0
2012-05-07,320.25
2012-05-08,324.11
2012-05-09,315.29
2012-05-10,298.63
2012-05-11,299.5
2012-05-14,291.17
2012-05-15,296.38
2012-05-16,296.35
2012-05-17,294.83
2012-05-18,297.17
2012-05-21,305.0
2012-05-22,300.0
2012-05-23,300.65
2012-05-24,299.51
2012-05-25,302.0
2012-05-28,310.0
2012-05-29,312.0
2012-05-30,304.13
2012-05-31,293.61
2012-06-01,294.95
2012-06-04,309.14
2012-06-05,300.42
2012-06-06,311.65
2012-06-07,311.18
2012-06-08,318.99
2012-06-11,315.0
2012-06-12,317.99
2012-06-13,312.84
2012-06-14,316.7
2012-06-15,326.59
2012-06-18,322.42
2012-06-19,317.88
2012-06-20,316.07
2012-06-21,313.73
2012-06-22,320.0
2012-06-25,318.39
2012-06-26,323.27
2012-06-27,314.6
2012-06-28,316.1
2012-06-29,325.94
2012-07-02,325.75
2012-07-03,327.5
2012-07-04,341.79
2012-07-05,341.68
2012-07-06,339.7
2012-07-09,335.28
2012-07-10,342.99
2012-07-11,339.0
2012-07-12,342.52
2012-07-13,328.03
2012-07-16,331.58
2012-07-17,336.07
2012-07-18,335.16
2012-07-19,329.95
2012-07-20,331.99
2012-07-23,332.69
2012-07-24,328.47
2012-07-25,323.82
2012-07-26,316.99
2012-07-27,314.1
2012-07-30,311.38
2012-07-31,311.03
2012-08-01,307.76
2012-08-02,312.84
2012-08-03,305.8
2012-08-06,306.57
2012-08-07,308.14
2012-08-08,308.7
2012-08-09,307.21
2012-08-10,298.72
2012-08-13,302.66
2012-08-14,304.9
2012-08-16,304.4
2012-08-17,300.0
2012-08-21,305.37
2012-08-22,306.32
2012-08-23,305.0
2012-08-24,307.13
2012-08-27,290.46
2012-08-28,287.99
2012-08-29,287.74
2012-08-30,289.69
2012-08-31,288.94
2012-09-03,293.58
2012-09-04,294.5
2012-09-05,298.95
2012-09-06,286.4
2012-09-07,295.17
2012-09-08,293.22
2012-09-10,294.31
2012-09-11,295.0
2012-09-12,291.92
2012-09-13,295.0
2012-09-14,298.97
2012-09-17,307.66
2012-09-18,322.86
2012-09-20,321.81
2012-09-21,334.34
2012-09-24,339.07
2012-09-25,340.0
2012-09-26,341.45
2012-09-27,344.68
2012-09-28,349.8
2012-10-01,349.65
2012-10-03,352.45
2012-10-04,354.99
2012-10-05,355.44
2012-10-08,357.03
2012-10-09,348.1
2012-10-10,338.88
2012-10-11,340.0
2012-10-12,342.98
2012-10-15,345.97
2012-10-16,342.44
2012-10-17,337.59
2012-10-18,340.95
2012-10-19,347.7
2012-10-22,348.89
2012-10-23,344.65
2012-10-25,345.0
2012-10-26,338.78
2012-10-29,333.35
2012-10-30,330.29
2012-10-31,337.53
2012-11-01,327.14
2012-11-02,337.85
2012-11-05,334.38
2012-11-06,329.99
2012-11-07,346.68
2012-11-08,340.0
2012-11-09,339.2
2012-11-12,331.99
2012-11-13,344.52
2012-11-15,338.8
2012-11-16,336.42
2012-11-19,338.98
2012-11-20,335.55
2012-11-21,334.54
2012-11-22,337.7
2012-11-23,331.0
2012-11-26,336.09
2012-11-27,337.45
2012-11-29,332.1
2012-11-30,338.61
2012-12-03,339.84
2012-12-04,348.75
2012-12-05,354.98
2012-12-06,351.91
2012-12-07,360.45
2012-12-10,372.97
2012-12-11,364.4
2012-12-12,364.48
2012-12-13,368.07
2012-12-14,362.68
2012-12-17,370.0
2012-12-18,370.21
2012-12-19,380.3
2012-12-20,379.0
2012-12-21,375.5
2012-12-24,371.73
2012-12-26,377.95
2012-12-27,379.01
2012-12-28,374.5
2012-12-31,377.86
