Date,SUPREMEINF
2012-01-02,162.2
2012-01-03,169.0
2012-01-04,172.85
2012-01-05,189.85
2012-01-06,185.0
2012-01-07,189.15
2012-01-09,187.5
2012-01-10,187.2
2012-01-11,188.7
2012-01-12,186.3
2012-01-13,188.3
2012-01-16,193.35
2012-01-17,201.85
2012-01-18,197.3
2012-01-19,196.7
2012-01-20,202.1
2012-01-23,199.9
2012-01-24,209.3
2012-01-25,199.5
2012-01-27,209.0
2012-01-30,243.95
2012-01-31,235.1
2012-02-01,233.1
2012-02-02,230.6
2012-02-03,230.4
2012-02-06,224.8
2012-02-07,220.55
2012-02-08,227.55
2012-02-09,229.85
2012-02-10,225.35
2012-02-13,224.5
2012-02-14,226.95
2012-02-15,231.0
2012-02-16,238.25
2012-02-17,244.0
2012-02-21,247.7
2012-02-22,238.4
2012-02-23,238.3
2012-02-24,233.4
2012-02-27,223.75
2012-02-28,231.05
2012-02-29,228.9
2012-03-01,221.75
2012-03-02,218.25
2012-03-03,219.8
2012-03-05,227.65
2012-03-06,232.15
2012-03-07,236.65
2012-03-09,242.85
2012-03-12,244.05
2012-03-13,246.8
2012-03-14,255.95
2012-03-15,250.2
2012-03-16,255.1
2012-03-19,259.4
2012-03-20,255.25
2012-03-21,260.0
2012-03-22,255.2
2012-03-23,259.45
2012-03-26,262.55
2012-03-27,270.25
2012-03-28,270.4
2012-03-29,287.85
2012-03-30,294.4
2012-04-02,293.2
2012-04-03,292.4
2012-04-04,293.4
2012-04-09,295.65
2012-04-10,295.2
2012-04-11,304.0
2012-04-12,303.9
2012-04-13,298.1
2012-04-16,296.65
2012-04-17,298.4
2012-04-18,321.15
2012-04-19,327.85
2012-04-20,334.9
2012-04-23,328.8
2012-04-24,333.2
2012-04-25,330.65
2012-04-26,321.0
2012-04-27,323.45
2012-04-28,324.45
2012-04-30,315.65
2012-05-02,312.55
2012-05-03,305.65
2012-05-04,299.85
2012-05-07,300.05
2012-05-08,299.15
2012-05-09,296.75
2012-05-10,291.15
2012-05-11,286.55
2012-05-14,290.3
2012-05-15,283.85
2012-05-16,268.4
2012-05-17,273.05
2012-05-18,275.85
2012-05-21,274.7
2012-05-22,274.25
2012-05-23,268.2
2012-05-24,271.85
2012-05-25,274.55
2012-05-28,274.1
2012-05-29,274.6
2012-05-30,267.4
2012-05-31,265.75
2012-06-01,259.7
2012-06-04,262.6
2012-06-05,276.1
2012-06-06,298.4
2012-06-07,297.8
2012-06-08,297.0
2012-06-11,288.0
2012-06-12,289.9
2012-06-13,288.65
2012-06-14,287.9
2012-06-15,287.9
2012-06-18,289.25
2012-06-19,291.2
2012-06-20,287.8
2012-06-21,289.9
2012-06-22,284.9
2012-06-25,285.6
2012-06-26,282.85
2012-06-27,285.2
2012-06-28,283.35
2012-06-29,286.7
2012-07-02,289.5
2012-07-03,299.35
2012-07-04,298.05
2012-07-05,290.85
2012-07-06,293.65
2012-07-09,284.95
2012-07-10,288.0
2012-07-11,289.2
2012-07-12,289.75
2012-07-13,294.6
2012-07-16,301.0
2012-07-17,300.0
2012-07-18,300.5
2012-07-19,301.5
2012-07-20,301.65
2012-07-23,298.6
2012-07-24,294.05
2012-07-25,291.0
2012-07-26,294.0
2012-07-27,289.55
2012-07-30,294.35
2012-07-31,289.1
2012-08-01,292.55
2012-08-02,295.15
2012-08-03,297.7
2012-08-06,297.65
2012-08-07,295.2
2012-08-08,290.7
2012-08-09,291.5
2012-08-10,289.35
2012-08-13,290.85
2012-08-14,284.8
2012-08-16,280.8
2012-08-17,278.8
2012-08-21,290.05
2012-08-22,280.45
2012-08-23,280.35
2012-08-24,280.35
2012-08-27,279.75
2012-08-28,280.55
2012-08-29,280.0
2012-08-30,278.5
2012-08-31,277.65
2012-09-03,273.7
2012-09-04,272.9
2012-09-05,269.15
2012-09-06,265.25
2012-09-07,274.7
2012-09-08,273.75
2012-09-10,274.8
2012-09-11,273.5
2012-09-12,272.9
2012-09-13,279.15
2012-09-14,280.2
2012-09-17,286.8
2012-09-18,294.35
2012-09-20,288.75
2012-09-21,290.9
2012-09-24,291.3
2012-09-25,291.05
2012-09-26,288.3
2012-09-27,289.85
2012-09-28,291.15
2012-10-01,299.15
2012-10-03,300.0
2012-10-04,300.35
2012-10-05,297.1
2012-10-08,295.7
2012-10-09,297.25
2012-10-10,311.6
2012-10-11,314.2
2012-10-12,311.65
2012-10-15,310.0
2012-10-16,302.75
2012-10-17,305.3
2012-10-18,304.15
2012-10-19,300.65
2012-10-22,297.6
2012-10-23,296.35
2012-10-25,292.3
2012-10-26,287.0
2012-10-29,287.0
2012-10-30,284.65
2012-10-31,286.55
2012-11-01,286.45
2012-11-02,286.55
2012-11-05,284.75
2012-11-06,282.75
2012-11-07,281.9
2012-11-08,281.6
2012-11-09,279.8
2012-11-12,278.05
2012-11-13,276.9
2012-11-15,274.55
2012-11-16,270.4
2012-11-19,273.5
2012-11-20,270.8
2012-11-21,273.1
2012-11-22,268.95
2012-11-23,266.95
2012-11-26,265.8
2012-11-27,262.65
2012-11-29,260.0
2012-11-30,258.95
2012-12-03,256.45
2012-12-04,249.15
2012-12-05,249.65
2012-12-06,247.55
2012-12-07,243.05
2012-12-10,244.95
2012-12-11,243.15
2012-12-12,245.5
2012-12-13,243.65
2012-12-14,244.6
2012-12-17,246.5
2012-12-18,247.4
2012-12-19,252.55
2012-12-20,255.95
2012-12-21,255.8
2012-12-24,256.15
2012-12-26,254.05
2012-12-27,250.6
2012-12-28,252.65
2012-12-31,250.45
