Date,WHEELS
2012-01-02,279.8
2012-01-03,293.3
2012-01-04,289.65
2012-01-05,282.0
2012-01-06,278.4
2012-01-09,281.2
2012-01-10,300.05
2012-01-11,301.85
2012-01-12,304.85
2012-01-13,300.7
2012-01-16,306.35
2012-01-17,302.85
2012-01-18,305.95
2012-01-19,302.5
2012-01-20,303.7
2012-01-23,300.2
2012-01-24,301.1
2012-01-25,304.15
2012-01-27,307.8
2012-01-30,308.25
2012-01-31,318.5
2012-02-01,315.7
2012-02-02,314.4
2012-02-03,324.45
2012-02-06,340.25
2012-02-07,347.45
2012-02-08,357.85
2012-02-09,360.0
2012-02-10,360.6
2012-02-13,366.75
2012-02-14,365.25
2012-02-15,369.9
2012-02-16,369.8
2012-02-17,370.4
2012-02-21,370.55
2012-02-22,370.15
2012-02-23,378.6
2012-02-24,375.2
2012-02-27,375.25
2012-02-28,377.4
2012-02-29,380.8
2012-03-01,388.1
2012-03-02,465.7
2012-03-03,509.2
2012-03-05,600.7
2012-03-06,560.85
2012-03-07,583.0
2012-03-09,600.4
2012-03-12,572.25
2012-03-13,590.85
2012-03-14,595.2
2012-03-15,594.85
2012-03-16,578.4
2012-03-19,561.1
2012-03-20,526.15
2012-03-21,498.95
2012-03-22,548.8
2012-03-23,594.5
2012-03-26,581.05
2012-03-27,553.95
2012-03-28,577.55
2012-03-29,593.6
2012-03-30,577.55
2012-04-02,605.35
2012-04-03,592.7
2012-04-04,584.75
2012-04-09,604.8
2012-04-10,599.2
2012-04-11,659.1
2012-04-12,657.75
2012-04-13,645.25
2012-04-16,641.65
2012-04-17,645.2
2012-04-18,672.35
2012-04-19,686.9
2012-04-20,681.85
2012-04-23,663.45
2012-04-24,658.1
2012-04-25,647.25
2012-04-26,630.15
2012-04-27,640.95
2012-04-28,634.25
2012-04-30,609.55
2012-05-02,589.15
2012-05-03,582.25
2012-05-04,552.5
2012-05-07,548.35
2012-05-08,540.95
2012-05-09,531.4
2012-05-10,537.75
2012-05-11,525.9
2012-05-14,502.0
2012-05-15,510.25
2012-05-16,506.25
2012-05-17,506.95
2012-05-18,517.3
2012-05-21,503.6
2012-05-22,501.0
2012-05-23,499.25
2012-05-24,565.55
2012-05-25,678.65
2012-05-28,674.3
2012-05-29,681.6
2012-05-30,754.25
2012-05-31,721.05
2012-06-01,722.2
2012-06-04,723.75
2012-06-05,728.45
2012-06-06,732.25
2012-06-07,721.4
2012-06-08,696.4
2012-06-11,668.1
2012-06-12,712.85
2012-06-13,715.9
2012-06-14,699.95
2012-06-15,690.85
2012-06-18,664.15
2012-06-19,685.55
2012-06-20,693.25
2012-06-21,690.75
2012-06-22,697.25
2012-06-25,686.25
2012-06-26,686.2
2012-06-27,680.75
2012-06-28,673.95
2012-06-29,685.4
2012-07-02,679.05
2012-07-03,675.6
2012-07-04,672.4
2012-07-05,686.05
2012-07-06,718.9
2012-07-09,706.6
2012-07-10,709.0
2012-07-11,693.55
2012-07-12,679.9
2012-07-13,702.45
2012-07-16,700.45
2012-07-17,691.7
2012-07-18,694.0
2012-07-19,689.2
2012-07-20,701.75
2012-07-23,700.6
2012-07-24,704.95
2012-07-25,692.8
2012-07-26,673.0
2012-07-27,703.95
2012-07-30,698.9
2012-07-31,692.35
2012-08-01,718.7
2012-08-02,732.6
2012-08-03,717.55
2012-08-06,724.65
2012-08-07,740.85
2012-08-08,744.6
2012-08-09,776.2
2012-08-10,781.35
2012-08-13,769.1
2012-08-14,767.65
2012-08-16,764.55
2012-08-17,763.25
2012-08-21,760.45
2012-08-22,764.0
2012-08-23,766.15
2012-08-24,755.15
2012-08-27,727.05
2012-08-28,693.6
2012-08-29,674.0
2012-08-30,666.9
2012-08-31,686.05
2012-09-03,692.05
2012-09-04,692.45
2012-09-05,674.4
2012-09-06,669.6
2012-09-07,685.25
2012-09-08,691.9
2012-09-10,707.15
2012-09-11,702.25
2012-09-12,697.35
2012-09-13,700.9
2012-09-14,709.4
2012-09-17,714.85
2012-09-18,705.2
2012-09-20,701.4
2012-09-21,748.1
2012-09-24,731.45
2012-09-25,717.75
2012-09-26,703.1
2012-09-27,717.2
2012-09-28,720.4
2012-10-01,715.9
2012-10-03,731.15
2012-10-04,769.65
2012-10-05,745.8
2012-10-08,734.2
2012-10-09,741.35
2012-10-10,734.25
2012-10-11,734.15
2012-10-12,736.8
2012-10-15,723.4
2012-10-16,729.1
2012-10-17,715.95
2012-10-18,722.15
2012-10-19,717.3
2012-10-22,711.3
2012-10-23,708.5
2012-10-25,712.55
2012-10-26,718.3
2012-10-29,716.45
2012-10-30,701.6
2012-10-31,708.75
2012-11-01,720.35
2012-11-02,716.35
2012-11-05,758.05
2012-11-06,728.35
2012-11-07,721.15
2012-11-08,715.15
2012-11-09,712.8
2012-11-12,708.5
2012-11-13,708.35
2012-11-15,696.45
2012-11-16,692.85
2012-11-19,683.9
2012-11-20,685.05
2012-11-21,677.75
2012-11-22,682.75
2012-11-23,680.95
2012-11-26,685.75
2012-11-27,690.15
2012-11-29,693.45
2012-11-30,696.1
2012-12-03,696.55
2012-12-04,720.7
2012-12-05,746.95
2012-12-06,743.85
2012-12-07,738.45
2012-12-10,724.0
2012-12-11,726.35
2012-12-12,729.85
2012-12-13,744.4
2012-12-14,893.25
2012-12-17,929.1
2012-12-18,889.25
2012-12-19,858.05
2012-12-20,847.15
2012-12-21,825.45
2012-12-24,791.65
2012-12-26,811.3
2012-12-27,805.5
2012-12-28,815.3
2012-12-31,821.25
