Date,UCOBANK
2012-01-02,47.05
2012-01-03,49.95
2012-01-04,49.65
2012-01-05,50.25
2012-01-06,50.75
2012-01-07,51.65
2012-01-09,52.2
2012-01-10,56.35
2012-01-11,56.5
2012-01-12,57.05
2012-01-13,58.0
2012-01-16,57.65
2012-01-17,60.3
2012-01-18,58.7
2012-01-19,60.05
2012-01-20,61.95
2012-01-23,63.25
2012-01-24,68.25
2012-01-25,68.4
2012-01-27,67.7
2012-01-30,66.25
2012-01-31,68.8
2012-02-01,71.35
2012-02-02,71.55
2012-02-03,71.95
2012-02-06,73.55
2012-02-07,73.6
2012-02-08,74.9
2012-02-09,77.2
2012-02-10,78.7
2012-02-13,78.8
2012-02-14,82.0
2012-02-15,82.95
2012-02-16,87.95
2012-02-17,87.25
2012-02-21,90.1
2012-02-22,84.7
2012-02-23,84.9
2012-02-24,81.9
2012-02-27,75.8
2012-02-28,80.95
2012-02-29,81.6
2012-03-01,81.55
2012-03-02,81.95
2012-03-03,81.8
2012-03-05,78.45
2012-03-06,76.85
2012-03-07,77.85
2012-03-09,82.1
2012-03-12,84.95
2012-03-13,85.7
2012-03-14,87.9
2012-03-15,84.55
2012-03-16,83.2
2012-03-19,80.8
2012-03-20,81.55
2012-03-21,84.25
2012-03-22,80.95
2012-03-23,81.05
2012-03-26,77.8
2012-03-27,78.65
2012-03-28,76.05
2012-03-29,74.5
2012-03-30,79.15
2012-04-02,79.85
2012-04-03,81.35
2012-04-04,80.65
2012-04-09,78.7
2012-04-10,81.95
2012-04-11,83.2
2012-04-12,84.8
2012-04-13,82.3
2012-04-16,85.7
2012-04-17,84.8
2012-04-18,83.9
2012-04-19,83.5
2012-04-20,81.8
2012-04-23,79.35
2012-04-24,78.95
2012-04-25,76.7
2012-04-26,75.3
2012-04-27,74.95
2012-04-28,75.9
2012-04-30,77.3
2012-05-02,78.1
2012-05-03,76.1
2012-05-04,72.35
2012-05-07,73.1
2012-05-08,69.1
2012-05-09,67.0
2012-05-10,67.8
2012-05-11,67.5
2012-05-14,66.0
2012-05-15,67.5
2012-05-16,65.3
2012-05-17,65.35
2012-05-18,66.6
2012-05-21,67.95
2012-05-22,66.25
2012-05-23,66.0
2012-05-24,66.2
2012-05-25,67.4
2012-05-28,68.85
2012-05-29,67.95
2012-05-30,65.75
2012-05-31,69.55
2012-06-01,68.2
2012-06-04,70.45
2012-06-05,71.5
2012-06-06,73.65
2012-06-07,74.35
2012-06-08,76.8
2012-06-11,75.7
2012-06-12,80.2
2012-06-13,79.85
2012-06-14,78.1
2012-06-15,76.85
2012-06-18,72.8
2012-06-19,73.45
2012-06-20,73.8
2012-06-21,77.05
2012-06-22,77.3
2012-06-25,76.05
2012-06-26,76.15
2012-06-27,76.5
2012-06-28,76.55
2012-06-29,79.65
2012-07-02,82.0
2012-07-03,81.7
2012-07-04,81.5
2012-07-05,82.95
2012-07-06,81.9
2012-07-09,79.45
2012-07-10,81.05
2012-07-11,80.25
2012-07-12,78.95
2012-07-13,79.15
2012-07-16,78.45
2012-07-17,77.15
2012-07-18,77.5
2012-07-19,77.3
2012-07-20,75.95
2012-07-23,74.15
2012-07-24,74.8
2012-07-25,74.65
2012-07-26,69.65
2012-07-27,67.3
2012-07-30,69.95
2012-07-31,69.65
2012-08-01,70.7
2012-08-02,69.65
2012-08-03,70.1
2012-08-06,70.3
2012-08-07,70.3
2012-08-08,69.1
2012-08-09,67.55
2012-08-10,67.9
2012-08-13,67.15
2012-08-14,69.1
2012-08-16,69.4
2012-08-17,68.75
2012-08-21,68.45
2012-08-22,68.25
2012-08-23,67.15
2012-08-24,66.45
2012-08-27,64.0
2012-08-28,63.85
2012-08-29,62.7
2012-08-30,63.7
2012-08-31,63.75
2012-09-03,63.65
2012-09-04,65.1
2012-09-05,63.9
2012-09-06,63.8
2012-09-07,64.95
2012-09-08,65.6
2012-09-10,65.4
2012-09-11,65.2
2012-09-12,65.95
2012-09-13,66.25
2012-09-14,68.95
2012-09-17,71.7
2012-09-18,75.15
2012-09-20,75.35
2012-09-21,77.35
2012-09-24,75.9
2012-09-25,75.8
2012-09-26,75.3
2012-09-27,77.0
2012-09-28,76.9
2012-10-01,79.5
2012-10-03,79.3
2012-10-04,79.05
2012-10-05,77.45
2012-10-08,76.45
2012-10-09,75.95
2012-10-10,74.65
2012-10-11,77.25
2012-10-12,77.1
2012-10-15,78.2
2012-10-16,76.15
2012-10-17,76.15
2012-10-18,78.9
2012-10-19,78.55
2012-10-22,77.95
2012-10-23,76.55
2012-10-25,77.85
2012-10-26,75.75
2012-10-29,75.2
2012-10-30,72.0
2012-10-31,72.85
2012-11-01,73.55
2012-11-02,76.05
2012-11-05,74.35
2012-11-06,73.7
2012-11-07,74.45
2012-11-08,75.05
2012-11-09,73.6
2012-11-12,73.7
2012-11-13,73.5
2012-11-15,74.1
2012-11-16,71.6
2012-11-19,71.25
2012-11-20,69.85
2012-11-21,71.1
2012-11-22,71.15
2012-11-23,71.05
2012-11-26,71.45
2012-11-27,72.0
2012-11-29,73.5
2012-11-30,75.4
2012-12-03,76.55
2012-12-04,77.45
2012-12-05,78.2
2012-12-06,79.45
2012-12-07,79.1
2012-12-10,81.7
2012-12-11,79.15
2012-12-12,80.25
2012-12-13,77.4
2012-12-14,79.1
2012-12-17,79.2
2012-12-18,80.2
2012-12-19,79.65
2012-12-20,79.45
2012-12-21,77.5
2012-12-24,76.85
2012-12-26,78.1
2012-12-27,77.35
2012-12-28,78.15
2012-12-31,78.8
