Date,EICHERMOT
2012-01-02,1495.3
2012-01-03,1565.6
2012-01-04,1525.8
2012-01-05,1512.35
2012-01-06,1493.7
2012-01-07,1498.05
2012-01-09,1480.7
2012-01-10,1500.05
2012-01-11,1499.85
2012-01-12,1522.7
2012-01-13,1533.2
2012-01-16,1535.95
2012-01-17,1604.15
2012-01-18,1584.95
2012-01-19,1570.85
2012-01-20,1613.15
2012-01-23,1612.15
2012-01-24,1629.9
2012-01-25,1635.15
2012-01-27,1629.65
2012-01-30,1627.6
2012-01-31,1671.5
2012-02-01,1701.0
2012-02-02,1715.6
2012-02-03,1753.55
2012-02-06,1758.3
2012-02-07,1773.25
2012-02-08,1768.5
2012-02-09,1757.6
2012-02-10,1769.9
2012-02-13,1723.7
2012-02-14,1736.35
2012-02-15,1759.4
2012-02-16,1723.35
2012-02-17,1736.1
2012-02-21,1726.8
2012-02-22,1724.45
2012-02-23,1724.0
2012-02-24,1693.55
2012-02-27,1689.85
2012-02-28,1731.6
2012-02-29,1737.3
2012-03-01,1719.1
2012-03-02,1696.55
2012-03-03,1700.5
2012-03-05,1670.7
2012-03-06,1656.4
2012-03-07,1671.25
2012-03-09,1732.45
2012-03-12,1719.2
2012-03-13,1764.25
2012-03-14,1803.25
2012-03-15,1855.85
2012-03-16,1901.7
2012-03-19,1919.7
2012-03-20,1927.5
2012-03-21,1919.85
2012-03-22,1915.05
2012-03-23,1910.45
2012-03-26,1895.55
2012-03-27,1893.95
2012-03-28,1860.25
2012-03-29,1922.4
2012-03-30,1993.35
2012-04-02,2105.15
2012-04-03,2129.15
2012-04-04,2192.45
2012-04-09,2139.2
2012-04-10,2169.6
2012-04-11,2125.35
2012-04-12,2197.7
2012-04-13,2179.65
2012-04-16,2169.55
2012-04-17,2195.35
2012-04-18,2275.95
2012-04-19,2320.25
2012-04-20,2299.6
2012-04-23,2248.25
2012-04-24,2199.4
2012-04-25,2179.25
2012-04-26,2221.05
2012-04-27,2273.75
2012-04-28,2274.0
2012-04-30,2283.95
2012-05-02,2266.1
2012-05-03,2235.05
2012-05-04,2162.1
2012-05-07,2189.7
2012-05-08,2168.0
2012-05-09,2129.1
2012-05-10,2198.3
2012-05-11,2168.1
2012-05-14,2072.2
2012-05-15,2006.4
2012-05-16,2026.65
2012-05-17,2073.15
2012-05-18,2107.45
2012-05-21,2149.1
2012-05-22,2188.55
2012-05-23,2204.65
2012-05-24,2219.75
2012-05-25,2218.55
2012-05-28,2232.0
2012-05-29,2268.95
2012-05-30,2247.05
2012-05-31,2294.35
2012-06-01,2251.7
2012-06-04,2146.0
2012-06-05,2141.2
2012-06-06,2139.25
2012-06-07,2168.2
2012-06-08,2172.65
2012-06-11,2149.4
2012-06-12,2129.25
2012-06-13,2086.2
2012-06-14,2055.25
2012-06-15,2056.45
2012-06-18,1990.0
2012-06-19,1999.15
2012-06-20,1993.45
2012-06-21,1991.35
2012-06-22,2000.7
2012-06-25,2004.95
2012-06-26,1991.5
2012-06-27,2000.45
2012-06-28,1964.5
2012-06-29,1999.9
2012-07-02,1985.3
2012-07-03,1943.85
2012-07-04,1950.8
2012-07-05,1986.1
2012-07-06,2021.15
2012-07-09,1996.85
2012-07-09,1996.85
2012-07-10,2005.7
2012-07-11,1993.3
2012-07-12,1979.6
2012-07-13,1936.3
2012-07-16,1953.55
2012-07-17,1940.7
2012-07-18,1931.1
2012-07-19,1952.15
2012-07-20,1951.6
2012-07-23,1952.45
2012-07-24,1945.85
2012-07-25,1960.9
2012-07-26,1952.05
2012-07-27,1950.35
2012-07-30,1959.8
2012-07-31,1956.25
2012-08-01,1923.9
2012-08-02,1964.75
2012-08-03,1993.55
2012-08-06,2032.65
2012-08-07,2075.65
2012-08-08,2089.95
2012-08-09,2087.85
2012-08-10,2068.55
2012-08-13,2079.35
2012-08-14,2101.8
2012-08-16,2221.25
2012-08-17,2225.25
2012-08-21,2229.85
2012-08-22,2232.0
2012-08-23,2222.45
2012-08-24,2183.2
2012-08-27,2172.5
2012-08-28,2150.75
2012-08-29,2140.1
2012-08-30,2120.15
2012-08-31,2144.8
2012-09-03,2117.5
2012-09-04,2079.9
2012-09-05,2064.05
2012-09-06,2065.55
2012-09-07,2083.0
2012-09-08,2079.95
2012-09-10,2089.15
2012-09-11,2110.3
2012-09-12,2160.2
2012-09-13,2238.2
2012-09-14,2269.6
2012-09-17,2316.0
2012-09-18,2291.65
2012-09-20,2242.65
2012-09-21,2208.85
2012-09-24,2261.55
2012-09-25,2230.75
2012-09-26,2245.55
2012-09-27,2238.4
2012-09-28,2311.2
2012-10-01,2258.85
2012-10-03,2293.35
2012-10-04,2272.9
2012-10-05,2302.7
2012-10-08,2248.5
2012-10-09,2263.7
2012-10-10,2238.5
2012-10-11,2240.7
2012-10-12,2225.1
2012-10-15,2207.6
2012-10-16,2222.9
2012-10-17,2248.8
2012-10-18,2299.2
2012-10-19,2302.45
2012-10-22,2288.95
2012-10-23,2346.9
2012-10-25,2391.75
2012-10-26,2365.7
2012-10-29,2315.5
2012-10-30,2314.95
2012-10-31,2320.0
2012-11-01,2350.8
2012-11-02,2391.35
2012-11-05,2410.35
2012-11-06,2542.05
2012-11-07,2599.55
2012-11-08,2561.9
2012-11-09,2503.25
2012-11-12,2576.1
2012-11-13,2585.15
2012-11-15,2507.15
2012-11-16,2404.85
2012-11-19,2336.5
2012-11-20,2355.2
2012-11-21,2372.8
2012-11-22,2372.05
2012-11-23,2427.0
2012-11-26,2582.6
2012-11-27,2612.6
2012-11-29,2704.8
2012-11-30,2738.25
2012-12-03,2808.6
2012-12-04,2861.85
2012-12-05,2768.45
2012-12-06,2777.45
2012-12-07,2690.15
2012-12-10,2670.05
2012-12-11,2682.8
2012-12-12,2707.0
2012-12-13,2695.65
2012-12-14,2706.7
2012-12-17,2708.55
2012-12-18,2694.7
2012-12-19,2716.95
2012-12-20,2723.4
2012-12-21,2687.7
2012-12-24,2683.4
2012-12-26,2814.15
2012-12-27,2752.85
2012-12-28,2802.55
2012-12-31,2906.6
