Date,KIRLOSIND
2012-01-02,241.0
2012-01-03,249.75
2012-01-04,246.0
2012-01-05,240.0
2012-01-06,250.2
2012-01-07,255.8
2012-01-09,247.8
2012-01-10,254.0
2012-01-11,249.0
2012-01-12,246.25
2012-01-13,259.8
2012-01-16,254.65
2012-01-17,250.0
2012-01-18,252.6
2012-01-19,255.1
2012-01-20,247.3
2012-01-23,259.6
2012-01-24,254.25
2012-01-25,265.05
2012-01-27,269.3
2012-01-30,265.55
2012-01-31,260.05
2012-02-01,264.2
2012-02-02,267.45
2012-02-03,263.0
2012-02-06,259.0
2012-02-07,257.9
2012-02-08,260.0
2012-02-09,261.0
2012-02-10,258.05
2012-02-13,257.0
2012-02-14,260.65
2012-02-15,259.9
2012-02-16,257.95
2012-02-17,257.45
2012-02-21,269.9
2012-02-22,266.4
2012-02-23,265.1
2012-02-24,265.0
2012-02-27,265.0
2012-02-28,263.0
2012-02-29,260.1
2012-03-01,261.55
2012-03-02,259.9
2012-03-03,258.1
2012-03-05,270.85
2012-03-06,265.6
2012-03-07,265.1
2012-03-09,265.0
2012-03-12,265.0
2012-03-13,263.7
2012-03-14,261.85
2012-03-15,262.25
2012-03-16,257.8
2012-03-19,265.25
2012-03-20,265.05
2012-03-21,267.7
2012-03-22,268.95
2012-03-23,269.55
2012-03-26,268.6
2012-03-27,266.1
2012-03-28,265.0
2012-03-29,270.9
2012-03-30,325.05
2012-04-02,353.65
2012-04-03,338.6
2012-04-04,343.15
2012-04-09,338.1
2012-04-10,330.25
2012-04-11,323.5
2012-04-12,317.1
2012-04-13,310.0
2012-04-16,309.0
2012-04-17,310.75
2012-04-18,308.6
2012-04-19,314.65
2012-04-20,310.0
2012-04-23,306.15
2012-04-24,300.3
2012-04-25,299.4
2012-04-26,308.5
2012-04-27,295.1
2012-04-28,293.0
2012-04-30,301.6
2012-05-02,298.1
2012-05-03,293.0
2012-05-04,296.0
2012-05-07,295.0
2012-05-08,290.55
2012-05-09,282.65
2012-05-10,272.65
2012-05-11,280.7
2012-05-14,270.5
2012-05-15,280.0
2012-05-16,288.35
2012-05-17,280.0
2012-05-18,275.7
2012-05-21,277.15
2012-05-22,280.0
2012-05-23,275.15
2012-05-24,277.4
2012-05-25,279.5
2012-05-28,272.35
2012-05-29,275.05
2012-05-30,272.85
2012-05-31,269.8
2012-06-01,270.2
2012-06-04,270.0
2012-06-05,270.0
2012-06-06,282.65
2012-06-07,288.0
2012-06-08,294.0
2012-06-11,294.35
2012-06-12,289.35
2012-06-13,287.35
2012-06-14,279.8
2012-06-15,287.45
2012-06-18,283.35
2012-06-19,292.3
2012-06-20,284.15
2012-06-21,282.0
2012-06-22,285.2
2012-06-25,290.2
2012-06-26,289.8
2012-06-27,290.25
2012-06-28,297.9
2012-06-29,298.15
2012-07-02,297.8
2012-07-03,304.65
2012-07-04,302.0
2012-07-05,306.6
2012-07-06,305.15
2012-07-09,306.35
2012-07-09,306.35
2012-07-10,309.0
2012-07-11,304.8
2012-07-12,303.65
2012-07-13,307.35
2012-07-16,300.9
2012-07-17,298.55
2012-07-18,296.0
2012-07-19,299.55
2012-07-20,297.0
2012-07-23,297.95
2012-07-24,293.0
2012-07-25,291.95
2012-07-26,284.3
2012-07-27,300.2
2012-07-30,306.15
2012-07-31,305.4
2012-08-01,301.0
2012-08-02,301.1
2012-08-03,300.1
2012-08-06,301.65
2012-08-07,301.0
2012-08-08,302.0
2012-08-09,300.0
2012-08-10,300.0
2012-08-13,300.0
2012-08-14,300.0
2012-08-16,304.1
2012-08-17,300.0
2012-08-21,300.0
2012-08-22,300.0
2012-08-23,300.0
2012-08-24,300.0
2012-08-27,300.35
2012-08-28,300.5
2012-08-29,303.85
2012-08-30,300.0
2012-08-31,303.9
2012-09-03,301.8
2012-09-04,300.05
2012-09-05,302.0
2012-09-06,300.2
2012-09-07,300.0
2012-09-10,303.7
2012-09-11,301.5
2012-09-12,300.25
2012-09-13,300.0
2012-09-14,300.1
2012-09-17,300.0
2012-09-18,300.0
2012-09-20,300.0
2012-09-21,301.2
2012-09-24,300.0
2012-09-25,300.25
2012-09-26,300.3
2012-09-27,300.15
2012-09-28,300.05
2012-10-01,300.0
2012-10-03,300.25
2012-10-04,301.2
2012-10-05,308.4
2012-10-08,302.05
2012-10-09,309.15
2012-10-10,305.5
2012-10-11,307.1
2012-10-12,311.55
2012-10-15,303.45
2012-10-16,304.8
2012-10-17,311.8
2012-10-18,309.65
2012-10-19,308.05
2012-10-22,312.0
2012-10-23,309.0
2012-10-25,312.7
2012-10-26,315.4
2012-10-29,315.0
2012-10-30,315.25
2012-10-31,316.0
2012-11-01,320.85
2012-11-02,325.5
2012-11-05,334.45
2012-11-06,344.85
2012-11-07,351.7
2012-11-08,352.85
2012-11-09,349.1
2012-11-12,341.35
2012-11-13,344.65
2012-11-15,349.6
2012-11-16,340.7
2012-11-19,348.9
2012-11-20,333.85
2012-11-21,349.45
2012-11-22,350.15
2012-11-23,350.0
2012-11-26,350.0
2012-11-27,350.0
2012-11-29,354.0
2012-11-30,361.5
2012-12-03,362.3
2012-12-04,362.25
2012-12-05,370.3
2012-12-06,366.2
2012-12-07,359.45
2012-12-10,381.75
2012-12-11,386.05
2012-12-12,400.05
2012-12-13,391.1
2012-12-14,402.05
2012-12-17,410.15
2012-12-18,420.2
2012-12-19,420.9
2012-12-20,420.0
2012-12-21,420.0
2012-12-24,413.55
2012-12-26,410.1
2012-12-27,410.0
2012-12-28,394.85
2012-12-31,393.1
