Date,PNB
2012-01-02,766.25
2012-01-03,802.1
2012-01-04,798.6
2012-01-05,826.8
2012-01-06,812.3
2012-01-07,814.8
2012-01-09,824.7
2012-01-10,859.8
2012-01-11,880.45
2012-01-12,902.85
2012-01-13,894.85
2012-01-16,885.95
2012-01-17,917.6
2012-01-18,901.95
2012-01-19,911.75
2012-01-20,948.55
2012-01-23,961.1
2012-01-24,1002.6
2012-01-25,1000.95
2012-01-27,971.15
2012-01-30,955.25
2012-01-31,941.15
2012-02-01,955.8
2012-02-02,952.8
2012-02-03,962.8
2012-02-06,974.55
2012-02-07,982.8
2012-02-08,980.7
2012-02-09,1000.55
2012-02-10,1007.65
2012-02-13,994.75
2012-02-14,1015.75
2012-02-15,1050.3
2012-02-16,1056.65
2012-02-17,1076.5
2012-02-21,1071.75
2012-02-22,1026.8
2012-02-23,1002.75
2012-02-24,965.2
2012-02-27,908.9
2012-02-28,951.3
2012-02-29,953.3
2012-03-01,948.65
2012-03-02,953.7
2012-03-03,957.25
2012-03-05,941.05
2012-03-06,933.3
2012-03-07,932.3
2012-03-09,957.7
2012-03-12,971.05
2012-03-13,976.3
2012-03-14,1026.55
2012-03-15,996.7
2012-03-16,963.45
2012-03-19,927.45
2012-03-20,958.1
2012-03-21,975.0
2012-03-22,945.25
2012-03-23,951.45
2012-03-26,911.35
2012-03-27,925.3
2012-03-28,912.3
2012-03-29,909.55
2012-03-30,925.0
2012-04-02,929.0
2012-04-03,931.2
2012-04-04,929.3
2012-04-09,911.25
2012-04-10,906.9
2012-04-11,899.95
2012-04-12,912.55
2012-04-13,902.5
2012-04-16,923.75
2012-04-17,928.9
2012-04-18,924.2
2012-04-19,921.7
2012-04-20,906.2
2012-04-23,888.3
2012-04-24,883.05
2012-04-25,875.0
2012-04-26,845.3
2012-04-27,834.0
2012-04-28,838.5
2012-04-30,850.15
2012-05-02,866.95
2012-05-03,843.8
2012-05-04,804.2
2012-05-07,795.4
2012-05-08,783.95
2012-05-09,767.45
2012-05-10,753.2
2012-05-11,744.85
2012-05-14,723.85
2012-05-15,731.2
2012-05-16,709.35
2012-05-17,719.5
2012-05-18,721.65
2012-05-21,719.4
2012-05-22,719.95
2012-05-23,708.1
2012-05-24,724.55
2012-05-25,725.85
2012-05-28,749.3
2012-05-29,749.3
2012-05-30,731.35
2012-05-31,755.5
2012-06-01,727.35
2012-06-04,739.75
2012-06-05,750.95
2012-06-06,768.85
2012-06-07,766.15
2012-06-08,782.0
2012-06-11,771.95
2012-06-12,801.75
2012-06-13,814.15
2012-06-14,769.45
2012-06-15,792.15
2012-06-18,760.25
2012-06-19,749.45
2012-06-20,754.25
2012-06-21,779.35
2012-06-22,780.0
2012-06-25,774.2
2012-06-26,781.0
2012-06-27,786.1
2012-06-28,787.9
2012-06-29,808.3
2012-07-02,814.0
2012-07-03,829.45
2012-07-04,846.2
2012-07-05,845.65
2012-07-06,840.9
2012-07-09,837.4
2012-07-09,837.4
2012-07-10,864.75
2012-07-11,863.0
2012-07-12,844.6
2012-07-13,842.95
2012-07-16,852.65
2012-07-17,857.05
2012-07-18,832.05
2012-07-19,823.7
2012-07-20,819.4
2012-07-23,805.35
2012-07-24,806.75
2012-07-25,792.2
2012-07-26,755.95
2012-07-27,714.85
2012-07-30,730.6
2012-07-31,727.1
2012-08-01,731.15
2012-08-02,728.6
2012-08-03,740.5
2012-08-06,743.95
2012-08-07,752.2
2012-08-08,741.4
2012-08-09,731.7
2012-08-10,721.3
2012-08-13,719.15
2012-08-14,732.1
2012-08-16,729.35
2012-08-17,727.35
2012-08-21,719.8
2012-08-22,709.55
2012-08-23,716.75
2012-08-24,711.15
2012-08-27,679.05
2012-08-28,675.85
2012-08-29,666.15
2012-08-30,679.35
2012-08-31,676.55
2012-09-03,669.2
2012-09-04,677.2
2012-09-05,668.85
2012-09-06,666.35
2012-09-07,683.25
2012-09-08,685.95
2012-09-10,686.4
2012-09-11,685.05
2012-09-12,685.05
2012-09-13,681.95
2012-09-14,709.05
2012-09-17,747.75
2012-09-18,802.8
2012-09-20,795.4
2012-09-21,837.25
2012-09-24,821.2
2012-09-25,823.55
2012-09-26,833.4
2012-09-27,833.4
2012-09-28,840.3
2012-10-01,831.7
2012-10-03,827.9
2012-10-04,832.6
2012-10-05,819.1
2012-10-08,796.4
2012-10-09,792.1
2012-10-10,797.05
2012-10-11,821.35
2012-10-12,820.3
2012-10-15,820.2
2012-10-16,805.15
2012-10-17,813.3
2012-10-18,831.6
2012-10-19,822.8
2012-10-22,820.3
2012-10-23,818.55
2012-10-25,803.85
2012-10-26,749.45
2012-10-29,755.35
2012-10-30,728.85
2012-10-31,738.4
2012-11-01,751.65
2012-11-02,755.55
2012-11-05,755.15
2012-11-06,757.5
2012-11-07,775.7
2012-11-08,778.1
2012-11-09,769.3
2012-11-12,771.9
2012-11-13,767.4
2012-11-15,763.25
2012-11-16,742.9
2012-11-19,743.95
2012-11-20,730.45
2012-11-21,727.65
2012-11-22,733.75
2012-11-23,734.45
2012-11-26,740.1
2012-11-27,754.45
2012-11-29,766.75
2012-11-30,784.9
2012-12-03,783.05
2012-12-04,787.3
2012-12-05,814.2
2012-12-06,823.0
2012-12-07,821.05
2012-12-10,839.7
2012-12-11,829.6
2012-12-12,825.4
2012-12-13,819.75
2012-12-14,830.4
2012-12-17,837.45
2012-12-18,844.25
2012-12-19,851.05
2012-12-20,851.2
2012-12-21,831.7
2012-12-24,833.5
2012-12-26,842.5
2012-12-27,844.1
2012-12-28,842.7
2012-12-31,871.3
