Date,HIRECT
2012-01-02,38.25
2012-01-03,38.55
2012-01-04,39.05
2012-01-05,39.5
2012-01-06,39.1
2012-01-09,42.8
2012-01-10,43.05
2012-01-11,45.1
2012-01-12,44.7
2012-01-13,45.5
2012-01-16,46.5
2012-01-17,45.85
2012-01-18,45.05
2012-01-19,44.6
2012-01-20,45.0
2012-01-23,46.9
2012-01-24,46.95
2012-01-25,48.1
2012-01-27,48.65
2012-01-30,48.4
2012-01-31,48.2
2012-02-01,48.55
2012-02-02,46.9
2012-02-03,46.7
2012-02-06,49.35
2012-02-07,49.45
2012-02-08,49.6
2012-02-09,52.5
2012-02-10,51.5
2012-02-13,53.4
2012-02-14,49.6
2012-02-15,49.95
2012-02-16,50.4
2012-02-17,50.15
2012-02-21,49.85
2012-02-22,48.9
2012-02-23,47.9
2012-02-24,48.0
2012-02-27,47.1
2012-02-28,51.6
2012-02-29,50.5
2012-03-01,50.35
2012-03-02,49.65
2012-03-03,49.8
2012-03-05,48.95
2012-03-06,47.75
2012-03-07,47.25
2012-03-09,47.7
2012-03-12,48.2
2012-03-13,47.25
2012-03-14,47.75
2012-03-15,45.85
2012-03-16,44.8
2012-03-19,43.05
2012-03-20,41.05
2012-03-21,42.45
2012-03-22,42.0
2012-03-23,42.15
2012-03-26,39.05
2012-03-27,38.5
2012-03-28,39.35
2012-03-29,39.75
2012-03-30,40.2
2012-04-02,40.85
2012-04-03,40.8
2012-04-04,40.55
2012-04-09,40.6
2012-04-10,40.9
2012-04-11,39.85
2012-04-12,39.8
2012-04-13,40.35
2012-04-16,39.8
2012-04-17,38.65
2012-04-18,40.0
2012-04-19,41.35
2012-04-20,42.65
2012-04-23,40.85
2012-04-24,41.0
2012-04-25,40.75
2012-04-26,40.3
2012-04-27,40.2
2012-04-28,39.85
2012-04-30,40.6
2012-05-02,39.4
2012-05-03,39.45
2012-05-04,38.6
2012-05-07,38.0
2012-05-08,38.4
2012-05-09,37.3
2012-05-10,37.95
2012-05-11,36.6
2012-05-14,37.9
2012-05-15,37.3
2012-05-16,38.85
2012-05-17,38.8
2012-05-18,38.95
2012-05-21,39.45
2012-05-22,38.7
2012-05-23,38.35
2012-05-24,38.4
2012-05-25,39.15
2012-05-28,38.75
2012-05-29,39.3
2012-05-30,39.35
2012-05-31,41.15
2012-06-01,41.65
2012-06-04,41.4
2012-06-05,42.0
2012-06-06,42.5
2012-06-07,42.25
2012-06-08,42.45
2012-06-11,41.65
2012-06-12,41.6
2012-06-13,42.25
2012-06-14,42.65
2012-06-15,42.6
2012-06-18,43.1
2012-06-19,42.6
2012-06-20,43.0
2012-06-21,42.45
2012-06-22,42.0
2012-06-25,43.1
2012-06-26,44.7
2012-06-27,44.1
2012-06-28,44.5
2012-06-29,45.15
2012-07-02,45.95
2012-07-03,44.4
2012-07-04,44.0
2012-07-05,45.45
2012-07-06,46.85
2012-07-09,45.95
2012-07-09,45.95
2012-07-10,46.45
2012-07-11,46.65
2012-07-12,45.55
2012-07-13,46.2
2012-07-16,47.35
2012-07-17,48.35
2012-07-18,47.35
2012-07-19,48.55
2012-07-20,47.65
2012-07-23,47.8
2012-07-24,47.05
2012-07-25,46.1
2012-07-26,46.1
2012-07-27,46.95
2012-07-30,46.5
2012-07-31,45.5
2012-08-01,45.1
2012-08-02,45.5
2012-08-03,46.0
2012-08-06,45.85
2012-08-07,47.5
2012-08-08,44.3
2012-08-09,43.95
2012-08-10,43.8
2012-08-13,43.6
2012-08-14,43.5
2012-08-16,43.4
2012-08-17,44.0
2012-08-21,44.35
2012-08-22,43.0
2012-08-23,43.25
2012-08-24,42.85
2012-08-27,42.7
2012-08-28,42.1
2012-08-29,41.75
2012-08-30,41.5
2012-08-31,42.2
2012-09-03,42.25
2012-09-04,41.9
2012-09-05,41.25
2012-09-06,41.05
2012-09-07,41.6
2012-09-08,42.3
2012-09-10,42.65
2012-09-11,42.75
2012-09-12,43.8
2012-09-13,43.85
2012-09-14,42.95
2012-09-17,42.85
2012-09-18,44.45
2012-09-20,44.6
2012-09-21,46.55
2012-09-24,47.7
2012-09-25,48.4
2012-09-26,48.5
2012-09-27,48.2
2012-09-28,48.2
2012-10-01,49.75
2012-10-03,48.3
2012-10-04,48.8
2012-10-05,48.55
2012-10-08,48.35
2012-10-09,49.25
2012-10-10,48.55
2012-10-11,48.45
2012-10-12,47.75
2012-10-15,48.95
2012-10-16,47.85
2012-10-17,47.55
2012-10-18,47.7
2012-10-19,48.05
2012-10-22,46.8
2012-10-23,46.35
2012-10-25,50.8
2012-10-26,50.95
2012-10-29,49.0
2012-10-30,49.0
2012-10-31,47.2
2012-11-01,47.35
2012-11-02,48.15
2012-11-05,48.25
2012-11-06,52.7
2012-11-07,52.15
2012-11-08,53.1
2012-11-09,51.7
2012-11-12,51.5
2012-11-13,52.0
2012-11-15,51.0
2012-11-16,51.15
2012-11-19,50.5
2012-11-20,49.9
2012-11-21,49.4
2012-11-22,52.05
2012-11-23,53.7
2012-11-26,52.0
2012-11-27,54.55
2012-11-29,55.75
2012-11-30,59.9
2012-12-03,57.4
2012-12-04,57.55
2012-12-05,55.65
2012-12-06,58.15
2012-12-07,57.25
2012-12-10,58.5
2012-12-11,57.85
2012-12-12,61.1
2012-12-13,59.0
2012-12-14,59.75
2012-12-17,59.8
2012-12-18,60.45
2012-12-19,62.25
2012-12-20,62.9
2012-12-21,60.65
2012-12-24,59.0
2012-12-26,60.55
2012-12-27,60.55
2012-12-28,61.25
2012-12-31,57.85
