Date,GITANJALI
2012-01-02,312.25
2012-01-03,301.3
2012-01-04,307.05
2012-01-05,307.4
2012-01-06,303.75
2012-01-07,310.45
2012-01-09,306.95
2012-01-10,307.95
2012-01-11,306.95
2012-01-12,302.7
2012-01-13,306.25
2012-01-16,302.25
2012-01-17,303.3
2012-01-18,302.0
2012-01-19,303.55
2012-01-20,305.0
2012-01-23,305.7
2012-01-24,305.95
2012-01-25,300.15
2012-01-27,312.6
2012-01-30,306.9
2012-01-31,310.3
2012-02-01,308.75
2012-02-02,311.05
2012-02-03,312.3
2012-02-06,311.7
2012-02-07,308.9
2012-02-08,308.7
2012-02-09,311.5
2012-02-10,328.75
2012-02-13,347.5
2012-02-14,373.2
2012-02-15,380.35
2012-02-16,377.65
2012-02-17,383.85
2012-02-21,393.75
2012-02-22,405.7
2012-02-23,402.75
2012-02-24,405.25
2012-02-27,397.9
2012-02-28,402.6
2012-02-29,384.0
2012-03-01,380.25
2012-03-02,382.5
2012-03-03,388.4
2012-03-05,375.5
2012-03-06,365.8
2012-03-07,365.9
2012-03-09,364.35
2012-03-12,377.15
2012-03-13,383.3
2012-03-14,380.9
2012-03-15,381.55
2012-03-16,378.75
2012-03-19,372.05
2012-03-20,369.75
2012-03-21,371.15
2012-03-22,370.15
2012-03-23,374.15
2012-03-26,368.95
2012-03-27,351.1
2012-03-28,328.8
2012-03-29,326.0
2012-03-30,324.05
2012-04-02,330.15
2012-04-03,331.4
2012-04-04,325.4
2012-04-09,330.55
2012-04-10,325.25
2012-04-11,321.05
2012-04-12,318.8
2012-04-13,324.55
2012-04-16,327.1
2012-04-17,337.0
2012-04-18,329.1
2012-04-19,325.15
2012-04-20,332.8
2012-04-23,332.15
2012-04-24,332.85
2012-04-25,325.3
2012-04-26,320.3
2012-04-27,320.25
2012-04-28,324.05
2012-04-30,326.8
2012-05-02,325.4
2012-05-03,319.25
2012-05-04,307.85
2012-05-07,312.05
2012-05-08,310.0
2012-05-09,306.85
2012-05-10,301.5
2012-05-11,307.25
2012-05-14,308.35
2012-05-15,307.0
2012-05-16,307.9
2012-05-17,304.55
2012-05-18,308.0
2012-05-21,309.7
2012-05-22,310.75
2012-05-23,306.25
2012-05-24,304.9
2012-05-25,303.0
2012-05-28,303.0
2012-05-29,303.1
2012-05-30,302.75
2012-05-31,303.85
2012-06-01,303.0
2012-06-04,302.5
2012-06-05,303.05
2012-06-06,305.5
2012-06-07,303.8
2012-06-08,303.85
2012-06-11,303.1
2012-06-12,303.0
2012-06-13,301.55
2012-06-14,302.05
2012-06-15,301.0
2012-06-18,302.85
2012-06-19,301.8
2012-06-20,302.05
2012-06-21,300.4
2012-06-22,299.15
2012-06-25,298.2
2012-06-26,297.35
2012-06-27,297.15
2012-06-28,297.3
2012-06-29,300.7
2012-07-02,303.35
2012-07-03,304.15
2012-07-04,308.25
2012-07-05,310.15
2012-07-06,310.0
2012-07-09,309.9
2012-07-09,309.9
2012-07-10,309.25
2012-07-11,310.0
2012-07-12,310.15
2012-07-13,310.4
2012-07-16,314.65
2012-07-17,314.0
2012-07-18,314.3
2012-07-19,317.1
2012-07-20,318.05
2012-07-23,318.2
2012-07-24,320.35
2012-07-25,320.15
2012-07-26,323.3
2012-07-27,325.1
2012-07-30,323.9
2012-07-31,327.75
2012-08-01,323.3
2012-08-02,326.0
2012-08-03,323.75
2012-08-06,326.45
2012-08-07,328.6
2012-08-08,332.3
2012-08-09,334.15
2012-08-10,338.4
2012-08-13,341.75
2012-08-14,347.05
2012-08-16,347.95
2012-08-17,353.8
2012-08-21,353.95
2012-08-22,354.6
2012-08-23,352.25
2012-08-24,344.9
2012-08-27,344.15
2012-08-28,340.7
2012-08-29,335.1
2012-08-30,335.4
2012-08-31,335.15
2012-09-03,339.65
2012-09-04,345.2
2012-09-05,347.1
2012-09-06,343.0
2012-09-07,342.4
2012-09-08,351.8
2012-09-10,343.3
2012-09-11,340.0
2012-09-12,339.55
2012-09-13,340.55
2012-09-14,341.3
2012-09-17,352.0
2012-09-18,350.95
2012-09-20,343.8
2012-09-21,357.1
2012-09-24,348.0
2012-09-25,351.95
2012-09-26,348.55
2012-09-27,345.55
2012-09-28,348.15
2012-10-01,345.15
2012-10-03,344.0
2012-10-04,348.45
2012-10-05,367.1
2012-10-08,372.45
2012-10-09,375.05
2012-10-10,373.95
2012-10-11,370.35
2012-10-12,374.7
2012-10-15,374.45
2012-10-16,375.7
2012-10-17,375.55
2012-10-18,382.4
2012-10-19,393.9
2012-10-22,392.75
2012-10-23,395.65
2012-10-25,403.1
2012-10-26,394.65
2012-10-29,400.7
2012-10-30,405.2
2012-10-31,401.7
2012-11-01,396.45
2012-11-02,396.95
2012-11-05,398.85
2012-11-06,400.65
2012-11-07,399.85
2012-11-08,399.4
2012-11-09,399.8
2012-11-12,417.0
2012-11-13,417.7
2012-11-15,422.75
2012-11-16,423.35
2012-11-19,430.0
2012-11-20,446.05
2012-11-21,446.05
2012-11-22,453.0
2012-11-23,447.15
2012-11-26,463.15
2012-11-27,474.45
2012-11-29,486.45
2012-11-30,493.0
2012-12-03,486.45
2012-12-04,477.85
2012-12-05,477.65
2012-12-06,480.0
2012-12-07,520.5
2012-12-10,527.0
2012-12-11,521.75
2012-12-12,501.05
2012-12-13,477.3
2012-12-14,471.7
2012-12-17,485.35
2012-12-18,490.25
2012-12-19,474.8
2012-12-20,473.65
2012-12-21,473.2
2012-12-24,475.9
2012-12-26,476.35
2012-12-27,480.35
2012-12-28,510.85
2012-12-31,531.65
