Date,N100
2012-01-02,118.05
2012-01-03,119.56
2012-01-04,120.01
2012-01-05,120.5
2012-01-06,120.91
2012-01-09,123.88
2012-01-10,119.3
2012-01-11,123.95
2012-01-12,118.12
2012-01-13,118.39
2012-01-16,118.25
2012-01-17,120.42
2012-01-18,120.93
2012-01-19,119.0
2012-01-20,119.0
2012-01-23,121.94
2012-01-24,122.19
2012-01-25,122.98
2012-01-27,121.37
2012-01-30,121.05
2012-01-31,120.26
2012-02-01,123.87
2012-02-02,123.89
2012-02-03,128.51
2012-02-06,121.51
2012-02-07,122.06
2012-02-08,124.21
2012-02-09,122.52
2012-02-10,121.7
2012-02-13,124.48
2012-02-14,121.67
2012-02-15,121.05
2012-02-16,121.75
2012-02-17,123.16
2012-02-21,124.07
2012-02-22,121.65
2012-02-23,124.35
2012-02-24,125.0
2012-02-27,123.0
2012-02-28,123.0
2012-02-29,127.0
2012-03-01,127.5
2012-03-02,127.99
2012-03-05,127.91
2012-03-06,127.35
2012-03-07,127.0
2012-03-09,128.5
2012-03-12,128.5
2012-03-13,128.25
2012-03-14,130.46
2012-03-15,132.07
2012-03-16,135.28
2012-03-19,133.0
2012-03-20,133.05
2012-03-21,138.97
2012-03-22,140.89
2012-03-23,140.35
2012-03-26,141.89
2012-03-27,140.69
2012-03-28,138.0
2012-03-29,142.0
2012-03-30,138.61
2012-04-02,140.1
2012-04-03,140.05
2012-04-04,140.49
2012-04-09,139.95
2012-04-10,138.38
2012-04-11,136.0
2012-04-12,138.0
2012-04-13,135.29
2012-04-16,140.4
2012-04-17,139.95
2012-04-18,138.33
2012-04-19,137.0
2012-04-20,138.47
2012-04-23,136.5
2012-04-24,138.3
2012-04-25,138.22
2012-04-26,139.5
2012-04-27,141.57
2012-04-28,141.5
2012-04-30,143.73
2012-05-02,145.77
2012-05-03,141.23
2012-05-04,146.13
2012-05-07,142.46
2012-05-08,141.07
2012-05-09,141.94
2012-05-10,138.09
2012-05-11,140.0
2012-05-14,140.0
2012-05-15,134.23
2012-05-16,136.42
2012-05-17,138.99
2012-05-18,138.79
2012-05-21,137.84
2012-05-22,137.49
2012-05-23,138.74
2012-05-24,139.39
2012-05-25,137.83
2012-05-28,137.01
2012-05-29,139.86
2012-05-30,139.9
2012-05-31,139.8
2012-06-01,138.76
2012-06-04,139.99
2012-06-05,138.29
2012-06-06,140.72
2012-06-07,140.87
2012-06-08,140.0
2012-06-11,143.91
2012-06-12,143.0
2012-06-13,141.62
2012-06-14,142.0
2012-06-15,141.24
2012-06-18,141.67
2012-06-19,141.23
2012-06-20,142.43
2012-06-21,144.9
2012-06-22,142.86
2012-06-25,144.16
2012-06-26,142.17
2012-06-27,144.35
2012-06-28,144.99
2012-06-29,141.4
2012-07-02,146.0
2012-07-03,143.11
2012-07-04,140.77
2012-07-05,141.75
2012-07-06,142.61
2012-07-09,143.37
2012-07-09,143.37
2012-07-10,142.97
2012-07-11,141.36
2012-07-12,141.31
2012-07-13,140.16
2012-07-16,142.78
2012-07-17,143.52
2012-07-18,139.81
2012-07-19,143.47
2012-07-20,142.33
2012-07-23,141.94
2012-07-24,140.71
2012-07-25,138.12
2012-07-26,141.68
2012-07-27,138.94
2012-07-30,143.92
2012-07-31,142.43
2012-08-01,144.97
2012-08-02,144.99
2012-08-03,145.53
2012-08-06,145.72
2012-08-07,148.8
2012-08-08,149.25
2012-08-09,148.73
2012-08-10,149.84
2012-08-13,148.58
2012-08-14,148.72
2012-08-16,150.26
2012-08-17,152.72
2012-08-21,154.73
2012-08-22,154.35
2012-08-23,153.88
2012-08-24,151.89
2012-08-27,153.21
2012-08-28,152.35
2012-08-29,152.89
2012-08-30,154.39
2012-08-31,154.95
2012-09-03,154.92
2012-09-04,155.02
2012-09-05,155.94
2012-09-06,157.0
2012-09-07,156.66
2012-09-08,159.0
2012-09-10,159.0
2012-09-11,156.27
2012-09-12,155.44
2012-09-13,155.77
2012-09-14,156.23
2012-09-17,154.25
2012-09-18,153.98
2012-09-20,154.47
2012-09-21,153.74
2012-09-24,153.5
2012-09-25,153.11
2012-09-26,154.99
2012-09-27,154.95
2012-09-28,154.0
2012-10-01,151.15
2012-10-03,152.04
2012-10-04,146.74
2012-10-05,146.47
2012-10-08,147.04
2012-10-09,147.0
2012-10-10,146.99
2012-10-11,146.95
2012-10-12,147.0
2012-10-15,146.99
2012-10-16,146.62
2012-10-17,145.74
2012-10-18,146.81
2012-10-19,143.81
2012-10-22,146.15
2012-10-23,146.48
2012-10-25,145.66
2012-10-26,143.01
2012-10-29,146.01
2012-10-30,144.47
2012-10-31,142.71
2012-11-01,144.97
2012-11-02,145.06
2012-11-05,142.8
2012-11-06,144.17
2012-11-07,143.2
2012-11-08,142.27
2012-11-09,142.54
2012-11-12,142.94
2012-11-13,143.44
2012-11-15,140.99
2012-11-16,139.44
2012-11-19,142.0
2012-11-20,141.43
2012-11-21,142.6
2012-11-22,143.73
2012-11-23,143.52
2012-11-26,146.74
2012-11-27,146.99
2012-11-29,146.0
2012-11-30,147.08
2012-12-03,147.86
2012-12-04,146.8
2012-12-05,147.43
2012-12-06,143.1
2012-12-07,144.97
2012-12-10,142.01
2012-12-11,140.83
2012-12-12,142.72
2012-12-13,143.39
2012-12-14,142.34
2012-12-17,142.49
2012-12-18,143.9
2012-12-19,146.0
2012-12-20,146.48
2012-12-21,145.0
2012-12-24,147.17
2012-12-26,143.58
2012-12-27,145.07
2012-12-28,141.6
2012-12-31,140.23
