Date,IDFC
2012-01-02,91.95
2012-01-03,96.5
2012-01-04,97.65
2012-01-05,100.5
2012-01-06,97.7
2012-01-07,97.9
2012-01-09,100.5
2012-01-10,102.0
2012-01-11,105.25
2012-01-12,109.05
2012-01-13,108.45
2012-01-16,111.05
2012-01-17,116.35
2012-01-18,117.4
2012-01-19,121.55
2012-01-20,120.55
2012-01-23,119.3
2012-01-24,126.0
2012-01-25,129.55
2012-01-27,131.4
2012-01-30,125.9
2012-01-31,133.1
2012-02-01,137.95
2012-02-02,131.45
2012-02-03,138.3
2012-02-06,139.55
2012-02-07,135.9
2012-02-08,138.5
2012-02-09,137.8
2012-02-10,133.9
2012-02-13,133.85
2012-02-14,138.1
2012-02-15,142.7
2012-02-16,146.2
2012-02-17,148.0
2012-02-21,150.75
2012-02-22,144.6
2012-02-23,146.3
2012-02-24,140.8
2012-02-27,131.3
2012-02-28,140.1
2012-02-29,141.4
2012-03-01,136.8
2012-03-02,140.5
2012-03-03,139.75
2012-03-05,140.35
2012-03-06,140.2
2012-03-07,138.6
2012-03-09,145.85
2012-03-12,147.5
2012-03-13,148.95
2012-03-14,151.55
2012-03-15,144.95
2012-03-16,144.85
2012-03-19,137.8
2012-03-20,138.8
2012-03-21,144.2
2012-03-22,135.7
2012-03-23,135.15
2012-03-26,128.5
2012-03-27,130.05
2012-03-28,128.85
2012-03-29,128.95
2012-03-30,135.0
2012-04-02,134.8
2012-04-03,137.95
2012-04-04,138.8
2012-04-09,132.05
2012-04-10,133.35
2012-04-11,132.65
2012-04-12,135.25
2012-04-13,132.45
2012-04-16,133.0
2012-04-17,133.85
2012-04-18,131.45
2012-04-19,133.15
2012-04-20,128.8
2012-04-23,125.9
2012-04-24,126.05
2012-04-25,123.1
2012-04-26,119.65
2012-04-27,117.4
2012-04-28,118.1
2012-04-30,120.95
2012-05-02,121.05
2012-05-03,117.0
2012-05-04,114.15
2012-05-07,117.8
2012-05-08,113.55
2012-05-09,115.25
2012-05-10,118.75
2012-05-11,120.85
2012-05-14,118.45
2012-05-15,116.55
2012-05-16,114.25
2012-05-17,114.85
2012-05-18,118.4
2012-05-21,120.05
2012-05-22,118.35
2012-05-23,120.25
2012-05-24,124.55
2012-05-25,125.05
2012-05-28,126.75
2012-05-29,124.65
2012-05-30,120.25
2012-05-31,125.35
2012-06-01,119.95
2012-06-04,120.65
2012-06-05,123.15
2012-06-06,128.5
2012-06-07,129.7
2012-06-08,132.55
2012-06-11,131.0
2012-06-12,132.95
2012-06-13,134.15
2012-06-14,128.85
2012-06-15,130.9
2012-06-18,127.6
2012-06-19,129.65
2012-06-20,128.4
2012-06-21,132.35
2012-06-22,131.45
2012-06-25,131.05
2012-06-26,130.45
2012-06-27,135.35
2012-06-28,132.4
2012-06-29,136.15
2012-07-02,137.55
2012-07-03,137.3
2012-07-04,138.3
2012-07-05,142.7
2012-07-06,142.3
2012-07-09,140.2
2012-07-09,140.2
2012-07-10,141.7
2012-07-11,140.0
2012-07-12,136.75
2012-07-13,137.4
2012-07-16,137.5
2012-07-17,136.0
2012-07-18,136.5
2012-07-19,139.95
2012-07-20,137.2
2012-07-23,132.25
2012-07-24,131.05
2012-07-25,129.05
2012-07-26,127.7
2012-07-27,127.75
2012-07-30,133.55
2012-07-31,134.55
2012-08-01,135.65
2012-08-02,133.5
2012-08-03,130.55
2012-08-06,130.8
2012-08-07,136.0
2012-08-08,133.45
2012-08-09,135.1
2012-08-10,132.1
2012-08-13,133.1
2012-08-14,136.5
2012-08-16,142.3
2012-08-17,140.7
2012-08-21,144.35
2012-08-22,142.1
2012-08-23,142.45
2012-08-24,142.4
2012-08-27,137.5
2012-08-28,137.5
2012-08-29,135.05
2012-08-30,138.45
2012-08-31,134.05
2012-09-03,131.9
2012-09-04,129.5
2012-09-05,125.9
2012-09-06,124.05
2012-09-07,127.25
2012-09-08,127.55
2012-09-10,127.7
2012-09-11,131.45
2012-09-12,132.7
2012-09-13,132.1
2012-09-14,138.95
2012-09-17,147.5
2012-09-18,147.75
2012-09-20,146.25
2012-09-21,154.2
2012-09-24,158.3
2012-09-25,160.3
2012-09-26,155.75
2012-09-27,156.35
2012-09-28,154.45
2012-10-01,154.7
2012-10-03,161.9
2012-10-04,163.05
2012-10-05,159.1
2012-10-08,155.7
2012-10-09,156.15
2012-10-10,151.3
2012-10-11,154.1
2012-10-12,151.05
2012-10-15,150.55
2012-10-16,149.9
2012-10-17,150.8
2012-10-18,153.1
2012-10-19,152.1
2012-10-22,152.65
2012-10-23,153.65
2012-10-25,157.4
2012-10-26,157.85
2012-10-29,158.35
2012-10-30,160.0
2012-10-31,162.25
2012-11-01,166.2
2012-11-02,168.3
2012-11-05,166.45
2012-11-06,162.55
2012-11-07,166.4
2012-11-08,163.6
2012-11-09,158.7
2012-11-12,163.35
2012-11-13,162.15
2012-11-15,164.9
2012-11-16,159.35
2012-11-19,154.4
2012-11-20,157.0
2012-11-21,157.85
2012-11-22,156.5
2012-11-23,157.75
2012-11-26,161.9
2012-11-27,163.3
2012-11-29,167.25
2012-11-30,173.2
2012-12-03,169.3
2012-12-04,171.7
2012-12-05,173.6
2012-12-06,175.5
2012-12-07,175.45
2012-12-10,172.6
2012-12-11,173.7
2012-12-12,176.5
2012-12-13,172.65
2012-12-14,174.2
2012-12-17,173.6
2012-12-18,174.05
2012-12-19,177.0
2012-12-20,175.3
2012-12-21,169.0
2012-12-24,170.45
2012-12-26,173.25
2012-12-27,170.6
2012-12-28,173.1
2012-12-31,171.3
