Date,SAREGAMA
2012-01-02,57.9
2012-01-03,60.7
2012-01-04,59.85
2012-01-05,60.1
2012-01-06,59.75
2012-01-07,59.85
2012-01-09,59.9
2012-01-10,64.05
2012-01-11,63.85
2012-01-12,64.95
2012-01-13,66.1
2012-01-16,65.45
2012-01-17,66.9
2012-01-18,64.35
2012-01-19,65.85
2012-01-20,66.6
2012-01-23,66.9
2012-01-24,66.7
2012-01-25,67.1
2012-01-27,69.0
2012-01-30,67.2
2012-01-31,66.4
2012-02-01,67.0
2012-02-02,66.9
2012-02-03,70.2
2012-02-06,71.5
2012-02-07,72.0
2012-02-08,73.9
2012-02-09,74.3
2012-02-10,76.4
2012-02-13,78.9
2012-02-14,77.15
2012-02-15,92.3
2012-02-16,86.25
2012-02-17,82.6
2012-02-21,84.35
2012-02-22,86.4
2012-02-23,90.7
2012-02-24,105.25
2012-02-27,95.0
2012-02-28,96.8
2012-02-29,101.4
2012-03-01,106.85
2012-03-02,103.25
2012-03-03,101.45
2012-03-05,105.25
2012-03-06,100.8
2012-03-07,100.8
2012-03-09,103.15
2012-03-12,100.5
2012-03-13,113.25
2012-03-14,107.85
2012-03-15,106.45
2012-03-16,102.55
2012-03-19,99.15
2012-03-20,106.65
2012-03-21,116.5
2012-03-22,106.5
2012-03-23,108.7
2012-03-26,105.95
2012-03-27,101.2
2012-03-28,97.55
2012-03-29,98.25
2012-03-30,100.0
2012-04-02,103.85
2012-04-03,109.45
2012-04-04,109.3
2012-04-09,104.75
2012-04-10,105.0
2012-04-11,104.65
2012-04-12,104.2
2012-04-13,101.6
2012-04-16,102.35
2012-04-17,106.55
2012-04-18,105.0
2012-04-19,103.85
2012-04-20,101.6
2012-04-23,101.05
2012-04-24,101.05
2012-04-25,99.5
2012-04-26,97.45
2012-04-27,98.2
2012-04-28,97.3
2012-04-30,97.85
2012-05-02,96.7
2012-05-03,95.95
2012-05-04,92.05
2012-05-07,90.35
2012-05-08,88.45
2012-05-09,84.6
2012-05-10,84.1
2012-05-11,83.7
2012-05-14,83.0
2012-05-15,83.5
2012-05-16,81.95
2012-05-17,86.65
2012-05-18,82.5
2012-05-21,81.55
2012-05-22,79.15
2012-05-23,78.55
2012-05-24,77.9
2012-05-25,85.45
2012-05-28,85.95
2012-05-29,83.7
2012-05-30,81.4
2012-05-31,79.6
2012-06-01,78.0
2012-06-04,77.75
2012-06-05,86.65
2012-06-06,83.0
2012-06-07,82.4
2012-06-08,80.4
2012-06-11,82.65
2012-06-12,81.8
2012-06-13,81.8
2012-06-14,78.55
2012-06-15,79.5
2012-06-18,77.55
2012-06-19,77.55
2012-06-20,77.7
2012-06-21,80.1
2012-06-22,79.3
2012-06-25,79.2
2012-06-26,78.8
2012-06-27,78.55
2012-06-28,77.95
2012-06-29,79.25
2012-07-02,80.05
2012-07-03,81.1
2012-07-04,88.7
2012-07-05,86.25
2012-07-06,84.25
2012-07-09,83.15
2012-07-10,87.35
2012-07-11,87.0
2012-07-12,86.45
2012-07-13,86.0
2012-07-16,87.45
2012-07-17,88.4
2012-07-18,86.95
2012-07-19,88.65
2012-07-20,86.8
2012-07-23,86.05
2012-07-24,85.8
2012-07-25,83.75
2012-07-26,81.1
2012-07-27,78.5
2012-07-30,79.75
2012-07-31,78.9
2012-08-01,82.5
2012-08-02,82.1
2012-08-03,82.3
2012-08-06,82.4
2012-08-07,84.15
2012-08-08,83.1
2012-08-09,82.7
2012-08-10,82.45
2012-08-13,83.45
2012-08-14,82.45
2012-08-16,82.3
2012-08-17,82.2
2012-08-21,82.5
2012-08-22,82.65
2012-08-23,96.7
2012-08-24,90.95
2012-08-27,85.25
2012-08-28,83.4
2012-08-29,87.05
2012-08-30,84.75
2012-08-31,84.05
2012-09-03,85.7
2012-09-04,86.0
2012-09-05,96.6
2012-09-06,92.0
2012-09-07,91.2
2012-09-08,93.8
2012-09-10,98.9
2012-09-11,95.45
2012-09-12,97.85
2012-09-13,95.95
2012-09-14,94.95
2012-09-17,92.7
2012-09-18,96.35
2012-09-20,98.05
2012-09-21,97.05
2012-09-24,97.95
2012-09-25,96.4
2012-09-26,95.15
2012-09-27,94.75
2012-09-28,93.95
2012-10-01,93.5
2012-10-03,93.35
2012-10-04,91.8
2012-10-05,89.5
2012-10-08,91.65
2012-10-09,94.7
2012-10-10,92.5
2012-10-11,92.2
2012-10-12,91.2
2012-10-15,90.65
2012-10-16,88.95
2012-10-17,88.45
2012-10-18,94.25
2012-10-19,91.55
2012-10-22,89.9
2012-10-23,89.35
2012-10-25,88.1
2012-10-26,87.1
2012-10-29,85.35
2012-10-30,84.85
2012-10-31,84.4
2012-11-01,85.5
2012-11-02,87.5
2012-11-05,86.7
2012-11-06,86.35
2012-11-07,86.85
2012-11-08,92.9
2012-11-09,89.15
2012-11-12,92.05
2012-11-13,94.2
2012-11-15,91.45
2012-11-16,89.5
2012-11-19,87.55
2012-11-20,86.05
2012-11-21,85.9
2012-11-22,85.4
2012-11-23,86.2
2012-11-26,89.2
2012-11-27,89.65
2012-11-29,89.6
2012-11-30,89.35
2012-12-03,92.95
2012-12-04,92.35
2012-12-05,91.05
2012-12-06,91.9
2012-12-07,90.25
2012-12-10,88.8
2012-12-11,89.3
2012-12-12,89.75
2012-12-13,88.1
2012-12-14,88.2
2012-12-17,87.55
2012-12-18,87.9
2012-12-19,87.95
2012-12-20,87.55
2012-12-21,86.15
2012-12-24,85.85
2012-12-26,86.3
2012-12-27,85.95
2012-12-28,87.75
2012-12-31,87.5
