Date,SAIL
2012-01-02,81.6
2012-01-03,83.75
2012-01-04,85.15
2012-01-05,83.95
2012-01-06,84.3
2012-01-07,84.3
2012-01-09,85.2
2012-01-10,88.2
2012-01-11,91.5
2012-01-12,91.35
2012-01-13,92.3
2012-01-16,91.7
2012-01-17,94.4
2012-01-18,90.8
2012-01-19,91.15
2012-01-20,91.6
2012-01-23,92.5
2012-01-24,95.05
2012-01-25,98.4
2012-01-27,105.2
2012-01-30,100.2
2012-01-31,101.65
2012-02-01,104.65
2012-02-02,105.4
2012-02-03,105.0
2012-02-06,106.95
2012-02-07,105.95
2012-02-08,105.0
2012-02-09,108.9
2012-02-10,113.2
2012-02-13,110.3
2012-02-14,110.6
2012-02-15,112.3
2012-02-16,111.45
2012-02-17,111.55
2012-02-21,111.35
2012-02-22,106.25
2012-02-23,104.75
2012-02-24,105.25
2012-02-27,97.2
2012-02-28,99.75
2012-02-29,103.15
2012-03-01,101.5
2012-03-02,101.4
2012-03-03,101.5
2012-03-05,96.35
2012-03-06,92.5
2012-03-07,90.9
2012-03-09,94.8
2012-03-12,96.4
2012-03-13,101.0
2012-03-14,100.45
2012-03-15,98.7
2012-03-16,95.8
2012-03-19,93.25
2012-03-20,94.5
2012-03-21,97.9
2012-03-22,93.75
2012-03-23,94.6
2012-03-26,92.7
2012-03-27,94.9
2012-03-28,92.2
2012-03-29,90.85
2012-03-30,94.25
2012-04-02,96.05
2012-04-03,98.9
2012-04-04,97.95
2012-04-09,94.05
2012-04-10,93.15
2012-04-11,92.2
2012-04-12,94.2
2012-04-13,93.55
2012-04-16,93.75
2012-04-17,96.1
2012-04-18,96.6
2012-04-19,98.2
2012-04-20,97.25
2012-04-23,96.6
2012-04-24,100.5
2012-04-25,99.4
2012-04-26,97.75
2012-04-27,94.75
2012-04-28,95.5
2012-04-30,94.7
2012-05-02,96.45
2012-05-03,95.45
2012-05-04,93.75
2012-05-07,92.95
2012-05-08,93.55
2012-05-09,91.05
2012-05-10,89.65
2012-05-11,89.3
2012-05-14,86.85
2012-05-15,88.55
2012-05-16,84.6
2012-05-17,87.8
2012-05-18,89.95
2012-05-21,91.0
2012-05-22,91.9
2012-05-23,90.6
2012-05-24,91.05
2012-05-25,92.65
2012-05-28,93.45
2012-05-29,93.1
2012-05-30,92.15
2012-05-31,95.35
2012-06-01,91.4
2012-06-04,92.0
2012-06-05,92.8
2012-06-06,94.65
2012-06-07,94.95
2012-06-08,95.0
2012-06-11,94.9
2012-06-12,94.75
2012-06-13,95.05
2012-06-14,91.3
2012-06-15,92.55
2012-06-18,92.0
2012-06-19,91.0
2012-06-20,91.4
2012-06-21,91.45
2012-06-22,90.0
2012-06-25,89.9
2012-06-26,88.05
2012-06-27,88.5
2012-06-28,88.35
2012-06-29,90.6
2012-07-02,91.2
2012-07-03,92.6
2012-07-04,94.55
2012-07-05,94.3
2012-07-06,94.2
2012-07-09,92.75
2012-07-10,93.65
2012-07-11,93.2
2012-07-12,92.2
2012-07-13,92.85
2012-07-16,92.55
2012-07-17,91.95
2012-07-18,93.25
2012-07-19,93.4
2012-07-20,93.3
2012-07-23,91.0
2012-07-24,88.8
2012-07-25,85.5
2012-07-26,82.25
2012-07-27,83.15
2012-07-30,86.05
2012-07-31,85.8
2012-08-01,85.85
2012-08-02,86.55
2012-08-03,84.65
2012-08-06,85.4
2012-08-07,87.05
2012-08-08,86.6
2012-08-09,85.45
2012-08-10,84.9
2012-08-13,85.2
2012-08-14,86.7
2012-08-16,84.6
2012-08-17,83.15
2012-08-21,84.85
2012-08-22,84.85
2012-08-23,84.2
2012-08-24,83.95
2012-08-27,83.8
2012-08-28,82.85
2012-08-29,77.9
2012-08-30,77.95
2012-08-31,78.2
2012-09-03,76.45
2012-09-04,77.1
2012-09-05,76.4
2012-09-06,76.75
2012-09-07,77.65
2012-09-08,78.35
2012-09-10,79.35
2012-09-11,78.65
2012-09-12,81.2
2012-09-13,80.45
2012-09-14,84.55
2012-09-17,87.1
2012-09-18,88.3
2012-09-20,85.95
2012-09-21,92.65
2012-09-24,91.05
2012-09-25,89.6
2012-09-26,89.2
2012-09-27,85.65
2012-09-28,85.45
2012-10-01,86.1
2012-10-03,86.8
2012-10-04,87.3
2012-10-05,86.2
2012-10-08,85.2
2012-10-09,84.9
2012-10-10,84.8
2012-10-11,85.65
2012-10-12,85.9
2012-10-15,85.75
2012-10-16,84.0
2012-10-17,82.5
2012-10-18,82.2
2012-10-19,82.2
2012-10-22,81.2
2012-10-23,81.3
2012-10-25,80.75
2012-10-26,80.45
2012-10-29,80.5
2012-10-30,79.3
2012-10-31,80.25
2012-11-01,81.3
2012-11-02,83.05
2012-11-05,82.75
2012-11-06,82.4
2012-11-07,83.5
2012-11-08,82.5
2012-11-09,81.2
2012-11-12,79.9
2012-11-13,80.25
2012-11-15,79.15
2012-11-16,79.25
2012-11-19,77.95
2012-11-20,77.25
2012-11-21,77.2
2012-11-22,78.05
2012-11-23,78.05
2012-11-26,78.15
2012-11-27,78.6
2012-11-29,79.05
2012-11-30,80.8
2012-12-03,81.55
2012-12-04,81.55
2012-12-05,83.2
2012-12-06,83.65
2012-12-07,82.35
2012-12-10,81.5
2012-12-11,82.0
2012-12-12,82.05
2012-12-13,81.1
2012-12-14,83.25
2012-12-17,85.7
2012-12-18,88.3
2012-12-19,90.7
2012-12-20,91.5
2012-12-21,90.7
2012-12-24,88.9
2012-12-26,88.8
2012-12-27,89.3
2012-12-28,90.6
2012-12-31,90.65
