Date,INDSWFTLAB
2012-01-02,88.8
2012-01-03,91.95
2012-01-04,98.35
2012-01-05,96.7
2012-01-06,99.3
2012-01-07,98.65
2012-01-09,101.7
2012-01-10,109.25
2012-01-11,114.25
2012-01-12,112.9
2012-01-13,113.1
2012-01-16,111.15
2012-01-17,113.75
2012-01-18,113.5
2012-01-19,111.95
2012-01-20,110.0
2012-01-23,111.5
2012-01-24,111.95
2012-01-25,111.85
2012-01-27,111.25
2012-01-30,110.6
2012-01-31,119.25
2012-02-01,118.2
2012-02-02,121.6
2012-02-03,121.7
2012-02-06,119.9
2012-02-07,120.0
2012-02-08,125.95
2012-02-09,124.1
2012-02-10,120.0
2012-02-13,120.2
2012-02-14,120.35
2012-02-15,121.6
2012-02-16,120.55
2012-02-17,119.8
2012-02-21,115.75
2012-02-22,111.85
2012-02-23,107.25
2012-02-24,103.9
2012-02-27,103.45
2012-02-28,107.25
2012-02-29,106.3
2012-03-01,104.95
2012-03-02,106.1
2012-03-03,106.05
2012-03-05,102.7
2012-03-06,102.0
2012-03-07,102.15
2012-03-09,102.15
2012-03-12,100.7
2012-03-13,101.75
2012-03-14,100.75
2012-03-15,101.25
2012-03-16,99.5
2012-03-19,96.65
2012-03-20,95.4
2012-03-21,97.75
2012-03-22,94.45
2012-03-23,93.4
2012-03-26,91.15
2012-03-27,91.55
2012-03-28,88.75
2012-03-29,90.8
2012-03-30,90.35
2012-04-02,92.3
2012-04-03,95.1
2012-04-04,95.5
2012-04-09,95.85
2012-04-10,98.55
2012-04-11,97.35
2012-04-12,99.6
2012-04-13,96.6
2012-04-16,97.85
2012-04-17,97.4
2012-04-18,96.75
2012-04-19,96.65
2012-04-20,96.4
2012-04-23,93.45
2012-04-24,92.5
2012-04-25,90.95
2012-04-26,91.3
2012-04-27,90.25
2012-04-28,90.2
2012-04-30,89.8
2012-05-02,89.5
2012-05-03,88.45
2012-05-04,92.85
2012-05-07,91.15
2012-05-08,89.45
2012-05-09,86.65
2012-05-10,85.5
2012-05-11,85.0
2012-05-14,82.65
2012-05-15,82.65
2012-05-16,81.9
2012-05-17,83.25
2012-05-18,81.85
2012-05-21,81.3
2012-05-22,80.1
2012-05-23,79.2
2012-05-24,81.85
2012-05-25,82.85
2012-05-28,84.2
2012-05-29,85.15
2012-05-30,83.15
2012-05-31,78.3
2012-06-01,75.75
2012-06-04,68.25
2012-06-05,65.65
2012-06-06,65.6
2012-06-07,66.05
2012-06-08,66.3
2012-06-11,64.15
2012-06-12,61.75
2012-06-13,60.95
2012-06-14,50.95
2012-06-15,47.0
2012-06-18,48.15
2012-06-19,48.9
2012-06-20,47.3
2012-06-21,46.9
2012-06-22,47.85
2012-06-25,48.75
2012-06-26,48.0
2012-06-27,47.75
2012-06-28,48.3
2012-06-29,48.75
2012-07-02,51.5
2012-07-03,52.15
2012-07-04,54.45
2012-07-05,54.65
2012-07-06,54.35
2012-07-09,52.85
2012-07-09,52.85
2012-07-10,51.65
2012-07-11,50.15
2012-07-12,51.0
2012-07-13,50.7
2012-07-16,47.1
2012-07-17,44.3
2012-07-18,44.2
2012-07-19,44.45
2012-07-20,43.65
2012-07-23,42.15
2012-07-24,44.0
2012-07-25,44.35
2012-07-26,43.75
2012-07-27,42.7
2012-07-30,42.75
2012-07-31,43.0
2012-08-01,44.1
2012-08-02,43.7
2012-08-03,44.9
2012-08-06,46.6
2012-08-07,46.6
2012-08-08,44.85
2012-08-09,43.95
2012-08-10,43.8
2012-08-13,43.8
2012-08-14,40.5
2012-08-16,40.7
2012-08-17,40.55
2012-08-21,40.9
2012-08-22,40.55
2012-08-23,41.6
2012-08-24,46.6
2012-08-27,48.2
2012-08-28,44.7
2012-08-29,43.1
2012-08-30,45.9
2012-08-31,45.1
2012-09-03,51.45
2012-09-04,57.0
2012-09-05,52.65
2012-09-06,55.9
2012-09-07,54.25
2012-09-08,54.05
2012-09-10,56.6
2012-09-11,58.75
2012-09-12,58.9
2012-09-13,57.2
2012-09-14,55.4
2012-09-17,53.25
2012-09-18,54.65
2012-09-20,52.6
2012-09-21,53.6
2012-09-24,53.25
2012-09-25,53.45
2012-09-26,52.7
2012-09-27,52.95
2012-09-28,52.05
2012-10-01,51.0
2012-10-03,51.2
2012-10-04,55.05
2012-10-05,54.25
2012-10-08,53.85
2012-10-09,54.05
2012-10-10,54.3
2012-10-11,56.05
2012-10-12,55.1
2012-10-15,55.15
2012-10-16,55.7
2012-10-17,56.3
2012-10-18,55.45
2012-10-19,57.0
2012-10-22,56.95
2012-10-23,55.3
2012-10-25,55.1
2012-10-26,53.9
2012-10-29,52.45
2012-10-30,51.9
2012-10-31,56.25
2012-11-01,55.3
2012-11-02,55.55
2012-11-05,54.05
2012-11-06,54.65
2012-11-07,54.6
2012-11-08,53.0
2012-11-09,50.95
2012-11-12,50.55
2012-11-13,51.45
2012-11-15,51.05
2012-11-16,49.9
2012-11-19,48.65
2012-11-20,46.45
2012-11-21,47.05
2012-11-22,47.2
2012-11-23,47.25
2012-11-26,46.95
2012-11-27,48.0
2012-11-29,47.7
2012-11-30,48.75
2012-12-03,50.55
2012-12-04,51.4
2012-12-05,51.05
2012-12-06,50.65
2012-12-07,50.3
2012-12-10,48.1
2012-12-11,47.5
2012-12-12,47.95
2012-12-13,48.7
2012-12-14,48.1
2012-12-17,47.35
2012-12-18,46.7
2012-12-19,47.1
2012-12-20,46.95
2012-12-21,47.05
2012-12-24,47.4
2012-12-26,47.9
2012-12-27,47.1
2012-12-28,46.7
2012-12-31,46.4
