Date,SHREECEM
2012-01-02,2124.85
2012-01-03,2149.9
2012-01-04,2134.2
2012-01-05,2093.7
2012-01-06,2135.3
2012-01-07,2085.8
2012-01-09,2081.95
2012-01-10,2080.6
2012-01-11,2066.55
2012-01-12,2070.8
2012-01-13,2075.95
2012-01-16,2066.35
2012-01-17,2097.5
2012-01-18,2123.1
2012-01-19,2150.65
2012-01-20,2175.35
2012-01-23,2231.15
2012-01-24,2236.15
2012-01-25,2198.9
2012-01-27,2227.55
2012-01-30,2221.5
2012-01-31,2261.95
2012-02-01,2268.25
2012-02-02,2305.35
2012-02-03,2274.2
2012-02-06,2361.85
2012-02-07,2372.1
2012-02-08,2413.0
2012-02-09,2379.2
2012-02-10,2401.25
2012-02-13,2395.05
2012-02-14,2452.0
2012-02-15,2531.0
2012-02-16,2540.95
2012-02-17,2652.8
2012-02-21,2705.75
2012-02-22,2692.65
2012-02-23,2709.35
2012-02-24,2709.4
2012-02-27,2700.75
2012-02-28,2752.6
2012-02-29,2800.65
2012-03-01,2883.95
2012-03-02,2799.75
2012-03-03,2793.05
2012-03-05,2794.75
2012-03-06,2806.2
2012-03-07,2784.5
2012-03-09,2903.6
2012-03-12,2920.65
2012-03-13,2866.55
2012-03-14,2880.85
2012-03-15,2913.3
2012-03-16,2892.2
2012-03-19,2898.35
2012-03-20,2946.95
2012-03-21,2979.35
2012-03-22,2976.1
2012-03-23,2976.15
2012-03-26,2923.85
2012-03-27,3041.25
2012-03-28,3074.85
2012-03-29,3059.85
2012-03-30,3219.4
2012-04-02,3267.4
2012-04-03,3173.7
2012-04-04,3114.2
2012-04-09,3017.3
2012-04-10,2958.5
2012-04-11,2883.45
2012-04-12,2854.55
2012-04-13,2876.85
2012-04-16,2863.4
2012-04-17,2955.9
2012-04-18,2965.85
2012-04-19,2909.1
2012-04-20,2827.4
2012-04-23,2776.2
2012-04-24,2769.8
2012-04-25,2742.9
2012-04-26,2739.8
2012-04-27,2779.2
2012-04-28,2794.55
2012-04-30,2834.0
2012-05-02,2812.55
2012-05-03,2812.1
2012-05-04,2732.7
2012-05-07,2745.5
2012-05-08,2709.5
2012-05-09,2695.5
2012-05-10,2700.15
2012-05-11,2689.95
2012-05-14,2679.35
2012-05-15,2662.5
2012-05-16,2638.45
2012-05-17,2612.35
2012-05-18,2570.25
2012-05-21,2567.7
2012-05-22,2567.1
2012-05-23,2563.6
2012-05-24,2558.4
2012-05-25,2556.25
2012-05-28,2587.7
2012-05-29,2523.55
2012-05-30,2473.1
2012-05-31,2407.2
2012-06-01,2368.6
2012-06-04,2401.05
2012-06-05,2357.85
2012-06-06,2471.35
2012-06-07,2428.45
2012-06-08,2526.75
2012-06-11,2551.15
2012-06-12,2629.15
2012-06-13,2667.2
2012-06-14,2625.25
2012-06-15,2656.9
2012-06-18,2637.85
2012-06-19,2637.1
2012-06-20,2661.9
2012-06-21,2724.7
2012-06-22,2905.35
2012-06-25,2894.45
2012-06-26,2895.9
2012-06-27,2899.95
2012-06-28,2915.75
2012-06-29,3039.95
2012-07-02,3104.05
2012-07-03,3094.45
2012-07-04,3067.4
2012-07-05,3074.3
2012-07-06,2932.0
2012-07-09,2927.35
2012-07-10,2907.2
2012-07-11,2904.7
2012-07-12,2899.65
2012-07-13,2904.25
2012-07-16,2918.65
2012-07-17,2926.0
2012-07-18,2925.75
2012-07-19,2934.9
2012-07-20,2934.65
2012-07-23,2890.35
2012-07-24,2878.0
2012-07-25,3008.2
2012-07-26,3000.3
2012-07-27,3052.75
2012-07-30,3080.65
2012-07-31,3114.65
2012-08-01,3166.4
2012-08-02,3172.95
2012-08-03,3108.25
2012-08-06,3100.1
2012-08-07,3093.5
2012-08-08,3098.65
2012-08-09,3086.05
2012-08-10,3181.7
2012-08-13,3205.1
2012-08-14,3219.15
2012-08-16,3208.35
2012-08-17,3291.4
2012-08-21,3300.65
2012-08-22,3257.75
2012-08-23,3372.15
2012-08-24,3394.25
2012-08-27,3509.35
2012-08-28,3501.15
2012-08-29,3478.7
2012-08-30,3411.25
2012-08-31,3385.0
2012-09-03,3360.9
2012-09-04,3331.25
2012-09-05,3395.15
2012-09-06,3378.95
2012-09-07,3406.0
2012-09-08,3380.95
2012-09-10,3405.35
2012-09-11,3468.5
2012-09-12,3473.4
2012-09-13,3463.3
2012-09-14,3403.75
2012-09-17,3427.5
2012-09-18,3501.9
2012-09-20,3541.3
2012-09-21,3634.25
2012-09-24,3615.15
2012-09-25,3623.85
2012-09-26,3680.45
2012-09-27,3770.3
2012-09-28,3890.65
2012-10-01,4065.45
2012-10-03,4024.7
2012-10-04,4075.1
2012-10-05,3873.95
2012-10-08,3840.15
2012-10-09,3909.75
2012-10-10,3931.65
2012-10-11,3978.4
2012-10-12,4003.75
2012-10-15,4079.1
2012-10-16,4057.85
2012-10-17,4072.8
2012-10-18,4167.15
2012-10-19,4197.35
2012-10-22,4192.15
2012-10-23,4117.3
2012-10-25,4201.1
2012-10-26,4177.1
2012-10-29,4261.3
2012-10-30,4159.05
2012-10-31,4223.1
2012-11-01,4227.1
2012-11-02,4259.85
2012-11-05,4325.35
2012-11-06,4330.65
2012-11-07,4399.95
2012-11-08,4449.55
2012-11-09,4403.85
2012-11-12,4324.9
2012-11-13,4306.65
2012-11-15,4115.25
2012-11-16,4197.3
2012-11-19,4088.25
2012-11-20,3999.95
2012-11-21,4080.15
2012-11-22,4293.3
2012-11-23,4261.45
2012-11-26,4264.9
2012-11-27,4371.75
2012-11-29,4390.4
2012-11-30,4393.8
2012-12-03,4341.95
2012-12-04,4200.95
2012-12-05,4299.3
2012-12-06,4304.05
2012-12-07,4299.5
2012-12-10,4339.75
2012-12-11,4286.25
2012-12-12,4316.0
2012-12-13,4321.1
2012-12-14,4489.45
2012-12-17,4499.8
2012-12-18,4469.3
2012-12-19,4524.7
2012-12-20,4518.05
2012-12-21,4489.75
2012-12-24,4458.45
2012-12-26,4485.65
2012-12-27,4516.5
2012-12-28,4524.9
2012-12-31,4644.8
