Date,TWL
2012-01-02,386.25
2012-01-03,388.85
2012-01-04,384.6
2012-01-05,386.8
2012-01-06,386.75
2012-01-07,389.1
2012-01-09,421.65
2012-01-10,414.8
2012-01-11,408.5
2012-01-12,411.2
2012-01-13,409.6
2012-01-16,410.3
2012-01-17,416.7
2012-01-18,427.15
2012-01-19,425.15
2012-01-20,412.65
2012-01-23,407.55
2012-01-24,405.35
2012-01-25,412.3
2012-01-27,415.55
2012-01-30,402.15
2012-01-31,406.35
2012-02-01,415.95
2012-02-02,413.05
2012-02-03,412.75
2012-02-06,419.0
2012-02-07,412.65
2012-02-08,417.55
2012-02-09,418.25
2012-02-10,425.75
2012-02-13,426.45
2012-02-14,426.45
2012-02-15,429.9
2012-02-16,427.9
2012-02-17,425.85
2012-02-21,421.3
2012-02-22,424.85
2012-02-23,417.2
2012-02-24,419.15
2012-02-27,423.65
2012-02-28,466.75
2012-02-29,438.3
2012-03-01,436.85
2012-03-02,434.4
2012-03-03,438.25
2012-03-05,431.8
2012-03-06,424.85
2012-03-07,430.2
2012-03-09,428.95
2012-03-12,433.7
2012-03-13,430.25
2012-03-14,412.5
2012-03-15,384.05
2012-03-16,392.65
2012-03-19,375.0
2012-03-20,366.7
2012-03-21,365.7
2012-03-22,354.25
2012-03-23,351.75
2012-03-26,338.45
2012-03-27,333.45
2012-03-28,329.8
2012-03-29,328.3
2012-03-30,348.9
2012-04-02,351.2
2012-04-03,348.65
2012-04-04,348.35
2012-04-09,339.75
2012-04-10,334.1
2012-04-11,337.9
2012-04-12,339.0
2012-04-13,338.85
2012-04-16,340.2
2012-04-17,340.3
2012-04-18,348.7
2012-04-19,348.3
2012-04-20,352.15
2012-04-23,343.9
2012-04-24,343.0
2012-04-25,331.9
2012-04-26,330.5
2012-04-27,328.35
2012-04-28,331.95
2012-04-30,343.75
2012-05-02,337.0
2012-05-03,332.65
2012-05-04,327.1
2012-05-07,324.6
2012-05-08,320.65
2012-05-09,316.35
2012-05-10,311.45
2012-05-11,311.85
2012-05-14,306.4
2012-05-15,306.7
2012-05-16,305.2
2012-05-17,304.65
2012-05-18,303.8
2012-05-21,303.65
2012-05-22,303.0
2012-05-23,303.1
2012-05-24,303.0
2012-05-25,305.75
2012-05-28,307.3
2012-05-29,317.65
2012-05-30,311.3
2012-05-31,308.3
2012-06-01,306.35
2012-06-04,303.5
2012-06-05,306.55
2012-06-06,307.65
2012-06-07,305.15
2012-06-08,304.4
2012-06-11,302.05
2012-06-12,306.1
2012-06-13,306.35
2012-06-14,299.5
2012-06-15,302.5
2012-06-18,298.75
2012-06-19,297.8
2012-06-20,305.25
2012-06-21,308.0
2012-06-22,306.15
2012-06-25,306.9
2012-06-26,308.8
2012-06-27,311.7
2012-06-28,311.65
2012-06-29,314.5
2012-07-02,315.8
2012-07-03,326.25
2012-07-04,333.05
2012-07-05,338.55
2012-07-06,337.2
2012-07-09,344.5
2012-07-10,347.5
2012-07-11,342.2
2012-07-12,335.6
2012-07-13,332.25
2012-07-16,332.7
2012-07-17,326.85
2012-07-18,323.8
2012-07-19,324.9
2012-07-20,310.75
2012-07-23,310.6
2012-07-24,310.15
2012-07-25,310.25
2012-07-26,308.45
2012-07-27,303.15
2012-07-30,305.95
2012-07-31,311.3
2012-08-01,310.0
2012-08-02,313.85
2012-08-03,313.3
2012-08-06,312.25
2012-08-07,312.15
2012-08-08,311.65
2012-08-09,308.0
2012-08-10,306.7
2012-08-13,306.65
2012-08-14,307.85
2012-08-16,307.35
2012-08-17,308.6
2012-08-21,309.05
2012-08-22,308.05
2012-08-23,307.15
2012-08-24,305.35
2012-08-27,305.0
2012-08-28,300.3
2012-08-29,299.3
2012-08-30,302.15
2012-08-31,300.5
2012-09-03,298.9
2012-09-04,299.95
2012-09-05,299.0
2012-09-06,291.65
2012-09-07,294.25
2012-09-08,295.05
2012-09-10,295.7
2012-09-11,296.45
2012-09-12,297.1
2012-09-13,303.55
2012-09-14,306.25
2012-09-17,304.9
2012-09-18,309.0
2012-09-20,306.05
2012-09-21,320.35
2012-09-24,328.3
2012-09-25,328.7
2012-09-26,329.05
2012-09-27,327.9
2012-09-28,323.9
2012-10-01,327.85
2012-10-03,332.0
2012-10-04,334.65
2012-10-05,336.1
2012-10-08,341.2
2012-10-09,339.65
2012-10-10,335.25
2012-10-11,335.5
2012-10-12,334.85
2012-10-15,332.5
2012-10-16,328.25
2012-10-17,321.9
2012-10-18,328.7
2012-10-19,329.85
2012-10-22,328.7
2012-10-23,328.75
2012-10-25,333.3
2012-10-26,335.9
2012-10-29,333.15
2012-10-30,327.6
2012-10-31,329.2
2012-11-01,329.7
2012-11-02,329.55
2012-11-05,333.45
2012-11-06,332.05
2012-11-07,333.45
2012-11-08,341.95
2012-11-09,337.05
2012-11-12,332.9
2012-11-13,331.65
2012-11-15,327.5
2012-11-16,326.95
2012-11-19,328.2
2012-11-20,325.7
2012-11-21,327.45
2012-11-22,330.2
2012-11-23,328.5
2012-11-26,334.2
2012-11-27,335.6
2012-11-29,336.5
2012-11-30,345.9
2012-12-03,349.85
2012-12-04,348.1
2012-12-05,350.35
2012-12-06,352.0
2012-12-07,356.7
2012-12-10,367.6
2012-12-11,375.0
2012-12-12,385.65
2012-12-13,379.95
2012-12-14,369.55
2012-12-17,374.8
2012-12-18,369.5
2012-12-19,368.2
2012-12-20,363.85
2012-12-21,356.15
2012-12-24,354.45
2012-12-26,356.35
2012-12-27,358.4
2012-12-28,357.75
2012-12-31,358.7
