Date,COROMANDEL
2012-01-02,272.7
2012-01-03,276.55
2012-01-04,278.65
2012-01-05,282.55
2012-01-06,282.3
2012-01-07,292.0
2012-01-09,285.3
2012-01-10,281.7
2012-01-11,273.75
2012-01-12,261.75
2012-01-13,263.95
2012-01-16,276.0
2012-01-17,271.7
2012-01-18,273.35
2012-01-19,267.7
2012-01-20,271.05
2012-01-23,274.2
2012-01-24,272.9
2012-01-25,272.3
2012-01-27,274.0
2012-01-30,262.85
2012-01-31,265.35
2012-02-01,269.7
2012-02-02,259.8
2012-02-03,269.45
2012-02-06,275.4
2012-02-07,277.8
2012-02-08,281.25
2012-02-09,271.8
2012-02-10,274.55
2012-02-13,269.65
2012-02-14,266.9
2012-02-15,269.5
2012-02-16,265.15
2012-02-17,270.05
2012-02-21,268.45
2012-02-22,276.85
2012-02-23,278.55
2012-02-24,276.95
2012-02-27,270.35
2012-02-28,277.75
2012-02-29,277.15
2012-03-01,289.8
2012-03-02,294.0
2012-03-03,290.55
2012-03-05,292.55
2012-03-06,291.25
2012-03-07,295.25
2012-03-09,299.15
2012-03-12,304.45
2012-03-13,304.0
2012-03-14,301.95
2012-03-15,301.15
2012-03-16,303.3
2012-03-19,299.5
2012-03-20,303.55
2012-03-21,301.45
2012-03-22,286.95
2012-03-23,289.15
2012-03-26,289.1
2012-03-27,291.25
2012-03-28,291.6
2012-03-29,290.1
2012-03-30,283.65
2012-04-02,282.75
2012-04-03,283.55
2012-04-04,284.2
2012-04-09,282.4
2012-04-10,287.65
2012-04-11,286.95
2012-04-12,285.05
2012-04-13,290.3
2012-04-16,293.65
2012-04-17,291.5
2012-04-18,291.6
2012-04-19,295.3
2012-04-20,290.05
2012-04-23,290.05
2012-04-24,282.55
2012-04-25,276.6
2012-04-26,269.25
2012-04-27,261.15
2012-04-28,261.9
2012-04-30,256.35
2012-05-02,262.2
2012-05-03,259.5
2012-05-04,253.65
2012-05-07,251.85
2012-05-08,260.1
2012-05-09,259.8
2012-05-10,256.9
2012-05-11,259.95
2012-05-14,257.65
2012-05-15,262.0
2012-05-16,258.15
2012-05-17,255.45
2012-05-18,256.35
2012-05-21,254.9
2012-05-22,255.1
2012-05-23,257.4
2012-05-24,261.4
2012-05-25,259.95
2012-05-28,257.95
2012-05-29,257.35
2012-05-30,257.25
2012-05-31,258.55
2012-06-01,260.25
2012-06-04,260.7
2012-06-05,264.2
2012-06-06,265.2
2012-06-07,265.25
2012-06-08,263.0
2012-06-11,263.0
2012-06-12,256.25
2012-06-13,251.6
2012-06-14,255.0
2012-06-15,256.1
2012-06-18,257.3
2012-06-19,256.35
2012-06-20,255.45
2012-06-21,256.05
2012-06-22,256.7
2012-06-25,256.95
2012-06-26,256.25
2012-06-27,257.0
2012-06-28,257.3
2012-06-29,258.25
2012-07-02,260.15
2012-07-03,265.9
2012-07-04,276.75
2012-07-05,279.5
2012-07-06,274.5
2012-07-09,270.45
2012-07-09,270.45
2012-07-10,268.7
2012-07-11,266.85
2012-07-12,264.85
2012-07-13,255.05
2012-07-16,253.0
2012-07-17,246.75
2012-07-18,248.5
2012-07-19,249.9
2012-07-20,249.1
2012-07-23,242.25
2012-07-24,249.9
2012-07-25,241.9
2012-07-26,242.2
2012-07-27,235.45
2012-07-30,242.4
2012-07-31,247.7
2012-08-01,248.0
2012-08-02,250.25
2012-08-03,251.9
2012-08-06,251.1
2012-08-07,255.2
2012-08-08,249.05
2012-08-09,245.35
2012-08-10,249.35
2012-08-13,249.55
2012-08-14,249.95
2012-08-16,252.1
2012-08-17,261.15
2012-08-21,263.4
2012-08-22,268.35
2012-08-23,269.75
2012-08-24,271.35
2012-08-27,277.25
2012-08-28,279.95
2012-08-29,287.7
2012-08-30,293.0
2012-08-31,299.0
2012-09-03,296.45
2012-09-04,293.2
2012-09-05,297.05
2012-09-06,298.15
2012-09-07,289.75
2012-09-08,287.75
2012-09-10,286.75
2012-09-11,279.9
2012-09-12,280.25
2012-09-13,277.45
2012-09-14,276.2
2012-09-17,278.9
2012-09-18,278.95
2012-09-20,280.15
2012-09-21,289.35
2012-09-24,286.25
2012-09-25,285.85
2012-09-26,283.2
2012-09-27,287.3
2012-09-28,288.0
2012-10-01,295.9
2012-10-03,295.05
2012-10-04,298.65
2012-10-05,295.55
2012-10-08,295.15
2012-10-09,295.3
2012-10-10,288.85
2012-10-11,293.1
2012-10-12,290.0
2012-10-15,286.7
2012-10-16,288.0
2012-10-17,280.15
2012-10-18,285.9
2012-10-19,286.85
2012-10-22,282.4
2012-10-23,279.85
2012-10-25,278.3
2012-10-26,278.8
2012-10-29,279.75
2012-10-30,277.7
2012-10-31,283.0
2012-11-01,277.1
2012-11-02,277.0
2012-11-05,281.1
2012-11-06,281.3
2012-11-07,279.75
2012-11-08,280.05
2012-11-09,277.95
2012-11-12,277.55
2012-11-13,277.8
2012-11-15,273.1
2012-11-16,275.4
2012-11-19,275.0
2012-11-20,276.75
2012-11-21,275.15
2012-11-22,272.55
2012-11-23,270.2
2012-11-26,272.65
2012-11-27,271.1
2012-11-29,276.9
2012-11-30,274.5
2012-12-03,274.9
2012-12-04,271.45
2012-12-05,268.0
2012-12-06,267.95
2012-12-07,263.8
2012-12-10,258.65
2012-12-11,255.15
2012-12-12,254.8
2012-12-13,256.5
2012-12-14,257.15
2012-12-17,260.25
2012-12-18,262.1
2012-12-19,262.0
2012-12-20,262.6
2012-12-21,258.65
2012-12-24,259.3
2012-12-26,255.5
2012-12-27,263.1
2012-12-28,263.8
2012-12-31,263.1
