Date,ONGC
2012-01-02,258.35
2012-01-03,263.2
2012-01-04,266.7
2012-01-05,261.75
2012-01-06,255.65
2012-01-07,256.4
2012-01-09,257.2
2012-01-10,261.2
2012-01-11,259.6
2012-01-12,257.8
2012-01-13,259.7
2012-01-16,256.25
2012-01-17,262.1
2012-01-18,268.25
2012-01-19,271.8
2012-01-20,275.95
2012-01-23,275.35
2012-01-24,274.2
2012-01-25,272.55
2012-01-27,278.3
2012-01-30,275.8
2012-01-31,276.05
2012-02-01,272.45
2012-02-02,276.15
2012-02-03,281.65
2012-02-06,283.3
2012-02-07,286.25
2012-02-08,283.2
2012-02-09,281.3
2012-02-10,281.75
2012-02-13,280.85
2012-02-14,276.1
2012-02-15,279.15
2012-02-16,281.3
2012-02-17,281.25
2012-02-21,291.85
2012-02-22,292.65
2012-02-23,290.35
2012-02-24,284.55
2012-02-27,281.05
2012-02-28,283.4
2012-02-29,293.2
2012-03-01,288.2
2012-03-02,281.4
2012-03-03,281.15
2012-03-05,283.7
2012-03-06,282.6
2012-03-07,278.95
2012-03-09,282.9
2012-03-12,277.65
2012-03-13,287.55
2012-03-14,293.75
2012-03-15,286.55
2012-03-16,273.05
2012-03-19,272.65
2012-03-20,272.3
2012-03-21,271.55
2012-03-22,270.55
2012-03-23,267.4
2012-03-26,261.85
2012-03-27,265.5
2012-03-28,257.75
2012-03-29,260.4
2012-03-30,268.35
2012-04-02,269.85
2012-04-03,273.25
2012-04-04,274.3
2012-04-09,268.8
2012-04-10,264.65
2012-04-11,264.1
2012-04-12,261.1
2012-04-13,260.8
2012-04-16,259.1
2012-04-17,269.05
2012-04-18,271.3
2012-04-19,272.25
2012-04-20,267.0
2012-04-23,267.85
2012-04-24,268.35
2012-04-25,264.65
2012-04-26,264.15
2012-04-27,262.6
2012-04-28,264.2
2012-04-30,270.05
2012-05-02,267.5
2012-05-03,265.2
2012-05-04,259.4
2012-05-07,260.6
2012-05-08,258.25
2012-05-09,256.05
2012-05-10,259.4
2012-05-11,254.05
2012-05-14,251.65
2012-05-15,249.2
2012-05-16,247.95
2012-05-17,246.05
2012-05-18,248.6
2012-05-21,246.55
2012-05-22,244.95
2012-05-23,243.45
2012-05-24,257.7
2012-05-25,257.05
2012-05-28,253.85
2012-05-29,256.4
2012-05-30,252.1
2012-05-31,253.2
2012-06-01,246.15
2012-06-04,254.05
2012-06-05,253.75
2012-06-06,260.3
2012-06-07,263.3
2012-06-08,258.5
2012-06-11,255.8
2012-06-12,261.45
2012-06-13,268.7
2012-06-14,267.85
2012-06-15,266.0
2012-06-18,263.2
2012-06-19,267.6
2012-06-20,272.55
2012-06-21,275.2
2012-06-22,279.5
2012-06-25,272.6
2012-06-26,277.3
2012-06-27,277.25
2012-06-28,277.9
2012-06-29,284.85
2012-07-02,286.3
2012-07-03,290.45
2012-07-04,284.6
2012-07-05,278.45
2012-07-06,278.65
2012-07-09,277.95
2012-07-09,277.95
2012-07-10,279.5
2012-07-11,277.95
2012-07-12,282.5
2012-07-13,285.1
2012-07-16,287.05
2012-07-17,283.9
2012-07-18,285.4
2012-07-19,284.65
2012-07-20,281.85
2012-07-23,281.45
2012-07-24,284.35
2012-07-25,283.8
2012-07-26,276.45
2012-07-27,277.55
2012-07-30,276.8
2012-07-31,286.05
2012-08-01,280.2
2012-08-02,276.85
2012-08-03,280.65
2012-08-06,281.5
2012-08-07,282.95
2012-08-08,281.8
2012-08-09,279.75
2012-08-10,278.95
2012-08-13,280.55
2012-08-14,285.75
2012-08-16,284.3
2012-08-17,282.05
2012-08-21,287.05
2012-08-22,286.2
2012-08-23,281.7
2012-08-24,286.85
2012-08-27,287.45
2012-08-28,281.15
2012-08-29,275.45
2012-08-30,275.8
2012-08-31,275.9
2012-09-03,272.4
2012-09-04,271.65
2012-09-05,273.3
2012-09-06,274.6
2012-09-07,275.65
2012-09-08,276.35
2012-09-10,278.35
2012-09-11,277.55
2012-09-12,280.15
2012-09-13,282.9
2012-09-14,282.0
2012-09-17,280.85
2012-09-18,280.75
2012-09-20,285.1
2012-09-21,294.5
2012-09-24,287.15
2012-09-25,283.8
2012-09-26,281.8
2012-09-27,275.2
2012-09-28,280.85
2012-10-01,277.95
2012-10-03,281.0
2012-10-04,284.2
2012-10-05,287.2
2012-10-08,282.1
2012-10-09,280.85
2012-10-10,275.65
2012-10-11,279.95
2012-10-12,277.15
2012-10-15,279.85
2012-10-16,279.25
2012-10-17,279.95
2012-10-18,278.8
2012-10-19,279.5
2012-10-22,278.4
2012-10-23,276.05
2012-10-25,276.65
2012-10-26,274.6
2012-10-29,273.95
2012-10-30,273.0
2012-10-31,268.5
2012-11-01,264.85
2012-11-02,265.75
2012-11-05,266.7
2012-11-06,267.4
2012-11-07,266.8
2012-11-08,265.25
2012-11-09,257.15
2012-11-12,255.5
2012-11-13,256.65
2012-11-15,253.5
2012-11-16,257.9
2012-11-19,254.05
2012-11-20,251.95
2012-11-21,252.65
2012-11-22,251.1
2012-11-23,251.2
2012-11-26,250.0
2012-11-27,249.75
2012-11-29,253.8
2012-11-30,264.95
2012-12-03,262.15
2012-12-04,265.25
2012-12-05,267.7
2012-12-06,268.7
2012-12-07,267.8
2012-12-10,266.45
2012-12-11,263.7
2012-12-12,259.65
2012-12-13,259.65
2012-12-14,259.5
2012-12-17,257.8
2012-12-18,256.25
2012-12-19,264.65
2012-12-20,265.1
2012-12-21,261.15
2012-12-24,256.15
2012-12-26,257.6
2012-12-27,259.0
2012-12-28,265.8
2012-12-31,268.0
