Date,SCHAEFFLER
2012-01-02,1039.0
2012-01-03,1040.65
2012-01-04,1043.4
2012-01-05,1054.55
2012-01-06,1048.8
2012-01-07,1046.5
2012-01-09,1048.9
2012-01-10,1071.35
2012-01-11,1113.1
2012-01-12,1078.6
2012-01-13,1102.35
2012-01-16,1114.4
2012-01-17,1117.9
2012-01-18,1120.05
2012-01-19,1141.25
2012-01-20,1176.05
2012-01-23,1186.0
2012-01-24,1162.3
2012-01-25,1175.0
2012-01-27,1187.25
2012-01-30,1166.5
2012-01-31,1184.7
2012-02-01,1199.6
2012-02-02,1196.3
2012-02-03,1204.1
2012-02-06,1216.75
2012-02-07,1224.3
2012-02-08,1232.2
2012-02-09,1293.7
2012-02-10,1320.55
2012-02-13,1336.1
2012-02-14,1357.75
2012-02-15,1389.7
2012-02-16,1411.2
2012-02-17,1437.75
2012-02-21,1528.6
2012-02-22,1479.35
2012-02-23,1460.2
2012-02-24,1441.65
2012-02-27,1411.9
2012-02-28,1464.35
2012-02-29,1479.0
2012-03-01,1467.4
2012-03-02,1437.05
2012-03-03,1493.3
2012-03-05,1490.7
2012-03-06,1458.1
2012-03-07,1455.05
2012-03-09,1470.55
2012-03-12,1481.45
2012-03-13,1484.9
2012-03-14,1495.85
2012-03-15,1500.9
2012-03-16,1492.95
2012-03-19,1518.6
2012-03-20,1549.5
2012-03-21,1592.55
2012-03-22,1629.65
2012-03-23,1628.35
2012-03-26,1553.75
2012-03-27,1570.2
2012-03-28,1593.55
2012-03-29,1576.35
2012-03-30,1686.75
2012-04-02,1679.0
2012-04-03,1674.35
2012-04-04,1656.4
2012-04-09,1598.6
2012-04-10,1607.1
2012-04-11,1623.95
2012-04-12,1624.35
2012-04-13,1629.85
2012-04-16,1671.7
2012-04-17,1707.1
2012-04-18,1738.55
2012-04-19,1698.35
2012-04-20,1657.35
2012-04-23,1583.6
2012-04-24,1580.6
2012-04-25,1563.95
2012-04-26,1552.65
2012-04-27,1554.7
2012-04-28,1554.35
2012-04-30,1548.4
2012-05-02,1517.85
2012-05-03,1494.9
2012-05-04,1482.55
2012-05-07,1592.0
2012-05-08,1546.45
2012-05-09,1512.95
2012-05-10,1539.05
2012-05-11,1499.95
2012-05-14,1525.4
2012-05-15,1501.55
2012-05-16,1507.95
2012-05-17,1506.4
