Date,SOBHA
2012-01-02,192.3
2012-01-03,199.25
2012-01-04,206.1
2012-01-05,205.4
2012-01-06,205.95
2012-01-07,206.7
2012-01-09,204.7
2012-01-10,208.65
2012-01-11,219.8
2012-01-12,221.95
2012-01-13,226.6
2012-01-16,234.45
2012-01-17,240.2
2012-01-18,232.5
2012-01-19,240.9
2012-01-20,246.15
2012-01-23,245.65
2012-01-24,258.3
2012-01-25,256.3
2012-01-27,255.45
2012-01-30,255.15
2012-01-31,261.1
2012-02-01,262.85
2012-02-02,279.65
2012-02-03,279.95
2012-02-06,276.45
2012-02-07,262.85
2012-02-08,268.7
2012-02-09,274.5
2012-02-10,271.0
2012-02-13,270.0
2012-02-14,269.95
2012-02-15,279.35
2012-02-16,280.05
2012-02-17,289.2
2012-02-21,301.25
2012-02-22,297.6
2012-02-23,278.15
2012-02-24,267.6
2012-02-27,256.25
2012-02-28,280.0
2012-02-29,284.0
2012-03-01,274.7
2012-03-02,274.9
2012-03-03,275.45
2012-03-05,271.75
2012-03-06,273.75
2012-03-07,269.0
2012-03-09,280.05
2012-03-12,289.95
2012-03-13,302.05
2012-03-14,296.85
2012-03-15,292.8
2012-03-16,298.75
2012-03-19,300.1
2012-03-20,304.8
2012-03-21,308.55
2012-03-22,307.8
2012-03-23,304.5
2012-03-26,302.7
2012-03-27,300.0
2012-03-28,300.0
2012-03-29,313.15
2012-03-30,333.15
2012-04-02,329.3
2012-04-03,329.7
2012-04-04,315.1
2012-04-09,316.25
2012-04-10,321.35
2012-04-11,327.65
2012-04-12,331.6
2012-04-13,336.65
2012-04-16,337.95
2012-04-17,346.25
2012-04-18,354.45
2012-04-19,344.3
2012-04-20,332.95
2012-04-23,317.0
2012-04-24,323.55
2012-04-25,312.45
2012-04-26,324.2
2012-04-27,327.75
2012-04-28,329.6
2012-04-30,330.3
2012-05-02,319.2
2012-05-03,316.9
2012-05-04,324.85
2012-05-07,320.0
2012-05-08,318.65
2012-05-09,313.3
2012-05-10,321.65
2012-05-11,320.2
2012-05-14,323.65
2012-05-15,329.65
2012-05-16,324.2
2012-05-17,321.9
2012-05-18,315.3
2012-05-21,316.5
2012-05-22,310.35
2012-05-23,301.0
2012-05-24,296.1
2012-05-25,291.1
2012-05-28,292.4
2012-05-29,300.95
2012-05-30,300.2
2012-05-31,299.25
2012-06-01,290.85
2012-06-04,299.25
2012-06-05,298.45
2012-06-06,313.15
2012-06-07,317.6
2012-06-08,323.25
2012-06-11,316.65
2012-06-12,307.15
2012-06-13,303.45
2012-06-14,307.0
2012-06-15,308.7
2012-06-18,315.4
2012-06-19,314.6
2012-06-20,319.35
2012-06-21,317.45
2012-06-22,327.85
2012-06-25,336.75
2012-06-26,344.6
2012-06-27,351.75
2012-06-28,335.1
2012-06-29,339.9
2012-07-02,336.45
2012-07-03,343.1
2012-07-04,351.55
2012-07-05,340.95
2012-07-06,333.05
2012-07-09,326.65
2012-07-10,332.3
2012-07-11,335.35
2012-07-12,337.95
2012-07-13,339.6
2012-07-16,329.1
2012-07-17,333.55
2012-07-18,338.6
2012-07-19,342.7
2012-07-20,349.95
2012-07-23,340.9
2012-07-24,339.35
2012-07-25,337.6
2012-07-26,337.55
2012-07-27,336.75
2012-07-30,350.35
2012-07-31,348.6
2012-08-01,352.15
2012-08-02,350.95
2012-08-03,349.7
2012-08-06,352.1
2012-08-07,362.8
2012-08-08,341.95
2012-08-09,334.15
2012-08-10,335.8
2012-08-13,350.45
2012-08-14,349.2
2012-08-16,346.4
2012-08-17,336.25
2012-08-21,336.65
2012-08-22,336.05
2012-08-23,335.95
2012-08-24,328.2
2012-08-27,329.95
2012-08-28,331.15
2012-08-29,328.3
2012-08-30,334.8
2012-08-31,334.8
2012-09-03,332.55
2012-09-04,335.0
2012-09-05,334.35
2012-09-06,335.35
2012-09-07,334.95
2012-09-08,334.05
2012-09-10,332.65
2012-09-11,333.8
2012-09-12,332.6
2012-09-13,328.8
2012-09-14,334.65
2012-09-17,338.8
2012-09-18,340.35
2012-09-20,335.45
2012-09-21,343.15
2012-09-24,345.25
2012-09-25,351.5
2012-09-26,357.4
2012-09-27,363.75
2012-09-28,366.75
2012-10-01,360.05
2012-10-03,366.0
2012-10-04,383.2
2012-10-05,388.15
2012-10-08,378.0
2012-10-09,381.45
2012-10-10,380.05
2012-10-11,384.45
2012-10-12,371.1
2012-10-15,365.3
2012-10-16,361.95
2012-10-17,356.45
2012-10-18,364.6
2012-10-19,353.7
2012-10-22,359.2
2012-10-23,368.5
2012-10-25,363.5
2012-10-26,368.6
2012-10-29,369.95
2012-10-30,361.8
2012-10-31,358.8
2012-11-01,361.45
2012-11-02,363.8
2012-11-05,380.25
2012-11-06,378.6
2012-11-07,385.15
2012-11-08,379.1
2012-11-09,368.65
2012-11-12,358.05
2012-11-13,368.1
2012-11-15,370.75
2012-11-16,364.9
2012-11-19,347.5
2012-11-20,345.05
2012-11-21,346.9
2012-11-22,344.25
2012-11-23,341.6
2012-11-26,341.25
2012-11-27,348.1
2012-11-29,363.2
2012-11-30,365.9
2012-12-03,364.7
2012-12-04,352.65
2012-12-05,358.95
2012-12-06,365.8
2012-12-07,369.1
2012-12-10,370.05
2012-12-11,375.25
2012-12-12,377.25
2012-12-13,376.15
2012-12-14,374.2
2012-12-17,375.3
2012-12-18,379.15
2012-12-19,385.95
2012-12-20,393.9
2012-12-21,386.75
2012-12-24,382.45
2012-12-26,378.25
2012-12-27,382.05
2012-12-28,388.2
2012-12-31,379.8
