Date,GLAXO
2012-01-02,1981.85
2012-01-03,1986.35
2012-01-04,1985.55
2012-01-05,1965.05
2012-01-06,1951.25
2012-01-07,1957.55
2012-01-09,1959.5
2012-01-10,1969.05
2012-01-11,1965.55
2012-01-12,1959.7
2012-01-13,1963.25
2012-01-16,1983.65
2012-01-17,1983.35
2012-01-18,1979.9
2012-01-19,1965.8
2012-01-20,1962.75
2012-01-23,1958.9
2012-01-24,1944.85
2012-01-25,1936.35
2012-01-27,1946.35
2012-01-30,1934.45
2012-01-31,1940.05
2012-02-01,1939.7
2012-02-02,1960.5
2012-02-03,1959.95
2012-02-06,1982.7
2012-02-07,2038.3
2012-02-08,2025.25
2012-02-09,2039.25
2012-02-10,2034.55
2012-02-13,2035.05
2012-02-14,2042.25
2012-02-15,2106.25
2012-02-16,2086.55
2012-02-17,2086.35
2012-02-21,2088.1
2012-02-22,2083.0
2012-02-23,2074.6
2012-02-24,2079.55
2012-02-27,2065.75
2012-02-28,2080.6
2012-02-29,2074.85
2012-03-01,2087.4
2012-03-02,2084.4
2012-03-03,2073.5
2012-03-05,2075.25
2012-03-06,2080.05
2012-03-07,2083.4
2012-03-09,2084.0
2012-03-12,2082.9
2012-03-13,2086.7
2012-03-14,2087.05
2012-03-15,2116.45
2012-03-16,2140.45
2012-03-19,2144.9
2012-03-20,2163.75
2012-03-21,2207.6
2012-03-22,2190.2
2012-03-23,2171.75
2012-03-26,2189.6
2012-03-27,2200.2
2012-03-28,2256.8
2012-03-29,2223.75
2012-03-30,2316.55
2012-04-02,2277.6
2012-04-03,2289.4
2012-04-04,2255.0
2012-04-09,2210.75
2012-04-10,2218.45
2012-04-11,2185.45
2012-04-12,2172.85
2012-04-13,2192.2
2012-04-16,2174.75
2012-04-17,2210.2
2012-04-18,2251.9
2012-04-19,2214.75
2012-04-20,2240.9
2012-04-23,2238.95
2012-04-24,2211.65
2012-04-25,2190.65
2012-04-26,2179.9
2012-04-27,2177.95
2012-04-28,2179.9
2012-04-30,2144.05
2012-05-02,2172.95
2012-05-03,2170.75
2012-05-04,2137.3
2012-05-07,2127.6
2012-05-08,2100.3
2012-05-09,2082.95
2012-05-10,2054.35
2012-05-11,2050.1
2012-05-14,2056.35
2012-05-15,2028.8
2012-05-16,2028.4
2012-05-17,2063.95
2012-05-18,2049.65
2012-05-21,2042.3
2012-05-22,1990.15
2012-05-23,1964.85
2012-05-24,1981.35
2012-05-25,1995.05
2012-05-28,2004.8
2012-05-29,1988.05
2012-05-30,2024.4
2012-05-31,2010.0
2012-06-01,1973.5
2012-06-04,1985.6
2012-06-05,2010.0
2012-06-06,1985.55
2012-06-07,1990.15
2012-06-08,1988.8
2012-06-11,1958.75
2012-06-12,2033.65
2012-06-13,2048.3
2012-06-14,2019.7
2012-06-15,2012.65
2012-06-18,2000.0
2012-06-19,2001.0
2012-06-20,2033.7
2012-06-21,2022.35
2012-06-22,2013.85
2012-06-25,2016.7
2012-06-26,2017.3
2012-06-27,2003.25
2012-06-28,2007.1
2012-06-29,2019.3
2012-07-02,2029.85
2012-07-03,2038.65
2012-07-04,2022.15
2012-07-05,2019.3
2012-07-06,2016.45
2012-07-09,2015.7
