Date,DAAWAT
2012-01-02,38.2
2012-01-03,39.5
2012-01-04,40.0
2012-01-05,39.55
2012-01-06,38.75
2012-01-07,39.65
2012-01-09,40.15
2012-01-10,41.4
2012-01-11,42.05
2012-01-12,42.6
2012-01-13,42.9
2012-01-16,42.15
2012-01-17,42.8
2012-01-18,41.35
2012-01-19,41.65
2012-01-20,42.7
2012-01-23,44.15
2012-01-24,43.45
2012-01-25,43.1
2012-01-27,42.6
2012-01-30,42.1
2012-01-31,42.4
2012-02-01,45.7
2012-02-02,44.8
2012-02-03,44.35
2012-02-06,44.2
2012-02-07,45.75
2012-02-08,47.0
2012-02-09,45.95
2012-02-10,45.2
2012-02-13,45.0
2012-02-14,44.7
2012-02-15,44.85
2012-02-16,44.6
2012-02-17,44.7
2012-02-21,44.7
2012-02-22,43.0
2012-02-23,42.0
2012-02-24,40.95
2012-02-27,39.45
2012-02-28,40.55
2012-02-29,45.65
2012-03-01,43.55
2012-03-02,43.2
2012-03-03,43.0
2012-03-05,42.15
2012-03-06,41.7
2012-03-07,41.5
2012-03-09,41.2
2012-03-12,40.75
2012-03-13,41.2
2012-03-14,41.45
2012-03-15,40.75
2012-03-16,40.5
2012-03-19,39.85
2012-03-20,39.3
2012-03-21,39.9
2012-03-22,39.2
2012-03-23,39.0
2012-03-26,38.65
2012-03-27,37.7
2012-03-28,37.15
2012-03-29,37.2
2012-03-30,38.1
2012-04-02,38.15
2012-04-03,39.5
2012-04-04,39.3
2012-04-09,40.5
2012-04-10,41.5
2012-04-11,40.55
2012-04-12,39.85
2012-04-13,39.5
2012-04-16,39.6
2012-04-17,39.65
2012-04-18,39.95
2012-04-19,42.2
2012-04-20,43.5
2012-04-23,41.35
2012-04-24,42.25
2012-04-25,40.2
2012-04-26,39.4
2012-04-27,38.9
2012-04-28,39.15
2012-04-30,38.9
2012-05-02,38.7
2012-05-03,38.4
2012-05-04,37.8
2012-05-07,37.65
2012-05-08,37.65
2012-05-09,37.0
2012-05-10,37.65
2012-05-11,36.35
2012-05-14,36.0
2012-05-15,36.0
2012-05-16,36.25
2012-05-17,36.05
2012-05-18,35.85
2012-05-21,35.85
2012-05-22,35.75
2012-05-23,35.2
2012-05-24,36.1
2012-05-25,36.75
2012-05-28,36.6
2012-05-29,36.7
2012-05-30,35.1
2012-05-31,34.85
2012-06-01,34.6
2012-06-04,34.9
2012-06-05,34.65
2012-06-06,35.4
2012-06-07,35.8
2012-06-08,35.2
2012-06-11,35.7
2012-06-12,35.5
2012-06-13,35.65
2012-06-14,35.1
2012-06-15,34.85
2012-06-18,34.6
2012-06-19,34.45
2012-06-20,34.15
2012-06-21,37.4
2012-06-22,36.65
2012-06-25,36.6
2012-06-26,37.15
2012-06-27,36.65
2012-06-28,38.35
2012-06-29,39.2
2012-07-02,40.8
2012-07-03,39.95
2012-07-04,40.0
2012-07-05,43.85
2012-07-06,43.25
2012-07-09,42.1
2012-07-09,42.1
2012-07-10,42.35
2012-07-11,42.05
2012-07-12,41.75
2012-07-13,46.45
2012-07-16,45.7
2012-07-17,46.55
2012-07-18,45.75
2012-07-19,46.6
2012-07-20,46.65
2012-07-23,45.85
2012-07-24,46.3
2012-07-25,47.05
2012-07-26,46.15
2012-07-27,45.05
2012-07-30,44.35
2012-07-31,45.25
2012-08-01,45.2
2012-08-02,46.2
2012-08-03,46.5
2012-08-06,46.15
2012-08-07,46.95
2012-08-08,46.2
2012-08-09,45.25
2012-08-10,46.95
2012-08-13,46.2
2012-08-14,47.1
2012-08-16,48.5
2012-08-17,46.85
2012-08-21,46.75
2012-08-22,46.45
2012-08-23,45.8
2012-08-24,44.95
2012-08-27,44.3
2012-08-28,43.1
2012-08-29,41.7
2012-08-30,42.15
2012-08-31,42.85
2012-09-03,43.6
2012-09-04,42.8
2012-09-05,43.4
2012-09-06,43.25
2012-09-07,43.45
2012-09-08,43.85
2012-09-10,43.9
2012-09-11,46.05
2012-09-12,45.05
2012-09-13,45.1
2012-09-14,44.35
2012-09-17,44.1
2012-09-18,45.1
2012-09-20,48.05
2012-09-21,50.45
2012-09-24,53.85
2012-09-25,51.75
2012-09-26,50.1
2012-09-27,50.2
2012-09-28,51.95
2012-10-01,53.4
2012-10-03,53.95
2012-10-04,61.35
2012-10-05,59.95
2012-10-08,58.85
2012-10-09,59.05
2012-10-10,57.75
2012-10-11,66.9
2012-10-12,64.85
2012-10-15,67.7
2012-10-16,69.0
2012-10-17,66.2
2012-10-18,63.35
2012-10-19,63.0
2012-10-22,63.85
2012-10-23,64.0
2012-10-25,63.45
2012-10-26,62.6
2012-10-29,62.55
2012-10-30,61.5
2012-10-31,60.2
2012-11-01,63.15
2012-11-02,62.45
2012-11-05,63.35
2012-11-06,65.7
2012-11-07,64.45
2012-11-08,62.0
2012-11-09,60.85
2012-11-12,59.65
2012-11-13,59.8
2012-11-15,61.45
2012-11-16,60.05
2012-11-19,59.1
2012-11-20,58.85
2012-11-21,58.8
2012-11-22,60.0
2012-11-23,57.75
2012-11-26,57.6
2012-11-27,57.95
2012-11-29,57.6
2012-11-30,58.0
2012-12-03,61.0
2012-12-04,61.3
2012-12-05,61.05
2012-12-06,63.1
2012-12-07,64.1
2012-12-10,65.45
2012-12-11,64.35
2012-12-12,62.75
2012-12-13,61.95
2012-12-14,61.15
2012-12-17,61.4
2012-12-18,62.0
2012-12-19,61.75
2012-12-20,61.95
2012-12-21,60.1
2012-12-24,60.9
2012-12-26,59.75
2012-12-27,59.15
2012-12-28,58.8
2012-12-31,59.8
