Date,NIITTECH
2012-01-02,183.0
2012-01-03,184.95
2012-01-04,191.35
2012-01-05,191.8
2012-01-06,189.2
2012-01-07,188.65
2012-01-09,194.6
2012-01-10,200.3
2012-01-11,204.25
2012-01-12,204.85
2012-01-13,199.6
2012-01-16,198.0
2012-01-17,206.05
2012-01-18,212.0
2012-01-19,219.55
2012-01-20,213.0
2012-01-23,210.35
2012-01-24,207.55
2012-01-25,207.45
2012-01-27,210.05
2012-01-30,204.95
2012-01-31,209.05
2012-02-01,212.6
2012-02-02,213.25
2012-02-03,210.95
2012-02-06,215.05
2012-02-07,231.0
2012-02-08,240.1
2012-02-09,233.25
2012-02-10,233.4
2012-02-13,236.7
2012-02-14,242.75
2012-02-15,250.45
2012-02-16,255.95
2012-02-17,250.1
2012-02-21,259.5
2012-02-22,251.0
2012-02-23,247.7
2012-02-24,246.0
2012-02-27,236.15
2012-02-28,241.25
2012-02-29,246.55
2012-03-01,242.0
2012-03-02,238.95
2012-03-03,237.85
2012-03-05,236.35
2012-03-06,230.45
2012-03-07,234.35
2012-03-09,237.25
2012-03-12,240.5
2012-03-13,252.15
2012-03-14,245.5
2012-03-15,247.4
2012-03-16,240.85
2012-03-19,239.05
2012-03-20,243.55
2012-03-21,245.35
2012-03-22,242.05
2012-03-23,243.45
2012-03-26,238.95
2012-03-27,240.05
2012-03-28,251.2
2012-03-29,259.5
2012-03-30,272.6
2012-04-02,265.85
2012-04-03,266.05
2012-04-04,268.8
2012-04-09,264.5
2012-04-10,261.45
2012-04-11,255.9
2012-04-12,264.6
2012-04-13,259.1
2012-04-16,255.6
2012-04-17,256.0
2012-04-18,255.15
2012-04-19,252.1
2012-04-20,252.0
2012-04-23,253.9
2012-04-24,256.1
2012-04-25,251.4
2012-04-26,249.45
2012-04-27,243.95
2012-04-28,243.9
2012-04-30,260.85
2012-05-02,256.6
2012-05-03,265.35
2012-05-04,250.55
2012-05-07,259.1
2012-05-08,255.6
2012-05-09,257.2
2012-05-10,269.9
2012-05-11,266.8
2012-05-14,267.3
2012-05-15,274.95
2012-05-16,273.7
2012-05-17,291.35
2012-05-18,287.45
2012-05-21,283.0
2012-05-22,293.5
2012-05-23,289.2
2012-05-24,289.95
2012-05-25,290.1
2012-05-28,289.3
2012-05-29,294.15
2012-05-30,293.4
2012-05-31,313.6
2012-06-01,291.7
2012-06-04,286.85
2012-06-05,285.0
2012-06-06,286.65
2012-06-07,279.85
2012-06-08,286.0
2012-06-11,289.05
2012-06-12,288.55
2012-06-13,289.6
2012-06-14,285.15
2012-06-15,286.7
2012-06-18,288.65
2012-06-19,291.05
2012-06-20,285.9
2012-06-21,284.3
2012-06-22,282.95
2012-06-25,279.75
2012-06-26,278.3
2012-06-27,279.65
2012-06-28,277.75
2012-06-29,285.8
2012-07-02,283.1
2012-07-03,286.3
2012-07-04,286.05
2012-07-05,284.4
2012-07-06,283.8
2012-07-09,289.9
2012-07-09,289.9
2012-07-10,290.2
2012-07-11,286.85
2012-07-12,282.6
2012-07-13,280.3
2012-07-16,278.85
2012-07-17,285.55
2012-07-18,286.45
2012-07-19,290.75
2012-07-20,291.25
2012-07-23,286.75
2012-07-24,286.1
2012-07-25,286.85
2012-07-26,294.35
2012-07-27,290.4
2012-07-30,291.0
2012-07-31,292.0
2012-08-01,298.05
2012-08-02,285.1
2012-08-03,279.8
2012-08-06,273.95
2012-08-07,270.55
2012-08-08,271.45
2012-08-09,263.0
2012-08-10,258.6
2012-08-13,257.75
2012-08-14,263.3
2012-08-16,256.7
2012-08-17,264.4
2012-08-21,263.85
2012-08-22,261.45
2012-08-23,261.6
2012-08-24,259.8
2012-08-27,260.15
2012-08-28,262.7
2012-08-29,257.25
2012-08-30,262.6
2012-08-31,278.0
2012-09-03,267.65
2012-09-04,280.2
2012-09-05,280.95
2012-09-06,288.2
2012-09-07,292.05
2012-09-08,287.85
2012-09-10,284.6
2012-09-11,291.05
2012-09-12,314.05
2012-09-13,312.75
2012-09-14,304.3
2012-09-17,300.95
2012-09-18,298.55
2012-09-20,296.55
2012-09-21,289.55
2012-09-24,293.05
2012-09-25,286.75
2012-09-26,295.35
2012-09-27,292.35
2012-09-28,298.0
2012-10-01,302.2
2012-10-03,303.6
2012-10-04,288.65
2012-10-05,283.15
2012-10-08,284.85
2012-10-09,281.35
2012-10-10,278.8
2012-10-11,287.5
2012-10-12,284.15
2012-10-15,282.45
2012-10-16,285.85
2012-10-17,286.9
2012-10-18,280.2
2012-10-19,275.45
2012-10-22,275.5
2012-10-23,273.3
2012-10-25,270.65
2012-10-26,278.05
2012-10-29,280.9
2012-10-30,281.8
2012-10-31,294.3
2012-11-01,296.35
2012-11-02,296.2
2012-11-05,291.35
2012-11-06,290.05
2012-11-07,288.1
2012-11-08,283.75
2012-11-09,277.3
2012-11-12,273.75
2012-11-13,275.45
2012-11-15,271.7
2012-11-16,280.25
2012-11-19,277.65
2012-11-20,277.4
2012-11-21,281.9
2012-11-22,280.3
2012-11-23,286.25
2012-11-26,282.0
2012-11-27,282.0
2012-11-29,278.3
2012-11-30,279.45
2012-12-03,277.4
2012-12-04,277.0
2012-12-05,277.9
2012-12-06,278.25
2012-12-07,283.2
2012-12-10,275.15
2012-12-11,273.8
2012-12-12,269.2
2012-12-13,270.6
2012-12-14,265.45
2012-12-17,259.1
2012-12-18,256.9
2012-12-19,251.15
2012-12-20,248.35
2012-12-21,241.65
2012-12-24,247.6
2012-12-26,247.45
2012-12-27,244.75
2012-12-28,242.65
2012-12-31,242.35
