Date,KSL
2012-01-02,35.3
2012-01-03,37.25
2012-01-04,37.3
2012-01-05,44.4
2012-01-06,41.55
2012-01-07,42.65
2012-01-09,43.9
2012-01-10,46.25
2012-01-11,46.6
2012-01-12,45.85
2012-01-13,48.55
2012-01-16,50.05
2012-01-17,52.45
2012-01-18,50.45
2012-01-19,50.75
2012-01-20,51.4
2012-01-23,50.9
2012-01-24,50.9
2012-01-25,52.35
2012-01-27,52.45
2012-01-30,51.75
2012-01-31,52.3
2012-02-01,53.65
2012-02-02,53.7
2012-02-03,53.45
2012-02-06,53.8
2012-02-07,54.3
2012-02-08,55.95
2012-02-09,60.7
2012-02-10,66.5
2012-02-13,65.75
2012-02-14,64.2
2012-02-15,65.2
2012-02-16,65.1
2012-02-17,64.9
2012-02-21,67.25
2012-02-22,63.4
2012-02-23,61.0
2012-02-24,58.75
2012-02-27,53.65
2012-02-28,58.9
2012-02-29,58.6
2012-03-01,57.15
2012-03-02,58.1
2012-03-03,58.1
2012-03-05,57.3
2012-03-06,55.75
2012-03-07,55.65
2012-03-09,57.2
2012-03-12,58.1
2012-03-13,58.6
2012-03-14,57.45
2012-03-15,55.8
2012-03-16,55.05
2012-03-19,53.4
2012-03-20,52.3
2012-03-21,54.6
2012-03-22,52.2
2012-03-23,57.9
2012-03-26,54.2
2012-03-27,53.0
2012-03-28,50.65
2012-03-29,51.15
2012-03-30,52.35
2012-04-02,54.0
2012-04-03,54.5
2012-04-04,53.45
2012-04-09,51.25
2012-04-10,51.55
2012-04-11,49.75
2012-04-12,50.0
2012-04-13,53.9
2012-04-16,54.9
2012-04-17,56.6
2012-04-18,58.55
2012-04-19,60.9
2012-04-20,63.5
2012-04-23,61.35
2012-04-24,60.7
2012-04-25,58.85
2012-04-26,56.7
2012-04-27,58.65
2012-04-28,58.9
2012-04-30,58.95
2012-05-02,57.8
2012-05-03,57.25
2012-05-04,55.75
2012-05-07,55.0
2012-05-08,55.4
2012-05-09,53.65
2012-05-10,53.35
2012-05-11,51.35
2012-05-14,50.25
2012-05-15,49.65
2012-05-16,48.8
2012-05-17,48.6
2012-05-18,47.65
2012-05-21,48.45
2012-05-22,49.3
2012-05-23,48.35
2012-05-24,48.85
2012-05-25,49.1
2012-05-28,50.45
2012-05-29,51.5
2012-05-30,50.3
2012-05-31,49.25
2012-06-01,48.2
2012-06-04,46.8
2012-06-05,47.4
2012-06-06,48.6
2012-06-07,49.25
2012-06-08,48.95
2012-06-11,48.7
2012-06-12,47.85
2012-06-13,48.2
2012-06-14,46.6
2012-06-15,47.0
2012-06-18,46.75
2012-06-19,50.45
2012-06-20,54.05
2012-06-21,53.85
2012-06-22,53.3
2012-06-25,53.05
2012-06-26,51.7
2012-06-27,51.85
2012-06-28,51.5
2012-06-29,52.55
2012-07-02,52.85
2012-07-03,54.15
2012-07-04,62.85
2012-07-05,61.0
2012-07-06,59.2
2012-07-09,56.55
2012-07-09,56.55
2012-07-10,57.35
2012-07-11,57.25
2012-07-12,56.35
2012-07-13,57.2
2012-07-16,56.0
2012-07-17,54.45
2012-07-18,55.45
2012-07-19,55.05
2012-07-20,54.8
2012-07-23,53.7
2012-07-24,52.85
2012-07-25,51.7
2012-07-26,50.9
2012-07-27,49.7
2012-07-30,51.65
2012-07-31,52.3
2012-08-01,55.25
2012-08-02,59.15
2012-08-03,58.85
2012-08-06,59.8
2012-08-07,58.25
2012-08-08,55.05
2012-08-09,54.2
2012-08-10,53.2
2012-08-13,54.9
2012-08-14,55.1
2012-08-16,56.3
2012-08-17,54.45
2012-08-21,54.75
2012-08-22,53.8
2012-08-23,53.3
2012-08-24,53.1
2012-08-27,52.45
2012-08-28,50.45
2012-08-29,50.35
2012-08-30,51.8
2012-08-31,52.55
2012-09-03,57.35
2012-09-04,54.45
2012-09-05,54.35
2012-09-06,52.8
2012-09-07,53.1
2012-09-08,53.35
2012-09-10,53.45
2012-09-11,53.5
2012-09-12,54.25
2012-09-13,53.15
2012-09-14,54.55
2012-09-17,54.1
2012-09-18,55.45
2012-09-20,53.7
2012-09-21,55.2
2012-09-24,56.5
2012-09-25,55.4
2012-09-26,55.25
2012-09-27,55.35
2012-09-28,55.6
2012-10-01,57.8
2012-10-03,57.55
2012-10-04,57.85
2012-10-05,56.7
2012-10-08,57.7
2012-10-09,57.95
2012-10-10,57.45
2012-10-11,58.95
2012-10-12,57.7
2012-10-15,57.35
2012-10-16,55.7
2012-10-17,55.15
2012-10-18,56.0
2012-10-19,55.8
2012-10-22,55.6
2012-10-23,54.45
2012-10-25,53.85
2012-10-26,53.65
2012-10-29,52.9
2012-10-30,53.3
2012-10-31,53.85
2012-11-01,53.85
2012-11-02,53.9
2012-11-05,53.4
2012-11-06,53.5
2012-11-07,53.65
2012-11-08,53.5
2012-11-09,53.5
2012-11-12,52.85
2012-11-13,53.6
2012-11-15,51.95
2012-11-16,51.9
2012-11-19,52.9
2012-11-20,52.4
2012-11-21,51.9
2012-11-22,51.85
2012-11-23,51.65
2012-11-26,51.75
2012-11-27,51.8
2012-11-29,52.2
2012-11-30,55.85
2012-12-03,57.25
2012-12-04,57.2
2012-12-05,57.45
2012-12-06,56.35
2012-12-07,56.2
2012-12-10,55.35
2012-12-11,54.9
2012-12-12,54.35
2012-12-13,53.5
2012-12-14,52.85
2012-12-17,53.6
2012-12-18,57.9
2012-12-19,58.05
2012-12-20,61.05
2012-12-21,60.3
2012-12-24,59.2
2012-12-26,58.8
2012-12-27,57.4
2012-12-28,57.35
2012-12-31,57.45
