Date,BFUTILITIE
2012-01-02,273.9
2012-01-03,289.35
2012-01-04,289.45
2012-01-05,291.2
2012-01-06,287.45
2012-01-07,288.4
2012-01-09,300.5
2012-01-10,316.05
2012-01-11,326.5
2012-01-12,325.4
2012-01-13,338.95
2012-01-16,343.3
2012-01-17,356.8
2012-01-18,364.4
2012-01-19,363.45
2012-01-20,352.0
2012-01-23,345.65
2012-01-24,364.2
2012-01-25,373.7
2012-01-27,377.6
2012-01-30,359.85
2012-01-31,375.55
2012-02-01,399.8
2012-02-02,399.05
2012-02-03,402.45
2012-02-06,408.3
2012-02-07,405.25
2012-02-08,433.35
2012-02-09,447.05
2012-02-10,436.55
2012-02-13,429.45
2012-02-14,451.85
2012-02-15,453.85
2012-02-16,443.85
2012-02-17,443.9
2012-02-21,451.05
2012-02-22,426.35
2012-02-23,417.5
2012-02-24,401.55
2012-02-27,366.45
2012-02-28,396.05
2012-02-29,397.9
2012-03-01,384.8
2012-03-02,384.2
2012-03-03,380.55
2012-03-05,368.3
2012-03-06,361.5
2012-03-07,368.45
2012-03-09,390.65
2012-03-12,431.85
2012-03-13,435.05
2012-03-14,423.15
2012-03-15,419.0
2012-03-16,407.1
2012-03-19,377.35
2012-03-20,386.65
2012-03-21,405.65
2012-03-22,382.4
2012-03-23,388.55
2012-03-26,380.9
2012-03-27,379.25
2012-03-28,365.9
2012-03-29,373.15
2012-03-30,386.7
2012-04-02,408.9
2012-04-03,406.7
2012-04-04,398.2
2012-04-09,389.55
2012-04-10,393.0
2012-04-11,384.8
2012-04-12,390.55
2012-04-13,387.35
2012-04-16,390.15
2012-04-17,407.5
2012-04-18,417.05
2012-04-19,441.75
2012-04-20,432.35
2012-04-23,407.2
2012-04-24,393.0
2012-04-25,429.05
2012-04-26,413.1
2012-04-27,410.05
2012-04-28,410.95
2012-04-30,424.7
2012-05-02,422.8
2012-05-03,414.6
2012-05-04,389.5
2012-05-07,412.05
2012-05-08,396.45
2012-05-09,392.1
2012-05-10,389.5
2012-05-11,389.45
2012-05-14,383.4
2012-05-15,382.3
2012-05-16,376.55
2012-05-17,373.0
2012-05-18,373.05
2012-05-21,382.0
2012-05-22,374.1
2012-05-23,372.1
2012-05-24,375.05
2012-05-25,380.6
2012-05-28,387.2
2012-05-29,386.05
2012-05-30,373.6
2012-05-31,372.8
2012-06-01,366.15
2012-06-04,364.55
2012-06-05,391.9
2012-06-06,393.35
2012-06-07,401.0
2012-06-08,401.2
2012-06-11,391.8
2012-06-12,399.5
2012-06-13,403.8
2012-06-14,388.55
2012-06-15,397.0
2012-06-18,384.75
2012-06-19,389.75
2012-06-20,394.6
2012-06-21,405.7
2012-06-22,420.7
2012-06-25,413.7
2012-06-26,415.05
2012-06-27,418.45
2012-06-28,412.6
2012-06-29,422.6
2012-07-02,433.1
2012-07-03,434.25
2012-07-04,442.2
2012-07-05,444.25
2012-07-06,464.1
2012-07-09,474.75
2012-07-09,474.75
2012-07-10,479.25
2012-07-11,477.75
2012-07-12,466.95
2012-07-13,479.7
2012-07-16,472.85
2012-07-17,465.6
2012-07-18,466.25
2012-07-19,466.4
2012-07-20,457.4
2012-07-23,440.95
2012-07-24,444.2
2012-07-25,429.9
2012-07-26,403.5
2012-07-27,383.5
2012-07-30,398.95
2012-07-31,407.5
2012-08-01,412.15
2012-08-02,412.15
2012-08-03,409.7
2012-08-06,412.65
2012-08-07,433.75
2012-08-08,429.3
2012-08-09,423.55
2012-08-10,413.6
2012-08-13,423.95
2012-08-14,430.6
2012-08-16,432.05
2012-08-17,424.8
2012-08-21,437.0
2012-08-22,441.2
2012-08-23,438.35
2012-08-24,431.25
2012-08-27,421.8
2012-08-28,397.5
2012-08-29,389.85
2012-08-30,400.3
2012-08-31,395.55
2012-09-03,393.7
2012-09-04,404.05
2012-09-05,410.9
2012-09-06,409.4
2012-09-07,412.4
2012-09-08,412.25
2012-09-10,417.55
2012-09-11,415.1
2012-09-12,416.2
2012-09-13,411.3
2012-09-14,417.0
2012-09-17,424.85
2012-09-18,428.4
2012-09-20,419.15
2012-09-21,423.15
2012-09-24,422.3
2012-09-25,414.4
2012-09-26,412.65
2012-09-27,400.55
2012-09-28,402.3
2012-10-01,412.55
2012-10-03,409.55
2012-10-04,420.6
2012-10-05,411.85
2012-10-08,407.5
2012-10-09,407.65
2012-10-10,398.75
2012-10-11,409.8
2012-10-12,403.9
2012-10-15,399.2
2012-10-16,394.35
2012-10-17,394.3
2012-10-18,397.85
2012-10-19,391.55
2012-10-22,391.85
2012-10-23,388.8
2012-10-25,386.75
2012-10-26,360.5
2012-10-29,360.45
2012-10-30,359.65
2012-10-31,362.8
2012-11-01,355.1
2012-11-02,354.2
2012-11-05,351.65
2012-11-06,355.05
2012-11-07,353.8
2012-11-08,347.95
2012-11-09,348.9
2012-11-12,343.35
2012-11-13,341.6
2012-11-15,337.5
2012-11-16,337.25
2012-11-19,334.65
2012-11-20,331.6
2012-11-21,326.85
2012-11-22,321.15
2012-11-23,316.0
2012-11-26,355.55
2012-11-27,342.65
2012-11-29,342.25
2012-11-30,342.8
2012-12-03,345.15
2012-12-04,368.15
2012-12-05,362.0
2012-12-06,370.7
2012-12-07,363.8
2012-12-10,364.75
2012-12-11,368.2
2012-12-12,361.25
2012-12-13,351.3
2012-12-14,349.1
2012-12-17,353.3
2012-12-18,350.7
2012-12-19,347.85
2012-12-20,345.7
2012-12-21,336.0
2012-12-24,338.0
2012-12-26,338.0
2012-12-27,335.05
2012-12-28,337.0
2012-12-31,335.75
