Date,WABCOINDIA
2012-01-02,1199.8
2012-01-03,1184.0
2012-01-04,1192.8
2012-01-05,1192.05
2012-01-06,1197.65
2012-01-07,1216.55
2012-01-09,1229.55
2012-01-10,1281.9
2012-01-11,1279.15
2012-01-12,1290.0
2012-01-13,1280.4
2012-01-16,1275.5
2012-01-17,1299.6
2012-01-18,1302.05
2012-01-19,1326.8
2012-01-20,1322.7
2012-01-23,1336.35
2012-01-24,1366.65
2012-01-25,1380.95
2012-01-27,1348.15
2012-01-30,1343.5
2012-01-31,1343.5
2012-02-01,1313.85
2012-02-02,1330.0
2012-02-03,1335.55
2012-02-06,1358.95
2012-02-07,1362.35
2012-02-08,1357.4
2012-02-09,1331.1
2012-02-10,1330.5
2012-02-13,1340.1
2012-02-14,1351.15
2012-02-15,1444.8
2012-02-16,1448.6
2012-02-17,1442.6
2012-02-21,1425.25
2012-02-22,1460.15
2012-02-23,1451.75
2012-02-24,1447.15
2012-02-27,1423.45
2012-02-28,1524.45
2012-02-29,1506.0
2012-03-01,1501.45
2012-03-02,1537.35
2012-03-03,1535.0
2012-03-05,1530.1
2012-03-06,1541.2
2012-03-07,1546.05
2012-03-09,1519.25
2012-03-12,1540.0
2012-03-13,1537.5
2012-03-14,1526.9
2012-03-15,1549.1
2012-03-16,1530.8
2012-03-19,1548.7
2012-03-20,1549.7
2012-03-21,1550.0
2012-03-22,1536.65
2012-03-23,1536.05
2012-03-26,1533.2
2012-03-27,1536.7
2012-03-28,1516.8
2012-03-29,1500.1
2012-03-30,1530.7
2012-04-02,1589.55
2012-04-03,1625.05
2012-04-04,1649.95
2012-04-09,1596.4
2012-04-10,1580.75
2012-04-11,1596.55
2012-04-12,1629.85
2012-04-13,1578.25
2012-04-16,1603.8
2012-04-17,1640.7
2012-04-18,1727.7
2012-04-19,1778.55
2012-04-20,1765.15
2012-04-23,1705.75
2012-04-24,1702.0
2012-04-25,1699.7
2012-04-26,1698.85
2012-04-27,1680.05
2012-04-28,1695.0
2012-04-30,1710.85
2012-05-02,1688.4
2012-05-03,1626.7
2012-05-04,1630.0
2012-05-07,1599.95
2012-05-08,1598.85
2012-05-09,1606.0
2012-05-10,1599.35
2012-05-11,1599.85
2012-05-14,1570.8
2012-05-15,1604.85
2012-05-16,1584.4
2012-05-17,1595.05
2012-05-18,1570.7
2012-05-21,1588.7
2012-05-22,1599.45
2012-05-23,1582.1
2012-05-24,1584.55
2012-05-25,1559.8
2012-05-28,1583.35
2012-05-29,1555.5
2012-05-30,1506.75
2012-05-31,1479.1
2012-06-01,1421.9
2012-06-04,1431.25
2012-06-05,1446.1
2012-06-06,1473.15
2012-06-07,1492.05
2012-06-08,1493.45
2012-06-11,1490.0
2012-06-12,1572.75
2012-06-13,1536.35
2012-06-14,1534.35
2012-06-15,1506.95
2012-06-18,1533.7
2012-06-19,1547.6
2012-06-20,1543.7
2012-06-21,1562.15
2012-06-22,1588.5
2012-06-25,1558.6
2012-06-26,1529.9
2012-06-27,1535.65
2012-06-28,1524.5
2012-06-29,1524.0
2012-07-02,1505.85
2012-07-03,1488.2
2012-07-04,1474.4
2012-07-05,1500.8
2012-07-06,1481.15
2012-07-09,1491.5
2012-07-10,1507.15
2012-07-11,1492.2
2012-07-12,1480.4
2012-07-13,1481.0
2012-07-16,1450.2
2012-07-17,1459.75
2012-07-18,1466.4
2012-07-19,1489.45
2012-07-20,1476.9
2012-07-23,1454.55
2012-07-24,1459.75
2012-07-25,1477.0
2012-07-26,1504.3
