Date,DALMIABHA
2012-01-02,118.1
2012-01-03,117.15
2012-01-04,119.05
2012-01-05,120.2
2012-01-06,121.3
2012-01-07,121.1
2012-01-09,125.3
2012-01-10,132.1
2012-01-11,134.85
2012-01-12,135.95
2012-01-13,134.25
2012-01-16,135.1
2012-01-17,146.2
2012-01-18,150.05
2012-01-19,150.45
2012-01-20,150.4
2012-01-23,144.0
2012-01-24,141.2
2012-01-25,140.1
2012-01-27,133.25
2012-01-30,131.55
2012-01-31,129.7
2012-02-01,134.0
2012-02-02,133.85
2012-02-03,138.6
2012-02-06,137.5
2012-02-07,136.45
2012-02-08,140.5
2012-02-09,139.7
2012-02-10,140.95
2012-02-13,133.85
2012-02-14,130.15
2012-02-15,135.25
2012-02-16,133.15
2012-02-17,130.2
2012-02-21,134.45
2012-02-22,130.8
2012-02-23,130.9
2012-02-24,130.85
2012-02-27,128.2
2012-02-28,131.8
2012-02-29,129.35
2012-03-01,129.95
2012-03-02,134.7
2012-03-03,135.2
2012-03-05,137.85
2012-03-06,139.85
2012-03-07,140.0
2012-03-09,138.65
2012-03-12,140.1
2012-03-13,140.0
2012-03-14,138.95
2012-03-15,140.0
2012-03-16,140.2
2012-03-19,140.0
2012-03-20,140.3
2012-03-21,138.1
2012-03-22,142.15
2012-03-23,142.2
2012-03-26,141.5
2012-03-27,140.0
2012-03-28,141.1
2012-03-29,140.3
2012-03-30,143.0
2012-04-02,143.0
2012-04-03,147.0
2012-04-04,147.0
2012-04-09,145.0
2012-04-10,145.05
2012-04-11,138.85
2012-04-12,142.25
2012-04-13,141.8
2012-04-16,144.0
2012-04-17,139.3
2012-04-18,141.1
2012-04-19,137.85
2012-04-20,137.1
2012-04-23,136.2
2012-04-24,136.15
2012-04-25,137.95
2012-04-26,132.85
2012-04-27,127.1
2012-04-28,128.95
2012-04-30,128.2
2012-05-02,125.5
2012-05-03,125.15
2012-05-04,118.15
2012-05-07,115.0
2012-05-08,115.5
2012-05-09,111.3
2012-05-10,104.85
2012-05-11,107.1
2012-05-14,108.25
2012-05-15,104.6
2012-05-16,102.8
2012-05-17,103.65
2012-05-18,105.95
2012-05-21,105.2
2012-05-22,105.25
2012-05-23,108.1
2012-05-24,108.75
2012-05-25,105.3
2012-05-28,104.7
2012-05-29,103.1
2012-05-30,107.75
2012-05-31,105.65
2012-06-01,102.3
2012-06-04,100.9
2012-06-05,95.6
2012-06-06,99.3
2012-06-07,100.15
2012-06-08,99.1
2012-06-11,99.55
2012-06-12,102.35
2012-06-13,99.75
2012-06-14,97.3
2012-06-15,100.85
2012-06-18,96.4
2012-06-19,97.5
2012-06-20,99.95
2012-06-21,99.95
2012-06-22,105.05
2012-06-25,109.05
2012-06-26,110.1
2012-06-27,110.0
2012-06-28,110.05
2012-06-29,111.0
2012-07-02,111.85
2012-07-03,109.95
2012-07-04,110.9
2012-07-05,114.7
2012-07-06,114.25
2012-07-09,113.25
2012-07-09,113.25
2012-07-10,113.1
2012-07-11,114.0
2012-07-12,113.5
2012-07-13,114.0
2012-07-16,113.55
2012-07-17,112.7
2012-07-18,115.1
2012-07-19,114.0
2012-07-20,113.4
2012-07-23,113.2
2012-07-24,114.15
2012-07-25,114.4
2012-07-26,113.95
2012-07-27,113.15
2012-07-30,113.4
2012-07-31,113.05
2012-08-01,113.6
2012-08-02,122.0
2012-08-03,119.7
2012-08-06,123.85
2012-08-07,125.45
2012-08-08,121.85
2012-08-09,123.5
2012-08-10,122.65
2012-08-13,121.4
2012-08-14,124.5
2012-08-16,121.3
2012-08-17,122.0
2012-08-21,122.0
2012-08-22,120.95
2012-08-23,122.4
2012-08-24,120.0
2012-08-27,120.7
2012-08-28,121.05
2012-08-29,120.0
2012-08-30,120.1
2012-08-31,120.1
2012-09-03,120.1
2012-09-04,122.4
2012-09-05,121.3
2012-09-06,136.3
2012-09-07,135.05
2012-09-08,135.9
2012-09-10,132.35
2012-09-11,132.5
2012-09-12,135.05
2012-09-13,135.0
2012-09-14,136.65
2012-09-17,136.3
2012-09-18,140.0
2012-09-20,143.5
2012-09-21,139.75
2012-09-24,143.1
2012-09-25,144.2
2012-09-26,145.9
2012-09-27,150.15
2012-09-28,170.85
2012-10-01,171.35
2012-10-03,165.0
2012-10-04,159.25
2012-10-05,153.55
2012-10-08,154.7
2012-10-09,153.15
2012-10-10,151.95
2012-10-11,154.9
2012-10-12,158.45
2012-10-15,167.2
2012-10-16,171.55
2012-10-17,165.5
2012-10-18,163.9
2012-10-19,159.55
2012-10-22,160.8
2012-10-23,163.75
2012-10-25,159.95
2012-10-26,159.95
2012-10-29,160.7
2012-10-30,160.55
2012-10-31,161.0
2012-11-01,161.2
2012-11-02,155.4
2012-11-05,152.0
2012-11-06,154.0
2012-11-07,160.05
2012-11-08,154.8
2012-11-09,154.7
2012-11-12,156.05
2012-11-13,162.4
2012-11-15,159.5
2012-11-16,159.2
2012-11-19,147.15
2012-11-20,149.8
2012-11-21,146.8
2012-11-22,147.2
2012-11-23,142.25
2012-11-26,147.05
2012-11-27,149.85
2012-11-29,144.65
2012-11-30,144.55
2012-12-03,148.1
2012-12-04,146.0
2012-12-05,146.85
2012-12-06,147.35
2012-12-07,142.85
2012-12-10,148.2
2012-12-11,149.85
2012-12-12,152.3
2012-12-13,147.9
2012-12-14,177.45
2012-12-17,174.65
2012-12-18,175.3
2012-12-19,188.7
2012-12-20,181.45
2012-12-21,174.1
2012-12-24,184.15
2012-12-26,176.95
2012-12-27,177.65
2012-12-28,177.35
2012-12-31,179.1
