Date,IL&FSTRANS
2012-01-02,143.75
2012-01-03,150.15
2012-01-04,159.0
2012-01-05,159.05
2012-01-06,157.8
2012-01-07,156.65
2012-01-09,158.05
2012-01-10,163.4
2012-01-11,163.4
2012-01-12,159.95
2012-01-13,162.85
2012-01-16,164.2
2012-01-17,187.3
2012-01-18,180.0
2012-01-19,184.85
2012-01-20,187.55
2012-01-23,184.4
2012-01-24,182.8
2012-01-25,202.75
2012-01-27,210.2
2012-01-30,199.45
2012-01-31,205.35
2012-02-01,207.65
2012-02-02,207.0
2012-02-03,204.9
2012-02-06,212.75
2012-02-07,210.85
2012-02-08,208.05
2012-02-09,209.0
2012-02-10,205.7
2012-02-13,209.65
2012-02-14,210.1
2012-02-15,210.9
2012-02-16,213.25
2012-02-17,210.5
2012-02-21,212.95
2012-02-22,202.25
2012-02-23,199.9
2012-02-24,198.25
2012-02-27,187.7
2012-02-28,195.15
2012-02-29,192.95
2012-03-01,190.3
2012-03-02,190.05
2012-03-03,188.7
2012-03-05,192.2
2012-03-06,187.7
2012-03-07,189.8
2012-03-09,187.0
2012-03-12,196.25
2012-03-13,192.05
2012-03-14,195.85
2012-03-15,195.2
2012-03-16,191.55
2012-03-19,188.9
2012-03-20,182.9
2012-03-21,186.3
2012-03-22,183.9
2012-03-23,184.95
2012-03-26,184.8
2012-03-27,184.3
2012-03-28,185.05
2012-03-29,186.1
2012-03-30,193.25
2012-04-02,202.85
2012-04-03,201.15
2012-04-04,198.05
2012-04-09,197.7
2012-04-10,197.95
2012-04-11,190.4
2012-04-12,192.0
2012-04-13,194.6
2012-04-16,197.85
2012-04-17,194.35
2012-04-18,193.25
2012-04-19,190.6
2012-04-20,190.85
2012-04-23,191.05
2012-04-24,191.55
2012-04-25,190.15
2012-04-26,191.0
2012-04-27,191.0
2012-04-28,189.8
2012-04-30,188.75
2012-05-02,184.75
2012-05-03,181.55
2012-05-04,174.4
2012-05-07,177.2
2012-05-08,174.7
2012-05-09,173.5
2012-05-10,169.4
2012-05-11,164.05
2012-05-14,158.4
2012-05-15,160.4
2012-05-16,164.1
2012-05-17,165.05
2012-05-18,161.05
2012-05-21,165.4
2012-05-22,163.6
2012-05-23,165.2
2012-05-24,172.75
2012-05-25,172.6
2012-05-28,171.35
2012-05-29,171.95
2012-05-30,170.95
2012-05-31,182.8
2012-06-01,175.25
2012-06-04,172.5
2012-06-05,171.2
2012-06-06,175.85
2012-06-07,177.15
2012-06-08,181.9
2012-06-11,185.1
2012-06-12,196.4
2012-06-13,191.85
2012-06-14,185.7
2012-06-15,182.55
2012-06-18,181.25
2012-06-19,181.75
2012-06-20,182.25
2012-06-21,183.25
2012-06-22,180.45
2012-06-25,181.5
2012-06-26,180.2
2012-06-27,180.0
2012-06-28,178.65
2012-06-29,184.05
2012-07-02,189.1
2012-07-03,184.95
2012-07-04,184.8
2012-07-05,185.0
2012-07-06,185.0
2012-07-09,184.9
2012-07-09,184.9
2012-07-10,184.95
2012-07-11,184.9
2012-07-12,184.35
2012-07-13,184.35
2012-07-16,184.0
2012-07-17,181.4
2012-07-18,180.6
2012-07-19,179.85
2012-07-20,179.05
2012-07-23,176.1
2012-07-24,176.6
2012-07-25,175.85
2012-07-26,172.45
2012-07-27,167.65
2012-07-30,165.15
2012-07-31,166.3
2012-08-01,167.9
2012-08-02,168.0
2012-08-03,167.7
2012-08-06,174.35
2012-08-07,173.25
2012-08-08,171.75
2012-08-09,169.75
2012-08-10,164.7
2012-08-13,165.0
2012-08-14,164.4
2012-08-16,163.3
2012-08-17,166.5
2012-08-21,169.95
2012-08-22,168.5
2012-08-23,168.15
2012-08-24,171.8
2012-08-27,170.9
2012-08-28,166.2
2012-08-29,166.35
2012-08-30,166.75
2012-08-31,166.5
2012-09-03,166.85
2012-09-04,164.55
2012-09-05,163.75
2012-09-06,161.95
2012-09-07,161.15
2012-09-08,161.9
2012-09-10,160.75
2012-09-11,158.75
2012-09-12,158.95
2012-09-13,157.5
2012-09-14,167.3
2012-09-17,170.3
2012-09-18,171.6
2012-09-20,172.35
2012-09-21,183.6
2012-09-24,189.15
2012-09-25,185.7
2012-09-26,183.35
2012-09-27,189.15
2012-09-28,194.55
2012-10-01,194.4
2012-10-03,194.4
2012-10-04,195.65
2012-10-05,192.1
2012-10-08,184.85
2012-10-09,185.7
2012-10-10,182.65
2012-10-11,185.2
2012-10-12,188.65
2012-10-15,189.7
2012-10-16,183.05
2012-10-17,182.1
2012-10-18,184.4
2012-10-19,184.3
2012-10-22,185.6
2012-10-23,186.85
2012-10-25,185.15
2012-10-26,184.55
2012-10-29,185.9
2012-10-30,183.35
2012-10-31,183.65
2012-11-01,183.65
2012-11-02,190.05
2012-11-05,187.2
2012-11-06,188.45
2012-11-07,189.6
2012-11-08,189.55
2012-11-09,186.45
2012-11-12,183.4
2012-11-13,192.1
2012-11-15,188.7
2012-11-16,186.4
2012-11-19,184.4
2012-11-20,184.65
2012-11-21,185.3
2012-11-22,185.15
2012-11-23,182.7
2012-11-26,183.9
2012-11-27,183.75
2012-11-29,186.95
2012-11-30,194.5
2012-12-03,195.6
2012-12-04,195.0
2012-12-05,194.85
2012-12-06,206.25
2012-12-07,212.95
2012-12-10,209.6
2012-12-11,209.1
2012-12-12,207.7
2012-12-13,205.55
2012-12-14,208.1
2012-12-17,208.4
2012-12-18,209.95
2012-12-19,208.9
2012-12-20,207.1
2012-12-21,205.2
2012-12-24,203.05
2012-12-26,205.15
2012-12-27,201.85
2012-12-28,199.35
2012-12-31,199.5
