Date,GIPCL
2012-01-02,65.4
2012-01-03,65.8
2012-01-04,65.7
2012-01-05,65.3
2012-01-06,64.75
2012-01-07,65.8
2012-01-09,65.6
2012-01-10,66.85
2012-01-11,69.75
2012-01-12,70.45
2012-01-13,71.35
2012-01-16,70.6
2012-01-17,71.55
2012-01-18,71.15
2012-01-19,71.95
2012-01-20,71.1
2012-01-23,70.45
2012-01-24,70.75
2012-01-25,71.7
2012-01-27,72.5
2012-01-30,70.9
2012-01-31,72.25
2012-02-01,72.9
2012-02-02,72.65
2012-02-03,74.75
2012-02-06,75.3
2012-02-07,72.5
2012-02-08,72.35
2012-02-09,70.9
2012-02-10,70.85
2012-02-13,70.85
2012-02-14,70.95
2012-02-15,75.5
2012-02-16,75.95
2012-02-17,76.85
2012-02-21,78.0
2012-02-22,73.95
2012-02-23,74.0
2012-02-24,72.6
2012-02-27,70.95
2012-02-28,71.0
2012-02-29,72.95
2012-03-01,72.75
2012-03-02,72.3
2012-03-03,73.2
2012-03-05,71.2
2012-03-06,70.35
2012-03-07,69.5
2012-03-09,70.15
2012-03-12,69.9
2012-03-13,69.8
2012-03-14,70.3
2012-03-15,68.95
2012-03-16,69.3
2012-03-19,68.65
2012-03-20,67.95
2012-03-21,68.3
2012-03-22,67.6
2012-03-23,67.25
2012-03-26,66.2
2012-03-27,67.0
2012-03-28,65.9
2012-03-29,66.05
2012-03-30,66.45
2012-04-02,68.55
2012-04-03,69.4
2012-04-04,69.6
2012-04-09,68.85
2012-04-10,68.55
2012-04-11,68.4
2012-04-12,69.1
2012-04-13,68.1
2012-04-16,68.05
2012-04-17,68.45
2012-04-18,69.4
2012-04-19,68.9
2012-04-20,68.1
2012-04-23,68.0
2012-04-24,67.4
2012-04-25,67.9
2012-04-26,67.65
2012-04-27,67.65
2012-04-28,67.2
2012-04-30,67.5
2012-05-02,66.65
2012-05-03,67.2
2012-05-04,65.95
2012-05-07,65.45
2012-05-08,65.05
2012-05-09,63.8
2012-05-10,62.95
2012-05-11,63.3
2012-05-14,61.5
2012-05-15,60.45
2012-05-16,59.95
2012-05-17,59.75
2012-05-18,59.75
2012-05-21,60.85
2012-05-22,60.5
2012-05-23,60.65
2012-05-24,61.4
2012-05-25,61.3
2012-05-28,61.55
2012-05-29,61.95
2012-05-30,60.95
2012-05-31,56.4
2012-06-01,58.4
2012-06-04,58.75
2012-06-05,59.4
2012-06-06,60.65
2012-06-07,59.7
2012-06-08,60.45
2012-06-11,67.2
2012-06-12,65.3
2012-06-13,64.5
2012-06-14,62.25
2012-06-15,62.85
2012-06-18,61.85
2012-06-19,61.65
2012-06-20,61.95
2012-06-21,63.05
2012-06-22,63.5
2012-06-25,63.0
2012-06-26,63.0
2012-06-27,63.65
2012-06-28,63.35
2012-06-29,64.85
2012-07-02,65.5
2012-07-03,66.1
2012-07-04,64.9
2012-07-05,66.2
2012-07-06,65.5
2012-07-09,65.15
2012-07-09,65.15
2012-07-10,65.1
2012-07-11,65.0
2012-07-12,65.5
2012-07-13,65.8
2012-07-16,65.85
2012-07-17,64.7
2012-07-18,64.15
2012-07-19,64.65
2012-07-20,64.2
2012-07-23,63.95
2012-07-24,63.75
2012-07-25,63.75
2012-07-26,66.1
2012-07-27,64.25
2012-07-30,65.05
2012-07-31,65.35
2012-08-01,65.05
2012-08-02,65.65
2012-08-03,65.8
2012-08-06,66.65
2012-08-07,66.8
2012-08-08,66.45
2012-08-09,67.6
2012-08-10,67.45
2012-08-13,67.05
2012-08-14,67.0
2012-08-16,66.65
2012-08-17,67.0
2012-08-21,66.55
2012-08-22,65.35
2012-08-23,67.4
2012-08-24,67.55
2012-08-27,68.55
2012-08-28,68.45
2012-08-29,67.85
2012-08-30,67.8
2012-08-31,69.65
2012-09-03,70.25
2012-09-04,70.1
2012-09-05,69.3
2012-09-06,71.5
2012-09-07,68.05
2012-09-08,66.6
2012-09-10,66.7
2012-09-11,66.75
2012-09-12,67.75
2012-09-13,67.15
2012-09-14,68.6
2012-09-17,67.65
2012-09-18,67.8
2012-09-20,66.7
2012-09-21,67.05
2012-09-24,70.35
2012-09-25,70.75
2012-09-26,70.45
2012-09-27,71.85
2012-09-28,70.9
2012-10-01,70.9
2012-10-03,69.95
2012-10-04,70.55
2012-10-05,69.9
2012-10-08,69.35
2012-10-09,69.55
2012-10-10,68.9
2012-10-11,68.45
2012-10-12,69.05
2012-10-15,70.0
2012-10-16,69.9
2012-10-17,68.5
2012-10-18,68.7
2012-10-19,68.9
2012-10-22,68.45
2012-10-23,68.8
2012-10-25,68.15
2012-10-26,67.2
2012-10-29,67.5
2012-10-30,67.1
2012-10-31,66.5
2012-11-01,67.5
2012-11-02,67.6
2012-11-05,67.2
2012-11-06,68.0
2012-11-07,70.6
2012-11-08,69.5
2012-11-09,68.5
2012-11-12,68.3
2012-11-13,68.9
2012-11-15,67.9
2012-11-16,68.15
2012-11-19,67.25
2012-11-20,67.1
2012-11-21,67.45
2012-11-22,67.5
2012-11-23,67.7
2012-11-26,67.55
2012-11-27,67.65
2012-11-29,67.7
2012-11-30,68.05
2012-12-03,68.0
2012-12-04,69.3
2012-12-05,69.05
2012-12-06,68.65
2012-12-07,69.4
2012-12-10,71.7
2012-12-11,71.1
2012-12-12,70.6
2012-12-13,69.6
2012-12-14,69.3
2012-12-17,69.5
2012-12-18,70.85
2012-12-19,70.7
2012-12-20,69.85
2012-12-21,68.95
2012-12-24,68.85
2012-12-26,68.6
2012-12-27,68.15
2012-12-28,68.6
2012-12-31,69.1
