Date,NCC
2012-01-02,34.1
2012-01-03,36.9
2012-01-04,35.85
2012-01-05,34.4
2012-01-06,35.3
2012-01-07,35.25
2012-01-09,36.75
2012-01-10,38.45
2012-01-11,40.15
2012-01-12,42.05
2012-01-13,42.9
2012-01-16,44.4
2012-01-17,45.5
2012-01-18,43.45
2012-01-19,45.9
2012-01-20,48.8
2012-01-23,49.75
2012-01-24,54.5
2012-01-25,54.9
2012-01-27,56.85
2012-01-30,52.8
2012-01-31,56.9
2012-02-01,59.15
2012-02-02,60.25
2012-02-03,61.85
2012-02-06,61.6
2012-02-07,51.95
2012-02-08,51.55
2012-02-09,54.1
2012-02-10,53.25
2012-02-13,57.45
2012-02-14,62.2
2012-02-15,61.75
2012-02-16,60.25
2012-02-17,63.45
2012-02-21,64.4
2012-02-22,59.75
2012-02-23,57.2
2012-02-24,55.3
2012-02-27,52.7
2012-02-28,56.45
2012-02-29,59.65
2012-03-01,59.1
2012-03-02,61.0
2012-03-03,59.9
2012-03-05,59.8
2012-03-06,55.65
2012-03-07,56.95
2012-03-09,58.7
2012-03-12,59.95
2012-03-13,60.0
2012-03-14,59.6
2012-03-15,57.2
2012-03-16,54.3
2012-03-19,50.9
2012-03-20,52.0
2012-03-21,53.3
2012-03-22,50.6
2012-03-23,50.05
2012-03-26,47.4
2012-03-27,46.4
2012-03-28,46.9
2012-03-29,51.25
2012-03-30,56.35
2012-04-02,54.45
2012-04-03,56.3
2012-04-04,57.0
2012-04-09,55.15
2012-04-10,53.65
2012-04-11,53.2
2012-04-12,56.65
2012-04-13,54.7
2012-04-16,53.85
2012-04-17,55.15
2012-04-18,58.55
2012-04-19,56.6
2012-04-20,56.4
2012-04-23,54.6
2012-04-24,52.9
2012-04-25,50.95
2012-04-26,49.95
2012-04-27,50.0
2012-04-28,50.8
2012-04-30,50.15
2012-05-02,47.35
2012-05-03,43.6
2012-05-04,42.75
2012-05-07,43.1
2012-05-08,40.75
2012-05-09,38.25
2012-05-10,37.1
2012-05-11,35.75
2012-05-14,34.0
2012-05-15,33.45
2012-05-16,32.9
2012-05-17,32.4
2012-05-18,31.8
2012-05-21,32.25
2012-05-22,31.35
2012-05-23,31.35
2012-05-24,30.95
2012-05-25,31.1
2012-05-28,32.45
2012-05-29,31.9
2012-05-30,30.5
2012-05-31,30.6
2012-06-01,29.55
2012-06-04,29.65
2012-06-05,30.45
2012-06-06,31.4
2012-06-07,32.6
2012-06-08,33.8
2012-06-11,34.2
2012-06-12,33.65
2012-06-13,36.75
2012-06-14,36.85
2012-06-15,37.35
2012-06-18,35.8
2012-06-19,37.15
2012-06-20,38.8
2012-06-21,42.6
2012-06-22,40.65
2012-06-25,39.85
2012-06-26,40.1
2012-06-27,40.15
2012-06-28,40.05
2012-06-29,45.4
2012-07-02,46.3
2012-07-03,44.65
2012-07-04,45.0
2012-07-05,45.05
2012-07-06,43.25
2012-07-09,43.05
2012-07-09,43.05
2012-07-10,44.1
2012-07-11,43.15
2012-07-12,42.45
2012-07-13,42.3
2012-07-16,40.45
2012-07-17,40.4
2012-07-18,40.85
2012-07-19,40.8
2012-07-20,40.15
2012-07-23,38.95
2012-07-24,38.65
2012-07-25,37.7
2012-07-26,36.25
2012-07-27,35.6
2012-07-30,37.6
2012-07-31,37.5
2012-08-01,38.05
2012-08-02,39.3
2012-08-03,38.3
2012-08-06,38.8
2012-08-07,40.2
2012-08-08,38.55
2012-08-09,39.15
2012-08-10,40.15
2012-08-13,41.15
2012-08-14,40.95
2012-08-16,41.45
2012-08-17,40.45
2012-08-21,40.8
2012-08-22,39.2
2012-08-23,37.7
2012-08-24,36.7
2012-08-27,34.95
2012-08-28,34.05
2012-08-29,32.85
2012-08-30,33.55
2012-08-31,33.25
2012-09-03,32.75
2012-09-04,32.95
2012-09-05,32.55
2012-09-06,32.35
2012-09-07,32.85
2012-09-08,33.05
2012-09-10,32.5
2012-09-11,32.35
2012-09-12,32.75
2012-09-13,32.05
2012-09-14,33.8
2012-09-17,40.95
2012-09-18,43.2
2012-09-20,40.8
2012-09-21,45.6
2012-09-24,45.35
2012-09-25,46.35
2012-09-26,44.9
2012-09-27,45.55
2012-09-28,46.9
2012-10-01,48.55
2012-10-03,49.6
2012-10-04,51.7
2012-10-05,51.75
2012-10-08,53.0
2012-10-09,52.95
2012-10-10,49.0
2012-10-11,51.8
2012-10-12,51.2
2012-10-15,50.55
2012-10-16,49.9
2012-10-17,48.25
2012-10-18,49.8
2012-10-19,47.7
2012-10-22,47.45
2012-10-23,48.0
2012-10-25,46.25
2012-10-26,45.3
2012-10-29,45.2
2012-10-30,41.95
2012-10-31,43.5
2012-11-01,44.95
2012-11-02,45.1
2012-11-05,44.25
2012-11-06,45.2
2012-11-07,45.4
2012-11-08,44.6
2012-11-09,42.2
2012-11-12,40.85
2012-11-13,43.0
2012-11-15,43.65
2012-11-16,43.3
2012-11-19,42.85
2012-11-20,41.0
2012-11-21,41.55
2012-11-22,42.15
2012-11-23,41.85
2012-11-26,42.7
2012-11-27,43.3
2012-11-29,47.6
2012-11-30,47.75
2012-12-03,49.0
2012-12-04,48.4
2012-12-05,48.35
2012-12-06,49.65
2012-12-07,48.2
2012-12-10,47.9
2012-12-11,48.05
2012-12-12,48.5
2012-12-13,47.9
2012-12-14,50.65
2012-12-17,51.85
2012-12-18,54.3
2012-12-19,55.35
2012-12-20,56.3
2012-12-21,54.4
2012-12-24,54.7
2012-12-26,53.7
2012-12-27,52.45
2012-12-28,55.25
2012-12-31,57.65
