Date,EXCELCROP
2012-01-02,121.2
2012-01-03,124.85
2012-01-04,123.0
2012-01-05,125.05
2012-01-06,126.55
2012-01-07,127.05
2012-01-09,130.65
2012-01-10,130.5
2012-01-11,128.05
2012-01-12,129.95
2012-01-13,131.05
2012-01-16,132.35
2012-01-17,134.35
2012-01-18,133.15
2012-01-19,133.25
2012-01-20,131.8
2012-01-23,132.0
2012-01-24,132.75
2012-01-25,146.05
2012-01-27,145.65
2012-01-30,138.4
2012-01-31,138.2
2012-02-01,138.55
2012-02-02,137.85
2012-02-03,139.8
2012-02-06,139.6
2012-02-07,137.6
2012-02-08,139.9
2012-02-09,138.8
2012-02-10,135.75
2012-02-13,137.0
2012-02-14,138.0
2012-02-15,140.25
2012-02-16,140.0
2012-02-17,139.7
2012-02-21,138.1
2012-02-22,138.0
2012-02-23,139.65
2012-02-24,136.5
2012-02-27,132.95
2012-02-28,130.1
2012-02-29,130.7
2012-03-01,129.1
2012-03-02,127.0
2012-03-03,128.35
2012-03-05,127.45
2012-03-06,126.45
2012-03-07,125.1
2012-03-09,126.6
2012-03-12,126.4
2012-03-13,125.3
2012-03-14,123.35
2012-03-15,122.5
2012-03-16,121.95
2012-03-19,121.5
2012-03-20,120.65
2012-03-21,119.9
2012-03-22,119.55
2012-03-23,119.5
2012-03-26,119.2
2012-03-27,117.6
2012-03-28,118.4
2012-03-29,118.05
2012-03-30,119.0
2012-04-02,119.7
2012-04-03,121.95
2012-04-04,121.25
2012-04-09,118.4
2012-04-10,120.3
2012-04-11,118.95
2012-04-12,118.9
2012-04-13,118.25
2012-04-16,118.85
2012-04-17,117.95
2012-04-18,125.75
2012-04-19,126.8
2012-04-20,124.05
2012-04-23,121.65
2012-04-24,116.35
2012-04-25,112.95
2012-04-26,112.15
2012-04-27,112.4
2012-04-28,114.65
2012-04-30,114.7
2012-05-02,113.1
2012-05-03,113.6
2012-05-04,110.45
2012-05-07,110.85
2012-05-08,109.05
2012-05-09,108.3
2012-05-10,108.2
2012-05-11,108.05
2012-05-14,108.0
2012-05-15,107.9
2012-05-16,107.9
2012-05-17,107.7
2012-05-18,107.85
2012-05-21,107.3
2012-05-22,106.55
2012-05-23,105.75
2012-05-24,108.0
2012-05-25,105.6
2012-05-28,107.3
2012-05-29,106.5
2012-05-30,105.35
2012-05-31,100.0
2012-06-01,96.7
2012-06-04,96.0
2012-06-05,98.9
2012-06-06,99.1
2012-06-07,99.05
2012-06-08,100.0
2012-06-11,100.25
2012-06-12,100.35
2012-06-13,100.3
2012-06-14,101.2
2012-06-15,100.6
2012-06-18,101.9
2012-06-19,100.0
2012-06-20,100.85
2012-06-21,104.2
2012-06-22,103.65
2012-06-25,102.45
2012-06-26,100.95
2012-06-27,101.7
2012-06-28,101.05
2012-06-29,101.95
2012-07-02,103.75
2012-07-03,103.6
2012-07-04,107.4
2012-07-05,106.85
2012-07-06,112.45
2012-07-09,107.95
2012-07-09,107.95
2012-07-10,107.4
2012-07-11,108.55
2012-07-12,116.3
2012-07-13,117.2
2012-07-16,110.65
2012-07-17,106.7
2012-07-18,106.7
2012-07-19,105.15
2012-07-20,103.65
2012-07-23,102.25
2012-07-24,104.5
2012-07-25,111.6
2012-07-26,109.25
2012-07-27,106.05
2012-07-30,108.25
2012-07-31,106.85
2012-08-01,109.3
2012-08-02,108.25
2012-08-03,112.9
2012-08-06,112.65
2012-08-07,110.9
2012-08-08,111.55
2012-08-09,114.5
2012-08-10,118.15
2012-08-13,115.5
2012-08-14,115.6
2012-08-16,115.3
2012-08-17,113.75
2012-08-21,113.0
2012-08-22,109.85
2012-08-23,110.45
2012-08-24,111.45
2012-08-27,113.5
2012-08-28,113.2
2012-08-29,113.6
2012-08-30,115.5
2012-08-31,116.0
2012-09-03,118.8
2012-09-04,117.4
2012-09-05,114.45
2012-09-06,117.45
2012-09-07,116.6
2012-09-08,115.45
2012-09-10,116.25
2012-09-11,120.55
2012-09-12,144.65
2012-09-13,141.8
2012-09-14,140.95
2012-09-17,141.3
2012-09-18,138.5
2012-09-20,138.1
2012-09-21,140.0
2012-09-24,137.55
2012-09-25,136.15
2012-09-26,133.75
2012-09-27,137.0
2012-09-28,137.95
2012-10-01,139.45
2012-10-03,150.35
2012-10-04,147.25
2012-10-05,145.4
2012-10-08,146.1
2012-10-09,145.65
2012-10-10,166.9
2012-10-11,159.2
2012-10-12,160.75
2012-10-15,178.9
2012-10-16,199.25
2012-10-17,189.4
2012-10-18,182.0
2012-10-19,182.15
2012-10-22,182.2
2012-10-23,187.25
2012-10-25,185.05
2012-10-26,185.2
2012-10-29,198.3
2012-10-30,213.7
2012-10-31,227.45
2012-11-01,220.45
2012-11-02,228.8
2012-11-05,225.25
2012-11-06,221.15
2012-11-07,225.1
2012-11-08,216.15
2012-11-09,215.6
2012-11-12,211.85
2012-11-13,211.75
2012-11-15,204.4
2012-11-16,210.15
2012-11-19,207.5
2012-11-20,224.45
2012-11-21,215.0
2012-11-22,212.1
2012-11-23,209.8
2012-11-26,210.65
2012-11-27,210.0
2012-11-29,210.8
2012-11-30,211.0
2012-12-03,215.0
2012-12-04,214.9
2012-12-05,215.4
2012-12-06,216.3
2012-12-07,213.75
2012-12-10,211.35
2012-12-11,210.45
2012-12-12,210.25
2012-12-13,207.0
2012-12-14,205.6
2012-12-17,206.5
2012-12-18,205.4
2012-12-19,204.35
2012-12-20,204.9
2012-12-21,201.0
2012-12-24,203.25
2012-12-26,213.45
2012-12-27,213.75
2012-12-28,213.35
2012-12-31,213.2
