Date,CHOLAFIN
2012-01-02,114.0
2012-01-03,119.65
2012-01-04,117.65
2012-01-05,119.15
2012-01-06,117.05
2012-01-07,118.75
2012-01-09,118.15
2012-01-10,134.65
2012-01-11,128.65
2012-01-12,125.35
2012-01-13,133.2
2012-01-16,132.8
2012-01-17,136.9
2012-01-18,139.95
2012-01-19,143.3
2012-01-20,143.7
2012-01-23,142.1
2012-01-24,147.4
2012-01-25,148.15
2012-01-27,153.05
2012-01-30,152.6
2012-01-31,153.05
2012-02-01,151.1
2012-02-02,153.55
2012-02-03,153.8
2012-02-06,158.2
2012-02-07,161.85
2012-02-08,164.2
2012-02-09,164.2
2012-02-10,165.1
2012-02-13,162.95
2012-02-14,160.2
2012-02-15,163.0
2012-02-16,163.0
2012-02-17,163.5
2012-02-21,168.25
2012-02-22,161.8
2012-02-23,160.4
2012-02-24,160.5
2012-02-27,161.7
2012-02-28,160.5
2012-02-29,168.05
2012-03-01,164.75
2012-03-02,167.0
2012-03-03,164.05
2012-03-05,163.0
2012-03-06,164.85
2012-03-07,169.15
2012-03-09,166.15
2012-03-12,170.35
2012-03-13,172.3
2012-03-14,173.2
2012-03-15,171.9
2012-03-16,172.8
2012-03-19,174.45
2012-03-20,173.7
2012-03-21,174.55
2012-03-22,175.85
2012-03-23,175.4
2012-03-26,175.9
2012-03-27,175.0
2012-03-28,175.05
2012-03-29,182.8
2012-03-30,188.2
2012-04-02,181.2
2012-04-03,181.35
2012-04-04,177.25
2012-04-09,176.1
2012-04-10,175.95
2012-04-11,176.4
2012-04-12,181.85
2012-04-13,177.65
2012-04-16,177.6
2012-04-17,179.7
2012-04-18,176.9
2012-04-19,182.15
2012-04-20,178.2
2012-04-23,174.9
2012-04-24,175.0
2012-04-25,175.1
2012-04-26,177.55
2012-04-27,177.0
2012-04-28,178.65
2012-04-30,180.05
2012-05-02,179.0
2012-05-03,181.9
2012-05-04,177.8
2012-05-07,180.0
2012-05-08,180.05
2012-05-09,177.25
2012-05-10,177.55
2012-05-11,175.25
2012-05-14,175.0
2012-05-15,175.95
2012-05-16,174.2
2012-05-17,171.5
2012-05-18,171.3
2012-05-21,170.05
2012-05-22,170.0
2012-05-23,170.0
2012-05-24,169.2
2012-05-25,168.3
2012-05-28,167.9
2012-05-29,168.0
2012-05-30,168.05
2012-05-31,168.75
2012-06-01,165.05
2012-06-04,162.45
2012-06-05,160.05
2012-06-06,162.3
2012-06-07,161.45
2012-06-08,164.2
2012-06-11,165.4
2012-06-12,167.35
2012-06-13,170.0
2012-06-14,166.25
2012-06-15,172.0
2012-06-18,172.1
2012-06-19,166.7
2012-06-20,170.15
2012-06-21,170.05
2012-06-22,168.6
2012-06-25,172.0
2012-06-26,170.0
2012-06-27,170.4
2012-06-28,170.05
2012-06-29,171.1
2012-07-02,172.0
2012-07-03,174.75
2012-07-04,177.75
2012-07-05,179.8
2012-07-06,182.6
2012-07-09,179.8
2012-07-09,179.8
2012-07-10,180.2
2012-07-11,183.8
2012-07-12,186.2
2012-07-13,192.5
2012-07-16,206.95
2012-07-17,213.25
2012-07-18,214.1
2012-07-19,202.5
2012-07-20,204.3
2012-07-23,199.2
2012-07-24,201.2
2012-07-25,201.0
2012-07-26,201.35
2012-07-27,204.1
2012-07-30,212.05
2012-07-31,213.45
2012-08-01,215.55
2012-08-02,214.25
2012-08-03,210.3
2012-08-06,210.3
2012-08-07,210.65
2012-08-08,212.05
2012-08-09,214.35
2012-08-10,217.25
2012-08-13,217.1
2012-08-14,216.95
2012-08-16,219.4
2012-08-17,218.4
2012-08-21,209.15
2012-08-22,226.6
2012-08-23,215.95
2012-08-24,208.1
2012-08-27,204.2
2012-08-28,206.5
2012-08-29,205.15
2012-08-30,205.0
2012-08-31,206.05
2012-09-03,205.6
2012-09-04,205.9
2012-09-05,203.55
2012-09-06,207.75
2012-09-07,213.0
2012-09-08,214.25
2012-09-10,217.85
2012-09-11,215.35
2012-09-12,214.9
2012-09-13,219.05
2012-09-14,221.1
2012-09-17,219.0
2012-09-18,220.25
2012-09-20,215.75
2012-09-21,215.35
2012-09-24,218.05
2012-09-25,215.8
2012-09-26,215.2
2012-09-27,215.2
2012-09-28,218.0
2012-10-01,227.15
2012-10-03,234.9
2012-10-04,235.25
2012-10-05,231.9
2012-10-08,224.55
2012-10-09,234.6
2012-10-10,232.1
2012-10-11,228.85
2012-10-12,228.3
2012-10-15,223.65
2012-10-16,221.9
2012-10-17,224.05
2012-10-18,233.65
2012-10-19,228.9
2012-10-22,231.55
2012-10-23,233.7
2012-10-25,234.5
2012-10-26,239.0
2012-10-29,234.6
2012-10-30,226.05
2012-10-31,220.55
2012-11-01,225.8
2012-11-02,226.05
2012-11-05,228.25
2012-11-06,230.15
2012-11-07,234.3
2012-11-08,232.35
2012-11-09,227.9
2012-11-12,230.3
2012-11-13,236.65
2012-11-15,236.35
2012-11-16,236.35
2012-11-19,233.55
2012-11-20,230.5
2012-11-21,230.9
2012-11-22,231.0
2012-11-23,229.4
2012-11-26,234.5
2012-11-27,233.75
2012-11-29,237.9
2012-11-30,248.35
2012-12-03,242.75
2012-12-04,242.95
2012-12-05,241.7
2012-12-06,248.35
2012-12-07,245.45
2012-12-10,252.15
2012-12-11,251.75
2012-12-12,255.5
2012-12-13,263.0
2012-12-14,264.55
2012-12-17,274.55
2012-12-18,274.35
2012-12-19,279.4
2012-12-20,279.4
2012-12-21,274.9
2012-12-24,269.9
2012-12-26,279.95
2012-12-27,270.0
2012-12-28,269.05
2012-12-31,269.25
