Date,PGHH
2012-01-02,1819.1
2012-01-03,1823.45
2012-01-04,1811.2
2012-01-05,1848.75
2012-01-06,1809.85
2012-01-07,1800.05
2012-01-09,1814.65
2012-01-10,1799.1
2012-01-11,1800.0
2012-01-12,1794.45
2012-01-13,1808.05
2012-01-16,1817.8
2012-01-17,1861.65
2012-01-18,1825.1
2012-01-19,1818.4
2012-01-20,1833.55
2012-01-23,1824.0
2012-01-24,1841.3
2012-01-25,1887.3
2012-01-27,1865.5
2012-01-30,1847.6
2012-01-31,1852.2
2012-02-01,1826.25
2012-02-02,1848.75
2012-02-03,1899.0
2012-02-06,1894.3
2012-02-07,1898.75
2012-02-08,1892.05
2012-02-09,1890.45
2012-02-10,1883.0
2012-02-13,1862.2
2012-02-14,1881.35
2012-02-15,1898.9
2012-02-16,1977.0
2012-02-17,1953.65
2012-02-21,1937.3
2012-02-22,1932.55
2012-02-23,1953.8
2012-02-24,1947.3
2012-02-27,1946.0
2012-02-28,1971.5
2012-02-29,1954.05
2012-03-01,1936.6
2012-03-02,1940.05
2012-03-03,1956.4
2012-03-05,1950.2
2012-03-06,1951.0
2012-03-07,1962.05
2012-03-09,1965.2
2012-03-12,1960.7
2012-03-13,1977.95
2012-03-14,1998.0
2012-03-15,1990.05
2012-03-16,1992.65
2012-03-19,1997.15
2012-03-20,1995.0
2012-03-21,1995.45
2012-03-22,1997.55
2012-03-23,2000.55
2012-03-26,2001.85
2012-03-27,2022.2
2012-03-28,2109.2
2012-03-29,2128.55
2012-03-30,2239.2
2012-04-02,2227.25
2012-04-03,2192.7
2012-04-04,2198.2
2012-04-09,2202.35
2012-04-10,2197.8
2012-04-11,2186.1
2012-04-12,2209.35
2012-04-13,2170.85
2012-04-16,2181.45
2012-04-17,2187.2
2012-04-18,2170.95
2012-04-19,2179.85
2012-04-20,2162.05
2012-04-23,2134.65
2012-04-24,2135.55
2012-04-25,2158.8
2012-04-26,2167.45
2012-04-27,2103.3
2012-04-28,2108.0
2012-04-30,2065.6
2012-05-02,2081.15
2012-05-03,2050.5
2012-05-04,2019.2
2012-05-07,2040.35
2012-05-08,2045.5
2012-05-09,2081.95
2012-05-10,2092.4
2012-05-11,2102.8
2012-05-14,2115.8
2012-05-15,2164.05
2012-05-16,2201.45
2012-05-17,2199.15
2012-05-18,2153.35
2012-05-21,2192.3
2012-05-22,2199.5
2012-05-23,2185.4
2012-05-24,2209.15
2012-05-25,2202.3
2012-05-28,2231.35
2012-05-29,2226.9
2012-05-30,2263.35
2012-05-31,2396.5
2012-06-01,2288.45
2012-06-04,2246.7
2012-06-05,2274.25
2012-06-06,2314.45
2012-06-07,2261.15
2012-06-08,2236.25
2012-06-11,2225.65
2012-06-12,2198.5
2012-06-13,2200.65
2012-06-14,2197.75
2012-06-15,2189.3
2012-06-18,2158.2
2012-06-19,2147.2
2012-06-20,2144.5
2012-06-21,2145.25
2012-06-22,2142.85
2012-06-25,2113.75
2012-06-26,2123.65
2012-06-27,2129.9
2012-06-28,2120.45
2012-06-29,2197.65
2012-07-02,2237.55
2012-07-03,2238.0
2012-07-04,2224.45
2012-07-05,2227.3
2012-07-06,2254.6
2012-07-09,2236.75
2012-07-09,2236.75
2012-07-10,2268.45
2012-07-11,2296.1
2012-07-12,2297.05
2012-07-13,2334.95
2012-07-16,2340.05
2012-07-17,2297.35
2012-07-18,2321.5
2012-07-19,2286.3
2012-07-20,2283.05
2012-07-23,2273.7
2012-07-24,2296.7
2012-07-25,2319.55
2012-07-26,2274.55
2012-07-27,2263.95
2012-07-30,2268.1
2012-07-31,2257.45
2012-08-01,2261.7
2012-08-02,2243.05
2012-08-03,2277.3
2012-08-06,2279.15
2012-08-07,2272.9
2012-08-08,2287.55
2012-08-09,2275.95
2012-08-10,2275.35
2012-08-13,2252.45
2012-08-14,2270.35
2012-08-16,2302.2
2012-08-17,2279.7
2012-08-21,2287.0
2012-08-22,2266.2
2012-08-23,2263.9
2012-08-24,2294.0
2012-08-27,2331.55
2012-08-28,2357.4
2012-08-29,2345.5
2012-08-30,2375.1
2012-08-31,2449.9
2012-09-03,2478.25
2012-09-04,2479.5
2012-09-05,2429.45
2012-09-06,2441.95
2012-09-07,2428.95
2012-09-08,2447.25
2012-09-10,2456.85
2012-09-11,2421.45
2012-09-12,2398.5
2012-09-13,2391.15
2012-09-14,2398.9
2012-09-17,2391.55
2012-09-18,2405.35
2012-09-20,2380.9
2012-09-21,2358.75
2012-09-24,2380.95
2012-09-25,2361.85
2012-09-26,2349.85
2012-09-27,2332.8
2012-09-28,2469.5
2012-10-01,2451.25
2012-10-03,2474.95
2012-10-04,2453.25
2012-10-05,2444.75
2012-10-08,2446.85
2012-10-09,2465.85
2012-10-10,2466.75
2012-10-11,2477.85
2012-10-12,2497.85
2012-10-15,2491.0
2012-10-16,2497.75
2012-10-17,2472.45
2012-10-18,2500.0
2012-10-19,2506.55
2012-10-22,2502.5
2012-10-23,2492.3
2012-10-25,2498.5
2012-10-26,2520.95
2012-10-29,2492.35
2012-10-30,2511.75
2012-10-31,2482.1
2012-11-01,2479.9
2012-11-02,2454.15
2012-11-05,2481.1
2012-11-06,2444.0
2012-11-07,2507.05
2012-11-08,2496.4
2012-11-09,2451.3
2012-11-12,2464.5
2012-11-13,2485.2
2012-11-15,2469.8
2012-11-16,2492.7
2012-11-19,2482.95
2012-11-20,2475.6
2012-11-21,2470.0
2012-11-22,2460.25
2012-11-23,2450.3
2012-11-26,2464.05
2012-11-27,2590.95
2012-11-29,2557.0
2012-11-30,2477.65
2012-12-03,2497.25
2012-12-04,2538.7
2012-12-05,2562.7
2012-12-06,2541.7
2012-12-07,2553.85
2012-12-10,2575.35
2012-12-11,2583.85
2012-12-12,2552.15
2012-12-13,2514.6
2012-12-14,2560.7
2012-12-17,2553.95
2012-12-18,2513.4
2012-12-19,2528.55
2012-12-20,2519.55
2012-12-21,2517.45
2012-12-24,2556.35
2012-12-26,2575.1
2012-12-27,2644.7
2012-12-28,2672.55
2012-12-31,2755.15
