Date,IVRCLINFRA
2012-01-02,29.05
2012-01-03,31.95
2012-01-04,31.8
2012-01-05,31.45
2012-01-06,30.9
2012-01-07,31.25
2012-01-09,32.85
2012-01-10,35.85
2012-01-11,37.15
2012-01-12,38.1
2012-01-13,38.3
2012-01-16,39.65
2012-01-17,39.75
2012-01-18,37.8
2012-01-19,39.75
2012-01-20,43.75
2012-01-23,45.3
2012-01-24,50.2
2012-01-25,52.35
2012-01-27,49.5
2012-01-30,46.1
2012-01-31,50.4
2012-02-01,56.15
2012-02-02,57.15
2012-02-03,57.5
2012-02-06,57.0
2012-02-07,54.65
2012-02-08,55.15
2012-02-09,59.3
2012-02-10,56.7
2012-02-13,57.95
2012-02-14,61.2
2012-02-15,60.4
2012-02-16,58.15
2012-02-17,58.9
2012-02-21,61.5
2012-02-22,56.45
2012-02-23,53.75
2012-02-24,52.95
2012-02-27,49.75
2012-02-28,53.9
2012-02-29,56.65
2012-03-01,56.1
2012-03-02,55.05
2012-03-03,54.6
2012-03-05,53.65
2012-03-06,50.7
2012-03-07,51.7
2012-03-09,55.05
2012-03-12,55.75
2012-03-13,58.3
2012-03-14,58.0
2012-03-15,55.05
2012-03-16,52.9
2012-03-19,51.8
2012-03-20,53.4
2012-03-21,55.95
2012-03-22,56.55
2012-03-23,58.5
2012-03-26,59.3
2012-03-27,60.4
2012-03-28,60.05
2012-03-29,64.65
2012-03-30,66.15
2012-04-02,69.6
2012-04-03,69.4
2012-04-04,71.0
2012-04-09,71.95
2012-04-10,68.95
2012-04-11,70.75
2012-04-12,73.9
2012-04-13,72.8
2012-04-16,70.85
2012-04-17,69.85
2012-04-18,65.7
2012-04-19,61.55
2012-04-20,61.65
2012-04-23,60.05
2012-04-24,60.9
2012-04-25,64.1
2012-04-26,63.55
2012-04-27,61.6
2012-04-28,61.75
2012-04-30,61.65
2012-05-02,61.2
2012-05-03,58.7
2012-05-04,57.45
2012-05-07,56.25
2012-05-08,57.15
2012-05-09,56.45
2012-05-10,52.95
2012-05-11,51.15
2012-05-14,45.2
2012-05-15,46.9
2012-05-16,47.0
2012-05-17,45.75
2012-05-18,44.8
2012-05-21,44.9
2012-05-22,40.5
2012-05-23,41.35
2012-05-24,42.25
2012-05-25,42.65
2012-05-28,43.3
2012-05-29,42.05
2012-05-30,40.35
2012-05-31,40.6
2012-06-01,38.1
2012-06-04,39.65
2012-06-05,38.95
2012-06-06,41.95
2012-06-07,44.25
2012-06-08,46.65
2012-06-11,46.8
2012-06-12,49.55
2012-06-13,49.3
2012-06-14,48.1
2012-06-15,48.45
2012-06-18,46.65
2012-06-19,47.5
2012-06-20,48.95
2012-06-21,51.3
2012-06-22,51.65
2012-06-25,51.95
2012-06-26,51.2
2012-06-27,51.35
2012-06-28,51.7
2012-06-29,52.85
2012-07-02,53.45
2012-07-03,53.35
2012-07-04,53.4
2012-07-05,54.45
2012-07-06,53.05
2012-07-09,49.2
2012-07-09,49.2
2012-07-10,51.1
2012-07-11,51.25
2012-07-12,49.3
2012-07-13,47.55
2012-07-16,47.45
2012-07-17,46.85
2012-07-18,47.65
2012-07-19,47.35
2012-07-20,46.65
2012-07-23,43.75
2012-07-24,43.0
2012-07-25,42.25
2012-07-26,43.95
2012-07-27,42.3
2012-07-30,44.75
2012-07-31,44.05
2012-08-01,44.4
2012-08-02,46.05
2012-08-03,46.55
2012-08-06,46.85
2012-08-07,47.15
2012-08-08,45.1
2012-08-09,44.35
2012-08-10,44.45
2012-08-13,45.6
2012-08-14,45.65
2012-08-16,45.8
2012-08-17,44.35
2012-08-21,44.45
2012-08-22,43.2
2012-08-23,42.55
2012-08-24,41.5
2012-08-27,39.7
2012-08-28,40.35
2012-08-29,38.6
2012-08-30,38.55
2012-08-31,38.4
2012-09-03,38.85
2012-09-04,39.0
2012-09-05,39.35
2012-09-06,39.0
2012-09-07,39.25
2012-09-08,39.3
2012-09-10,38.8
2012-09-11,39.15
2012-09-12,39.65
2012-09-13,38.7
2012-09-14,41.55
2012-09-17,44.4
2012-09-18,45.25
2012-09-20,43.65
2012-09-21,47.0
2012-09-24,47.8
2012-09-25,48.7
2012-09-26,47.85
2012-09-27,46.85
2012-09-28,46.45
2012-10-01,48.5
2012-10-03,50.75
2012-10-04,47.7
2012-10-05,44.8
2012-10-08,45.45
2012-10-09,46.65
2012-10-10,43.7
2012-10-11,46.4
2012-10-12,45.5
2012-10-15,45.8
2012-10-16,44.8
2012-10-17,45.05
2012-10-18,45.85
2012-10-19,44.9
2012-10-22,44.6
2012-10-23,43.6
2012-10-25,43.4
2012-10-26,41.85
2012-10-29,41.5
2012-10-30,39.9
2012-10-31,39.75
2012-11-01,41.45
2012-11-02,41.6
2012-11-05,41.0
2012-11-06,41.95
2012-11-07,43.45
2012-11-08,42.8
2012-11-09,41.3
2012-11-12,39.95
2012-11-13,39.8
2012-11-15,41.8
2012-11-16,40.3
2012-11-19,39.7
2012-11-20,38.35
2012-11-21,39.15
2012-11-22,39.75
2012-11-23,39.15
2012-11-26,39.0
2012-11-27,39.7
2012-11-29,40.5
2012-11-30,42.2
2012-12-03,42.85
2012-12-04,43.7
2012-12-05,45.45
2012-12-06,47.55
2012-12-07,46.35
2012-12-10,45.9
2012-12-11,44.05
2012-12-12,43.7
2012-12-13,41.5
2012-12-14,42.8
2012-12-17,42.55
2012-12-18,43.9
2012-12-19,43.95
2012-12-20,45.35
2012-12-21,43.05
2012-12-24,44.05
2012-12-26,45.35
2012-12-27,45.0
2012-12-28,44.85
2012-12-31,45.6
