Date,IL&FSENGG
2012-01-02,50.0
2012-01-03,50.0
2012-01-04,50.25
2012-01-05,50.15
2012-01-06,49.95
2012-01-07,49.95
2012-01-09,49.15
2012-01-10,52.95
2012-01-11,56.35
2012-01-12,54.45
2012-01-13,55.75
2012-01-16,55.9
2012-01-17,60.05
2012-01-18,71.35
2012-01-19,69.2
2012-01-20,70.65
2012-01-23,74.85
2012-01-24,74.1
2012-01-25,78.45
2012-01-27,76.8
2012-01-30,73.95
2012-01-31,75.75
2012-02-01,77.5
2012-02-02,77.05
2012-02-03,75.8
2012-02-06,79.8
2012-02-07,76.4
2012-02-08,83.95
2012-02-09,84.5
2012-02-10,84.85
2012-02-13,83.05
2012-02-14,89.25
2012-02-15,89.75
2012-02-16,86.9
2012-02-17,87.3
2012-02-21,86.9
2012-02-22,78.9
2012-02-23,77.45
2012-02-24,76.0
2012-02-27,71.2
2012-02-28,75.1
2012-02-29,76.1
2012-03-01,76.6
2012-03-02,75.45
2012-03-03,75.05
2012-03-05,73.2
2012-03-06,70.75
2012-03-07,71.1
2012-03-09,73.3
2012-03-12,74.2
2012-03-13,74.45
2012-03-14,73.85
2012-03-15,71.9
2012-03-16,68.95
2012-03-19,70.8
2012-03-20,69.7
2012-03-21,71.4
2012-03-22,66.25
2012-03-23,62.7
2012-03-26,62.95
2012-03-27,62.35
2012-03-28,62.0
2012-03-29,61.45
2012-03-30,65.3
2012-04-02,69.5
2012-04-03,71.85
2012-04-04,69.95
2012-04-09,68.15
2012-04-10,67.95
2012-04-11,66.9
2012-04-12,66.65
2012-04-13,66.6
2012-04-16,68.8
2012-04-17,69.2
2012-04-18,69.25
2012-04-19,70.2
2012-04-20,67.6
2012-04-23,63.8
2012-04-24,64.35
2012-04-25,68.05
2012-04-26,66.5
2012-04-27,64.45
2012-04-28,64.4
2012-04-30,64.25
2012-05-02,62.9
2012-05-03,62.15
2012-05-04,60.1
2012-05-07,60.3
2012-05-08,60.75
2012-05-09,59.35
2012-05-10,59.9
2012-05-11,59.3
2012-05-14,57.3
2012-05-15,57.15
2012-05-16,54.4
2012-05-17,55.95
2012-05-18,55.15
2012-05-21,55.85
2012-05-22,57.2
2012-05-23,54.8
2012-05-24,55.95
2012-05-25,56.0
2012-05-28,57.0
2012-05-29,58.35
2012-05-30,56.3
2012-05-31,55.75
2012-06-01,54.2
2012-06-04,53.65
2012-06-05,53.5
2012-06-06,55.0
2012-06-07,55.65
2012-06-08,56.85
2012-06-11,57.95
2012-06-12,56.55
2012-06-13,60.55
2012-06-14,60.0
2012-06-15,59.0
2012-06-18,56.95
2012-06-19,57.8
2012-06-20,58.2
2012-06-21,59.5
2012-06-22,58.85
2012-06-25,58.2
2012-06-26,59.75
2012-06-27,58.9
2012-06-28,57.95
2012-06-29,58.95
2012-07-02,59.05
2012-07-03,60.85
2012-07-04,63.65
2012-07-05,63.65
2012-07-06,62.2
2012-07-09,60.55
2012-07-09,60.55
2012-07-10,63.05
2012-07-11,61.25
2012-07-12,61.65
2012-07-13,61.5
2012-07-16,59.9
2012-07-17,58.3
2012-07-18,58.75
2012-07-19,57.8
2012-07-20,55.8
2012-07-23,54.35
2012-07-24,54.3
2012-07-25,53.75
2012-07-26,51.5
2012-07-27,50.5
2012-07-30,51.4
2012-07-31,51.15
2012-08-01,52.3
2012-08-02,53.1
2012-08-03,52.5
2012-08-06,53.25
2012-08-07,53.8
2012-08-08,52.35
2012-08-09,51.25
2012-08-10,51.3
2012-08-13,50.95
2012-08-14,51.4
2012-08-16,49.25
2012-08-17,49.65
2012-08-21,51.95
2012-08-22,62.3
2012-08-23,58.9
2012-08-24,60.5
2012-08-27,58.75
2012-08-28,58.5
2012-08-29,58.1
2012-08-30,56.15
2012-08-31,54.3
2012-09-03,57.35
2012-09-04,59.6
2012-09-05,58.95
2012-09-06,60.6
2012-09-07,64.4
2012-09-08,65.2
2012-09-10,67.1
2012-09-11,65.35
2012-09-12,67.8
2012-09-13,65.1
2012-09-14,64.45
2012-09-17,64.9
2012-09-18,63.95
2012-09-20,62.05
2012-09-21,64.35
2012-09-24,65.0
2012-09-25,63.85
2012-09-26,62.5
2012-09-27,60.95
2012-09-28,63.35
2012-10-01,65.05
2012-10-03,68.7
2012-10-04,69.85
2012-10-05,67.15
2012-10-08,65.0
2012-10-09,65.85
2012-10-10,66.9
2012-10-11,67.45
2012-10-12,66.2
2012-10-15,65.85
2012-10-16,64.15
2012-10-17,63.2
2012-10-18,63.4
2012-10-19,63.75
2012-10-22,63.55
2012-10-23,63.0
2012-10-25,61.6
2012-10-26,59.85
2012-10-29,61.1
2012-10-30,59.95
2012-10-31,61.35
2012-11-01,61.0
2012-11-02,60.5
2012-11-05,60.7
2012-11-06,61.0
2012-11-07,61.7
2012-11-08,62.95
2012-11-09,61.15
2012-11-12,61.05
2012-11-13,61.15
2012-11-15,60.3
2012-11-16,57.15
2012-11-19,58.45
2012-11-20,57.95
2012-11-21,58.4
2012-11-22,57.7
2012-11-23,57.65
2012-11-26,55.8
2012-11-27,55.6
2012-11-29,56.5
2012-11-30,57.65
2012-12-03,57.6
2012-12-04,57.1
2012-12-05,57.5
2012-12-06,61.45
2012-12-07,60.1
2012-12-10,58.8
2012-12-11,57.6
2012-12-12,57.7
2012-12-13,57.55
2012-12-14,58.35
2012-12-17,57.7
2012-12-18,58.1
2012-12-19,58.2
2012-12-20,58.0
2012-12-21,58.45
2012-12-24,59.2
2012-12-26,58.8
2012-12-27,57.55
2012-12-28,57.2
2012-12-31,57.65
