Date,BHARATFORG
2012-01-02,250.8
2012-01-03,265.8
2012-01-04,261.4
2012-01-05,259.3
2012-01-06,259.45
2012-01-07,259.85
2012-01-09,264.6
2012-01-10,277.75
2012-01-11,279.85
2012-01-12,277.55
2012-01-13,284.85
2012-01-16,287.25
2012-01-17,286.8
2012-01-18,278.45
2012-01-19,276.35
2012-01-20,283.2
2012-01-23,275.45
2012-01-24,285.75
2012-01-25,282.9
2012-01-27,289.25
2012-01-30,283.45
2012-01-31,291.1
2012-02-01,292.0
2012-02-02,294.8
2012-02-03,304.95
2012-02-06,306.35
2012-02-07,303.8
2012-02-08,307.8
2012-02-09,311.8
2012-02-10,304.9
2012-02-13,304.9
2012-02-14,311.4
2012-02-15,311.6
2012-02-16,320.85
2012-02-17,319.5
2012-02-21,318.1
2012-02-22,300.2
2012-02-23,305.35
2012-02-24,297.2
2012-02-27,292.0
2012-02-28,312.4
2012-02-29,308.4
2012-03-01,306.7
2012-03-02,302.9
2012-03-03,306.45
2012-03-05,303.65
2012-03-06,306.7
2012-03-07,304.95
2012-03-09,309.8
2012-03-12,327.8
2012-03-13,319.5
2012-03-14,323.9
2012-03-15,322.8
2012-03-16,330.8
2012-03-19,323.6
2012-03-20,326.45
2012-03-21,328.3
2012-03-22,318.25
2012-03-23,311.05
2012-03-26,306.95
2012-03-27,300.85
2012-03-28,297.3
2012-03-29,308.1
2012-03-30,320.05
2012-04-02,314.75
2012-04-03,309.15
2012-04-04,314.5
2012-04-09,313.35
2012-04-10,315.05
2012-04-11,316.6
2012-04-12,316.85
2012-04-13,309.7
2012-04-16,309.9
2012-04-17,323.2
2012-04-18,329.3
2012-04-19,323.15
2012-04-20,320.75
2012-04-23,318.65
2012-04-24,313.3
2012-04-25,314.35
2012-04-26,319.7
2012-04-27,315.45
2012-04-28,316.6
2012-04-30,320.15
2012-05-02,327.0
2012-05-03,322.8
2012-05-04,320.15
2012-05-07,327.75
2012-05-08,336.15
2012-05-09,335.4
2012-05-10,336.65
2012-05-11,324.1
2012-05-14,322.9
2012-05-15,320.0
2012-05-16,316.0
2012-05-17,309.05
2012-05-18,310.3
2012-05-21,308.8
2012-05-22,308.45
2012-05-23,312.7
2012-05-24,307.5
2012-05-25,309.75
2012-05-28,318.25
2012-05-29,316.1
2012-05-30,315.45
2012-05-31,312.5
2012-06-01,302.45
2012-06-04,300.3
2012-06-05,303.35
2012-06-06,311.35
2012-06-07,306.75
2012-06-08,308.15
2012-06-11,306.4
2012-06-12,311.85
2012-06-13,307.9
2012-06-14,305.7
2012-06-15,309.0
2012-06-18,304.65
2012-06-19,300.65
2012-06-20,304.55
2012-06-21,304.0
2012-06-22,295.75
2012-06-25,293.35
2012-06-26,289.4
2012-06-27,291.7
2012-06-28,290.65
2012-06-29,300.05
2012-07-02,299.75
2012-07-03,307.65
2012-07-04,314.05
2012-07-05,318.6
2012-07-06,311.8
2012-07-09,304.05
2012-07-09,304.05
2012-07-10,306.85
2012-07-11,306.45
2012-07-12,303.25
2012-07-13,300.9
2012-07-16,302.1
2012-07-17,296.4
2012-07-18,301.1
2012-07-19,296.15
2012-07-20,296.7
2012-07-23,293.25
2012-07-24,298.2
2012-07-25,295.95
2012-07-26,287.45
2012-07-27,291.85
2012-07-30,294.25
2012-07-31,300.25
2012-08-01,302.6
2012-08-02,299.55
2012-08-03,293.25
2012-08-06,300.15
2012-08-07,313.0
2012-08-08,310.65
2012-08-09,311.05
2012-08-10,312.0
2012-08-13,304.2
2012-08-14,303.05
2012-08-16,299.65
2012-08-17,296.3
2012-08-21,293.95
2012-08-22,289.95
2012-08-23,287.4
2012-08-24,284.0
2012-08-27,279.15
2012-08-28,277.0
2012-08-29,282.55
2012-08-30,284.15
2012-08-31,278.95
2012-09-03,279.7
2012-09-04,276.05
2012-09-05,274.6
2012-09-06,275.6
2012-09-07,285.6
2012-09-08,294.45
2012-09-10,294.8
2012-09-11,292.0
2012-09-12,294.05
2012-09-13,281.95
2012-09-14,288.5
2012-09-17,287.2
2012-09-18,299.05
2012-09-20,293.6
2012-09-21,303.05
2012-09-24,304.25
2012-09-25,302.6
2012-09-26,299.7
2012-09-27,300.1
2012-09-28,305.55
2012-10-01,309.55
2012-10-03,309.6
2012-10-04,310.75
2012-10-05,309.65
2012-10-08,301.6
2012-10-09,305.8
2012-10-10,302.2
2012-10-11,300.05
2012-10-12,296.2
2012-10-15,295.5
2012-10-16,301.5
2012-10-17,305.2
2012-10-18,306.7
2012-10-19,305.0
2012-10-22,301.8
2012-10-23,298.45
2012-10-25,297.35
2012-10-26,287.8
2012-10-29,283.8
2012-10-30,273.25
2012-10-31,271.55
2012-11-01,273.4
2012-11-02,270.0
2012-11-05,265.95
2012-11-06,267.25
2012-11-07,266.2
2012-11-08,262.2
2012-11-09,261.55
2012-11-12,258.25
2012-11-13,258.75
2012-11-15,265.7
2012-11-16,259.2
2012-11-19,255.7
2012-11-20,248.85
2012-11-21,251.5
2012-11-22,254.05
2012-11-23,253.9
2012-11-26,258.4
2012-11-27,258.35
2012-11-29,261.35
2012-11-30,265.45
2012-12-03,266.65
2012-12-04,268.35
2012-12-05,267.75
2012-12-06,263.3
2012-12-07,260.65
2012-12-10,256.3
2012-12-11,253.9
2012-12-12,267.15
2012-12-13,262.25
2012-12-14,268.3
2012-12-17,264.25
2012-12-18,266.65
2012-12-19,265.0
2012-12-20,258.9
2012-12-21,257.0
2012-12-24,253.8
2012-12-26,252.05
2012-12-27,255.45
2012-12-28,252.65
2012-12-31,252.0
