Date,JPASSOCIAT
2012-01-02,52.65
2012-01-03,54.65
2012-01-04,54.2
2012-01-05,55.75
2012-01-06,53.2
2012-01-07,51.85
2012-01-09,53.25
2012-01-10,55.1
2012-01-11,57.0
2012-01-12,58.8
2012-01-13,60.45
2012-01-16,60.15
2012-01-17,63.55
2012-01-18,62.7
2012-01-19,66.25
2012-01-20,67.1
2012-01-23,67.35
2012-01-24,70.35
2012-01-25,72.85
2012-01-27,70.8
2012-01-30,66.2
2012-01-31,69.85
2012-02-01,72.8
2012-02-02,73.95
2012-02-03,76.2
2012-02-06,77.55
2012-02-07,74.4
2012-02-08,77.25
2012-02-09,78.8
2012-02-10,76.55
2012-02-13,77.75
2012-02-14,79.5
2012-02-15,85.85
2012-02-16,85.1
2012-02-17,84.45
2012-02-21,84.95
2012-02-22,80.05
2012-02-23,74.55
2012-02-24,74.65
2012-02-27,69.95
2012-02-28,74.9
2012-02-29,76.05
2012-03-01,74.8
2012-03-02,74.85
2012-03-03,74.45
2012-03-05,70.35
2012-03-06,69.6
2012-03-07,74.55
2012-03-09,78.2
2012-03-12,79.7
2012-03-13,83.55
2012-03-14,81.05
2012-03-15,78.25
2012-03-16,78.55
2012-03-19,75.4
2012-03-20,78.2
2012-03-21,82.15
2012-03-22,76.6
2012-03-23,79.45
2012-03-26,81.9
2012-03-27,81.25
2012-03-28,76.95
2012-03-29,78.7
2012-03-30,81.7
2012-04-02,84.75
2012-04-03,88.6
2012-04-04,86.0
2012-04-09,82.3
2012-04-10,81.9
2012-04-11,78.85
2012-04-12,79.55
2012-04-13,77.35
2012-04-16,79.7
2012-04-17,82.55
2012-04-18,82.15
2012-04-19,80.2
2012-04-20,77.9
2012-04-23,75.3
2012-04-24,74.6
2012-04-25,73.65
2012-04-26,71.7
2012-04-27,72.3
2012-04-28,72.95
2012-04-30,74.75
2012-05-02,73.9
2012-05-03,73.1
2012-05-04,71.1
2012-05-07,69.55
2012-05-08,64.05
2012-05-09,60.7
2012-05-10,60.3
2012-05-11,62.9
2012-05-14,61.4
2012-05-15,62.7
2012-05-16,60.6
2012-05-17,62.25
2012-05-18,62.05
2012-05-21,63.35
2012-05-22,61.15
2012-05-23,60.25
2012-05-24,59.6
2012-05-25,61.2
2012-05-28,62.3
2012-05-29,61.9
2012-05-30,60.15
2012-05-31,62.15
2012-06-01,61.7
2012-06-04,64.65
2012-06-05,63.7
2012-06-06,66.05
2012-06-07,68.4
2012-06-08,68.3
2012-06-11,69.3
2012-06-12,69.0
2012-06-13,69.75
2012-06-14,67.55
2012-06-15,69.9
2012-06-18,69.05
2012-06-19,69.85
2012-06-20,71.35
2012-06-21,74.55
2012-06-22,71.3
2012-06-25,69.55
2012-06-26,69.95
2012-06-27,69.45
2012-06-28,71.5
2012-06-29,73.5
2012-07-02,74.85
2012-07-03,74.85
2012-07-04,77.6
2012-07-05,78.15
2012-07-06,77.3
2012-07-09,74.8
2012-07-09,74.8
2012-07-10,77.55
2012-07-11,76.3
2012-07-12,78.45
2012-07-13,77.55
2012-07-16,77.45
2012-07-17,77.0
2012-07-18,76.65
2012-07-19,76.85
2012-07-20,77.75
2012-07-23,74.1
2012-07-24,74.25
2012-07-25,72.9
2012-07-26,71.65
2012-07-27,69.85
2012-07-30,73.85
2012-07-31,73.4
2012-08-01,75.95
2012-08-02,75.0
2012-08-03,73.35
2012-08-06,75.8
2012-08-07,77.55
2012-08-08,76.9
2012-08-09,76.65
2012-08-10,75.1
2012-08-13,75.2
2012-08-14,77.1
2012-08-16,75.35
2012-08-17,75.7
2012-08-21,77.2
2012-08-22,77.2
2012-08-23,77.4
2012-08-24,75.2
2012-08-27,72.95
2012-08-28,70.45
2012-08-29,64.0
2012-08-30,65.6
2012-08-31,64.55
2012-09-03,64.25
2012-09-04,65.45
2012-09-05,63.85
2012-09-06,65.2
2012-09-07,67.95
2012-09-08,67.55
2012-09-10,67.4
2012-09-11,68.2
2012-09-12,69.2
2012-09-13,69.15
2012-09-14,73.7
2012-09-17,78.1
2012-09-18,79.9
2012-09-20,78.8
2012-09-21,83.3
2012-09-24,84.7
2012-09-25,82.45
2012-09-26,82.0
2012-09-27,80.55
2012-09-28,82.25
2012-10-01,85.95
2012-10-03,87.5
2012-10-04,91.0
2012-10-05,88.7
2012-10-08,85.75
2012-10-09,85.3
2012-10-10,87.4
2012-10-11,91.0
2012-10-12,92.65
2012-10-15,91.9
2012-10-16,90.05
2012-10-17,90.95
2012-10-18,95.05
2012-10-19,93.5
2012-10-22,96.0
2012-10-23,94.7
2012-10-25,95.3
2012-10-26,90.6
2012-10-29,89.75
2012-10-30,86.3
2012-10-31,87.35
2012-11-01,89.05
2012-11-02,88.75
2012-11-05,87.45
2012-11-06,88.7
2012-11-07,93.55
2012-11-08,92.65
2012-11-09,91.3
2012-11-12,93.05
2012-11-13,90.8
2012-11-15,91.65
2012-11-16,90.95
2012-11-19,89.15
2012-11-20,85.9
2012-11-21,88.8
2012-11-22,89.9
2012-11-23,89.1
2012-11-26,89.1
2012-11-27,92.8
2012-11-29,94.7
2012-11-30,96.15
2012-12-03,97.35
2012-12-04,101.65
2012-12-05,100.7
2012-12-06,104.5
2012-12-07,105.15
2012-12-10,104.4
2012-12-11,103.6
2012-12-12,104.75
2012-12-13,102.9
2012-12-14,101.5
2012-12-17,99.95
2012-12-18,102.15
2012-12-19,103.25
2012-12-20,101.3
2012-12-21,96.7
2012-12-24,95.7
2012-12-26,98.05
2012-12-27,96.75
2012-12-28,96.85
2012-12-31,96.9
