Date,MOIL
2012-01-02,227.55
2012-01-03,235.45
2012-01-04,241.3
2012-01-05,237.6
2012-01-06,237.15
2012-01-07,249.25
2012-01-09,252.7
2012-01-10,262.9
2012-01-11,257.85
2012-01-12,257.1
2012-01-13,263.9
2012-01-16,262.4
2012-01-17,262.9
2012-01-18,256.45
2012-01-19,252.5
2012-01-20,250.1
2012-01-23,255.15
2012-01-24,253.8
2012-01-25,252.6
2012-01-27,262.65
2012-01-30,256.75
2012-01-31,262.6
2012-02-01,263.25
2012-02-02,270.4
2012-02-03,274.8
2012-02-06,277.3
2012-02-07,264.05
2012-02-08,262.15
2012-02-09,260.05
2012-02-10,265.35
2012-02-13,268.75
2012-02-14,267.55
2012-02-15,268.75
2012-02-16,270.0
2012-02-17,265.95
2012-02-21,281.6
2012-02-22,265.85
2012-02-23,265.4
2012-02-24,260.4
2012-02-27,250.2
2012-02-28,249.6
2012-02-29,247.15
2012-03-01,247.6
2012-03-02,242.8
2012-03-03,246.15
2012-03-05,238.75
2012-03-06,233.95
2012-03-07,239.5
2012-03-09,243.45
2012-03-12,242.95
2012-03-13,249.2
2012-03-14,260.8
2012-03-15,274.75
2012-03-16,275.1
2012-03-19,265.05
2012-03-20,259.85
2012-03-21,261.6
2012-03-22,257.8
2012-03-23,254.25
2012-03-26,246.95
2012-03-27,250.05
2012-03-28,245.5
2012-03-29,247.45
2012-03-30,250.25
2012-04-02,254.0
2012-04-03,254.85
2012-04-04,262.45
2012-04-09,255.75
2012-04-10,256.3
2012-04-11,254.7
2012-04-12,255.85
2012-04-13,260.55
2012-04-16,263.5
2012-04-17,261.55
2012-04-18,264.1
2012-04-19,270.75
2012-04-20,271.4
2012-04-23,264.75
2012-04-24,265.5
2012-04-25,260.3
2012-04-26,259.2
2012-04-27,257.0
2012-04-28,261.2
2012-04-30,255.7
2012-05-02,254.4
2012-05-03,254.6
2012-05-04,250.7
2012-05-07,254.25
2012-05-08,255.45
2012-05-09,251.25
2012-05-10,255.1
2012-05-11,255.2
2012-05-14,254.5
2012-05-15,256.8
2012-05-16,257.15
2012-05-17,259.5
2012-05-18,256.1
2012-05-21,257.3
2012-05-22,258.1
2012-05-23,259.7
2012-05-24,262.3
2012-05-25,269.7
2012-05-28,271.7
2012-05-29,275.2
2012-05-30,267.2
2012-05-31,277.2
2012-06-01,270.15
2012-06-04,262.9
2012-06-05,272.05
2012-06-06,271.05
2012-06-07,273.9
2012-06-08,272.65
2012-06-11,272.45
2012-06-12,274.45
2012-06-13,276.25
2012-06-14,267.15
2012-06-15,266.55
2012-06-18,264.7
2012-06-19,265.85
2012-06-20,268.65
2012-06-21,272.45
2012-06-22,272.15
2012-06-25,273.9
2012-06-26,279.25
2012-06-27,283.6
2012-06-28,281.5
2012-06-29,283.3
2012-07-02,279.4
2012-07-03,290.7
2012-07-04,290.15
2012-07-05,288.15
2012-07-06,284.4
2012-07-09,278.8
2012-07-09,278.8
2012-07-10,279.0
2012-07-11,280.15
2012-07-12,280.55
2012-07-13,286.2
2012-07-16,282.9
2012-07-17,283.3
2012-07-18,279.25
2012-07-19,276.05
2012-07-20,278.05
2012-07-23,273.8
2012-07-24,273.0
2012-07-25,268.9
2012-07-26,264.4
2012-07-27,260.95
2012-07-30,266.85
2012-07-31,268.6
2012-08-01,266.45
2012-08-02,265.65
2012-08-03,265.25
2012-08-06,269.1
2012-08-07,266.7
2012-08-08,265.8
2012-08-09,269.15
2012-08-10,264.15
2012-08-13,258.45
2012-08-14,259.6
2012-08-16,256.85
2012-08-17,255.9
2012-08-21,250.75
2012-08-22,251.7
2012-08-23,247.7
2012-08-24,243.45
2012-08-27,241.75
2012-08-28,240.15
2012-08-29,232.95
2012-08-30,234.0
2012-08-31,236.25
2012-09-03,241.0
2012-09-04,240.4
2012-09-05,243.85
2012-09-06,250.1
2012-09-07,273.6
2012-09-08,260.3
2012-09-10,258.4
2012-09-11,261.25
2012-09-12,260.05
2012-09-13,267.25
2012-09-14,265.1
2012-09-17,264.85
2012-09-18,264.6
2012-09-20,262.35
2012-09-21,258.8
2012-09-24,260.05
2012-09-25,257.0
2012-09-26,254.9
2012-09-27,250.75
2012-09-28,252.2
2012-10-01,253.35
2012-10-03,256.25
2012-10-04,256.6
2012-10-05,255.15
2012-10-08,254.05
2012-10-09,254.7
2012-10-10,252.4
2012-10-11,252.7
2012-10-12,251.8
2012-10-15,252.2
2012-10-16,249.75
2012-10-17,248.0
2012-10-18,251.2
2012-10-19,247.95
2012-10-22,247.6
2012-10-23,246.85
2012-10-25,253.9
2012-10-26,249.55
2012-10-29,245.5
2012-10-30,243.65
2012-10-31,244.9
2012-11-01,246.7
2012-11-02,249.65
2012-11-05,248.2
2012-11-06,248.45
2012-11-07,249.2
2012-11-08,249.4
2012-11-09,249.7
2012-11-12,245.2
2012-11-13,247.1
2012-11-15,244.8
2012-11-16,242.25
2012-11-19,240.15
2012-11-20,238.85
2012-11-21,239.5
2012-11-22,241.25
2012-11-23,239.05
2012-11-26,238.85
2012-11-27,237.3
2012-11-29,242.25
2012-11-30,243.35
2012-12-03,244.75
2012-12-04,256.05
2012-12-05,257.15
2012-12-06,258.35
2012-12-07,257.6
2012-12-10,263.15
2012-12-11,271.85
2012-12-12,264.65
2012-12-13,261.2
2012-12-14,259.7
2012-12-17,264.95
2012-12-18,265.35
2012-12-19,263.45
2012-12-20,258.9
2012-12-21,253.85
2012-12-24,254.85
2012-12-26,262.15
2012-12-27,264.05
2012-12-28,267.65
2012-12-31,264.95
