Date,PAPERPROD
2012-01-02,59.55
2012-01-03,60.0
2012-01-04,59.95
2012-01-05,59.85
2012-01-06,59.95
2012-01-07,61.05
2012-01-09,60.0
2012-01-10,60.05
2012-01-11,62.7
2012-01-12,66.85
2012-01-13,68.25
2012-01-16,67.5
2012-01-17,67.85
2012-01-18,68.8
2012-01-19,69.2
2012-01-20,67.7
2012-01-23,66.65
2012-01-24,67.85
2012-01-25,68.05
2012-01-27,68.25
2012-01-30,68.95
2012-01-31,70.45
2012-02-01,70.05
2012-02-02,70.25
2012-02-03,70.45
2012-02-06,70.2
2012-02-07,69.25
2012-02-08,68.9
2012-02-09,69.05
2012-02-10,68.1
2012-02-13,67.85
2012-02-14,67.95
2012-02-15,69.4
2012-02-16,69.9
2012-02-17,69.6
2012-02-21,69.2
2012-02-22,67.4
2012-02-23,66.45
2012-02-24,66.8
2012-02-27,65.75
2012-02-28,67.0
2012-02-29,67.65
2012-03-01,66.8
2012-03-02,66.35
2012-03-03,67.3
2012-03-05,65.0
2012-03-06,64.05
2012-03-07,63.9
2012-03-09,64.85
2012-03-12,64.95
2012-03-13,66.2
2012-03-14,66.55
2012-03-15,65.25
2012-03-16,64.45
2012-03-19,64.45
2012-03-20,64.4
2012-03-21,65.75
2012-03-22,64.45
2012-03-23,64.1
2012-03-26,64.55
2012-03-27,64.6
2012-03-28,65.05
2012-03-29,65.4
2012-03-30,65.6
2012-04-02,65.75
2012-04-03,65.75
2012-04-04,66.75
2012-04-09,66.8
2012-04-10,66.7
2012-04-11,66.95
2012-04-12,68.75
2012-04-13,68.6
2012-04-16,69.4
2012-04-17,68.75
2012-04-18,68.95
2012-04-19,68.85
2012-04-20,71.05
2012-04-23,70.95
2012-04-24,67.95
2012-04-25,65.35
2012-04-26,65.4
2012-04-27,64.6
2012-04-28,64.55
2012-04-30,65.5
2012-05-02,65.75
2012-05-03,65.7
2012-05-04,65.0
2012-05-07,64.3
2012-05-08,63.45
2012-05-09,62.8
2012-05-10,63.6
2012-05-11,61.95
2012-05-14,61.95
2012-05-15,61.1
2012-05-16,61.0
2012-05-17,60.95
2012-05-18,60.3
2012-05-21,60.85
2012-05-22,60.65
2012-05-23,60.0
2012-05-24,60.0
2012-05-25,60.8
2012-05-28,60.55
2012-05-29,60.0
2012-05-30,59.6
2012-05-31,59.65
2012-06-01,58.95
2012-06-04,58.3
2012-06-05,58.95
2012-06-06,59.45
2012-06-07,59.2
2012-06-08,59.5
2012-06-11,59.45
2012-06-12,59.1
2012-06-13,59.5
2012-06-14,59.5
2012-06-15,59.15
2012-06-18,59.25
2012-06-19,59.4
2012-06-20,60.0
2012-06-21,60.45
2012-06-22,61.55
2012-06-25,65.25
2012-06-26,67.35
2012-06-27,67.6
2012-06-28,68.85
2012-06-29,71.05
2012-07-02,71.7
2012-07-03,69.8
2012-07-04,68.55
2012-07-05,69.85
2012-07-06,70.2
2012-07-09,69.9
2012-07-09,69.9
2012-07-10,69.2
2012-07-11,70.25
2012-07-12,68.9
2012-07-13,68.95
2012-07-16,68.2
2012-07-17,67.55
2012-07-18,66.85
2012-07-19,66.95
2012-07-20,66.7
2012-07-23,66.8
2012-07-24,67.05
2012-07-25,66.3
2012-07-26,66.55
2012-07-27,65.15
2012-07-30,64.45
2012-07-31,64.15
2012-08-01,65.0
2012-08-02,65.7
2012-08-03,65.1
2012-08-06,66.4
2012-08-07,66.85
2012-08-08,67.1
2012-08-09,66.6
2012-08-10,66.6
2012-08-13,66.75
2012-08-14,68.95
2012-08-16,68.6
2012-08-17,67.95
2012-08-21,69.55
2012-08-22,71.15
2012-08-23,70.3
2012-08-24,70.35
2012-08-27,70.0
2012-08-28,68.3
2012-08-29,68.55
2012-08-30,68.55
2012-08-31,68.9
2012-09-03,69.45
2012-09-04,70.1
2012-09-05,69.0
2012-09-06,68.6
2012-09-07,68.7
2012-09-08,68.85
2012-09-10,69.05
2012-09-11,68.85
2012-09-12,72.55
2012-09-13,71.75
2012-09-14,70.55
2012-09-17,70.7
2012-09-18,71.55
2012-09-20,69.95
2012-09-21,72.15
2012-09-24,72.4
2012-09-25,71.75
2012-09-26,71.35
2012-09-27,71.25
2012-09-28,71.75
2012-10-01,72.4
2012-10-03,74.35
2012-10-04,72.9
2012-10-05,71.8
2012-10-08,72.2
2012-10-09,74.6
2012-10-10,73.45
2012-10-11,74.45
2012-10-12,74.35
2012-10-15,73.9
2012-10-16,72.75
2012-10-17,72.5
2012-10-18,72.9
2012-10-19,74.4
2012-10-22,74.5
2012-10-23,73.55
2012-10-25,73.0
2012-10-26,72.2
2012-10-29,71.65
2012-10-30,71.25
2012-10-31,68.2
2012-11-01,67.7
2012-11-02,68.55
2012-11-05,68.95
2012-11-06,68.1
2012-11-07,68.0
2012-11-08,67.75
2012-11-09,67.3
2012-11-12,67.45
2012-11-13,68.3
2012-11-15,67.35
2012-11-16,67.1
2012-11-19,66.75
2012-11-20,65.9
2012-11-21,66.2
2012-11-22,66.1
2012-11-23,66.05
2012-11-26,66.3
2012-11-27,68.0
2012-11-29,67.5
2012-11-30,67.95
2012-12-03,69.15
2012-12-04,69.0
2012-12-05,70.0
2012-12-06,70.1
2012-12-07,70.25
2012-12-10,71.3
2012-12-11,70.8
2012-12-12,73.2
2012-12-13,71.55
2012-12-14,71.25
2012-12-17,73.25
2012-12-18,71.95
2012-12-19,70.9
2012-12-20,70.65
2012-12-21,69.8
2012-12-24,74.35
2012-12-26,75.0
2012-12-27,74.05
2012-12-28,73.3
2012-12-31,72.25
