Date,CUB
2012-01-02,42.55
2012-01-03,42.05
2012-01-04,42.75
2012-01-05,42.1
2012-01-06,41.85
2012-01-07,42.3
2012-01-09,41.8
2012-01-10,42.1
2012-01-11,42.0
2012-01-12,41.9
2012-01-13,42.85
2012-01-16,42.2
2012-01-17,41.95
2012-01-18,41.25
2012-01-19,41.9
2012-01-20,41.85
2012-01-23,41.05
2012-01-24,41.6
2012-01-25,43.05
2012-01-27,43.7
2012-01-30,42.35
2012-01-31,43.35
2012-02-01,42.9
2012-02-02,42.8
2012-02-03,42.45
2012-02-06,43.25
2012-02-07,43.65
2012-02-08,44.75
2012-02-09,46.9
2012-02-10,49.5
2012-02-13,48.55
2012-02-14,48.6
2012-02-15,49.65
2012-02-16,49.6
2012-02-17,48.6
2012-02-21,48.35
2012-02-22,46.7
2012-02-23,46.45
2012-02-24,46.5
2012-02-27,45.45
2012-02-28,46.05
2012-02-29,47.3
2012-03-01,46.5
2012-03-02,46.55
2012-03-03,46.75
2012-03-05,46.6
2012-03-06,47.25
2012-03-07,47.05
2012-03-09,47.25
2012-03-12,46.6
2012-03-13,47.65
2012-03-14,48.1
2012-03-15,48.45
2012-03-16,48.95
2012-03-19,48.65
2012-03-20,48.65
2012-03-21,49.1
2012-03-22,48.4
2012-03-23,48.9
2012-03-26,49.05
2012-03-27,49.05
2012-03-28,48.95
2012-03-29,47.55
2012-03-30,48.5
2012-04-02,49.4
2012-04-03,49.6
2012-04-04,48.45
2012-04-09,47.85
2012-04-10,47.95
2012-04-11,47.9
2012-04-12,47.9
2012-04-13,48.0
2012-04-16,47.9
2012-04-17,47.9
2012-04-18,48.1
2012-04-19,47.8
2012-04-20,48.0
2012-04-23,48.05
2012-04-24,48.55
2012-04-25,48.75
2012-04-26,48.5
2012-04-27,48.6
2012-04-28,48.45
2012-04-30,48.7
2012-05-02,49.25
2012-05-03,49.3
2012-05-04,49.05
2012-05-07,48.6
2012-05-08,48.55
2012-05-09,48.65
2012-05-10,48.3
2012-05-11,48.0
2012-05-14,47.4
2012-05-15,46.65
2012-05-16,45.35
2012-05-17,45.55
2012-05-18,47.65
2012-05-21,47.9
2012-05-22,48.5
2012-05-23,48.0
2012-05-24,48.1
2012-05-25,48.1
2012-05-28,47.9
2012-05-29,47.9
2012-05-30,47.95
2012-05-31,45.4
2012-06-01,46.1
2012-06-04,46.35
2012-06-05,46.45
2012-06-06,47.5
2012-06-07,48.35
2012-06-08,48.65
2012-06-11,48.75
2012-06-12,49.5
2012-06-13,49.55
2012-06-14,48.65
2012-06-15,48.65
2012-06-18,48.1
2012-06-19,49.35
2012-06-20,48.55
2012-06-21,48.6
2012-06-22,49.4
2012-06-25,50.5
2012-06-26,52.2
2012-06-27,51.1
2012-06-28,51.1
2012-06-29,52.1
2012-07-02,53.3
2012-07-03,54.45
2012-07-04,52.65
2012-07-05,53.75
2012-07-06,53.5
2012-07-09,54.05
2012-07-09,54.05
2012-07-10,53.7
2012-07-11,53.6
2012-07-12,52.95
2012-07-13,52.75
2012-07-16,51.7
2012-07-17,51.6
2012-07-18,51.55
2012-07-19,51.55
2012-07-20,53.0
2012-07-23,52.95
2012-07-24,52.0
2012-07-25,51.7
2012-07-26,51.7
2012-07-27,51.5
2012-07-30,51.8
2012-07-31,51.9
2012-08-01,52.4
2012-08-02,53.85
2012-08-03,53.45
2012-08-06,51.1
2012-08-07,51.85
2012-08-08,51.55
2012-08-09,51.65
2012-08-10,50.95
2012-08-13,50.95
2012-08-14,51.3
2012-08-16,50.6
2012-08-17,50.6
2012-08-21,49.95
2012-08-22,50.35
2012-08-23,51.1
2012-08-24,51.0
2012-08-27,51.0
2012-08-28,51.5
2012-08-29,51.3
2012-08-30,51.1
2012-08-31,51.65
2012-09-03,52.05
2012-09-04,52.4
2012-09-05,52.15
2012-09-06,52.0
2012-09-07,51.15
2012-09-08,51.65
2012-09-10,51.1
2012-09-11,50.15
2012-09-12,50.75
2012-09-13,50.9
2012-09-14,51.15
2012-09-17,51.2
2012-09-18,51.8
2012-09-20,52.95
2012-09-21,53.45
2012-09-24,52.6
2012-09-25,51.95
2012-09-26,52.0
2012-09-27,52.45
2012-09-28,52.55
2012-10-01,53.3
2012-10-03,57.1
2012-10-04,56.75
2012-10-05,57.4
2012-10-08,56.9
2012-10-09,57.05
2012-10-10,56.1
2012-10-11,57.2
2012-10-12,59.0
2012-10-15,58.25
2012-10-16,57.15
2012-10-17,57.45
2012-10-18,59.1
2012-10-19,58.6
2012-10-22,58.0
2012-10-23,57.75
2012-10-25,57.95
2012-10-26,56.3
2012-10-29,56.85
2012-10-30,56.15
2012-10-31,56.75
2012-11-01,58.75
2012-11-02,59.65
2012-11-05,58.75
2012-11-06,58.9
2012-11-07,59.5
2012-11-08,59.25
2012-11-09,59.05
2012-11-12,59.5
2012-11-13,59.9
2012-11-15,59.9
2012-11-16,59.1
2012-11-19,59.0
2012-11-20,60.9
2012-11-21,61.15
2012-11-22,51.2
2012-11-23,50.2
2012-11-26,50.2
2012-11-27,50.45
2012-11-29,52.05
2012-11-30,52.0
2012-12-03,55.65
2012-12-04,55.85
2012-12-05,56.05
2012-12-06,57.1
2012-12-07,59.2
2012-12-10,59.4
2012-12-11,57.5
2012-12-12,56.55
2012-12-13,55.7
2012-12-14,56.3
2012-12-17,55.85
2012-12-18,55.75
2012-12-19,56.75
2012-12-20,55.6
2012-12-21,54.95
2012-12-24,55.05
2012-12-26,55.75
2012-12-27,57.45
2012-12-28,56.55
2012-12-31,55.85
