Date,KPIT
2012-01-02,147.35
2012-01-03,153.6
2012-01-04,149.1
2012-01-05,148.95
2012-01-06,149.5
2012-01-07,149.45
2012-01-09,149.35
2012-01-10,152.95
2012-01-11,151.6
2012-01-12,148.4
2012-01-13,146.35
2012-01-16,146.8
2012-01-17,147.05
2012-01-18,144.5
2012-01-19,146.5
2012-01-20,143.55
2012-01-23,144.3
2012-01-24,150.1
2012-01-25,151.0
2012-01-27,150.45
2012-01-30,148.2
2012-01-31,147.4
2012-02-01,148.85
2012-02-02,152.25
2012-02-03,153.85
2012-02-06,153.95
2012-02-07,162.65
2012-02-08,164.95
2012-02-09,166.35
2012-02-10,163.95
2012-02-13,163.1
2012-02-14,165.0
2012-02-15,168.65
2012-02-16,171.9
2012-02-17,174.75
2012-02-21,174.75
2012-02-22,169.9
2012-02-23,168.45
2012-02-24,169.3
2012-02-27,158.3
2012-02-28,167.6
2012-02-29,166.25
2012-03-01,172.1
2012-03-02,170.75
2012-03-03,173.45
2012-03-05,175.05
2012-03-06,175.75
2012-03-07,177.0
2012-03-09,183.85
2012-03-12,186.2
2012-03-13,85.15
2012-03-14,84.9
2012-03-15,82.1
2012-03-16,83.05
2012-03-19,80.45
2012-03-20,83.25
2012-03-21,82.9
2012-03-22,80.45
2012-03-23,80.85
2012-03-26,79.05
2012-03-27,77.35
2012-03-28,76.05
2012-03-29,78.4
2012-03-30,80.1
2012-04-02,79.9
2012-04-03,80.3
2012-04-04,80.0
2012-04-09,78.1
2012-04-10,77.5
2012-04-11,76.3
2012-04-12,76.25
2012-04-13,74.5
2012-04-16,75.85
2012-04-17,76.15
2012-04-18,78.7
2012-04-19,80.15
2012-04-20,81.05
2012-04-23,82.4
2012-04-24,82.85
2012-04-25,82.6
2012-04-26,83.6
2012-04-27,85.25
2012-04-28,84.45
2012-04-30,85.6
2012-05-02,102.7
2012-05-03,100.75
2012-05-04,104.3
2012-05-07,117.75
2012-05-08,108.6
2012-05-09,107.1
2012-05-10,114.5
2012-05-11,112.0
2012-05-14,109.25
2012-05-15,115.6
2012-05-16,113.2
2012-05-17,117.6
2012-05-18,124.05
2012-05-21,123.15
2012-05-22,126.9
2012-05-23,118.35
2012-05-24,120.0
2012-05-25,118.1
2012-05-28,118.8
2012-05-29,116.15
2012-05-30,118.5
2012-05-31,118.45
2012-06-01,123.15
2012-06-04,120.1
2012-06-05,124.3
2012-06-06,124.15
2012-06-07,121.5
2012-06-08,120.75
2012-06-11,119.65
2012-06-12,117.75
2012-06-13,115.95
2012-06-14,113.9
2012-06-15,111.95
2012-06-18,108.7
2012-06-19,107.45
2012-06-20,109.5
2012-06-21,114.35
2012-06-22,114.85
2012-06-25,115.75
2012-06-26,115.3
2012-06-27,115.5
2012-06-28,113.95
2012-06-29,115.8
2012-07-02,119.4
2012-07-03,119.15
2012-07-04,118.65
2012-07-05,123.25
2012-07-06,121.9
2012-07-09,118.75
2012-07-09,118.75
2012-07-10,119.95
2012-07-11,118.95
2012-07-12,114.25
2012-07-13,115.0
2012-07-16,116.2
2012-07-17,114.9
2012-07-18,115.8
2012-07-19,121.35
2012-07-20,121.6
2012-07-23,122.3
2012-07-24,125.8
2012-07-25,126.0
2012-07-26,127.6
2012-07-27,120.9
2012-07-30,119.1
2012-07-31,117.6
2012-08-01,119.55
2012-08-02,119.9
2012-08-03,118.1
2012-08-06,118.7
2012-08-07,127.75
2012-08-08,130.55
2012-08-09,132.1
2012-08-10,133.85
2012-08-13,133.75
2012-08-14,136.0
2012-08-16,134.95
2012-08-17,137.75
2012-08-21,135.1
2012-08-22,136.6
2012-08-23,132.85
2012-08-24,130.0
2012-08-27,123.25
2012-08-28,124.95
2012-08-29,126.95
2012-08-30,123.7
2012-08-31,125.1
2012-09-03,127.85
2012-09-04,130.2
2012-09-05,128.5
2012-09-06,129.6
2012-09-07,133.85
2012-09-08,137.05
2012-09-10,136.6
2012-09-11,137.4
2012-09-12,136.3
2012-09-13,133.1
2012-09-14,127.85
2012-09-17,123.0
2012-09-18,126.2
2012-09-20,124.35
2012-09-21,127.85
2012-09-24,128.1
2012-09-25,125.2
2012-09-26,125.05
2012-09-27,123.6
2012-09-28,123.8
2012-10-01,125.0
2012-10-03,125.05
2012-10-04,122.75
2012-10-05,119.45
2012-10-08,121.35
2012-10-09,123.05
2012-10-10,121.8
2012-10-11,121.4
2012-10-12,121.15
2012-10-15,122.15
2012-10-16,120.65
2012-10-17,118.35
2012-10-18,116.5
2012-10-19,115.9
2012-10-22,120.45
2012-10-23,120.25
2012-10-25,120.05
2012-10-26,118.0
2012-10-29,121.0
2012-10-30,122.7
2012-10-31,124.35
2012-11-01,124.9
2012-11-02,123.75
2012-11-05,122.55
2012-11-06,122.2
2012-11-07,123.05
2012-11-08,121.3
2012-11-09,118.9
2012-11-12,116.4
2012-11-13,120.2
2012-11-15,124.75
2012-11-16,122.9
2012-11-19,121.6
2012-11-20,119.55
2012-11-21,119.4
2012-11-22,123.0
2012-11-23,126.5
2012-11-26,129.05
2012-11-27,128.85
2012-11-29,126.75
2012-11-30,129.0
2012-12-03,126.6
2012-12-04,125.1
2012-12-05,124.85
2012-12-06,123.3
2012-12-07,121.15
2012-12-10,118.35
2012-12-11,116.6
2012-12-12,113.8
2012-12-13,110.9
2012-12-14,111.75
2012-12-17,110.75
2012-12-18,110.55
2012-12-19,106.85
2012-12-20,103.95
2012-12-21,103.85
2012-12-24,109.0
2012-12-26,110.8
2012-12-27,107.6
2012-12-28,106.25
2012-12-31,110.9
