Date,CYIENT
2012-01-02,110.9
2012-01-03,111.85
2012-01-04,115.2
2012-01-05,114.1
2012-01-06,113.35
2012-01-07,114.3
2012-01-09,115.8
2012-01-10,120.05
2012-01-11,122.05
2012-01-12,120.25
2012-01-13,120.6
2012-01-16,120.05
2012-01-17,124.8
2012-01-18,126.6
2012-01-19,135.45
2012-01-20,135.15
2012-01-23,136.3
2012-01-24,137.95
2012-01-25,138.65
2012-01-27,137.2
2012-01-30,132.95
2012-01-31,135.0
2012-02-01,135.0
2012-02-02,134.25
2012-02-03,136.0
2012-02-06,140.45
2012-02-07,139.95
2012-02-08,140.9
2012-02-09,140.1
2012-02-10,142.5
2012-02-13,141.0
2012-02-14,143.85
2012-02-15,145.4
2012-02-16,145.25
2012-02-17,149.05
2012-02-21,147.35
2012-02-22,141.8
2012-02-23,141.2
2012-02-24,146.5
2012-02-27,144.1
2012-02-28,148.15
2012-02-29,149.65
2012-03-01,163.3
2012-03-02,155.05
2012-03-03,153.9
2012-03-05,149.6
2012-03-06,152.25
2012-03-07,152.2
2012-03-09,152.45
2012-03-12,152.6
2012-03-13,153.05
2012-03-14,151.65
2012-03-15,150.0
2012-03-16,149.75
2012-03-19,150.0
2012-03-20,149.4
2012-03-21,151.55
2012-03-22,149.45
2012-03-23,149.75
2012-03-26,150.35
2012-03-27,153.1
2012-03-28,149.8
2012-03-29,149.4
2012-03-30,149.3
2012-04-02,153.6
2012-04-03,154.9
2012-04-04,154.9
2012-04-09,161.05
2012-04-10,167.6
2012-04-11,163.95
2012-04-12,164.5
2012-04-13,165.05
2012-04-16,165.05
2012-04-17,165.25
2012-04-18,167.4
2012-04-19,165.35
2012-04-20,165.2
2012-04-23,159.95
2012-04-24,160.0
2012-04-25,160.75
2012-04-26,160.0
2012-04-27,160.75
2012-04-28,158.55
2012-04-30,162.1
2012-05-02,167.4
2012-05-03,162.25
2012-05-04,167.9
2012-05-07,165.0
2012-05-08,164.85
2012-05-09,161.8
2012-05-10,166.85
2012-05-11,159.85
2012-05-14,162.7
2012-05-15,164.2
2012-05-16,165.3
2012-05-17,166.4
2012-05-18,165.15
2012-05-21,165.0
2012-05-22,161.65
2012-05-23,160.65
2012-05-24,160.7
2012-05-25,159.95
2012-05-28,165.55
2012-05-29,165.9
2012-05-30,170.9
2012-05-31,171.95
2012-06-01,167.2
2012-06-04,169.95
2012-06-05,165.45
2012-06-06,166.05
2012-06-07,166.4
2012-06-08,165.5
2012-06-11,163.85
2012-06-12,160.9
2012-06-13,160.5
2012-06-14,163.05
2012-06-15,162.15
2012-06-18,163.9
2012-06-19,160.3
2012-06-20,156.8
2012-06-21,155.3
2012-06-22,151.05
2012-06-25,151.85
2012-06-26,155.1
2012-06-27,160.05
2012-06-28,161.6
2012-06-29,160.6
2012-07-02,167.0
2012-07-03,162.05
2012-07-04,168.2
2012-07-05,172.1
2012-07-06,173.25
2012-07-09,174.95
2012-07-09,174.95
2012-07-10,182.5
2012-07-11,189.7
2012-07-12,183.0
2012-07-13,182.9
2012-07-16,180.4
2012-07-17,180.1
2012-07-18,181.2
2012-07-19,181.9
2012-07-20,178.2
2012-07-23,178.45
2012-07-24,175.45
2012-07-25,175.2
2012-07-26,168.5
2012-07-27,166.0
2012-07-30,171.4
2012-07-31,176.4
2012-08-01,172.65
2012-08-02,172.3
2012-08-03,172.55
2012-08-06,172.0
2012-08-07,171.15
2012-08-08,174.15
2012-08-09,177.4
2012-08-10,176.5
2012-08-13,174.95
2012-08-14,180.5
2012-08-16,183.1
2012-08-17,179.65
2012-08-21,180.55
2012-08-22,178.25
2012-08-23,180.0
2012-08-24,180.05
2012-08-27,179.0
2012-08-28,178.3
2012-08-29,180.0
2012-08-30,177.2
2012-08-31,182.25
2012-09-03,180.8
2012-09-04,179.75
2012-09-05,179.4
2012-09-06,183.05
2012-09-07,185.45
2012-09-08,184.45
2012-09-10,184.5
2012-09-11,190.4
2012-09-12,195.7
2012-09-13,197.8
2012-09-14,197.35
2012-09-17,192.65
2012-09-18,194.05
2012-09-20,196.6
2012-09-21,196.2
2012-09-24,193.85
2012-09-25,193.8
2012-09-26,189.95
2012-09-27,188.45
2012-09-28,191.3
2012-10-01,191.2
2012-10-03,191.5
2012-10-04,193.9
2012-10-05,192.3
2012-10-08,191.5
2012-10-09,192.65
2012-10-10,191.0
2012-10-11,189.2
2012-10-12,191.0
2012-10-15,197.9
2012-10-16,192.0
2012-10-17,194.75
2012-10-18,195.85
2012-10-19,194.4
2012-10-22,190.8
2012-10-23,191.35
2012-10-25,193.2
2012-10-26,190.8
2012-10-29,191.55
2012-10-30,189.1
2012-10-31,187.95
2012-11-01,195.45
2012-11-02,192.65
2012-11-05,193.8
2012-11-06,200.2
2012-11-07,195.75
2012-11-08,195.4
2012-11-09,193.65
2012-11-12,192.4
2012-11-13,191.35
2012-11-15,190.3
2012-11-16,198.95
2012-11-19,195.4
2012-11-20,192.3
2012-11-21,191.65
2012-11-22,187.4
2012-11-23,187.55
2012-11-26,186.15
2012-11-27,187.6
2012-11-29,187.45
2012-11-30,190.4
2012-12-03,192.2
2012-12-04,191.1
2012-12-05,191.6
2012-12-06,197.75
2012-12-07,196.0
2012-12-10,193.9
2012-12-11,196.95
2012-12-12,196.05
2012-12-13,194.4
2012-12-14,192.6
2012-12-17,190.85
2012-12-18,190.25
2012-12-19,190.1
2012-12-20,189.6
2012-12-21,181.75
2012-12-24,178.45
2012-12-26,178.8
2012-12-27,179.55
2012-12-28,178.65
2012-12-31,179.45
