Date,SKIL
2012-01-02,224.0
2012-01-03,224.85
2012-01-04,233.85
2012-01-05,237.9
2012-01-06,223.25
2012-01-07,240.5
2012-01-09,225.95
2012-01-10,239.8
2012-01-11,238.7
2012-01-12,225.2
2012-01-13,224.95
2012-01-16,228.5
2012-01-17,227.15
2012-01-18,217.3
2012-01-19,252.55
2012-01-20,262.8
2012-01-23,283.1
2012-01-24,265.0
2012-01-25,265.8
2012-01-27,255.55
2012-01-30,261.2
2012-01-31,262.8
2012-02-01,261.6
2012-02-02,261.2
2012-02-03,260.0
2012-02-06,259.85
2012-02-07,259.8
2012-02-08,259.9
2012-02-09,258.8
2012-02-10,280.0
2012-02-13,269.6
2012-02-14,272.1
2012-02-15,265.7
2012-02-16,286.85
2012-02-17,283.0
2012-02-21,277.0
2012-02-22,276.95
2012-02-23,272.0
2012-02-24,277.5
2012-02-27,251.85
2012-02-28,263.35
2012-02-29,256.35
2012-03-01,267.0
2012-03-02,271.3
2012-03-05,270.85
2012-03-06,255.1
2012-03-07,242.85
2012-03-09,246.5
2012-03-12,253.2
2012-03-13,243.0
2012-03-14,244.1
2012-03-15,261.0
2012-03-16,261.75
2012-03-19,245.45
2012-03-20,239.15
2012-03-21,244.85
2012-03-22,250.0
2012-03-23,230.65
2012-03-26,233.5
2012-03-27,221.05
2012-03-28,212.6
2012-03-29,212.5
2012-03-30,219.0
2012-04-02,231.7
2012-04-03,231.5
2012-04-04,223.0
2012-04-09,228.4
2012-04-10,231.4
2012-04-11,231.0
2012-04-12,234.5
2012-04-13,234.05
2012-04-16,247.95
2012-04-17,247.9
2012-04-18,239.7
2012-04-19,239.9
2012-04-20,230.55
2012-04-23,238.55
2012-04-24,244.95
2012-04-25,227.95
2012-04-26,238.85
2012-04-27,258.6
2012-04-28,261.05
2012-04-30,250.95
2012-05-02,247.05
2012-05-03,241.0
2012-05-04,241.65
2012-05-07,239.35
2012-05-08,216.35
2012-05-09,216.15
2012-05-10,205.65
2012-05-11,204.0
2012-05-14,193.6
2012-05-15,196.2
2012-05-16,200.6
2012-05-17,202.95
2012-05-18,199.0
2012-05-21,215.05
2012-05-22,215.6
2012-05-23,209.55
2012-05-24,243.5
2012-05-25,240.15
2012-05-28,232.8
2012-05-29,238.15
2012-05-30,239.0
2012-05-31,229.25
2012-06-01,225.55
2012-06-04,224.25
2012-06-05,233.95
2012-06-06,237.4
2012-06-07,241.85
2012-06-08,240.95
2012-06-11,227.85
2012-06-12,225.0
2012-06-13,230.25
2012-06-14,225.0
2012-06-15,225.3
2012-06-18,233.75
2012-06-19,230.0
2012-06-20,233.1
2012-06-21,243.7
2012-06-22,240.0
2012-06-25,232.0
2012-06-26,229.05
2012-06-27,226.0
2012-06-28,230.0
2012-06-29,230.05
2012-07-02,225.0
2012-07-03,225.0
2012-07-04,220.55
2012-07-05,221.95
2012-07-06,224.95
2012-07-09,232.0
2012-07-09,232.0
2012-07-10,231.5
2012-07-11,223.15
2012-07-12,230.85
2012-07-13,219.65
2012-07-16,230.0
2012-07-17,217.1
2012-07-18,218.05
2012-07-19,213.4
2012-07-20,210.3
2012-07-23,215.75
2012-07-24,216.8
2012-07-25,215.5
2012-07-26,209.25
2012-07-27,201.35
2012-07-30,215.5
2012-07-31,214.95
2012-08-01,204.7
2012-08-02,212.5
2012-08-03,213.05
2012-08-06,207.8
2012-08-07,203.1
2012-08-08,205.0
2012-08-09,199.85
2012-08-10,195.45
2012-08-13,185.95
2012-08-14,183.95
2012-08-16,176.15
2012-08-17,171.25
2012-08-21,171.35
2012-08-22,174.05
2012-08-23,174.0
2012-08-24,164.55
2012-08-27,160.7
2012-08-28,160.0
2012-08-29,187.7
2012-08-30,210.5
2012-08-31,211.35
2012-09-03,205.6
2012-09-04,200.8
2012-09-05,212.0
2012-09-06,213.15
2012-09-07,199.25
2012-09-08,200.0
2012-09-10,215.65
2012-09-11,238.45
2012-09-12,237.5
2012-09-13,243.0
2012-09-14,244.25
2012-09-17,238.25
2012-09-18,226.35
2012-09-20,233.35
2012-09-21,240.45
2012-09-24,239.4
2012-09-25,238.75
2012-09-26,242.85
2012-09-27,239.95
2012-09-28,241.2
2012-10-01,238.25
2012-10-03,238.0
2012-10-04,244.9
2012-10-05,238.0
2012-10-08,238.3
2012-10-09,238.4
2012-10-10,235.45
2012-10-11,236.6
2012-10-12,237.25
2012-10-15,235.65
2012-10-16,237.8
2012-10-17,233.5
2012-10-18,230.95
2012-10-19,237.8
2012-10-22,233.15
2012-10-23,239.4
2012-10-25,232.7
2012-10-26,236.8
2012-10-29,236.05
2012-10-30,268.95
2012-10-31,270.55
2012-11-01,257.9
2012-11-02,258.1
2012-11-05,249.1
2012-11-06,245.5
2012-11-07,242.3
2012-11-08,244.6
2012-11-09,235.55
2012-11-12,233.25
2012-11-13,236.3
2012-11-15,238.05
2012-11-16,232.05
2012-11-19,234.7
2012-11-20,232.5
2012-11-21,232.05
2012-11-22,228.35
2012-11-23,235.1
2012-11-26,230.95
2012-11-27,230.5
2012-11-29,228.6
2012-11-30,228.5
2012-12-03,230.25
2012-12-04,228.5
2012-12-05,228.3
2012-12-06,233.5
2012-12-07,229.8
2012-12-10,227.0
2012-12-11,228.95
2012-12-12,227.65
2012-12-13,226.9
2012-12-14,229.0
2012-12-17,235.5
2012-12-18,222.7
2012-12-19,219.9
2012-12-20,246.4
2012-12-21,243.25
2012-12-24,231.35
2012-12-26,232.85
2012-12-27,226.1
2012-12-28,223.05
2012-12-31,227.95
