Date,RPOWER
2012-01-02,69.95
2012-01-03,72.45
2012-01-04,71.1
2012-01-05,70.8
2012-01-06,73.45
2012-01-07,73.65
2012-01-09,75.0
2012-01-10,79.75
2012-01-11,81.15
2012-01-12,83.1
2012-01-13,89.4
2012-01-16,86.85
2012-01-17,88.8
2012-01-18,91.25
2012-01-19,93.65
2012-01-20,91.6
2012-01-23,92.85
2012-01-24,95.45
2012-01-25,97.4
2012-01-27,97.25
2012-01-30,96.75
2012-01-31,101.15
2012-02-01,101.6
2012-02-02,99.75
2012-02-03,100.4
2012-02-06,100.55
2012-02-07,98.65
2012-02-08,101.85
2012-02-09,107.05
2012-02-10,105.4
2012-02-13,106.8
2012-02-14,108.6
2012-02-15,122.6
2012-02-16,123.0
2012-02-17,126.15
2012-02-21,128.45
2012-02-22,122.65
2012-02-23,120.4
2012-02-24,119.15
2012-02-27,110.0
2012-02-28,118.4
2012-02-29,119.45
2012-03-01,122.6
2012-03-02,123.05
2012-03-03,128.9
2012-03-05,135.35
2012-03-06,125.7
2012-03-07,132.95
2012-03-09,131.1
2012-03-12,135.05
2012-03-13,137.3
2012-03-14,136.25
2012-03-15,132.9
2012-03-16,130.6
2012-03-19,126.1
2012-03-20,125.75
2012-03-21,128.8
2012-03-22,121.15
2012-03-23,121.85
2012-03-26,118.8
2012-03-27,119.9
2012-03-28,115.4
2012-03-29,115.25
2012-03-30,117.15
2012-04-02,122.3
2012-04-03,121.0
2012-04-04,120.9
2012-04-09,117.8
2012-04-10,119.4
2012-04-11,116.65
2012-04-12,116.25
2012-04-13,114.85
2012-04-16,114.6
2012-04-17,118.8
2012-04-18,117.55
2012-04-19,117.05
2012-04-20,115.2
2012-04-23,109.05
2012-04-24,108.8
2012-04-25,104.65
2012-04-26,102.0
2012-04-27,100.7
2012-04-28,100.65
2012-04-30,107.05
2012-05-02,103.85
2012-05-03,101.75
2012-05-04,96.55
2012-05-07,101.8
2012-05-08,95.5
2012-05-09,92.4
2012-05-10,92.65
2012-05-11,92.35
2012-05-14,89.85
2012-05-15,91.9
2012-05-16,90.35
2012-05-17,91.25
2012-05-18,90.75
2012-05-21,93.65
2012-05-22,90.2
2012-05-23,90.05
2012-05-24,93.35
2012-05-25,93.15
2012-05-28,94.05
2012-05-29,93.1
2012-05-30,90.5
2012-05-31,93.6
2012-06-01,89.15
2012-06-04,90.3
2012-06-05,89.95
2012-06-06,95.85
2012-06-07,97.9
2012-06-08,98.3
2012-06-11,97.9
2012-06-12,99.85
2012-06-13,99.15
2012-06-14,96.25
2012-06-15,98.6
2012-06-18,96.0
2012-06-19,96.05
2012-06-20,97.15
2012-06-21,99.2
2012-06-22,102.55
2012-06-25,99.55
2012-06-26,101.5
2012-06-27,103.2
2012-06-28,101.35
2012-06-29,106.85
2012-07-02,106.1
2012-07-03,106.25
2012-07-04,108.85
2012-07-05,110.35
2012-07-06,108.4
2012-07-09,106.05
2012-07-10,110.15
2012-07-11,107.55
2012-07-12,106.45
2012-07-13,105.6
2012-07-16,105.3
2012-07-17,103.35
2012-07-18,104.35
2012-07-19,103.95
2012-07-20,103.7
2012-07-23,99.45
2012-07-24,98.05
2012-07-25,95.25
2012-07-26,89.0
2012-07-27,87.75
2012-07-30,91.85
2012-07-31,91.25
2012-08-01,92.55
2012-08-02,92.35
2012-08-03,89.8
2012-08-06,91.85
2012-08-07,92.9
2012-08-08,91.65
2012-08-09,89.75
2012-08-10,88.9
2012-08-13,92.3
2012-08-14,93.15
2012-08-16,93.15
2012-08-17,87.65
2012-08-21,88.85
2012-08-22,85.5
2012-08-23,84.15
2012-08-24,86.2
2012-08-27,83.5
2012-08-28,81.95
2012-08-29,79.45
2012-08-30,77.75
2012-08-31,76.2
2012-09-03,77.1
2012-09-04,78.35
2012-09-05,77.9
2012-09-06,78.2
2012-09-07,79.5
2012-09-08,79.5
2012-09-10,79.05
2012-09-11,80.55
2012-09-12,81.05
2012-09-13,80.25
2012-09-14,81.9
2012-09-17,87.15
2012-09-18,90.55
2012-09-20,89.3
2012-09-21,95.3
2012-09-24,96.2
2012-09-25,97.2
2012-09-26,95.8
2012-09-27,97.95
2012-09-28,98.2
2012-10-01,98.5
2012-10-03,101.35
2012-10-04,104.0
2012-10-05,103.1
2012-10-08,101.7
2012-10-09,103.8
2012-10-10,99.6
2012-10-11,101.85
2012-10-12,103.6
2012-10-15,104.5
2012-10-16,99.95
2012-10-17,101.1
2012-10-18,103.15
2012-10-19,101.15
2012-10-22,101.1
2012-10-23,99.95
2012-10-25,98.2
2012-10-26,95.55
2012-10-29,95.85
2012-10-30,93.35
2012-10-31,92.45
2012-11-01,95.25
2012-11-02,97.35
2012-11-05,97.35
2012-11-06,97.65
2012-11-07,98.7
2012-11-08,97.05
2012-11-09,95.25
2012-11-12,95.7
2012-11-13,97.2
2012-11-15,95.55
2012-11-16,92.6
2012-11-19,91.05
2012-11-20,88.7
2012-11-21,89.25
2012-11-22,90.9
2012-11-23,90.1
2012-11-26,92.2
2012-11-27,95.25
2012-11-29,96.85
2012-11-30,97.2
2012-12-03,97.3
2012-12-04,98.0
2012-12-05,97.1
2012-12-06,100.3
2012-12-07,100.8
2012-12-10,100.75
2012-12-11,100.75
2012-12-12,100.35
2012-12-13,100.0
2012-12-14,100.05
2012-12-17,100.15
2012-12-18,98.5
2012-12-19,98.1
2012-12-20,96.05
2012-12-21,91.7
2012-12-24,92.2
2012-12-26,93.1
2012-12-27,93.0
2012-12-28,93.45
2012-12-31,93.35
