Date,INDOCO
2012-01-02,413.3
2012-01-03,401.45
2012-01-04,395.75
2012-01-05,390.8
2012-01-06,397.45
2012-01-07,399.0
2012-01-09,403.0
2012-01-10,413.9
2012-01-11,416.3
2012-01-12,417.05
2012-01-13,409.9
2012-01-16,426.6
2012-01-17,413.6
2012-01-18,410.2
2012-01-19,417.8
2012-01-20,420.95
2012-01-23,421.0
2012-01-24,431.45
2012-01-25,424.7
2012-01-27,418.15
2012-01-30,414.25
2012-01-31,426.55
2012-02-01,428.9
2012-02-02,430.0
2012-02-03,432.25
2012-02-06,427.0
2012-02-07,417.85
2012-02-08,405.45
2012-02-09,397.2
2012-02-10,407.85
2012-02-13,403.9
2012-02-14,405.85
2012-02-15,405.15
2012-02-16,408.95
2012-02-17,398.1
2012-02-21,404.95
2012-02-22,395.2
2012-02-23,399.65
2012-02-24,408.95
2012-02-27,409.8
2012-02-28,407.35
2012-02-29,409.8
2012-03-01,409.95
2012-03-02,414.85
2012-03-03,417.2
2012-03-05,408.85
2012-03-06,398.35
2012-03-07,397.0
2012-03-09,396.85
2012-03-12,394.4
2012-03-13,394.95
2012-03-14,396.7
2012-03-15,388.1
2012-03-16,388.45
2012-03-19,386.2
2012-03-20,385.9
2012-03-21,382.4
2012-03-22,393.7
2012-03-23,406.25
2012-03-26,418.6
2012-03-27,424.05
2012-03-28,431.05
2012-03-29,415.2
2012-03-30,405.5
2012-04-02,405.25
2012-04-03,412.35
2012-04-04,421.1
2012-04-09,419.6
2012-04-10,427.65
2012-04-11,425.7
2012-04-12,427.75
2012-04-13,426.8
2012-04-16,450.5
2012-04-17,457.25
2012-04-18,459.75
2012-04-19,460.65
2012-04-20,460.7
2012-04-23,467.05
2012-04-24,469.7
2012-04-25,469.85
2012-04-26,473.2
2012-04-27,468.2
2012-04-28,471.15
2012-04-30,469.3
2012-05-02,470.75
2012-05-03,465.5
2012-05-04,459.25
2012-05-07,453.5
2012-05-08,446.4
2012-05-09,432.65
2012-05-10,433.2
2012-05-11,459.7
2012-05-14,464.75
2012-05-15,460.7
2012-05-16,441.85
2012-05-17,59.05
2012-05-18,59.4
2012-05-21,58.95
2012-05-22,60.4
2012-05-23,58.8
2012-05-24,58.3
2012-05-25,58.5
2012-05-28,55.2
2012-05-29,55.9
2012-05-30,55.75
2012-05-31,55.45
2012-06-01,54.3
2012-06-04,53.85
2012-06-05,54.0
2012-06-06,55.1
2012-06-07,57.55
2012-06-08,57.3
2012-06-11,56.15
2012-06-12,56.05
2012-06-13,55.8
2012-06-14,55.6
2012-06-15,54.05
2012-06-18,52.85
2012-06-19,53.45
2012-06-20,55.0
2012-06-21,54.0
2012-06-22,55.3
2012-06-25,54.25
2012-06-26,53.95
2012-06-27,54.4
2012-06-28,54.25
2012-06-29,55.45
2012-07-02,56.1
2012-07-03,55.85
2012-07-04,55.5
2012-07-05,56.4
2012-07-06,56.2
2012-07-09,55.15
2012-07-09,55.15
2012-07-10,55.35
2012-07-11,55.45
2012-07-12,54.4
2012-07-13,53.3
2012-07-16,55.9
2012-07-17,60.0
2012-07-18,61.1
2012-07-19,58.25
2012-07-20,57.1
2012-07-23,55.5
2012-07-24,56.25
2012-07-25,56.0
2012-07-26,55.05
2012-07-27,54.75
2012-07-30,54.15
2012-07-31,54.6
2012-08-01,55.3
2012-08-02,56.05
2012-08-03,60.1
2012-08-06,58.4
2012-08-07,57.9
2012-08-08,57.55
2012-08-09,57.6
2012-08-10,56.5
2012-08-13,58.7
2012-08-14,59.8
2012-08-16,59.3
2012-08-17,58.95
2012-08-21,60.1
2012-08-22,61.2
2012-08-23,63.9
2012-08-24,64.75
2012-08-27,66.5
2012-08-28,66.0
2012-08-29,64.05
2012-08-30,64.95
2012-08-31,68.4
2012-09-03,69.95
2012-09-04,69.6
2012-09-05,69.8
2012-09-06,69.0
2012-09-07,68.8
2012-09-08,68.85
2012-09-10,72.35
2012-09-11,71.75
2012-09-12,73.0
2012-09-13,72.1
2012-09-14,71.35
2012-09-17,71.0
2012-09-18,70.4
2012-09-20,71.05
2012-09-21,70.35
2012-09-24,68.4
2012-09-25,70.15
2012-09-26,71.15
2012-09-27,69.6
2012-09-28,69.5
2012-10-01,67.3
2012-10-03,69.2
2012-10-04,68.1
2012-10-05,67.2
2012-10-08,66.2
2012-10-09,65.8
2012-10-10,66.4
2012-10-11,68.1
2012-10-12,67.0
2012-10-15,69.55
2012-10-16,67.6
2012-10-17,65.85
2012-10-18,66.65
2012-10-19,64.9
2012-10-22,62.95
2012-10-23,64.6
2012-10-25,64.35
2012-10-26,62.3
2012-10-29,62.1
2012-10-30,63.1
2012-10-31,64.4
2012-11-01,63.4
2012-11-02,63.2
2012-11-05,65.05
2012-11-06,64.95
2012-11-07,65.75
2012-11-08,67.2
2012-11-09,66.6
2012-11-12,67.05
2012-11-13,69.95
2012-11-15,69.3
2012-11-16,68.5
2012-11-19,68.5
2012-11-20,67.15
2012-11-21,66.45
2012-11-22,67.5
2012-11-23,68.2
2012-11-26,67.95
2012-11-27,68.0
2012-11-29,67.95
2012-11-30,67.6
2012-12-03,67.05
2012-12-04,66.9
2012-12-05,67.4
2012-12-06,66.75
2012-12-07,65.85
2012-12-10,66.2
2012-12-11,64.7
2012-12-12,65.4
2012-12-13,66.45
2012-12-14,65.65
2012-12-17,66.2
2012-12-18,67.25
2012-12-19,67.7
2012-12-20,66.4
2012-12-21,64.85
2012-12-24,63.7
2012-12-26,65.3
2012-12-27,67.1
2012-12-28,65.6
2012-12-31,63.95
