Date,NAHARPOLY
2013-01-01,18.4
2013-01-02,18.35
2013-01-03,18.3
2013-01-04,18.85
2013-01-07,18.75
2013-01-08,19.4
2013-01-09,21.7
2013-01-10,21.05
2013-01-11,20.4
2013-01-14,20.7
2013-01-15,20.8
2013-01-16,20.9
2013-01-17,20.25
2013-01-18,19.6
2013-01-21,19.4
2013-01-22,19.0
2013-01-23,18.6
2013-01-24,18.3
2013-01-25,17.75
2013-01-28,18.1
2013-01-29,18.3
2013-01-30,18.25
2013-01-31,17.95
2013-02-01,17.7
2013-02-04,18.0
2013-02-05,17.35
2013-02-06,17.45
2013-02-07,17.45
2013-02-08,17.75
2013-02-11,17.5
2013-02-12,17.0
2013-02-13,17.0
2013-02-14,16.75
2013-02-15,16.75
2013-02-18,16.7
2013-02-19,17.0
2013-02-20,16.5
2013-02-21,16.5
2013-02-22,17.1
2013-02-25,17.0
2013-02-26,16.5
2013-02-27,16.75
2013-02-28,16.5
2013-03-01,16.45
2013-03-04,16.25
2013-03-05,17.0
2013-03-06,16.55
2013-03-07,16.65
2013-03-08,17.25
2013-03-11,17.15
2013-03-12,16.6
2013-03-13,16.55
2013-03-14,16.5
2013-03-15,16.85
2013-03-18,16.55
2013-03-19,16.1
2013-03-20,15.85
2013-03-21,15.75
2013-03-22,15.6
2013-03-25,15.25
2013-03-26,16.0
2013-03-28,15.6
2013-04-01,17.75
2013-04-02,16.1
2013-04-03,16.5
2013-04-04,15.45
2013-04-05,16.25
2013-04-08,15.55
2013-04-10,15.05
2013-04-17,12.9
2013-04-22,15.4
2013-05-02,14.6
2013-05-03,14.5
2013-05-06,14.5
2013-05-08,14.05
2013-05-10,14.75
2013-05-11,15.0
2013-05-13,14.85
2013-05-15,14.95
2013-05-17,14.75
2013-05-20,15.45
2013-05-21,16.0
2013-05-28,15.25
2013-05-29,15.4
2013-05-30,15.05
2013-05-31,14.35
2013-06-04,14.75
2013-06-05,14.8
2013-06-06,14.65
2013-06-07,14.7
2013-06-10,15.0
2013-06-11,14.75
2013-06-13,15.0
2013-06-14,14.4
2013-06-17,14.95
2013-06-18,15.2
2013-06-19,14.45
2013-06-21,14.45
2013-06-26,15.0
2013-06-27,14.55
2013-06-28,14.25
2013-07-01,14.15
2013-07-02,13.55
2013-07-03,14.2
2013-07-04,14.1
2013-07-05,13.7
2013-07-08,13.3
2013-07-09,13.95
2013-07-10,14.0
2013-07-11,13.7
2013-07-16,13.05
2013-07-17,13.5
2013-07-23,13.5
2013-07-25,13.15
2013-07-29,12.75
2013-07-30,12.3
2013-08-07,12.5
2013-08-16,11.9
2013-08-23,11.35
2013-08-26,10.8
2013-08-28,11.0
2013-09-05,11.05
2013-09-16,11.6
2013-09-18,11.95
2013-09-19,12.0
2013-09-20,12.6
2013-10-03,12.0
2013-10-07,11.4
2013-10-08,10.85
2013-10-10,10.55
2013-10-11,10.85
2013-10-14,10.9
2013-10-15,11.0
2013-10-21,11.25
2013-10-22,11.8
2013-10-23,11.25
2013-10-24,11.2
2013-10-25,11.75
2013-10-28,12.2
2013-10-30,12.0
2013-10-31,12.0
2013-11-01,12.6
2013-11-05,12.7
2013-11-06,13.25
2013-11-08,13.25
2013-11-12,13.1
2013-11-19,12.5
2013-11-21,13.0
2013-11-22,12.5
2013-11-25,12.4
2013-11-26,12.15
2013-11-27,12.15
2013-11-28,12.25
2013-11-29,12.0
2013-12-02,12.5
2013-12-03,12.5
2013-12-05,12.5
2013-12-06,13.0
2013-12-09,12.5
2013-12-10,12.5
2013-12-11,12.1
2013-12-12,12.7
2013-12-16,12.25
2013-12-17,12.5
2013-12-18,12.0
2013-12-19,12.4
2013-12-20,12.5
2013-12-23,12.5
2013-12-24,12.45
2013-12-26,12.1
2013-12-27,12.1
2013-12-31,12.0
2014-01-01,12.1
2014-01-03,12.0
2014-01-06,11.65
2014-01-08,12.2
