Date,MANUGRAPH
2013-01-01,45.85
2013-01-02,46.1
2013-01-03,46.25
2013-01-04,46.3
2013-01-07,46.15
2013-01-08,46.65
2013-01-09,46.0
2013-01-10,46.0
2013-01-11,45.2
2013-01-14,45.25
2013-01-15,45.3
2013-01-16,45.25
2013-01-17,45.0
2013-01-18,45.6
2013-01-21,45.3
2013-01-22,44.8
2013-01-23,43.9
2013-01-24,42.25
2013-01-25,42.0
2013-01-28,41.8
2013-01-29,40.0
2013-01-30,41.1
2013-01-31,41.0
2013-02-01,40.65
2013-02-04,40.35
2013-02-05,40.1
2013-02-06,40.0
2013-02-07,40.0
2013-02-08,40.95
2013-02-11,40.4
2013-02-12,40.2
2013-02-13,40.0
2013-02-14,40.0
2013-02-15,39.35
2013-02-18,39.3
2013-02-19,38.65
2013-02-20,38.1
2013-02-21,37.5
2013-02-22,38.4
2013-02-25,37.6
2013-02-26,36.75
2013-02-27,36.2
2013-02-28,35.2
2013-03-01,35.1
2013-03-04,34.45
2013-03-05,35.0
2013-03-06,34.7
2013-03-07,34.65
2013-03-08,35.1
2013-03-11,34.85
2013-03-12,35.85
2013-03-13,33.95
2013-03-14,35.0
2013-03-15,31.3
2013-03-18,33.45
2013-03-19,32.05
2013-03-20,31.95
2013-03-21,31.75
2013-03-22,32.65
2013-03-25,32.5
2013-03-26,32.7
2013-03-28,32.65
2013-04-01,33.35
2013-04-02,34.4
2013-04-03,34.05
2013-04-04,33.8
2013-04-05,33.15
2013-04-08,34.3
2013-04-09,33.5
2013-04-10,32.9
2013-04-11,32.1
2013-04-12,34.6
2013-04-15,34.3
2013-04-16,33.2
2013-04-17,34.6
2013-04-18,33.4
2013-04-22,33.65
2013-04-23,33.15
2013-04-25,35.0
2013-04-26,36.05
2013-04-29,35.75
2013-04-30,36.0
2013-05-02,37.0
2013-05-03,37.2
2013-05-06,36.05
2013-05-07,36.5
2013-05-08,36.0
2013-05-09,37.05
2013-05-10,36.05
2013-05-11,35.6
2013-05-13,35.2
2013-05-14,36.0
2013-05-15,35.95
2013-05-16,36.0
2013-05-17,35.7
2013-05-20,36.25
2013-05-21,35.9
2013-05-22,35.95
2013-05-23,35.55
2013-05-24,35.5
2013-05-27,35.1
2013-05-28,34.35
2013-05-29,33.8
2013-05-30,32.65
2013-05-31,33.05
2013-06-03,31.15
2013-06-04,32.0
2013-06-05,34.15
2013-06-06,32.1
2013-06-07,31.95
2013-06-10,30.9
2013-06-11,30.35
2013-06-12,30.35
2013-06-13,29.3
2013-06-14,30.15
2013-06-17,29.45
2013-06-18,30.0
2013-06-19,29.5
2013-06-20,28.7
2013-06-21,30.0
2013-06-24,28.5
2013-06-25,28.2
2013-06-26,28.6
2013-06-27,29.0
2013-06-28,29.25
2013-07-01,29.55
2013-07-02,30.9
2013-07-03,29.75
2013-07-04,29.8
2013-07-05,29.5
2013-07-08,29.25
2013-07-09,28.5
2013-07-11,28.5
2013-07-12,29.55
2013-07-15,28.7
2013-07-16,28.5
2013-07-17,28.0
2013-07-18,28.0
2013-07-19,28.0
2013-07-22,28.0
2013-07-24,28.0
2013-07-25,28.0
2013-07-26,29.95
2013-08-01,27.95
2013-08-05,27.5
2013-08-07,24.0
2013-08-08,25.0
2013-08-12,25.25
2013-08-13,27.1
2013-08-19,27.1
2013-08-20,25.0
2013-08-22,26.95
2013-08-23,25.1
2013-08-28,28.2
2013-09-04,23.6
2013-09-05,27.9
2013-09-06,24.05
2013-09-10,25.0
2013-09-11,25.0
2013-09-12,25.0
2013-09-13,24.6
2013-09-16,24.3
2013-09-17,23.6
2013-09-18,24.05
2013-09-19,22.9
2013-09-20,23.0
2013-09-23,22.5
2013-09-26,20.15
2013-09-27,23.0
2013-09-30,23.25
2013-10-03,21.1
2013-10-07,23.0
2013-10-08,24.0
2013-10-11,24.1
2013-10-14,25.0
2013-10-15,23.1
2013-10-17,23.1
2013-10-18,23.25
2013-10-21,25.75
2013-10-22,25.0
2013-10-23,26.9
2013-10-24,28.0
2013-10-25,24.05
2013-10-29,23.0
2013-10-30,24.55
2013-10-31,24.1
2013-11-05,25.3
2013-11-06,26.5
2013-11-07,26.5
2013-11-11,27.0
2013-11-13,26.95
2013-11-14,26.95
2013-11-18,26.95
2013-11-19,26.0
2013-11-22,27.0
2013-11-25,26.0
2013-11-26,25.25
2013-11-27,27.0
2013-11-29,26.0
2013-12-02,26.2
2013-12-03,26.15
2013-12-04,26.0
2013-12-05,25.0
2013-12-06,25.5
2013-12-09,29.9
2013-12-10,24.85
2013-12-11,24.55
2013-12-12,24.0
2013-12-13,24.0
2013-12-16,24.0
2013-12-18,23.9
2013-12-23,24.6
2013-12-24,24.25
2013-12-26,24.95
2013-12-30,25.25
2014-01-02,25.25
2014-01-03,25.3
2014-01-06,27.0
2014-01-10,27.7
2014-01-13,27.1
2014-01-14,27.5
2014-01-15,27.1
2014-01-16,28.0
2014-01-17,27.5
2014-01-20,26.4
2014-01-21,27.75
2014-01-22,28.0
2014-01-23,28.85
2014-01-24,27.8
2014-01-27,27.5
2014-01-28,28.0
2014-01-29,27.2
2014-01-30,26.45
2014-01-31,26.3
2014-02-03,26.5
2014-02-04,29.35
2014-02-06,28.7
2014-02-07,27.1
2014-02-10,28.05
2014-02-11,27.25
2014-02-12,27.0
2014-02-13,26.2
2014-02-14,25.65
2014-02-17,24.6
2014-02-18,25.65
2014-02-19,25.15
2014-02-20,26.0
2014-02-21,26.0
2014-02-24,26.1
2014-02-25,28.15
2014-02-26,29.05
2014-02-28,29.05
2014-03-03,29.05
2014-03-05,29.15
2014-03-06,29.05
2014-03-07,30.05
2014-03-10,29.25
