Date,AYMSYNTEX
2017-01-31,92.7
2017-02-01,96.15
2017-02-02,95.6
2017-02-03,92.45
2017-02-06,84.95
2017-02-07,87.25
2017-02-08,84.45
2017-02-09,85.05
2017-02-10,84.6
2017-02-13,80.25
2017-02-14,80.9
2017-02-15,76.9
2017-02-16,81.15
2017-02-17,81.25
2017-02-20,81.2
2017-02-21,81.9
2017-02-22,81.15
2017-02-23,81.5
2017-02-27,81.0
2017-02-28,81.05
2017-03-01,81.1
2017-03-02,83.1
2017-03-03,81.4
2017-03-06,81.0
2017-03-07,81.05
2017-03-08,81.0
2017-03-09,80.15
2017-03-10,78.1
2017-03-14,75.3
2017-03-15,75.1
2017-03-16,76.3
2017-03-17,75.4
2017-03-20,76.8
2017-03-21,79.4
2017-03-22,77.95
2017-03-23,79.1
2017-03-24,79.6
2017-03-27,78.05
2017-03-28,79.65
2017-03-29,76.75
2017-03-30,78.65
2017-03-31,79.1
2017-04-03,82.25
2017-04-05,80.25
2017-04-06,82.25
2017-04-07,81.0
2017-04-10,80.6
2017-04-11,81.4
2017-04-12,81.4
2017-04-13,79.95
2017-04-17,80.15
2017-04-18,79.35
2017-04-19,80.25
2017-04-20,79.4
2017-04-21,79.45
2017-04-24,79.65
2017-04-25,80.15
2017-04-26,84.15
2017-04-27,85.25
2017-04-28,85.85
2017-05-02,83.65
2017-05-03,83.1
2017-05-04,81.35
2017-05-05,79.7
2017-05-08,80.2
2017-05-09,80.0
2017-05-10,81.6
2017-05-11,79.85
2017-05-12,81.65
2017-05-15,78.85
2017-05-16,79.2
2017-05-17,80.0
2017-05-18,80.0
2017-05-19,80.25
2017-05-22,78.9
2017-05-23,80.95
2017-05-24,80.9
2017-05-25,80.95
2017-05-26,79.8
2017-05-29,79.2
2017-05-30,82.5
2017-05-31,82.75
2017-06-01,82.8
2017-06-02,82.0
2017-06-05,81.6
2017-06-06,81.05
2017-06-07,81.1
2017-06-08,82.05
2017-06-09,82.05
2017-06-12,79.1
2017-06-13,77.85
2017-06-14,76.6
2017-06-15,77.1
2017-06-16,78.6
2017-06-19,78.2
2017-06-20,77.45
2017-06-21,78.05
2017-06-22,77.35
2017-06-23,76.75
2017-06-27,75.6
2017-06-28,75.3
2017-06-29,76.15
2017-06-30,75.5
2017-07-03,76.25
2017-07-04,75.9
2017-07-05,75.85
2017-07-06,74.8
2017-07-07,75.5
2017-07-10,72.8
2017-07-11,73.0
2017-07-12,76.9
2017-07-13,75.2
2017-07-14,73.6
2017-07-17,73.55
2017-07-18,73.45
2017-07-19,73.6
2017-07-20,74.05
2017-07-21,74.7
2017-07-24,74.9
2017-07-25,73.95
2017-07-26,73.6
2017-07-27,72.7
2017-07-28,72.9
2017-07-31,71.55
2017-08-01,71.1
2017-08-02,71.1
2017-08-03,71.45
2017-08-04,71.05
2017-08-07,72.75
2017-08-08,70.3
2017-08-09,70.0
2017-08-10,67.75
2017-08-11,63.4
2017-08-14,60.15
2017-08-16,60.65
2017-08-17,61.6
2017-08-18,61.5
2017-08-21,62.3
2017-08-22,60.0
2017-08-23,57.4
2017-08-24,53.95
2017-08-28,54.3
2017-08-29,53.65
2017-08-30,55.35
2017-08-31,59.85
2017-09-01,61.75
2017-09-04,58.95
2017-09-05,60.7
2017-09-06,60.05
2017-09-07,61.25
2017-09-08,61.45
2017-09-11,60.65
2017-09-12,60.3
2017-09-13,62.1
2017-09-14,61.2
2017-09-15,61.5
2017-09-18,60.25
2017-09-19,61.05
2017-09-20,61.85
2017-09-21,64.0
2017-09-22,62.0
2017-09-25,63.0
2017-09-26,62.25
2017-09-27,62.5
2017-09-28,62.95
2017-09-29,62.55
2017-10-03,63.7
2017-10-04,62.7
2017-10-05,61.85
2017-10-06,62.25
2017-10-09,63.0
2017-10-10,68.3
2017-10-11,64.0
2017-10-12,64.35
2017-10-13,63.15
2017-10-16,62.9
2017-10-17,63.0
2017-10-18,61.7
2017-10-19,63.3
2017-10-23,63.7
2017-10-24,63.85
2017-10-25,63.55
2017-10-26,62.6
2017-10-27,64.6
2017-10-30,64.7
2017-10-31,64.35
2017-11-01,65.0
2017-11-02,67.05
2017-11-03,67.9
2017-11-06,68.05
2017-11-07,65.9
2017-11-08,64.75
2017-11-09,65.35
2017-11-10,64.7
2017-11-13,64.7
2017-11-14,62.7
2017-11-15,64.8
2017-11-16,64.85
2017-11-17,64.5
2017-11-20,64.3
2017-11-21,63.3
2017-11-22,62.5
2017-11-23,60.3
2017-11-24,61.95
2017-11-27,61.6
2017-11-28,61.55
2017-11-29,61.85
2017-11-30,60.55
2017-12-01,60.5
2017-12-04,60.2
2017-12-05,59.9
2017-12-06,59.9
2017-12-07,59.9
2017-12-08,59.95
2017-12-11,60.1
2017-12-12,59.35
2017-12-13,55.9
2017-12-14,59.15
2017-12-15,58.0
2017-12-18,59.35
2017-12-19,60.15
2017-12-20,61.2
2017-12-21,62.2
2017-12-22,64.15
2017-12-26,67.25
2017-12-27,66.25
2017-12-28,65.6
2017-12-29,65.9
