Date,NRBBEARING
2013-07-09,36.05
2013-07-10,37.35
2013-07-11,37.0
2013-07-12,37.0
2013-07-15,37.15
2013-07-16,36.95
2013-07-17,36.5
2013-07-18,36.65
2013-07-19,36.55
2013-07-22,36.15
2013-07-23,36.3
2013-07-24,35.75
2013-07-25,35.8
2013-07-26,34.9
2013-07-29,34.6
2013-07-30,33.9
2013-07-31,32.75
2013-08-01,33.25
2013-08-02,31.85
2013-08-05,32.0
2013-08-06,31.55
2013-08-07,32.0
2013-08-08,32.6
2013-08-12,32.15
2013-08-13,32.75
2013-08-14,32.6
2013-08-16,30.75
2013-08-19,31.3
2013-08-20,32.0
2013-08-21,32.1
2013-08-22,32.1
2013-08-23,32.0
2013-08-26,32.1
2013-08-27,31.9
2013-08-28,31.85
2013-08-29,32.45
2013-08-30,33.0
2013-09-02,34.2
2013-09-03,33.0
2013-09-04,33.75
2013-09-05,33.2
2013-09-06,33.35
2013-09-10,33.05
2013-09-11,33.45
2013-09-12,33.1
2013-09-13,33.35
2013-09-16,33.45
2013-09-17,33.2
2013-09-18,33.3
2013-09-19,33.5
2013-09-20,33.15
2013-09-23,32.9
2013-09-24,32.7
2013-09-25,32.55
2013-09-26,32.5
2013-09-27,31.7
2013-09-30,31.95
2013-10-01,31.55
2013-10-03,32.1
2013-10-04,31.95
2013-10-07,32.25
2013-10-08,32.4
2013-10-09,32.75
2013-10-10,35.0
2013-10-11,34.3
2013-10-14,34.4
2013-10-15,34.2
2013-10-17,34.05
2013-10-18,34.2
2013-10-21,35.8
2013-10-22,35.3
2013-10-23,34.55
2013-10-24,36.3
2013-10-25,35.4
2013-10-28,34.8
2013-10-29,34.3
2013-10-30,34.35
2013-10-31,34.3
2013-11-01,34.2
2013-11-03,35.0
2013-11-05,34.5
2013-11-06,34.5
2013-11-07,34.55
2013-11-08,34.5
2013-11-11,34.3
2013-11-12,34.0
2013-11-13,34.55
2013-11-14,34.1
2013-11-18,34.5
2013-11-19,33.9
2013-11-20,33.6
2013-11-21,34.0
2013-11-22,34.2
2013-11-25,34.05
2013-11-26,33.55
2013-11-27,33.55
2013-11-28,34.2
2013-11-29,34.05
2013-12-02,35.35
2013-12-03,35.2
2013-12-04,34.55
2013-12-05,35.4
2013-12-06,35.5
2013-12-09,35.05
2013-12-10,34.45
2013-12-11,34.35
2013-12-12,33.95
2013-12-13,34.9
2013-12-16,34.7
2013-12-17,34.3
2013-12-18,34.35
2013-12-19,34.2
2013-12-20,35.5
2013-12-23,36.0
2013-12-24,35.85
2013-12-26,35.25
2013-12-27,36.7
2013-12-30,38.15
2013-12-31,38.35
2014-01-01,38.4
2014-01-02,37.05
2014-01-03,38.1
2014-01-06,43.05
2014-01-07,42.2
2014-01-08,43.45
2014-01-09,40.05
2014-01-10,38.85
2014-01-13,41.4
2014-01-14,41.2
2014-01-15,43.65
2014-01-16,43.9
2014-01-17,42.1
2014-01-20,41.0
2014-01-21,41.25
2014-01-22,41.0
2014-01-23,40.1
2014-01-24,38.7
2014-01-27,38.2
2014-01-28,37.75
2014-01-29,37.65
2014-01-30,36.55
2014-01-31,36.7
2014-02-03,35.1
2014-02-04,37.3
2014-02-05,37.2
2014-02-06,37.2
2014-02-07,38.25
2014-02-10,37.65
2014-02-11,36.75
2014-02-12,36.5
2014-02-13,35.9
2014-02-14,36.2
2014-02-17,36.0
2014-02-18,37.2
2014-02-19,37.75
2014-02-20,39.55
2014-02-21,39.15
2014-02-24,39.85
2014-02-25,40.05
2014-02-26,40.45
2014-02-28,40.7
2014-03-03,40.0
2014-03-04,41.05
2014-03-05,42.0
2014-03-06,42.45
2014-03-07,42.4
2014-03-10,44.35
2014-03-11,43.15
2014-03-12,43.25
2014-03-13,42.3
2014-03-14,42.55
2014-03-18,43.0
2014-03-19,42.8
2014-03-20,47.6
2014-03-21,48.5
2014-03-22,50.2
2014-03-24,48.6
2014-03-25,49.5
2014-03-26,50.25
2014-03-27,50.25
2014-03-28,51.55
2014-03-31,51.55
2014-04-01,50.7
2014-04-02,50.2
2014-04-03,49.25
2014-04-04,49.95
2014-04-07,49.3
2014-04-09,51.85
2014-04-10,53.9
2014-04-11,53.9
2014-04-15,53.3
2014-04-16,57.55
2014-04-17,67.9
2014-04-21,63.65
2014-04-22,64.0
2014-04-23,64.05
2014-04-25,64.9
2014-04-28,65.05
2014-04-29,64.5
2014-04-30,62.8
2014-05-02,65.55
2014-05-05,68.2
2014-05-06,69.35
2014-05-07,70.5
2014-05-08,69.1
2014-05-09,69.35
2014-05-12,66.0
2014-05-13,66.6
2014-05-14,66.1
2014-05-15,65.45
2014-05-16,65.8
2014-05-19,70.4
2014-05-20,75.4
2014-05-21,77.35
2014-05-22,80.6
2014-05-23,86.25
2014-05-26,89.4
2014-05-27,91.1
2014-05-28,88.75
2014-05-29,86.45
2014-05-30,85.4
2014-06-02,88.05
2014-06-03,85.05
2014-06-04,84.45
2014-06-05,85.0
2014-06-06,86.4
2014-06-09,85.4
2014-06-10,82.7
2014-06-11,89.15
2014-06-12,88.2
2014-06-13,81.5
2014-06-16,81.45
2014-06-17,82.9
2014-06-18,81.2
2014-06-19,78.9
2014-06-20,81.15
2014-06-23,81.3
2014-06-24,82.45
2014-06-25,84.05
2014-06-26,91.7
2014-06-27,91.6
2014-06-30,96.75
2014-07-01,98.05
2014-07-02,95.85
2014-07-03,94.0
2014-07-04,92.85
2014-07-07,91.35
2014-07-08,86.3
2014-07-09,85.7
2014-07-10,86.9
2014-07-11,81.1
2014-07-14,83.25
2014-07-15,87.25
2014-07-16,86.75
2014-07-17,87.65
2014-07-18,90.6
2014-07-21,93.35
2014-07-22,91.2
2014-07-23,89.95
2014-07-24,88.7
2014-07-25,85.65
2014-07-28,88.2
2014-07-30,88.0
2014-07-31,90.1
2014-08-01,90.95
2014-08-04,92.2
2014-08-05,91.1
2014-08-06,92.3
2014-08-07,97.4
2014-08-08,94.45
2014-08-11,94.4
2014-08-12,100.9
2014-08-13,96.7
2014-08-14,101.35
2014-08-18,102.95
2014-08-19,99.65
2014-08-20,99.9
2014-08-21,100.25
2014-08-22,108.15
2014-08-25,105.75
2014-08-26,109.55
2014-08-27,109.65
2014-08-28,107.45
2014-09-01,109.95
2014-09-02,112.1
2014-09-03,111.05
2014-09-04,111.1
2014-09-05,112.6
2014-09-08,112.2
2014-09-09,117.55
2014-09-10,117.9
2014-09-11,118.7
2014-09-12,125.15
2014-09-15,122.55
2014-09-16,122.1
2014-09-17,117.45
2014-09-18,123.1
2014-09-19,120.9
2014-09-22,124.55
2014-09-23,126.0
2014-09-24,133.55
2014-09-25,129.45
2014-09-26,129.1
2014-09-29,129.05
2014-09-30,130.3
2014-10-01,128.6
2014-10-07,129.05
2014-10-08,134.65
2014-10-09,132.8
2014-10-10,132.2
2014-10-13,131.2
2014-10-14,130.35
2014-10-16,124.05
2014-10-17,126.05
2014-10-20,125.1
2014-10-21,126.45
2014-10-22,126.25
2014-10-23,128.5
2014-10-27,130.35
2014-10-28,134.8
2014-10-29,136.05
2014-10-30,133.7
2014-10-31,133.0
2014-11-03,135.9
2014-11-05,134.05
2014-11-07,138.65
2014-11-10,136.4
2014-11-11,138.4
2014-11-12,138.35
2014-11-13,136.4
2014-11-14,137.35
2014-11-17,146.9
2014-11-18,141.3
2014-11-19,139.6
2014-11-20,137.1
2014-11-21,134.15
2014-11-24,127.7
2014-11-25,123.85
2014-11-26,127.7
2014-11-27,128.15
2014-11-28,126.65
2014-12-01,126.2
2014-12-02,126.1
2014-12-03,124.8
2014-12-04,126.65
2014-12-05,127.95
2014-12-08,132.5
2014-12-09,128.35
2014-12-10,128.5
2014-12-11,128.7
2014-12-12,125.95
2014-12-15,124.9
2014-12-16,117.55
2014-12-17,117.6
2014-12-18,122.35
2014-12-19,124.35
2014-12-22,127.3
2014-12-23,123.45
2014-12-24,124.95
2014-12-26,123.4
2014-12-29,124.35
2014-12-30,125.65
2014-12-31,130.7
2015-01-01,132.1
2015-01-02,136.15
2015-01-05,137.65
2015-01-06,132.25
2015-01-07,131.4
2015-01-08,133.65
2015-01-09,134.1
2015-01-12,138.4
2015-01-13,136.75
2015-01-14,135.35
2015-01-15,138.6
2015-01-16,135.0
2015-01-19,135.6
2015-01-20,136.25
2015-01-21,136.45
2015-01-22,136.8
2015-01-23,135.3
2015-01-27,132.4
2015-01-28,133.25
2015-01-29,133.5
2015-01-30,133.1
2015-02-02,134.35
2015-02-03,134.15
2015-02-04,132.6
2015-02-05,131.65
2015-02-06,124.95
2015-02-09,124.35
2015-02-10,125.2
2015-02-11,130.4
2015-02-12,136.25
2015-02-13,144.65
2015-02-16,139.9
2015-02-18,142.75
2015-02-19,142.55
2015-02-20,140.55
2015-02-23,136.9
2015-02-24,141.1
2015-02-25,142.35
2015-02-26,141.15
2015-02-27,140.9
2015-02-28,141.15
2015-03-02,141.25
2015-03-03,141.4
2015-03-04,141.7
2015-03-05,143.95
2015-03-09,146.35
2015-03-10,145.45
2015-03-11,141.75
2015-03-12,139.4
2015-03-13,138.25
2015-03-16,136.0
2015-03-17,134.75
2015-03-18,138.95
2015-03-19,136.95
2015-03-20,136.7
2015-03-23,135.6
2015-03-24,135.0
2015-03-25,133.0
2015-03-26,134.1
2015-03-27,133.9
2015-03-30,132.5
2015-03-31,131.55
2015-04-01,131.15
2015-04-06,130.7
2015-04-07,129.1
2015-04-08,129.95
2015-04-09,129.9
2015-04-10,129.1
2015-04-13,129.3
2015-04-15,128.25
2015-04-16,128.35
2015-04-17,127.7
2015-04-20,126.25
2015-04-21,125.45
2015-04-22,123.75
2015-04-23,121.95
2015-04-24,114.5
2015-04-27,118.45
2015-04-28,118.25
2015-04-29,115.35
2015-04-30,115.3
2015-05-04,127.85
2015-05-05,128.5
2015-05-06,120.85
2015-05-07,120.15
2015-05-08,124.15
2015-05-11,123.7
2015-05-12,123.6
2015-05-13,124.3
2015-05-14,132.55
2015-05-15,127.75
2015-05-18,129.65
2015-05-19,119.05
2015-05-20,118.6
2015-05-21,117.8
2015-05-22,115.6
2015-05-25,115.45
2015-05-26,115.1
2015-05-27,115.35
2015-05-28,112.05
2015-05-29,119.15
2015-06-01,116.9
2015-06-02,114.1
2015-06-03,108.6
2015-06-04,106.65
2015-06-05,102.65
2015-06-08,99.65
2015-06-09,99.3
2015-06-10,100.2
2015-06-11,97.95
2015-06-12,97.45
2015-06-15,100.95
2015-06-16,100.45
2015-06-17,103.65
2015-06-18,103.5
2015-06-19,106.7
2015-06-22,108.0
2015-06-23,108.3
2015-06-24,107.85
2015-06-25,107.85
2015-06-26,106.15
2015-06-29,105.3
2015-06-30,106.5
2015-07-01,107.2
2015-07-02,106.7
2015-07-03,108.15
2015-07-06,105.25
2015-07-07,105.5
2015-07-08,104.35
2015-07-09,101.25
2015-07-10,101.25
2015-07-13,102.6
2015-07-14,104.2
2015-07-15,108.4
2015-07-16,114.65
2015-07-17,117.35
2015-07-20,122.05
2015-07-21,118.0
2015-07-22,119.1
2015-07-23,110.0
2015-07-24,113.25
2015-07-27,105.55
2015-07-28,108.25
2015-07-29,111.05
2015-07-30,112.75
2015-07-31,110.75
2015-08-03,114.0
2015-08-04,111.45
2015-08-05,111.6
2015-08-06,112.35
2015-08-07,108.35
2015-08-10,113.3
2015-08-11,117.65
2015-08-12,114.2
2015-08-13,113.4
2015-08-14,114.2
2015-08-17,115.1
2015-08-18,116.75
2015-08-19,115.2
2015-08-20,113.2
2015-08-21,114.35
2015-08-24,111.35
2015-08-25,114.15
2015-08-26,113.15
2015-08-27,117.2
2015-08-28,115.25
2015-08-31,115.2
2015-09-01,115.4
2015-09-02,115.15
2015-09-03,115.9
2015-09-04,117.95
2015-09-07,111.1
2015-09-08,107.65
2015-09-09,114.3
2015-09-10,114.35
2015-09-11,111.95
2015-09-14,112.5
2015-09-15,114.15
2015-09-16,114.65
2015-09-18,117.2
2015-09-21,116.5
2015-09-22,117.0
2015-09-23,116.35
2015-09-24,115.35
2015-09-28,114.25
2015-09-29,119.2
2015-09-30,119.25
2015-10-01,119.0
2015-10-05,120.1
2015-10-06,119.1
2015-10-07,121.05
2015-10-08,122.85
2015-10-09,121.5
2015-10-12,124.4
2015-10-13,126.15
2015-10-14,128.15
2015-10-15,130.55
2015-10-16,128.7
2015-10-19,129.35
2015-10-20,130.95
2015-10-21,131.95
2015-10-23,132.35
2015-10-26,132.15
2015-10-27,135.45
2015-10-28,141.5
2015-10-29,144.2
2015-10-30,144.35
2015-11-02,144.25
2015-11-03,144.05
2015-11-04,142.75
2015-11-05,140.45
2015-11-06,139.95
2015-11-09,146.25
2015-11-10,149.25
2015-11-11,149.3
2015-11-13,142.45
2015-11-16,144.55
2015-11-17,144.0
2015-11-18,143.75
2015-11-19,144.0
2015-11-20,148.55
2015-11-23,150.05
2015-11-24,152.6
2015-11-26,157.5
2015-11-27,152.6
2015-11-30,150.1
2015-12-01,152.25
2015-12-02,154.7
2015-12-03,154.55
2015-12-04,147.85
2015-12-07,151.7
2015-12-08,150.0
2015-12-09,145.25
2015-12-10,150.5
2015-12-11,147.85
2015-12-14,148.75
2015-12-15,148.1
2015-12-16,146.65
2015-12-17,148.05
2015-12-18,144.95
2015-12-21,145.2
2015-12-22,141.8
2015-12-23,141.55
2015-12-24,136.85
2015-12-28,136.15
2015-12-29,136.05
2015-12-30,137.35
2015-12-31,140.5
2016-01-01,139.45
2016-01-04,137.25
2016-01-05,140.0
2016-01-06,142.75
2016-01-07,141.0
2016-01-08,139.8
2016-01-11,142.1
2016-01-12,142.95
2016-01-13,137.8
2016-01-14,132.45
2016-01-15,134.0
2016-01-18,127.0
2016-01-19,130.55
2016-01-20,128.3
2016-01-21,127.25
2016-01-22,128.8
2016-01-25,118.5
2016-01-27,118.85
2016-01-28,117.55
2016-01-29,118.5
2016-02-01,116.95
2016-02-02,115.55
2016-02-03,113.05
2016-02-04,112.55
2016-02-05,116.75
2016-02-08,112.6
2016-02-09,110.25
2016-02-10,115.55
2016-02-11,114.5
2016-02-12,115.0
2016-02-15,113.6
2016-02-16,111.8
2016-02-17,110.95
2016-02-18,109.35
2016-02-19,110.05
2016-02-22,112.65
2016-02-23,112.1
2016-02-24,111.0
2016-02-25,109.65
2016-02-26,110.0
2016-02-29,105.85
2016-03-01,108.3
2016-03-02,110.85
2016-03-03,112.6
2016-03-04,114.65
2016-03-08,116.45
2016-03-09,116.7
2016-03-10,114.8
2016-03-11,115.55
2016-03-14,116.15
2016-03-15,115.3
2016-03-16,115.95
2016-03-17,115.8
2016-03-18,115.9
2016-03-21,117.3
2016-03-22,118.4
2016-03-23,122.2
2016-03-28,122.0
2016-03-29,121.6
2016-03-30,122.65
2016-03-31,124.45
2016-04-01,127.35
2016-04-04,127.15
2016-04-05,128.05
2016-04-06,127.8
2016-04-07,129.55
2016-04-08,131.7
2016-04-11,129.1
2016-04-12,129.85
2016-04-13,129.6
2016-04-18,130.15
2016-04-20,128.1
2016-04-21,130.15
2016-04-22,130.35
2016-04-25,129.85
2016-04-26,129.95
2016-04-27,129.1
2016-04-28,123.5
2016-04-29,125.0
2016-05-02,123.7
2016-05-03,121.7
2016-05-04,120.7
2016-05-05,121.65
2016-05-06,121.0
2016-05-09,120.05
2016-05-10,119.8
2016-05-11,115.05
2016-05-12,116.0
2016-05-13,116.05
2016-05-16,116.0
2016-05-17,119.05
2016-05-18,119.6
2016-05-19,115.55
2016-05-20,115.15
2016-05-23,113.0
2016-05-24,112.95
2016-05-25,114.9
2016-05-26,115.75
2016-05-27,114.9
2016-05-30,114.45
2016-05-31,114.8
2016-06-01,114.1
2016-06-02,113.35
2016-06-03,113.95
2016-06-06,113.8
2016-06-07,113.95
2016-06-08,114.75
2016-06-09,113.05
2016-06-10,112.55
2016-06-13,111.9
2016-06-14,109.95
2016-06-15,109.75
2016-06-16,110.35
2016-06-17,111.45
2016-06-20,113.85
2016-06-21,113.4
2016-06-22,112.65
2016-06-23,110.6
2016-06-24,112.1
2016-06-27,115.3
2016-06-28,113.75
2016-06-29,116.6
2016-06-30,115.9
2016-07-01,116.7
2016-07-04,119.4
2016-07-05,118.15
2016-07-07,116.45
2016-07-08,114.75
2016-07-11,114.25
2016-07-12,114.3
2016-07-13,114.2
2016-07-14,115.65
2016-07-15,114.65
2016-07-18,113.0
2016-07-19,112.95
2016-07-20,112.95
2016-07-21,112.6
2016-07-22,113.0
2016-07-25,112.4
2016-07-26,112.3
2016-07-27,110.7
2016-07-28,112.7
2016-07-29,114.45
2016-08-01,113.8
2016-08-02,114.0
2016-08-03,114.0
2016-08-04,114.4
2016-08-05,113.2
2016-08-08,114.0
2016-08-09,114.55
2016-08-10,113.55
2016-08-11,115.4
2016-08-12,114.35
2016-08-16,115.0
2016-08-17,115.65
2016-08-18,118.75
2016-08-19,119.3
2016-08-22,118.85
2016-08-23,118.15
2016-08-24,118.45
2016-08-25,117.6
2016-08-26,117.95
2016-08-29,118.0
2016-08-30,118.35
2016-08-31,117.8
2016-09-01,117.1
2016-09-02,117.5
2016-09-06,118.8
2016-09-07,118.75
2016-09-08,119.7
2016-09-09,132.1
2016-09-12,126.9
2016-09-14,130.2
2016-09-15,130.85
2016-09-16,129.15
2016-09-19,129.75
2016-09-20,127.15
2016-09-21,131.05
2016-09-22,137.5
2016-09-23,138.95
2016-09-26,133.05
2016-09-27,131.5
2016-09-28,131.9
2016-09-29,123.8
2016-09-30,126.2
2016-10-03,135.0
2016-10-04,135.4
2016-10-05,133.5
2016-10-06,131.5
2016-10-07,132.25
2016-10-10,132.35
2016-10-13,126.85
2016-10-14,127.4
2016-10-17,126.25
2016-10-18,129.75
2016-10-19,128.3
2016-10-20,128.55
2016-10-21,131.45
2016-10-24,131.7
2016-10-25,130.35
2016-10-26,126.0
2016-10-27,125.5
2016-10-28,126.7
2016-10-30,127.9
2016-11-01,126.05
2016-11-02,125.55
2016-11-03,124.5
2016-11-04,120.15
2016-11-07,122.95
2016-11-08,123.35
2016-11-09,119.9
2016-11-10,123.15
2016-11-11,119.35
2016-11-15,110.05
2016-11-16,111.5
2016-11-17,110.05
2016-11-18,112.1
2016-11-21,107.7
2016-11-22,107.85
2016-11-23,110.9
2016-11-24,107.3
2016-11-25,108.75
2016-11-28,110.3
2016-11-29,110.5
2016-11-30,111.8
2016-12-01,111.6
2016-12-02,112.35
2016-12-05,112.1
2016-12-06,111.6
2016-12-07,110.85
2016-12-08,111.55
2016-12-09,111.25
2016-12-12,112.25
2016-12-13,110.55
2016-12-14,109.2
2016-12-15,110.7
2016-12-16,111.4
2016-12-19,109.25
2016-12-20,109.05
2016-12-21,106.75
2016-12-22,107.5
2016-12-23,107.45
2016-12-26,107.2
2016-12-27,106.4
2016-12-28,106.2
2016-12-29,106.3
2016-12-30,107.1
2017-01-02,106.95
2017-01-03,107.45
2017-01-04,107.3
2017-01-05,111.35
2017-01-06,110.5
2017-01-09,109.05
2017-01-10,108.15
2017-01-11,108.35
2017-01-12,107.0
2017-01-13,106.45
2017-01-16,107.5
2017-01-17,106.75
2017-01-18,106.1
2017-01-19,106.5
2017-01-20,106.35
2017-01-23,105.3
2017-01-24,105.25
2017-01-25,106.0
2017-01-27,105.75
2017-01-30,105.85
2017-01-31,105.05
2017-02-01,105.4
2017-02-02,108.0
2017-02-03,109.75
2017-02-06,109.1
2017-02-07,106.3
2017-02-08,107.5
2017-02-09,113.1
2017-02-10,114.45
2017-02-13,112.25
2017-02-14,113.9
2017-02-15,109.6
2017-02-16,110.45
2017-02-17,112.25
2017-02-20,110.8
2017-02-21,109.8
2017-02-22,109.75
2017-02-23,109.15
2017-02-27,109.3
2017-02-28,108.8
2017-03-01,109.85
2017-03-02,108.6
2017-03-03,107.95
2017-03-06,108.15
2017-03-07,107.95
2017-03-08,107.2
2017-03-09,107.4
2017-03-10,106.05
2017-03-14,104.35
2017-03-15,104.1
2017-03-16,104.75
2017-03-17,104.75
2017-03-20,104.65
2017-03-21,104.85
2017-03-22,104.95
2017-03-23,105.0
2017-03-24,104.85
2017-03-27,104.45
2017-03-28,104.95
2017-03-29,106.05
2017-03-30,107.9
2017-03-31,108.05
2017-04-03,108.55
2017-04-05,108.65
2017-04-06,110.1
2017-04-07,109.45
2017-04-10,109.65
2017-04-11,110.4
2017-04-12,110.2
2017-04-13,115.8
2017-04-17,116.05
2017-04-18,118.25
2017-04-19,117.35
2017-04-20,117.6
2017-04-21,120.0
2017-04-24,120.05
2017-04-25,119.3
2017-04-26,121.1
2017-04-27,122.1
2017-04-28,120.85
2017-05-02,118.25
2017-05-03,120.1
2017-05-04,118.3
2017-05-05,117.05
2017-05-08,116.1
2017-05-09,112.95
2017-05-10,118.05
2017-05-11,118.7
2017-05-12,116.8
2017-05-15,117.9
2017-05-16,119.95
2017-05-17,118.7
2017-05-18,116.05
2017-05-19,116.05
2017-05-22,115.95
2017-05-23,112.25
2017-05-24,113.65
2017-05-25,122.6
2017-05-26,125.15
2017-05-29,115.35
2017-05-30,114.8
2017-05-31,117.65
2017-06-01,117.35
2017-06-02,122.1
2017-06-05,124.1
2017-06-06,124.85
2017-06-07,127.15
2017-06-08,134.15
2017-06-09,139.75
2017-06-12,136.05
2017-06-13,135.9
2017-06-14,136.0
2017-06-15,135.1
2017-06-16,138.45
2017-06-19,135.05
2017-06-20,134.35
2017-06-21,133.45
2017-06-22,130.6
2017-06-23,131.05
2017-06-27,126.55
2017-06-28,124.05
2017-06-29,123.4
2017-06-30,128.4
2017-07-03,133.3
2017-07-04,134.4
2017-07-05,140.5
2017-07-06,138.65
2017-07-07,135.8
2017-07-10,132.95
2017-07-11,134.15
2017-07-12,137.0
2017-07-13,136.0
2017-07-14,132.1
2017-07-17,129.55
2017-07-18,126.55
2017-07-19,129.25
2017-07-20,128.9
2017-07-21,127.35
2017-07-24,126.6
2017-07-25,128.65
2017-07-26,127.0
2017-07-27,123.35
2017-07-28,122.65
2017-07-31,124.45
2017-08-01,122.15
2017-08-02,121.75
2017-08-03,118.25
2017-08-04,116.8
2017-08-07,116.8
2017-08-08,114.75
2017-08-09,116.15
2017-08-10,112.65
2017-08-11,112.3
2017-08-14,117.45
2017-08-16,118.15
2017-08-17,118.35
2017-08-18,121.95
2017-08-21,117.5
2017-08-22,119.0
2017-08-23,119.0
2017-08-24,118.25
2017-08-28,119.0
2017-08-29,119.55
2017-08-30,119.5
2017-08-31,121.45
2017-09-01,120.05
2017-09-04,121.3
2017-09-05,120.45
2017-09-06,120.2
2017-09-07,121.0
2017-09-08,120.3
2017-09-11,119.7
2017-09-12,121.0
2017-09-13,120.6
2017-09-14,120.35
2017-09-15,119.9
2017-09-18,120.25
2017-09-19,120.3
2017-09-20,123.5
2017-09-21,122.65
2017-09-22,121.9
2017-09-25,119.95
2017-09-26,119.25
2017-09-27,118.85
2017-09-28,119.55
2017-09-29,118.85
2017-10-03,119.85
2017-10-04,119.0
2017-10-05,119.1
2017-10-06,120.15
2017-10-09,121.2
2017-10-10,128.05
2017-10-11,135.75
2017-10-12,139.2
2017-10-13,136.75
2017-10-16,135.6
2017-10-17,133.15
2017-10-18,132.1
2017-10-19,136.9
2017-10-23,134.1
2017-10-24,132.75
2017-10-25,132.35
2017-10-26,133.75
2017-10-27,131.8
2017-10-30,131.35
2017-10-31,138.9
2017-11-01,141.95
2017-11-02,143.75
2017-11-03,141.6
2017-11-06,143.35
2017-11-07,142.9
2017-11-08,143.85
2017-11-09,143.35
2017-11-10,144.05
2017-11-13,145.0
2017-11-14,141.65
2017-11-15,136.95
2017-11-16,140.65
2017-11-17,141.35
2017-11-20,139.45
2017-11-21,137.3
2017-11-22,138.1
2017-11-23,139.25
2017-11-24,139.2
2017-11-27,151.45
2017-11-28,153.7
2017-11-29,152.75
2017-11-30,150.05
2017-12-01,147.0
2017-12-04,145.8
2017-12-05,146.1
2017-12-06,142.1
2017-12-07,147.45
2017-12-08,147.45
2017-12-11,149.35
2017-12-12,149.75
2017-12-13,147.95
2017-12-14,155.75
2017-12-15,157.55
2017-12-18,158.9
2017-12-19,170.65
2017-12-20,174.6
2017-12-21,176.3
2017-12-22,172.0
2017-12-26,175.95
2017-12-27,175.3
2017-12-28,174.0
2017-12-29,172.7
