Date,IOB
2013-08-07,39.7
2013-08-08,40.25
2013-08-12,39.95
2013-08-13,40.95
2013-08-14,41.3
2013-08-16,39.1
2013-08-19,38.6
2013-08-20,39.45
2013-08-21,38.55
2013-08-22,39.15
2013-08-23,39.8
2013-08-26,39.8
2013-08-27,38.5
2013-08-28,38.45
2013-08-29,39.05
2013-08-30,39.55
2013-09-02,40.7
2013-09-03,39.05
2013-09-04,39.95
2013-09-05,42.4
2013-09-06,43.2
2013-09-10,43.5
2013-09-11,45.85
2013-09-12,44.8
2013-09-13,45.8
2013-09-16,45.95
2013-09-17,44.9
2013-09-18,45.6
2013-09-19,49.0
2013-09-20,47.7
2013-09-23,46.35
2013-09-24,45.9
2013-09-25,46.4
2013-09-26,46.25
2013-09-27,45.85
2013-09-30,44.2
2013-10-01,46.1
2013-10-03,48.1
2013-10-04,48.25
2013-10-07,48.5
2013-10-08,48.3
2013-10-09,48.85
2013-10-10,48.8
2013-10-11,49.45
2013-10-14,50.2
2013-10-15,50.0
2013-10-17,49.5
2013-10-18,49.95
2013-10-21,49.95
2013-10-22,50.35
2013-10-23,50.0
2013-10-24,49.5
2013-10-25,47.8
2013-10-28,46.8
2013-10-29,47.8
2013-10-30,47.1
2013-10-31,51.0
2013-11-01,51.95
2013-11-03,53.45
2013-11-05,55.0
2013-11-06,53.55
2013-11-07,51.75
2013-11-08,52.05
2013-11-11,51.85
2013-11-12,51.9
2013-11-13,50.85
2013-11-14,52.05
2013-11-18,53.2
2013-11-19,53.15
2013-11-20,52.2
2013-11-21,51.2
2013-11-22,50.25
2013-11-25,51.7
2013-11-26,50.65
2013-11-27,51.55
2013-11-28,52.2
2013-11-29,51.55
2013-12-02,51.25
2013-12-03,51.0
2013-12-04,50.85
2013-12-05,51.8
2013-12-06,52.0
2013-12-09,52.5
2013-12-10,51.35
2013-12-11,50.9
2013-12-12,50.25
2013-12-13,48.85
2013-12-16,48.55
2013-12-17,47.05
2013-12-18,49.05
2013-12-19,47.85
2013-12-20,49.15
2013-12-23,49.9
2013-12-24,49.95
2013-12-26,52.3
2013-12-27,51.65
2013-12-30,51.35
2013-12-31,51.55
2014-01-01,52.25
2014-01-02,50.95
2014-01-03,51.1
2014-01-06,50.4
2014-01-07,49.9
2014-01-08,51.1
2014-01-09,50.4
2014-01-10,49.15
2014-01-13,49.15
2014-01-14,48.7
2014-01-15,49.1
2014-01-16,49.3
2014-01-17,48.75
2014-01-20,49.2
2014-01-21,49.5
2014-01-22,49.0
2014-01-23,49.2
2014-01-24,47.85
2014-01-27,45.9
2014-01-28,46.15
2014-01-29,43.65
2014-01-30,42.85
2014-01-31,46.35
2014-02-03,44.3
2014-02-04,45.7
2014-02-05,45.45
2014-02-06,46.1
2014-02-07,46.45
2014-02-10,45.45
2014-02-11,45.05
2014-02-12,45.05
2014-02-13,44.4
2014-02-14,44.4
2014-02-17,44.85
2014-02-18,46.05
2014-02-19,45.0
2014-02-20,45.1
2014-02-21,45.8
2014-02-24,46.6
2014-02-25,45.4
2014-02-26,45.1
2014-02-28,45.8
2014-03-03,45.0
2014-03-04,46.45
2014-03-05,47.3
2014-03-06,48.55
2014-03-07,48.65
2014-03-10,49.8
2014-03-11,48.3
2014-03-12,47.45
2014-03-13,47.45
2014-03-14,46.8
2014-03-18,47.25
2014-03-19,47.1
2014-03-20,45.85
2014-03-21,46.45
2014-03-22,47.1
2014-03-24,47.25
2014-03-25,47.3
2014-03-26,47.95
2014-03-27,50.65
2014-03-28,51.9
2014-03-31,50.85
2014-04-01,50.4
2014-04-02,52.9
2014-04-03,52.05
2014-04-04,52.1
2014-04-07,52.5
2014-04-09,53.95
2014-04-10,53.8
2014-04-11,53.35
2014-04-15,51.6
2014-04-16,50.85
2014-04-17,52.1
2014-04-21,53.1
2014-04-22,52.6
2014-04-23,52.55
2014-04-25,54.2
2014-04-28,55.2
2014-04-29,55.1
2014-04-30,61.85
2014-05-02,60.1
2014-05-05,60.0
2014-05-06,58.7
2014-05-07,57.75
2014-05-08,57.6
2014-05-09,60.2
2014-05-12,61.1
2014-05-13,61.8
2014-05-14,66.9
2014-05-15,64.7
2014-05-16,67.35
2014-05-19,71.65
2014-05-20,71.75
2014-05-21,73.7
2014-05-22,74.9
2014-05-23,79.85
2014-05-26,78.35
2014-05-27,77.8
2014-05-28,78.85
2014-05-29,80.15
2014-05-30,77.3
2014-06-02,84.45
2014-06-03,83.4
2014-06-04,87.25
2014-06-05,87.1
2014-06-06,88.75
2014-06-09,88.95
2014-06-10,87.3
2014-06-11,85.35
2014-06-12,84.8
2014-06-13,80.45
2014-06-16,80.5
2014-06-17,82.65
2014-06-18,79.85
2014-06-19,79.0
2014-06-20,76.55
2014-06-23,78.0
2014-06-24,79.3
2014-06-25,78.5
2014-06-26,78.7
2014-06-27,76.4
2014-06-30,81.6
2014-07-01,80.3
2014-07-02,81.05
2014-07-03,83.35
2014-07-04,84.65
2014-07-07,83.1
2014-07-08,76.3
2014-07-09,74.45
2014-07-10,73.65
2014-07-11,68.95
2014-07-14,70.65
2014-07-15,72.4
2014-07-16,73.7
2014-07-17,74.6
2014-07-18,72.7
2014-07-21,72.05
2014-07-22,73.0
2014-07-23,72.4
2014-07-24,72.0
2014-07-25,70.05
2014-07-28,70.8
2014-07-30,70.95
2014-07-31,70.15
2014-08-01,69.75
2014-08-04,69.9
2014-08-05,70.35
2014-08-06,68.7
2014-08-07,67.85
2014-08-08,65.35
2014-08-11,65.75
2014-08-12,66.45
2014-08-13,63.25
2014-08-14,63.95
2014-08-18,65.6
2014-08-19,65.95
2014-08-20,64.0
2014-08-21,65.25
2014-08-22,66.25
2014-08-25,63.7
2014-08-26,62.9
2014-08-27,62.5
2014-08-28,60.8
2014-09-01,62.8
2014-09-02,62.1
2014-09-03,61.9
2014-09-04,60.4
2014-09-05,59.65
2014-09-08,60.1
2014-09-09,61.0
2014-09-10,62.7
2014-09-11,63.9
2014-09-12,64.5
2014-09-15,65.1
2014-09-16,60.9
2014-09-17,61.4
2014-09-18,63.2
2014-09-19,61.05
2014-09-22,61.25
2014-09-23,59.65
2014-09-24,59.2
2014-09-25,55.95
2014-09-26,58.35
2014-09-29,57.95
2014-09-30,56.85
2014-10-01,56.65
2014-10-07,56.05
2014-10-08,56.7
2014-10-09,58.6
2014-10-10,57.2
2014-10-13,58.15
2014-10-14,58.9
2014-10-16,57.25
2014-10-17,58.7
2014-10-20,59.55
2014-10-21,60.35
2014-10-22,60.7
2014-10-23,60.65
2014-10-27,61.0
2014-10-28,60.85
2014-10-29,59.55
2014-10-30,57.25
2014-10-31,58.85
2014-11-03,60.05
2014-11-05,58.2
2014-11-07,58.0
2014-11-10,57.9
2014-11-11,59.35
2014-11-12,58.4
2014-11-13,57.6
2014-11-14,57.95
2014-11-17,58.55
2014-11-18,59.3
2014-11-19,57.6
2014-11-20,56.65
2014-11-21,56.75
2014-11-24,56.85
2014-11-25,55.0
2014-11-26,55.1
2014-11-27,56.45
2014-11-28,57.35
2014-12-01,56.5
2014-12-02,57.9
2014-12-03,59.8
2014-12-04,61.9
2014-12-05,62.0
2014-12-08,60.55
2014-12-09,58.7
2014-12-10,62.15
2014-12-11,61.7
2014-12-12,60.35
2014-12-15,59.85
2014-12-16,55.45
2014-12-17,54.8
2014-12-18,56.7
2014-12-19,56.5
2014-12-22,57.15
2014-12-23,56.65
2014-12-24,57.6
2014-12-26,60.1
2014-12-29,59.95
2014-12-30,61.4
2014-12-31,62.2
2015-01-01,63.75
2015-01-02,63.85
2015-01-05,62.55
2015-01-06,59.45
2015-01-07,59.05
2015-01-08,60.35
2015-01-09,59.85
2015-01-12,60.75
2015-01-13,59.6
2015-01-14,59.0
2015-01-15,61.2
2015-01-16,60.0
2015-01-19,60.5
2015-01-20,60.75
2015-01-21,60.65
2015-01-22,59.45
2015-01-23,59.4
2015-01-27,59.25
2015-01-28,59.0
2015-01-29,59.55
2015-01-30,56.9
2015-02-02,58.65
2015-02-03,56.4
2015-02-04,55.7
2015-02-05,50.25
2015-02-06,50.15
2015-02-09,49.1
2015-02-10,48.1
2015-02-11,48.85
2015-02-12,47.3
2015-02-13,48.2
2015-02-16,47.7
2015-02-18,47.8
2015-02-19,47.45
2015-02-20,49.6
2015-02-23,48.25
2015-02-24,48.35
2015-02-25,48.15
2015-02-26,46.45
2015-02-27,48.55
2015-02-28,49.1
2015-03-02,49.1
2015-03-03,49.95
2015-03-04,47.65
2015-03-05,47.65
2015-03-09,46.5
2015-03-10,45.65
2015-03-11,46.3
2015-03-12,46.55
2015-03-13,43.55
2015-03-16,43.7
2015-03-17,43.7
2015-03-18,44.05
2015-03-19,43.45
2015-03-20,43.1
2015-03-23,42.6
2015-03-24,41.65
2015-03-25,41.4
2015-03-26,42.9
2015-03-27,41.6
2015-03-30,42.7
2015-03-31,42.35
2015-04-01,42.8
2015-04-06,42.5
2015-04-07,42.75
2015-04-08,43.25
2015-04-09,44.65
2015-04-10,45.1
2015-04-13,46.05
2015-04-15,46.3
2015-04-16,45.75
2015-04-17,45.35
2015-04-20,44.2
2015-04-21,44.4
2015-04-22,43.9
2015-04-23,43.7
2015-04-24,42.7
2015-04-27,42.2
2015-04-28,42.65
2015-04-29,42.8
2015-04-30,44.35
2015-05-04,45.05
2015-05-05,44.8
2015-05-06,42.7
2015-05-07,41.2
2015-05-08,40.5
2015-05-11,42.0
2015-05-12,40.95
2015-05-13,41.4
2015-05-14,42.55
2015-05-15,42.45
2015-05-18,42.4
2015-05-19,42.8
2015-05-20,42.45
2015-05-21,42.05
2015-05-22,42.1
2015-05-25,41.85
2015-05-26,41.6
2015-05-27,42.75
2015-05-28,43.0
2015-05-29,43.2
2015-06-01,42.75
2015-06-02,41.15
2015-06-03,39.8
2015-06-04,38.75
2015-06-05,38.25
2015-06-08,37.25
2015-06-09,37.3
2015-06-10,37.55
2015-06-11,36.65
2015-06-12,36.75
2015-06-15,36.35
2015-06-16,36.75
2015-06-17,36.9
2015-06-18,37.1
2015-06-19,37.7
2015-06-22,38.75
2015-06-23,38.9
2015-06-24,38.55
2015-06-25,38.85
2015-06-26,38.0
2015-06-29,36.95
2015-06-30,37.05
2015-07-01,37.9
2015-07-02,37.35
2015-07-03,37.4
2015-07-06,37.7
2015-07-07,38.05
2015-07-08,37.4
2015-07-09,37.75
2015-07-10,38.4
2015-07-13,38.65
2015-07-14,38.55
2015-07-15,38.2
2015-07-16,39.1
2015-07-17,39.65
2015-07-20,39.15
2015-07-21,38.7
2015-07-22,38.75
2015-07-23,38.7
2015-07-24,38.1
2015-07-27,35.65
2015-07-28,35.7
2015-07-29,35.9
2015-07-30,36.5
2015-07-31,38.0
2015-08-03,38.5
2015-08-04,39.6
2015-08-05,39.05
2015-08-06,39.5
2015-08-07,39.0
2015-08-10,37.95
2015-08-11,37.4
2015-08-12,36.75
2015-08-13,36.7
2015-08-14,38.65
2015-08-17,40.25
2015-08-18,39.75
2015-08-19,38.95
2015-08-20,38.1
2015-08-21,37.85
2015-08-24,35.9
2015-08-25,35.25
2015-08-26,35.45
2015-08-27,37.5
2015-08-28,35.35
2015-08-31,34.8
2015-09-01,34.2
2015-09-02,34.05
2015-09-03,34.15
2015-09-04,33.65
2015-09-07,33.05
2015-09-08,33.3
2015-09-09,34.0
2015-09-10,33.7
2015-09-11,33.85
2015-09-14,35.0
2015-09-15,34.7
2015-09-16,34.9
2015-09-18,35.55
2015-09-21,35.85
2015-09-22,35.05
2015-09-23,36.05
2015-09-24,36.45
2015-09-28,36.5
2015-09-29,36.2
2015-09-30,36.25
2015-10-01,36.85
2015-10-05,37.45
2015-10-06,37.1
2015-10-07,37.35
2015-10-08,37.65
2015-10-09,37.3
2015-10-12,37.45
2015-10-13,37.15
2015-10-14,37.15
2015-10-15,37.15
2015-10-16,36.6
2015-10-19,36.6
2015-10-20,36.5
2015-10-21,36.3
2015-10-23,35.85
2015-10-26,35.25
2015-10-27,35.5
2015-10-28,35.35
2015-10-29,36.2
2015-10-30,35.0
2015-11-02,31.0
2015-11-03,30.65
2015-11-04,30.85
2015-11-05,30.45
2015-11-06,30.6
2015-11-09,30.65
2015-11-10,30.65
2015-11-11,30.85
2015-11-13,30.5
2015-11-16,30.85
2015-11-17,30.7
2015-11-18,30.4
2015-11-19,30.9
2015-11-20,30.85
2015-11-23,30.7
2015-11-24,31.85
2015-11-26,32.0
2015-11-27,32.25
2015-11-30,32.25
2015-12-01,33.1
2015-12-02,32.6
2015-12-03,32.2
2015-12-04,31.45
2015-12-07,31.3
2015-12-08,30.7
2015-12-09,30.7
2015-12-10,30.75
2015-12-11,30.5
2015-12-14,30.8
2015-12-15,30.6
2015-12-16,30.55
2015-12-17,31.0
2015-12-18,30.8
2015-12-21,30.9
2015-12-22,30.55
2015-12-23,30.9
2015-12-24,30.8
2015-12-28,30.7
2015-12-29,30.95
2015-12-30,30.95
2015-12-31,31.05
2016-01-01,31.35
2016-01-04,30.65
2016-01-05,30.9
2016-01-06,30.7
2016-01-07,29.5
2016-01-08,29.7
2016-01-11,29.55
2016-01-12,29.0
2016-01-13,28.2
2016-01-14,27.95
2016-01-15,26.55
2016-01-18,25.9
2016-01-19,26.0
2016-01-20,25.1
2016-01-21,25.0
2016-01-22,25.95
2016-01-25,25.85
2016-01-27,26.0
2016-01-28,25.4
2016-01-29,25.3
2016-02-01,24.9
2016-02-02,24.8
2016-02-03,24.2
2016-02-04,24.3
2016-02-05,25.25
2016-02-08,25.7
2016-02-09,25.0
2016-02-10,23.45
2016-02-11,23.0
2016-02-12,22.7
2016-02-15,23.65
2016-02-16,23.9
2016-02-17,23.85
2016-02-18,23.9
2016-02-19,24.05
2016-02-22,23.9
2016-02-23,23.5
2016-02-24,23.65
2016-02-25,24.2
2016-02-26,24.0
2016-02-29,24.25
2016-03-01,24.95
2016-03-02,26.2
2016-03-03,26.05
2016-03-04,27.0
2016-03-08,27.45
2016-03-09,27.05
2016-03-10,26.85
2016-03-11,26.35
2016-03-14,27.05
2016-03-15,27.05
2016-03-16,27.45
2016-03-17,27.5
2016-03-18,27.9
2016-03-21,28.65
2016-03-22,28.75
2016-03-23,28.3
2016-03-28,28.15
2016-03-29,27.6
2016-03-30,29.3
2016-03-31,30.25
2016-04-01,31.25
2016-04-04,31.05
2016-04-05,30.4
2016-04-06,30.1
2016-04-07,29.9
2016-04-08,30.0
2016-04-11,30.95
2016-04-12,30.55
2016-04-13,30.8
2016-04-18,30.45
2016-04-20,31.55
2016-04-21,31.7
2016-04-22,31.95
2016-04-25,31.75
2016-04-26,31.9
2016-04-27,31.6
2016-04-28,31.25
2016-04-29,31.3
2016-05-02,31.5
2016-05-03,31.0
2016-05-04,29.85
2016-05-05,29.7
2016-05-06,29.75
2016-05-09,30.25
2016-05-10,30.15
2016-05-11,29.65
2016-05-12,29.6
2016-05-13,29.3
2016-05-16,29.25
2016-05-17,29.65
2016-05-18,30.05
2016-05-19,29.15
2016-05-20,28.8
2016-05-23,28.35
2016-05-24,27.8
2016-05-25,29.05
2016-05-26,28.0
2016-05-27,27.55
2016-05-30,27.25
2016-05-31,27.0
2016-06-01,26.15
2016-06-02,26.0
2016-06-03,25.9
2016-06-06,26.05
2016-06-07,26.15
2016-06-08,26.25
2016-06-09,26.7
2016-06-10,26.55
2016-06-13,25.8
2016-06-14,26.35
2016-06-15,26.05
2016-06-16,26.3
2016-06-17,27.3
2016-06-20,27.45
2016-06-21,27.1
2016-06-22,26.9
2016-06-23,27.0
2016-06-24,25.75
2016-06-27,26.5
2016-06-28,26.8
2016-06-29,27.05
2016-06-30,27.3
2016-07-01,27.15
2016-07-04,27.9
2016-07-05,27.9
2016-07-07,28.0
2016-07-08,27.85
2016-07-11,28.45
2016-07-12,28.15
2016-07-13,27.75
2016-07-14,28.1
2016-07-15,27.9
2016-07-18,27.65
2016-07-19,28.0
2016-07-20,28.0
2016-07-21,27.55
2016-07-22,27.1
2016-07-25,27.35
2016-07-26,27.35
2016-07-27,27.25
2016-07-28,27.25
2016-07-29,27.4
2016-08-01,27.0
2016-08-02,26.9
2016-08-03,26.65
2016-08-04,26.75
2016-08-05,27.55
2016-08-08,27.5
2016-08-09,27.25
2016-08-10,26.45
2016-08-11,26.2
2016-08-12,26.3
2016-08-16,26.25
2016-08-17,26.3
2016-08-18,26.4
2016-08-19,26.65
2016-08-22,26.7
2016-08-23,26.5
2016-08-24,26.55
2016-08-25,26.35
2016-08-26,26.4
2016-08-29,26.4
2016-08-30,26.75
2016-08-31,26.6
2016-09-01,26.25
2016-09-02,26.4
2016-09-06,26.4
2016-09-07,26.9
2016-09-08,28.4
2016-09-09,28.0
2016-09-12,27.05
2016-09-14,27.5
2016-09-15,27.4
2016-09-16,27.35
2016-09-19,27.1
2016-09-20,27.0
2016-09-21,26.95
2016-09-22,27.2
2016-09-23,26.75
2016-09-26,26.5
2016-09-27,26.3
2016-09-28,26.8
2016-09-29,25.25
2016-09-30,25.45
2016-10-03,25.9
2016-10-04,26.1
2016-10-05,26.0
2016-10-06,25.7
2016-10-07,25.75
2016-10-10,25.75
2016-10-13,25.35
2016-10-14,25.25
2016-10-17,25.15
2016-10-18,25.3
2016-10-19,25.3
2016-10-20,25.85
2016-10-21,25.6
2016-10-24,25.7
2016-10-25,25.7
2016-10-26,25.9
2016-10-27,25.65
2016-10-28,26.65
2016-10-30,26.55
2016-11-01,26.65
2016-11-02,26.2
2016-11-03,25.85
2016-11-04,25.35
2016-11-07,25.5
2016-11-08,25.45
2016-11-09,24.55
2016-11-10,26.7
2016-11-11,25.85
2016-11-15,26.15
2016-11-16,25.9
2016-11-17,25.75
2016-11-18,25.75
2016-11-21,25.25
2016-11-22,25.05
2016-11-23,24.65
2016-11-24,24.65
2016-11-25,25.0
2016-11-28,24.9
2016-11-29,25.1
2016-11-30,25.25
2016-12-01,25.05
2016-12-02,24.9
2016-12-05,24.9
2016-12-06,25.2
2016-12-07,24.85
2016-12-08,24.3
2016-12-09,24.65
2016-12-12,24.85
2016-12-13,25.15
2016-12-14,25.1
2016-12-15,25.2
2016-12-16,25.15
2016-12-19,24.85
2016-12-20,24.9
2016-12-21,25.05
2016-12-22,24.9
2016-12-23,24.9
2016-12-26,24.15
2016-12-27,24.1
2016-12-28,24.05
2016-12-29,24.05
2016-12-30,24.25
2017-01-02,24.15
2017-01-03,24.4
2017-01-04,24.3
2017-01-05,24.55
2017-01-06,24.55
2017-01-09,24.75
2017-01-10,24.6
2017-01-11,25.2
2017-01-12,25.05
2017-01-13,25.4
2017-01-16,25.55
2017-01-17,25.65
2017-01-18,25.75
2017-01-19,25.6
2017-01-20,25.3
2017-01-23,25.3
2017-01-24,25.4
2017-01-25,26.0
2017-01-27,26.15
2017-01-30,26.2
2017-01-31,25.85
2017-02-01,26.1
2017-02-02,27.1
2017-02-03,28.2
2017-02-06,27.9
2017-02-07,28.55
2017-02-08,27.95
2017-02-09,27.1
2017-02-10,27.1
2017-02-13,26.45
2017-02-14,26.4
2017-02-15,25.6
2017-02-16,26.95
2017-02-17,26.5
2017-02-20,27.0
2017-02-21,27.1
2017-02-22,26.9
2017-02-23,27.2
2017-02-27,26.65
2017-02-28,26.8
2017-03-01,27.7
2017-03-02,27.05
2017-03-03,27.0
2017-03-06,27.15
2017-03-07,26.8
2017-03-08,26.55
2017-03-09,26.5
2017-03-10,26.5
2017-03-14,26.6
2017-03-15,26.75
2017-03-16,27.0
2017-03-17,26.8
2017-03-20,26.9
2017-03-21,26.65
2017-03-22,26.4
2017-03-23,26.7
2017-03-24,26.75
2017-03-27,26.3
2017-03-28,26.45
2017-03-29,26.45
2017-03-30,26.4
2017-03-31,26.65
2017-04-03,26.85
2017-04-05,27.55
2017-04-06,27.5
2017-04-07,27.35
2017-04-10,27.8
2017-04-11,28.25
2017-04-12,27.9
2017-04-13,28.5
2017-04-17,27.75
2017-04-18,28.1
2017-04-19,28.15
2017-04-20,28.15
2017-04-21,28.15
2017-04-24,28.4
2017-04-25,28.2
2017-04-26,27.95
2017-04-27,27.85
2017-04-28,29.0
2017-05-02,29.15
2017-05-03,28.95
2017-05-04,31.5
2017-05-05,30.6
2017-05-08,30.6
2017-05-09,30.45
2017-05-10,30.65
2017-05-11,30.2
2017-05-12,29.95
2017-05-15,29.35
2017-05-16,29.95
2017-05-17,29.7
2017-05-18,27.75
2017-05-19,27.6
2017-05-22,26.9
2017-05-23,26.0
2017-05-24,25.25
2017-05-25,25.75
2017-05-26,25.9
2017-05-29,25.3
2017-05-30,25.55
2017-05-31,26.5
2017-06-01,26.25
2017-06-02,26.15
2017-06-05,25.9
2017-06-06,25.65
2017-06-07,25.65
2017-06-08,25.6
2017-06-09,25.45
2017-06-12,25.75
2017-06-13,25.4
2017-06-14,26.65
2017-06-15,26.25
2017-06-16,26.7
2017-06-19,25.9
2017-06-20,25.65
2017-06-21,25.6
2017-06-22,25.5
2017-06-23,25.05
2017-06-27,24.8
2017-06-28,24.8
2017-06-29,24.8
2017-06-30,24.7
2017-07-03,24.9
2017-07-04,24.7
2017-07-05,24.8
2017-07-06,25.45
2017-07-07,25.4
2017-07-10,25.8
2017-07-11,25.2
2017-07-12,25.75
2017-07-13,25.5
2017-07-14,25.4
2017-07-17,25.3
2017-07-18,25.5
2017-07-19,25.3
2017-07-20,24.95
2017-07-21,24.8
2017-07-24,24.95
2017-07-25,26.0
2017-07-26,25.65
2017-07-27,25.45
2017-07-28,25.35
2017-07-31,24.95
2017-08-01,25.15
2017-08-02,25.0
2017-08-03,24.6
2017-08-04,24.55
2017-08-07,24.65
2017-08-08,24.2
2017-08-09,23.95
2017-08-10,23.1
2017-08-11,22.5
2017-08-14,22.65
2017-08-16,22.75
2017-08-17,22.75
2017-08-18,22.6
2017-08-21,22.55
2017-08-22,22.45
2017-08-23,23.1
2017-08-24,22.95
2017-08-28,22.95
2017-08-29,22.6
2017-08-30,22.8
2017-08-31,22.5
2017-09-01,22.7
2017-09-04,22.6
2017-09-05,22.55
2017-09-06,22.75
2017-09-07,22.65
2017-09-08,22.6
2017-09-11,22.45
2017-09-12,23.55
2017-09-13,24.4
2017-09-14,23.7
2017-09-15,23.5
2017-09-18,23.15
2017-09-19,23.2
2017-09-20,23.2
2017-09-21,23.05
2017-09-22,22.8
2017-09-25,22.55
2017-09-26,22.55
2017-09-27,22.5
2017-09-28,22.4
2017-09-29,22.2
2017-10-03,22.35
2017-10-04,22.35
2017-10-05,22.45
2017-10-06,22.4
2017-10-09,22.3
2017-10-10,22.3
2017-10-11,22.15
2017-10-12,22.15
2017-10-13,22.15
2017-10-16,22.05
2017-10-17,22.3
2017-10-18,22.3
2017-10-19,22.15
2017-10-23,22.05
2017-10-24,22.45
2017-10-25,26.9
2017-10-26,27.1
2017-10-27,25.9
2017-10-30,26.25
2017-10-31,25.25
2017-11-01,25.75
2017-11-02,26.1
2017-11-03,26.15
2017-11-06,26.0
2017-11-07,25.35
2017-11-08,24.9
2017-11-09,24.85
2017-11-10,24.75
2017-11-13,23.95
2017-11-14,23.65
2017-11-15,23.4
2017-11-16,23.75
2017-11-17,23.3
2017-11-20,24.05
2017-11-21,24.15
2017-11-22,24.35
2017-11-23,24.45
2017-11-24,24.25
2017-11-27,24.15
2017-11-28,24.3
2017-11-29,24.25
2017-11-30,24.0
2017-12-01,23.75
2017-12-04,23.55
2017-12-05,23.1
2017-12-06,23.15
2017-12-07,23.4
2017-12-08,23.35
2017-12-11,23.4
2017-12-12,23.0
2017-12-13,22.75
2017-12-14,22.45
2017-12-15,22.7
2017-12-18,22.9
2017-12-19,22.55
2017-12-20,22.45
2017-12-21,22.45
2017-12-22,22.4
2017-12-26,22.35
2017-12-27,22.3
2017-12-28,22.55
2017-12-29,22.1
