Date,NAVINFLUOR
2013-12-03,253.45
2013-12-04,261.5
2013-12-05,257.6
2013-12-06,255.05
2013-12-09,251.6
2013-12-10,249.0
2013-12-11,244.35
2013-12-12,245.55
2013-12-13,242.95
2013-12-16,240.5
2013-12-17,240.7
2013-12-18,253.15
2013-12-19,255.05
2013-12-20,265.05
2013-12-23,280.05
2013-12-24,271.3
2013-12-26,265.3
2013-12-27,264.35
2013-12-30,264.15
2013-12-31,262.2
2014-01-01,262.3
2014-01-02,261.05
2014-01-03,259.05
2014-01-06,276.6
2014-01-07,270.1
2014-01-08,282.9
2014-01-09,272.4
2014-01-10,266.1
2014-01-13,277.65
2014-01-14,291.65
2014-01-15,294.55
2014-01-16,289.1
2014-01-17,278.8
2014-01-20,278.3
2014-01-21,277.3
2014-01-22,276.65
2014-01-23,282.85
2014-01-24,276.3
2014-01-27,267.85
2014-01-28,274.9
2014-01-29,283.95
2014-01-30,284.7
2014-01-31,275.5
2014-02-03,270.0
2014-02-04,266.75
2014-02-05,264.4
2014-02-06,265.95
2014-02-07,262.85
2014-02-10,262.05
2014-02-11,261.05
2014-02-12,261.65
2014-02-13,259.9
2014-02-14,261.25
2014-02-17,258.2
2014-02-18,259.0
2014-02-19,257.75
2014-02-20,257.45
2014-02-21,285.55
2014-02-24,287.75
2014-02-25,285.7
2014-02-26,282.5
2014-02-28,277.65
2014-03-03,280.2
2014-03-04,278.85
2014-03-05,280.75
2014-03-06,282.5
2014-03-07,279.0
2014-03-10,280.6
2014-03-11,283.1
2014-03-12,282.05
2014-03-13,285.6
2014-03-14,280.55
2014-03-18,280.5
2014-03-19,282.4
2014-03-20,281.3
2014-03-21,282.0
2014-03-22,282.95
2014-03-24,293.15
2014-03-25,289.3
2014-03-26,283.4
2014-03-27,340.05
2014-03-28,343.65
2014-03-31,348.2
2014-04-01,347.5
2014-04-02,346.3
2014-04-03,339.35
2014-04-04,338.8
2014-04-07,355.5
2014-04-09,352.8
2014-04-10,357.7
2014-04-11,364.85
2014-04-15,358.8
2014-04-16,364.9
2014-04-17,373.7
2014-04-21,376.55
2014-04-22,380.25
2014-04-23,383.15
2014-04-25,388.8
2014-04-28,383.9
2014-04-29,384.4
2014-04-30,374.8
2014-05-02,367.5
2014-05-05,381.8
2014-05-06,384.15
2014-05-07,388.3
2014-05-08,386.0
2014-05-09,388.5
2014-05-12,382.3
2014-05-13,377.7
2014-05-14,394.1
2014-05-15,387.9
2014-05-16,386.8
2014-05-19,399.35
2014-05-20,421.3
2014-05-21,419.0
2014-05-22,407.4
2014-05-23,425.75
2014-05-26,404.55
2014-05-27,410.45
2014-05-28,409.2
2014-05-29,420.05
2014-05-30,413.2
2014-06-02,427.65
2014-06-03,427.95
2014-06-04,484.2
2014-06-05,490.9
2014-06-06,504.75
2014-06-09,531.25
2014-06-10,579.2
2014-06-11,598.85
2014-06-12,578.4
2014-06-13,574.55
2014-06-16,541.45
2014-06-17,551.75
2014-06-18,589.85
2014-06-19,635.95
2014-06-20,606.05
2014-06-23,606.8
2014-06-24,632.95
2014-06-25,619.45
2014-06-26,609.5
2014-06-27,624.75
2014-08-06,603.1
2014-08-07,592.0
2014-08-08,593.15
2014-08-11,576.25
2014-08-12,570.2
2014-08-13,564.65
2014-08-14,576.15
2014-08-18,581.4
2014-08-19,610.45
2014-08-20,612.65
2014-08-21,610.2
2014-08-22,604.6
2014-08-25,609.55
2014-08-26,584.65
2014-08-27,593.3
2014-08-28,598.8
2014-09-01,622.2
2014-09-02,633.05
2014-09-03,636.7
2014-09-04,652.8
2014-09-05,678.3
2014-09-08,681.55
2014-09-09,679.0
2014-09-10,690.35
2014-09-11,694.95
2014-09-12,696.8
2014-09-15,692.5
2014-09-16,685.9
2014-09-17,671.7
2014-09-18,672.6
2014-09-19,678.8
2014-09-22,674.9
2014-09-23,663.2
2014-09-24,653.5
2014-09-25,642.05
2014-09-26,629.85
2014-09-29,631.3
2014-09-30,643.85
2014-10-01,637.05
2014-10-07,604.55
2014-10-08,613.4
2014-10-09,616.65
2014-10-10,634.2
2014-10-13,620.0
2014-10-14,610.35
2014-10-16,603.0
2014-10-17,596.05
2014-10-20,595.35
2014-10-21,593.4
2014-10-22,578.4
2014-10-23,591.6
2014-10-27,595.15
2014-10-28,590.75
2014-10-29,597.7
2014-10-30,608.85
2014-10-31,610.3
2014-11-03,611.35
2014-11-05,622.0
2014-11-07,600.55
2014-11-10,599.1
2014-11-11,596.2
2014-11-12,587.5
2014-11-13,584.85
2014-11-14,583.55
2014-11-17,587.1
2014-11-18,599.8
2014-11-19,593.4
2014-11-20,582.7
2014-11-21,587.1
2014-11-24,582.55
2014-11-25,573.35
2014-11-26,577.25
2014-11-27,579.95
2014-11-28,578.55
2014-12-01,572.55
2014-12-02,574.9
2014-12-03,570.55
2014-12-04,572.2
2014-12-05,587.3
2014-12-08,592.4
2014-12-09,585.6
2014-12-10,587.55
2014-12-11,584.2
2014-12-12,585.4
2014-12-15,584.95
2014-12-16,573.6
2014-12-17,564.9
2014-12-18,571.95
2014-12-19,567.25
2014-12-22,569.7
2014-12-23,584.65
2014-12-24,579.9
2014-12-26,586.4
2014-12-29,588.6
2014-12-30,587.0
2014-12-31,612.2
2015-01-01,639.95
2015-01-02,650.45
2015-01-05,650.15
2015-01-06,638.2
2015-01-07,660.65
2015-01-08,657.0
2015-01-09,664.25
2015-01-12,660.05
2015-01-13,645.9
2015-01-14,644.2
2015-01-15,646.25
2015-01-16,652.7
2015-01-19,661.1
2015-01-20,653.1
2015-01-21,736.85
2015-01-22,737.55
2015-01-23,718.65
2015-01-27,718.4
2015-01-28,710.65
2015-01-29,726.85
2015-01-30,729.65
2015-02-02,712.95
2015-02-03,713.1
2015-02-04,726.4
2015-02-05,704.75
2015-02-06,685.85
2015-02-09,651.5
2015-02-10,676.95
2015-02-11,687.3
2015-02-12,690.4
2015-02-13,698.3
2015-02-16,692.55
2015-02-18,688.7
2015-02-19,689.05
2015-02-20,700.35
2015-02-23,699.35
2015-02-24,700.1
2015-02-25,705.4
2015-02-26,700.25
2015-02-27,709.15
2015-02-28,701.75
2015-03-02,722.75
2015-03-03,746.0
2015-03-04,752.2
2015-03-05,829.45
2015-03-09,803.5
2015-03-10,837.2
2015-03-11,836.65
2015-03-12,844.9
2015-03-13,830.0
2015-03-16,819.65
2015-03-17,857.25
2015-03-18,832.15
2015-03-19,845.4
2015-03-20,797.5
2015-03-23,762.95
2015-03-24,770.1
2015-03-25,775.55
2015-03-26,785.6
2015-03-27,800.35
2015-03-30,827.25
2015-03-31,835.55
2015-04-01,850.95
2015-04-06,852.15
2015-04-07,859.4
2015-04-08,851.4
2015-04-09,869.45
2015-04-10,885.3
2015-04-13,911.3
2015-04-15,937.75
2015-04-16,920.3
2015-04-17,905.25
2015-04-20,897.85
2015-04-21,891.2
2015-04-22,926.45
2015-04-23,908.1
2015-04-24,860.6
2015-04-27,828.05
2015-04-28,873.25
2015-04-29,843.4
2015-04-30,830.35
2015-05-04,821.9
2015-05-05,815.65
2015-05-06,810.65
2015-05-07,783.95
2015-05-08,810.9
2015-05-11,793.8
2015-05-12,801.2
2015-05-13,810.1
2015-05-14,814.9
2015-05-15,814.95
2015-05-18,825.2
2015-05-19,835.2
2015-05-20,866.8
2015-05-21,865.35
2015-05-22,881.55
2015-05-25,876.3
2015-05-26,864.3
2015-05-27,873.65
2015-05-28,900.7
2015-05-29,908.5
2015-06-01,915.9
2015-06-02,925.4
2015-06-03,896.35
2015-06-04,884.15
2015-06-05,895.8
2015-06-08,893.85
2015-06-09,887.25
2015-06-10,896.5
2015-06-11,882.75
2015-06-12,877.2
2015-06-15,875.6
2015-06-16,877.25
2015-06-17,914.2
2015-06-18,914.7
2015-06-19,914.35
2015-06-22,910.35
2015-06-23,915.35
2015-06-24,950.3
2015-06-25,971.9
2015-06-26,975.5
2015-06-29,953.1
2015-06-30,973.0
2015-07-01,1049.15
2015-07-02,1051.45
2015-07-03,1132.05
2015-07-06,1140.9
2015-07-07,1166.4
2015-07-08,1179.25
2015-07-09,1135.1
2015-07-10,1097.4
2015-07-13,1101.15
2015-07-14,1106.6
2015-07-15,1085.35
2015-07-16,1100.2
2015-07-17,1134.25
2015-07-20,1116.95
2015-07-21,1079.0
2015-07-22,1108.65
2015-07-23,1097.65
2015-07-24,1106.05
2015-07-27,1090.35
2015-07-28,1093.75
2015-07-29,1163.1
2015-07-30,1259.85
2015-07-31,1287.05
2015-08-03,1364.65
2015-08-04,1381.6
2015-08-05,1331.1
2015-08-06,1305.85
2015-08-07,1342.95
2015-08-10,1342.7
2015-08-11,1310.65
2015-08-12,1324.35
2015-08-13,1305.35
2015-08-14,1282.15
2015-08-17,1298.8
2015-08-18,1363.75
2015-08-19,1409.35
2015-08-20,1350.3
2015-08-21,1377.25
2015-08-24,1155.6
2015-08-25,1162.3
2015-08-26,1197.8
2015-08-27,1240.6
2015-08-28,1205.35
2015-08-31,1200.9
2015-09-01,1218.05
2015-09-02,1203.05
2015-09-03,1233.0
2015-09-04,1222.4
2015-09-07,1182.0
2015-09-08,1161.75
2015-09-09,1165.2
2015-09-10,1171.55
2015-09-11,1150.55
2015-09-14,1152.55
2015-09-15,1190.0
2015-09-16,1200.3
2015-09-18,1229.35
2015-09-21,1205.9
2015-09-22,1210.65
2015-09-23,1187.95
2015-09-24,1191.65
2015-09-28,1200.8
2015-09-29,1184.15
2015-09-30,1214.75
2015-10-01,1252.55
2015-10-05,1323.1
2015-10-06,1309.1
2015-10-07,1282.35
2015-10-08,1275.8
2015-10-09,1310.85
2015-10-12,1308.0
2015-10-13,1311.8
2015-10-14,1330.1
2015-10-15,1313.0
2015-10-16,1319.95
2015-10-19,1321.8
2015-10-20,1331.3
2015-10-21,1367.65
2015-10-23,1369.55
2015-10-26,1368.1
2015-10-27,1384.55
2015-10-28,1654.95
2015-10-29,1578.7
2015-10-30,1615.85
2015-11-02,1772.65
2015-11-03,1780.7
2015-11-04,1720.2
2015-11-05,1681.4
2015-11-06,1691.05
2015-11-09,1745.65
2015-11-10,1756.15
2015-11-11,1747.35
2015-11-13,1717.15
2015-11-16,1817.35
2015-11-17,1975.55
2015-11-18,1947.6
2015-11-19,1856.75
2015-11-20,1825.4
2015-11-23,1936.0
2015-11-24,1918.8
2015-11-26,1885.4
2015-11-27,1884.35
2015-11-30,1841.95
2015-12-01,1892.9
2015-12-02,1869.65
2015-12-03,1867.1
2015-12-04,1858.3
2015-12-07,1838.0
2015-12-08,1746.05
2015-12-09,1659.95
2015-12-10,1731.4
2015-12-11,1712.1
2015-12-14,1765.25
2015-12-15,1795.1
2015-12-16,1893.85
2015-12-17,1925.15
2015-12-18,1932.5
2015-12-21,1962.25
2015-12-22,1938.15
2015-12-23,1900.7
2015-12-24,1897.6
2015-12-28,1854.4
2015-12-29,1876.3
2015-12-30,1880.3
2015-12-31,1872.4
2016-01-01,1949.2
2016-01-04,1931.05
2016-01-05,1881.95
2016-01-06,1896.75
2016-01-07,1841.95
2016-01-08,1888.1
2016-01-11,1875.35
2016-01-12,1835.9
2016-01-13,1832.65
2016-01-14,1844.85
2016-01-15,1796.25
2016-01-18,1669.45
2016-01-19,1697.95
2016-01-20,1702.35
2016-01-21,1670.8
2016-01-22,1660.5
2016-01-25,1668.2
2016-01-27,1718.4
2016-01-28,1786.15
2016-01-29,1758.2
2016-02-01,1541.55
2016-02-02,1553.25
2016-02-03,1572.9
2016-02-04,1591.7
2016-02-05,1594.75
2016-02-08,1601.6
2016-02-09,1606.35
2016-02-10,1529.2
2016-02-11,1539.5
2016-02-12,1495.1
2016-02-15,1606.15
2016-02-16,1538.4
2016-02-17,1525.05
2016-02-18,1528.25
2016-02-19,1521.75
2016-02-22,1498.4
2016-02-23,1452.4
2016-02-24,1362.25
2016-02-25,1333.25
2016-02-26,1348.8
2016-02-29,1287.5
2016-03-01,1358.45
2016-03-02,1430.4
2016-03-03,1431.15
2016-03-04,1401.55
2016-03-08,1378.6
2016-03-09,1447.55
2016-03-10,1401.55
2016-03-11,1414.75
2016-03-14,1433.0
2016-03-15,1410.3
2016-03-16,1408.05
2016-03-17,1409.3
2016-03-18,1411.9
2016-03-21,1413.3
2016-03-22,1414.8
2016-03-23,1697.75
2016-03-28,1754.05
2016-03-29,1756.05
2016-03-30,1722.5
2016-03-31,1688.7
2016-04-01,1704.45
2016-04-04,1693.3
2016-04-05,1657.55
2016-04-06,1650.4
2016-04-07,1625.25
2016-04-08,1606.6
2016-04-11,1600.0
2016-04-12,1616.0
2016-04-13,1690.5
2016-04-18,1681.2
2016-04-20,1719.05
2016-04-21,1684.45
2016-04-22,1673.2
2016-04-25,1684.85
2016-04-26,1700.2
2016-04-27,1750.45
2016-04-28,1747.75
2016-04-29,1742.85
2016-05-02,2010.35
2016-05-03,2021.8
2016-05-04,2004.75
2016-05-05,2011.95
2016-05-06,1999.95
2016-05-09,2022.1
2016-05-10,2118.1
2016-05-11,2149.45
2016-05-12,2188.3
2016-05-13,2104.95
2016-05-16,2104.3
2016-05-17,2063.25
2016-05-18,2078.95
2016-05-19,2040.15
2016-05-20,1999.5
2016-05-23,1966.65
2016-05-24,1939.85
2016-05-25,1982.85
2016-05-26,1971.6
2016-05-27,2089.2
2016-05-30,2080.4
2016-05-31,2073.9
2016-06-01,2104.9
2016-06-02,2122.4
2016-06-03,2096.4
2016-06-06,2064.65
2016-06-07,2051.15
2016-06-08,2103.15
2016-06-09,2089.7
2016-06-10,2074.2
2016-06-13,2069.15
2016-06-14,2049.25
2016-06-15,2072.4
2016-06-16,2040.9
2016-06-17,2013.85
2016-06-20,2030.85
2016-06-21,2018.65
2016-06-22,2034.95
2016-06-23,2034.85
2016-06-24,2023.0
2016-06-27,2007.0
2016-06-28,1989.35
2016-06-29,1992.1
2016-06-30,2033.55
2016-07-01,2052.7
2016-07-04,2019.7
2016-07-05,2016.15
2016-07-07,2009.35
2016-07-08,1998.95
2016-07-11,2036.85
2016-07-12,2044.55
2016-07-13,2122.35
2016-07-14,2199.05
2016-07-15,2218.65
2016-07-18,2185.5
2016-07-19,2175.0
2016-07-20,2217.95
2016-07-21,2223.65
2016-07-22,2239.45
2016-07-25,2478.3
2016-07-26,2283.85
2016-07-27,2303.75
2016-07-28,2315.65
2016-07-29,2330.15
2016-08-01,2281.3
2016-08-02,2191.0
2016-08-03,2190.95
2016-08-04,2216.35
2016-08-05,2255.0
2016-08-08,2369.45
2016-08-09,2341.15
2016-08-10,2343.4
2016-08-11,2308.05
2016-08-12,2349.7
2016-08-16,2318.2
2016-08-17,2309.3
2016-08-18,2326.1
2016-08-19,2368.1
2016-08-22,2314.4
2016-08-23,2308.8
2016-08-24,2276.15
2016-08-25,2317.7
2016-08-26,2279.7
2016-08-29,2306.9
2016-08-30,2348.25
2016-08-31,2378.05
2016-09-01,2369.65
2016-09-02,2363.35
2016-09-06,2348.75
2016-09-07,2331.2
2016-09-08,2386.8
2016-09-09,2377.55
2016-09-12,2313.6
2016-09-14,2377.05
2016-09-15,2346.3
2016-09-16,2340.65
2016-09-19,2371.95
2016-09-20,2408.05
2016-09-21,2409.75
2016-09-22,2362.35
2016-09-23,2371.7
2016-09-26,2325.1
2016-09-27,2336.9
2016-09-28,2323.9
2016-09-29,2209.25
2016-09-30,2223.3
2016-10-03,2283.4
2016-10-04,2336.9
2016-10-05,2347.3
2016-10-06,2418.2
2016-10-07,2386.15
2016-10-10,2338.45
2016-10-13,2301.2
2016-10-14,2334.7
2016-10-17,2292.25
2016-10-18,2337.85
2016-10-19,2396.1
2016-10-20,2735.7
2016-10-21,2776.85
2016-10-24,2815.2
2016-10-25,2696.3
2016-10-26,2648.75
2016-10-27,2659.35
2016-10-28,2593.25
2016-10-30,2581.75
2016-11-01,2495.8
2016-11-02,2453.4
2016-11-03,2504.55
2016-11-04,2424.45
2016-11-07,2443.45
2016-11-08,2408.35
2016-11-09,2466.5
2016-11-10,2486.05
2016-11-11,2334.0
2016-11-15,2304.65
2016-11-16,2316.25
2016-11-17,2328.4
2016-11-18,2333.35
2016-11-21,2219.55
2016-11-22,2218.55
2016-11-23,2252.2
2016-11-24,2270.9
2016-11-25,2345.0
2016-11-28,2318.55
2016-11-29,2334.6
2016-11-30,2373.85
2016-12-01,2360.9
2016-12-02,2296.25
2016-12-05,2295.95
2016-12-06,2355.45
2016-12-07,2324.05
2016-12-08,2358.85
2016-12-09,2374.1
2016-12-12,2341.2
2016-12-13,2341.45
2016-12-14,2360.1
2016-12-15,2382.75
2016-12-16,2421.15
2016-12-19,2474.1
2016-12-20,2493.7
2016-12-21,2511.5
2016-12-22,2471.75
2016-12-23,2465.3
2016-12-26,2384.7
2016-12-27,2413.65
2016-12-28,2480.0
2016-12-29,2490.1
2016-12-30,2526.65
2017-01-02,2518.05
2017-01-03,2543.45
2017-01-04,2583.9
2017-01-05,2577.2
2017-01-06,2610.5
2017-01-09,2707.65
2017-01-10,2799.45
2017-01-11,2840.9
2017-01-12,2830.3
2017-01-13,2778.45
2017-01-16,2835.15
2017-01-17,2871.95
2017-01-18,2862.75
2017-01-19,2827.5
2017-01-20,2856.4
2017-01-23,2740.7
2017-01-24,2680.2
2017-01-25,2719.55
2017-01-27,2703.6
2017-01-30,2697.85
2017-01-31,2661.8
2017-02-01,2686.8
2017-02-02,2705.55
2017-02-03,2680.7
2017-02-06,2684.85
2017-02-07,2680.25
2017-02-08,2666.4
2017-02-09,2653.4
2017-02-10,2626.45
2017-02-13,2582.4
2017-02-14,2543.7
2017-02-15,2515.7
2017-02-16,2585.8
2017-02-17,2602.35
2017-02-20,2590.65
2017-02-21,2620.55
2017-02-22,2561.9
2017-02-23,2530.75
2017-02-27,2489.8
2017-02-28,2536.5
2017-03-01,2511.6
2017-03-02,2497.95
2017-03-03,2510.1
2017-03-06,2511.9
2017-03-07,2503.8
2017-03-08,2509.55
2017-03-09,2570.0
2017-03-10,2568.3
2017-03-14,2592.15
2017-03-15,2636.3
2017-03-16,2675.85
2017-03-17,2733.25
2017-03-20,2819.35
2017-03-21,2868.55
2017-03-22,2900.1
2017-03-23,2851.65
2017-03-24,2961.65
2017-03-27,2962.85
2017-03-28,2976.15
2017-03-29,2965.95
2017-03-30,2998.75
2017-03-31,3043.25
2017-04-03,3136.85
2017-04-05,3182.05
2017-04-06,3163.25
2017-04-07,3110.65
2017-04-10,3022.8
2017-04-11,3164.55
2017-04-12,3135.6
2017-04-13,3115.0
2017-04-17,3115.3
2017-04-18,3155.65
2017-04-19,3145.8
2017-04-20,3175.85
2017-04-21,3166.45
2017-04-24,3197.05
2017-04-25,3215.05
2017-04-26,3187.5
2017-04-27,3144.25
2017-04-28,3140.6
2017-05-02,3002.15
2017-05-03,3026.6
2017-05-04,3073.45
2017-05-05,3038.9
2017-05-08,3076.85
2017-05-09,3073.05
2017-05-10,3055.5
2017-05-11,3044.3
2017-05-12,3013.5
2017-05-15,2975.5
2017-05-16,3009.6
2017-05-17,2992.85
2017-05-18,2995.5
2017-05-19,2964.95
2017-05-22,2961.4
2017-05-23,2891.6
2017-05-24,2888.85
2017-05-25,2919.5
2017-05-26,2946.15
2017-05-29,2967.65
2017-05-30,2920.75
2017-05-31,2913.6
2017-06-01,2907.35
2017-06-02,3049.7
2017-06-05,3066.4
2017-06-06,3097.2
2017-06-07,3125.75
2017-06-08,3175.85
2017-06-09,3187.45
2017-06-12,3214.55
2017-06-13,3216.05
2017-06-14,3211.1
2017-06-15,3192.65
2017-06-16,3149.95
2017-06-19,3118.7
2017-06-20,3128.85
2017-06-21,3079.65
2017-06-22,3033.8
2017-06-23,2977.1
2017-06-27,3038.9
2017-06-28,3068.1
2017-06-29,3053.5
2017-06-30,3035.45
2017-07-03,3024.8
2017-07-04,3021.15
2017-07-05,3031.9
2017-07-06,3034.35
2017-07-07,3027.65
2017-07-10,3039.15
2017-07-11,3153.2
2017-07-12,3259.5
2017-07-13,3315.25
2017-07-14,3237.3
2017-07-17,3299.1
2017-07-18,3286.1
2017-07-19,671.5
2017-07-20,673.75
2017-07-21,666.55
2017-07-24,648.3
2017-07-25,625.85
2017-07-26,663.05
2017-07-27,670.25
2017-07-28,682.6
2017-07-31,702.3
2017-08-01,742.05
2017-08-02,756.85
2017-08-03,728.3
2017-08-04,737.5
2017-08-07,739.55
2017-08-08,724.6
2017-08-09,687.3
2017-08-10,654.05
2017-08-11,680.3
2017-08-14,699.0
2017-08-16,703.4
2017-08-17,692.2
2017-08-18,680.35
2017-08-21,672.85
2017-08-22,657.6
2017-08-23,664.7
2017-08-24,662.35
2017-08-28,660.8
2017-08-29,658.75
2017-08-30,661.75
2017-08-31,659.2
2017-09-01,664.1
2017-09-04,663.15
2017-09-05,674.4
2017-09-06,674.1
2017-09-07,673.85
2017-09-08,667.3
2017-09-11,666.6
2017-09-12,669.0
2017-09-13,651.6
2017-09-14,658.15
2017-09-15,652.1
2017-09-18,655.85
2017-09-19,658.6
2017-09-20,652.55
2017-09-21,648.4
2017-09-22,645.95
2017-09-25,642.95
2017-09-26,660.4
2017-09-27,660.3
2017-09-28,666.15
2017-09-29,698.15
2017-10-03,691.6
2017-10-04,694.85
2017-10-05,747.95
2017-10-06,755.85
2017-10-09,745.85
2017-10-10,740.3
2017-10-11,721.1
2017-10-12,722.45
2017-10-13,718.2
2017-10-16,707.2
2017-10-17,704.7
2017-10-18,707.1
2017-10-19,713.7
2017-10-23,711.8
2017-10-24,710.3
2017-10-25,697.15
2017-10-26,725.95
2017-10-27,734.45
2017-10-30,742.2
2017-10-31,742.25
2017-11-01,734.95
2017-11-02,733.7
2017-11-03,730.45
2017-11-06,726.0
2017-11-07,709.7
2017-11-08,708.05
2017-11-09,701.75
2017-11-10,697.7
2017-11-13,684.15
2017-11-14,689.25
2017-11-15,693.3
2017-11-16,680.25
2017-11-17,686.35
2017-11-20,680.75
2017-11-21,696.7
2017-11-22,703.9
2017-11-23,707.9
2017-11-24,699.8
2017-11-27,704.35
2017-11-28,683.6
2017-11-29,696.9
2017-11-30,692.45
2017-12-01,696.75
2017-12-04,700.4
2017-12-05,696.55
2017-12-06,693.95
2017-12-07,696.45
2017-12-08,696.0
2017-12-11,699.2
2017-12-12,697.35
2017-12-13,693.1
2017-12-14,692.55
2017-12-15,696.75
2017-12-18,707.2
2017-12-19,731.5
2017-12-20,751.05
2017-12-21,776.6
2017-12-22,814.3
2017-12-26,869.45
2017-12-27,825.95
2017-12-28,821.85
2017-12-29,830.45
