Date,UNITEDBNK
2013-07-26,43.1
2013-07-29,40.4
2013-07-30,38.5
2013-07-31,35.6
2013-08-01,34.4
2013-08-02,32.95
2013-08-05,34.0
2013-08-06,33.8
2013-08-07,34.4
2013-08-08,34.55
2013-08-12,35.85
2013-08-13,35.6
2013-08-14,36.2
2013-08-16,34.5
2013-08-19,34.55
2013-08-20,35.05
2013-08-21,33.4
2013-08-22,34.25
2013-08-23,33.95
2013-08-26,33.85
2013-08-27,32.95
2013-08-28,29.7
2013-08-29,29.9
2013-08-30,27.75
2013-09-02,28.7
2013-09-03,28.1
2013-09-04,28.65
2013-09-05,30.3
2013-09-06,30.45
2013-09-10,31.5
2013-09-11,32.3
2013-09-12,32.95
2013-09-13,33.1
2013-09-16,33.65
2013-09-17,33.5
2013-09-18,33.7
2013-09-19,35.0
2013-09-20,32.0
2013-09-23,31.3
2013-09-24,31.05
2013-09-25,31.4
2013-09-26,31.0
2013-09-27,30.65
2013-09-30,30.15
2013-10-01,30.3
2013-10-03,31.1
2013-10-04,31.25
2013-10-07,31.55
2013-10-08,31.45
2013-10-09,31.2
2013-10-10,31.15
2013-10-11,31.65
2013-10-14,32.55
2013-10-15,32.0
2013-10-17,31.5
2013-10-18,31.85
2013-10-21,32.55
2013-10-22,32.45
2013-10-23,32.8
2013-10-24,33.05
2013-10-25,32.75
2013-10-28,32.05
2013-10-29,32.5
2013-10-30,32.05
2013-10-31,33.75
2013-11-01,35.65
2013-11-03,37.3
2013-11-05,40.85
2013-11-06,40.15
2013-11-07,37.9
2013-11-08,37.65
2013-11-11,34.5
2013-11-12,34.3
2013-11-13,33.95
2013-11-14,34.55
2013-11-18,35.45
2013-11-19,35.75
2013-11-20,35.6
2013-11-21,34.9
2013-11-22,34.9
2013-11-25,34.95
2013-11-26,34.05
2013-11-27,33.65
2013-11-28,33.4
2013-11-29,33.65
2013-12-02,33.75
2013-12-03,33.3
2013-12-04,33.2
2013-12-05,33.5
2013-12-06,33.7
2013-12-09,34.4
2013-12-10,33.15
2013-12-11,32.95
2013-12-12,32.95
2013-12-13,32.15
2013-12-16,31.55
2013-12-17,31.25
2013-12-18,31.65
2013-12-19,31.05
2013-12-20,31.0
2013-12-23,31.45
2013-12-24,32.1
2013-12-26,32.0
2013-12-27,32.15
2013-12-30,32.0
2013-12-31,32.15
2014-01-01,32.55
2014-01-02,32.8
2014-01-03,32.9
2014-01-06,32.5
2014-01-07,32.45
2014-01-08,32.8
2014-01-09,32.15
2014-01-10,32.05
2014-01-13,31.85
2014-01-14,31.85
2014-01-15,31.75
2014-01-16,31.8
2014-01-17,31.5
2014-01-20,32.15
2014-01-21,31.5
2014-01-22,31.6
2014-01-23,31.6
2014-01-24,30.5
2014-01-27,29.8
2014-01-28,30.15
2014-01-29,30.0
2014-01-30,28.9
2014-01-31,29.6
2014-02-03,29.4
2014-02-04,28.8
2014-02-05,28.6
2014-02-06,28.55
2014-02-07,28.6
2014-02-10,26.85
2014-02-11,26.45
2014-02-12,25.95
2014-02-13,25.05
2014-02-14,24.5
2014-02-17,24.2
2014-02-18,24.3
2014-02-19,24.4
2014-02-20,24.2
2014-02-21,24.4
2014-02-24,25.75
2014-02-25,25.85
2014-02-26,25.5
2014-02-28,25.05
2014-03-03,25.35
2014-03-04,25.5
2014-03-05,26.3
2014-03-06,27.25
2014-03-07,27.7
2014-03-10,27.6
2014-03-11,27.3
2014-03-12,27.05
2014-03-13,27.0
2014-03-14,27.05
2014-03-18,28.0
2014-03-19,27.8
2014-03-20,27.35
2014-03-21,27.45
2014-03-22,27.3
2014-03-24,27.45
2014-03-25,27.45
2014-03-26,27.5
2014-03-27,27.9
2014-03-28,29.6
2014-03-31,31.35
2014-04-01,30.85
2014-04-02,31.75
2014-04-03,30.95
2014-04-04,31.0
2014-04-07,30.8
2014-04-09,32.45
2014-04-10,32.6
2014-04-11,32.5
2014-04-15,31.9
2014-04-16,31.1
2014-04-17,31.1
2014-04-21,31.45
2014-04-22,30.95
2014-04-23,31.15
2014-04-25,31.05
2014-04-28,30.95
2014-04-29,31.0
2014-04-30,31.8
2014-05-02,33.4
2014-05-05,34.75
2014-05-06,36.4
2014-05-07,33.7
2014-05-08,33.4
2014-05-09,33.8
2014-05-12,34.3
2014-05-13,34.9
2014-05-14,36.35
2014-05-15,36.65
2014-05-16,37.85
2014-05-19,40.3
2014-05-20,43.5
2014-05-21,44.2
2014-05-22,44.8
2014-05-23,46.2
2014-05-26,49.9
2014-05-27,47.0
2014-05-28,47.75
2014-05-29,47.45
2014-05-30,47.15
2014-06-02,48.85
2014-06-03,48.95
2014-06-04,50.05
2014-06-05,52.8
2014-06-06,53.75
2014-06-09,53.9
2014-06-10,52.6
2014-06-11,53.1
2014-06-12,51.9
2014-06-13,48.15
2014-06-16,45.3
2014-06-17,46.1
2014-06-18,45.45
2014-06-19,45.0
2014-06-20,43.15
2014-06-23,43.65
2014-06-24,44.0
2014-06-25,43.8
2014-06-26,43.6
2014-06-27,42.8
2014-06-30,44.6
2014-07-01,42.8
2014-07-02,44.55
2014-07-03,52.1
2014-07-04,59.3
2014-07-07,55.95
2014-07-08,55.95
2014-07-09,53.8
2014-07-10,53.45
2014-07-11,49.9
2014-07-14,49.2
2014-07-15,52.05
2014-07-16,52.35
2014-07-17,52.3
2014-07-18,51.45
2014-07-21,52.05
2014-07-22,51.4
2014-07-23,51.1
2014-07-24,50.85
2014-07-25,48.9
2014-07-28,51.4
2014-07-30,50.0
2014-07-31,51.05
2014-08-01,50.0
2014-08-04,49.95
2014-08-05,49.75
2014-08-06,49.3
2014-08-07,48.2
2014-08-08,46.3
2014-08-11,46.8
2014-08-12,46.65
2014-08-13,44.8
2014-08-14,46.9
2014-08-18,47.45
2014-08-19,47.35
2014-08-20,46.7
2014-08-21,47.7
2014-08-22,47.3
2014-08-25,45.55
2014-08-26,46.95
2014-08-27,46.5
2014-08-28,45.6
2014-09-01,47.25
2014-09-02,47.05
2014-09-03,47.1
2014-09-04,46.0
2014-09-05,45.55
2014-09-08,46.7
2014-09-09,46.05
2014-09-10,46.05
2014-09-11,46.75
2014-09-12,46.85
2014-09-15,47.0
2014-09-16,45.6
2014-09-17,44.85
2014-09-18,45.55
2014-09-19,45.6
2014-09-22,45.45
2014-09-23,44.85
2014-09-24,43.0
2014-09-25,41.0
2014-09-26,41.6
2014-09-29,42.35
2014-09-30,41.9
2014-10-01,41.5
2014-10-07,40.5
2014-10-08,40.35
2014-10-09,42.95
2014-10-10,41.85
2014-10-13,41.9
2014-10-14,41.75
2014-10-16,40.45
2014-10-17,40.7
2014-10-20,40.3
2014-10-21,40.55
2014-10-22,40.4
2014-10-23,40.9
2014-10-27,40.8
2014-10-28,40.95
2014-10-29,40.9
2014-10-30,41.55
2014-10-31,42.2
2014-11-03,43.6
2014-11-05,43.2
2014-11-07,45.05
2014-11-10,44.15
2014-11-11,44.75
2014-11-12,44.1
2014-11-13,43.15
2014-11-14,43.15
2014-11-17,43.35
2014-11-18,43.9
2014-11-19,43.2
2014-11-20,42.4
2014-11-21,42.8
2014-11-24,42.75
2014-11-25,41.4
2014-11-26,40.85
2014-11-27,41.0
2014-11-28,42.45
2014-12-01,41.75
2014-12-02,41.75
2014-12-03,42.0
2014-12-04,41.9
2014-12-05,42.15
2014-12-08,41.4
2014-12-09,40.6
2014-12-10,40.85
2014-12-11,40.9
2014-12-12,40.15
2014-12-15,39.85
2014-12-16,38.45
2014-12-17,38.35
2014-12-18,39.4
2014-12-19,39.15
2014-12-22,39.3
2014-12-23,38.6
2014-12-24,38.75
2014-12-26,39.4
2014-12-29,40.25
2014-12-30,40.4
2014-12-31,41.2
2015-01-01,42.7
2015-01-02,45.15
2015-01-05,44.4
2015-01-06,42.75
2015-01-07,41.9
2015-01-08,43.6
2015-01-09,42.8
2015-01-12,42.45
2015-01-13,42.65
2015-01-14,41.95
2015-01-15,43.5
2015-01-16,42.55
2015-01-19,42.55
2015-01-20,42.45
2015-01-21,42.3
2015-01-22,41.6
2015-01-23,41.4
2015-01-27,41.35
2015-01-28,40.55
2015-01-29,40.15
2015-01-30,41.1
2015-02-02,41.8
2015-02-03,41.0
2015-02-04,39.85
2015-02-05,39.05
2015-02-06,37.75
2015-02-09,37.35
2015-02-10,37.2
2015-02-11,37.45
2015-02-12,37.6
2015-02-13,38.25
2015-02-16,38.5
2015-02-18,38.4
2015-02-19,37.4
2015-02-20,38.0
2015-02-23,37.35
2015-02-24,37.1
2015-02-25,36.9
2015-02-26,36.3
2015-02-27,36.95
2015-02-28,37.1
2015-03-02,36.65
2015-03-03,36.7
2015-03-04,36.25
2015-03-05,35.65
2015-03-09,34.5
2015-03-10,34.25
2015-03-11,33.75
2015-03-12,33.75
2015-03-13,32.4
2015-03-16,31.55
2015-03-17,30.3
2015-03-18,30.05
2015-03-19,29.85
2015-03-20,28.85
2015-03-23,28.45
2015-03-24,27.95
2015-03-25,26.95
2015-03-26,28.25
2015-03-27,28.9
2015-03-30,29.0
2015-03-31,28.45
2015-04-01,28.9
2015-04-06,29.45
2015-04-07,29.15
2015-04-08,29.0
2015-04-09,29.65
2015-04-10,30.45
2015-04-13,30.85
2015-04-15,30.5
2015-04-16,29.75
2015-04-17,29.4
2015-04-20,28.95
2015-04-21,28.7
2015-04-22,28.5
2015-04-23,28.55
2015-04-24,27.9
2015-04-27,27.4
2015-04-28,27.5
2015-04-29,27.75
2015-04-30,27.55
2015-05-04,27.95
2015-05-05,28.2
2015-05-06,27.45
2015-05-07,27.5
2015-05-08,25.9
2015-05-11,25.7
2015-05-12,25.6
2015-05-13,25.45
2015-05-14,25.85
2015-05-15,26.05
2015-05-18,25.9
2015-05-19,25.65
2015-05-20,25.65
2015-05-21,25.35
2015-05-22,25.05
2015-05-25,24.95
2015-05-26,24.6
2015-05-27,24.5
2015-05-28,24.7
2015-05-29,24.75
2015-06-01,25.2
2015-06-02,24.6
2015-06-03,23.0
2015-06-04,23.0
2015-06-05,23.15
2015-06-08,22.6
2015-06-09,22.35
2015-06-10,22.3
2015-06-11,22.25
2015-06-12,22.2
2015-06-15,22.15
2015-06-16,22.55
2015-06-17,23.9
2015-06-18,23.75
2015-06-19,23.6
2015-06-22,24.35
2015-06-23,24.85
2015-06-24,24.35
2015-06-25,24.3
2015-06-26,24.15
2015-06-29,23.55
2015-06-30,23.65
2015-07-01,24.0
2015-07-02,24.1
2015-07-03,24.2
2015-07-06,24.25
2015-07-07,24.45
2015-07-08,24.05
2015-07-09,24.1
2015-07-10,24.1
2015-07-13,24.55
2015-07-14,24.75
2015-07-15,24.65
2015-07-16,24.6
2015-07-17,24.6
2015-07-20,24.25
2015-07-21,23.95
2015-07-22,24.0
2015-07-23,23.85
2015-07-24,23.75
2015-07-27,23.4
2015-07-28,22.9
2015-07-29,23.0
2015-07-30,23.55
2015-07-31,24.6
2015-08-03,25.65
2015-08-04,25.1
2015-08-05,24.95
2015-08-06,24.95
2015-08-07,24.8
2015-08-10,24.35
2015-08-11,23.7
2015-08-12,22.85
2015-08-13,21.6
2015-08-14,22.95
2015-08-17,24.2
2015-08-18,24.95
2015-08-19,24.4
2015-08-20,23.25
2015-08-21,23.05
2015-08-24,21.35
2015-08-25,21.55
2015-08-26,21.5
2015-08-27,21.8
2015-08-28,21.95
2015-08-31,22.15
2015-09-01,21.45
2015-09-02,21.4
2015-09-03,21.45
2015-09-04,21.05
2015-09-07,20.65
2015-09-08,20.75
2015-09-09,21.0
2015-09-10,20.75
2015-09-11,20.85
2015-09-14,21.1
2015-09-15,20.95
2015-09-16,20.9
2015-09-18,21.3
2015-09-21,21.85
2015-09-22,21.75
2015-09-23,22.1
2015-09-24,22.25
2015-09-28,22.45
2015-09-29,22.2
2015-09-30,22.25
2015-10-01,21.95
2015-10-05,22.4
2015-10-06,22.4
2015-10-07,22.55
2015-10-08,22.8
2015-10-09,22.65
2015-10-12,22.5
2015-10-13,22.35
2015-10-14,22.25
2015-10-15,22.35
2015-10-16,22.5
2015-10-19,22.65
2015-10-20,22.75
2015-10-21,22.85
2015-10-23,22.7
2015-10-26,22.5
2015-10-27,22.25
2015-10-28,22.1
2015-10-29,22.4
2015-10-30,22.05
2015-11-02,21.65
2015-11-03,21.85
2015-11-04,21.65
2015-11-05,21.45
2015-11-06,21.1
2015-11-09,21.8
2015-11-10,21.8
2015-11-11,22.15
2015-11-13,21.7
2015-11-16,21.75
2015-11-17,21.8
2015-11-18,21.5
2015-11-19,21.5
2015-11-20,21.5
2015-11-23,21.6
2015-11-24,21.45
2015-11-26,21.65
2015-11-27,22.25
2015-11-30,22.4
2015-12-01,23.05
2015-12-02,22.8
2015-12-03,22.6
2015-12-04,22.4
2015-12-07,22.35
2015-12-08,21.9
2015-12-09,21.35
2015-12-10,21.35
2015-12-11,21.4
2015-12-14,21.3
2015-12-15,22.1
2015-12-16,22.25
2015-12-17,22.6
2015-12-18,22.4
2015-12-21,22.5
2015-12-22,22.35
2015-12-23,22.2
2015-12-24,22.15
2015-12-28,22.1
2015-12-29,22.05
2015-12-30,21.85
2015-12-31,21.9
2016-01-01,21.95
2016-01-04,21.9
2016-01-05,21.9
2016-01-06,21.9
2016-01-07,21.35
2016-01-08,21.3
2016-01-11,21.3
2016-01-12,21.05
2016-01-13,20.4
2016-01-14,19.95
2016-01-15,19.8
2016-01-18,18.8
2016-01-19,19.0
2016-01-20,18.55
2016-01-21,18.35
2016-01-22,18.75
2016-01-25,19.05
2016-01-27,19.15
2016-01-28,19.35
2016-01-29,19.25
2016-02-01,19.25
2016-02-02,19.0
2016-02-03,18.75
2016-02-04,18.3
2016-02-05,18.8
2016-02-08,19.3
2016-02-09,19.25
2016-02-10,18.35
2016-02-11,17.05
2016-02-12,17.3
2016-02-15,18.25
2016-02-16,18.0
2016-02-17,18.05
2016-02-18,17.15
2016-02-19,17.7
2016-02-22,17.85
2016-02-23,18.05
2016-02-24,17.9
2016-02-25,17.75
2016-02-26,17.7
2016-02-29,17.95
2016-03-01,18.2
2016-03-02,19.0
2016-03-03,18.9
2016-03-04,19.65
2016-03-08,19.95
2016-03-09,19.8
2016-03-10,19.95
2016-03-11,19.7
2016-03-14,19.35
2016-03-15,19.35
2016-03-16,19.15
2016-03-17,19.3
2016-03-18,19.25
2016-03-21,19.35
2016-03-22,19.2
2016-03-23,19.25
2016-03-28,19.05
2016-03-29,18.9
2016-03-30,19.25
2016-03-31,19.05
2016-04-01,19.65
2016-04-04,20.4
2016-04-05,19.65
2016-04-06,20.05
2016-04-07,19.75
2016-04-08,19.4
2016-04-11,19.5
2016-04-12,19.55
2016-04-13,19.7
2016-04-18,19.35
2016-04-20,19.5
2016-04-21,19.95
2016-04-22,20.0
2016-04-25,20.05
2016-04-26,20.1
2016-04-27,19.95
2016-04-28,19.85
2016-04-29,19.55
2016-05-02,19.35
2016-05-03,19.35
2016-05-04,19.05
2016-05-05,18.95
2016-05-06,18.8
2016-05-09,19.05
2016-05-10,18.95
2016-05-11,18.9
2016-05-12,18.85
2016-05-13,18.85
2016-05-16,18.5
2016-05-17,19.1
2016-05-18,18.6
2016-05-19,17.8
2016-05-20,17.85
2016-05-23,16.95
2016-05-24,16.95
2016-05-25,17.15
2016-05-26,17.65
2016-05-27,17.9
2016-05-30,17.5
2016-05-31,17.5
2016-06-01,17.25
2016-06-02,17.35
2016-06-03,17.35
2016-06-06,17.55
2016-06-07,17.75
2016-06-08,18.1
2016-06-09,18.3
2016-06-10,18.4
2016-06-13,18.1
2016-06-14,18.6
2016-06-15,19.2
2016-06-16,20.55
2016-06-17,21.75
2016-06-20,22.6
2016-06-21,22.45
2016-06-22,22.45
2016-06-23,22.35
2016-06-24,21.3
2016-06-27,22.3
2016-06-28,22.5
2016-06-29,22.4
2016-06-30,22.3
2016-07-01,22.45
2016-07-04,22.9
2016-07-05,23.25
2016-07-07,24.15
2016-07-08,24.3
2016-07-11,24.8
2016-07-12,24.45
2016-07-13,24.15
2016-07-14,24.6
2016-07-15,24.25
2016-07-18,23.4
2016-07-19,23.35
2016-07-20,23.7
2016-07-21,23.25
2016-07-22,22.85
2016-07-25,23.3
2016-07-26,23.35
2016-07-27,23.15
2016-07-28,22.8
2016-07-29,22.75
2016-08-01,22.4
2016-08-02,22.15
2016-08-03,21.8
2016-08-04,21.95
2016-08-05,22.2
2016-08-08,22.0
2016-08-09,22.15
2016-08-10,22.0
2016-08-11,21.55
2016-08-12,21.85
2016-08-16,21.55
2016-08-17,21.55
2016-08-18,21.75
2016-08-19,21.9
2016-08-22,22.15
2016-08-23,22.2
2016-08-24,22.1
2016-08-25,22.0
2016-08-26,21.75
2016-08-29,21.5
2016-08-30,21.85
2016-08-31,21.95
2016-09-01,21.55
2016-09-02,21.35
2016-09-06,21.7
2016-09-07,22.2
2016-09-08,22.95
2016-09-09,22.75
2016-09-12,21.85
2016-09-14,22.1
2016-09-15,22.05
2016-09-16,21.75
2016-09-19,21.9
2016-09-20,21.7
2016-09-21,21.5
2016-09-22,21.7
2016-09-23,21.55
2016-09-26,21.35
2016-09-27,21.15
2016-09-28,21.35
2016-09-29,20.15
2016-09-30,20.85
2016-10-03,21.35
2016-10-04,21.3
2016-10-05,21.45
2016-10-06,21.55
2016-10-07,21.35
2016-10-10,21.25
2016-10-13,21.15
2016-10-14,21.15
2016-10-17,21.1
2016-10-18,21.2
2016-10-19,21.15
2016-10-20,21.9
2016-10-21,21.7
2016-10-24,21.6
2016-10-25,21.5
2016-10-26,21.25
2016-10-27,21.2
2016-10-28,21.3
2016-10-30,21.45
2016-11-01,21.3
2016-11-02,20.9
2016-11-03,20.95
2016-11-04,20.75
2016-11-07,21.25
2016-11-08,20.85
2016-11-09,20.35
2016-11-10,22.45
2016-11-11,22.7
2016-11-15,23.7
2016-11-16,22.9
2016-11-17,22.55
2016-11-18,22.4
2016-11-21,21.55
2016-11-22,21.2
2016-11-23,20.8
2016-11-24,20.75
2016-11-25,21.2
2016-11-28,20.9
2016-11-29,21.05
2016-11-30,21.25
2016-12-01,21.2
2016-12-02,21.1
2016-12-05,20.95
2016-12-06,21.05
2016-12-07,21.0
2016-12-08,21.05
2016-12-09,21.25
2016-12-12,21.1
2016-12-13,21.0
2016-12-14,20.9
2016-12-15,20.85
2016-12-16,20.6
2016-12-19,20.7
2016-12-20,20.45
2016-12-21,20.5
2016-12-22,20.35
2016-12-23,20.05
2016-12-26,19.5
2016-12-27,19.6
2016-12-28,19.75
2016-12-29,19.7
2016-12-30,19.95
2017-01-02,20.15
2017-01-03,20.3
2017-01-04,20.25
2017-01-05,20.5
2017-01-06,20.7
2017-01-09,20.75
2017-01-10,20.7
2017-01-11,21.05
2017-01-12,20.7
2017-01-13,21.1
2017-01-16,20.95
2017-01-17,21.0
2017-01-18,21.0
2017-01-19,20.9
2017-01-20,20.8
2017-01-23,20.85
2017-01-24,20.85
2017-01-25,21.0
2017-01-27,21.1
2017-01-30,21.5
2017-01-31,21.45
2017-02-01,21.45
2017-02-02,22.75
2017-02-03,23.95
2017-02-06,24.55
2017-02-07,27.95
2017-02-08,27.15
2017-02-09,26.1
2017-02-10,25.6
2017-02-13,25.0
2017-02-14,25.3
2017-02-15,24.65
2017-02-16,24.65
2017-02-17,24.65
2017-02-20,24.8
2017-02-21,25.15
2017-02-22,24.9
2017-02-23,24.75
2017-02-27,24.6
2017-02-28,24.5
2017-03-01,25.05
2017-03-02,24.6
2017-03-03,24.55
2017-03-06,24.4
2017-03-07,24.25
2017-03-08,23.95
2017-03-09,23.85
2017-03-10,23.85
2017-03-14,24.1
2017-03-15,23.9
2017-03-16,24.05
2017-03-17,25.75
2017-03-20,25.2
2017-03-21,24.75
2017-03-22,24.5
2017-03-23,25.05
2017-03-24,25.2
2017-03-27,24.85
2017-03-28,24.9
2017-03-29,25.3
2017-03-30,25.15
2017-03-31,23.0
2017-04-03,22.15
2017-04-05,22.45
2017-04-06,22.35
2017-04-07,22.65
2017-04-10,22.45
2017-04-11,22.7
2017-04-12,22.9
2017-04-13,22.9
2017-04-17,22.65
2017-04-18,22.45
2017-04-19,22.3
2017-04-20,22.35
2017-04-21,22.35
2017-04-24,22.8
2017-04-25,22.85
2017-04-26,22.4
2017-04-27,22.7
2017-04-28,23.25
2017-05-02,23.15
2017-05-03,22.95
2017-05-04,23.75
2017-05-05,23.1
2017-05-08,23.2
2017-05-09,23.2
2017-05-10,22.95
2017-05-11,23.1
2017-05-12,22.6
2017-05-15,22.25
2017-05-16,22.35
2017-05-17,22.4
2017-05-18,22.05
2017-05-19,22.55
2017-05-22,21.85
2017-05-23,20.7
2017-05-24,19.6
2017-05-25,20.0
2017-05-26,19.9
2017-05-29,19.7
2017-05-30,19.5
2017-05-31,19.6
2017-06-01,19.5
2017-06-02,19.55
2017-06-05,19.75
2017-06-06,19.65
2017-06-07,19.75
2017-06-08,19.65
2017-06-09,19.65
2017-06-12,19.55
2017-06-13,19.1
2017-06-14,20.25
2017-06-15,20.15
2017-06-16,20.1
2017-06-19,20.0
2017-06-20,19.75
2017-06-21,19.55
2017-06-22,19.55
2017-06-23,19.4
2017-06-27,18.8
2017-06-28,18.95
2017-06-29,19.0
2017-06-30,19.15
2017-07-03,19.25
2017-07-04,19.1
2017-07-05,19.25
2017-07-06,19.75
2017-07-07,19.7
2017-07-10,20.0
2017-07-11,19.8
2017-07-12,19.7
2017-07-13,19.85
2017-07-14,19.55
2017-07-17,19.7
2017-07-18,19.4
2017-07-19,19.7
2017-07-20,19.55
2017-07-21,19.6
2017-07-24,19.7
2017-07-25,20.2
2017-07-26,20.05
2017-07-27,19.75
2017-07-28,19.65
2017-07-31,19.5
2017-08-01,19.5
2017-08-02,19.4
2017-08-03,19.05
2017-08-04,19.05
2017-08-07,19.15
2017-08-08,19.05
2017-08-09,18.95
2017-08-10,18.75
2017-08-11,18.45
2017-08-14,18.25
2017-08-16,18.55
2017-08-17,18.45
2017-08-18,18.2
2017-08-21,17.95
2017-08-22,17.95
2017-08-23,18.25
2017-08-24,18.3
2017-08-28,18.45
2017-08-29,18.1
2017-08-30,18.05
2017-08-31,18.1
2017-09-01,18.15
2017-09-04,18.0
2017-09-05,18.3
2017-09-06,18.35
2017-09-07,18.15
2017-09-08,18.1
2017-09-11,18.45
2017-09-12,18.6
2017-09-13,18.6
2017-09-14,18.65
2017-09-15,18.4
2017-09-18,18.4
2017-09-19,18.8
2017-09-20,18.65
2017-09-21,18.45
2017-09-22,18.5
2017-09-25,18.45
2017-09-26,18.3
2017-09-27,18.05
2017-09-28,18.0
2017-09-29,18.0
2017-10-03,17.95
2017-10-04,18.05
2017-10-05,18.05
2017-10-06,17.9
2017-10-09,17.8
2017-10-10,17.75
2017-10-11,17.7
2017-10-12,17.45
2017-10-13,17.55
2017-10-16,17.55
2017-10-17,17.5
2017-10-18,17.2
2017-10-19,17.3
2017-10-23,17.4
2017-10-24,17.75
2017-10-25,20.85
2017-10-26,20.8
2017-10-27,19.1
2017-10-30,19.55
2017-10-31,19.35
2017-11-01,19.5
2017-11-02,19.6
2017-11-03,19.5
2017-11-06,19.2
2017-11-07,18.8
2017-11-08,18.1
2017-11-09,18.25
2017-11-10,18.3
2017-11-13,18.0
2017-11-14,17.5
2017-11-15,17.15
2017-11-16,17.15
2017-11-17,17.15
2017-11-20,17.05
2017-11-21,17.1
2017-11-22,17.2
2017-11-23,17.4
2017-11-24,17.65
2017-11-27,17.75
2017-11-28,17.55
2017-11-29,17.55
2017-11-30,17.5
2017-12-01,17.35
2017-12-04,17.35
2017-12-05,17.4
2017-12-06,17.4
2017-12-07,17.4
2017-12-08,17.4
2017-12-11,17.25
2017-12-12,17.3
2017-12-13,17.2
2017-12-14,17.25
2017-12-15,17.15
2017-12-18,17.35
2017-12-19,17.2
2017-12-20,17.25
2017-12-21,17.3
2017-12-22,17.5
2017-12-26,17.45
2017-12-27,17.6
2017-12-28,18.2
2017-12-29,17.7
