Date,VADILALIND
2014-08-26,236.5
2014-08-27,245.4
2014-08-28,239.25
2014-09-01,237.0
2014-09-02,237.2
2014-09-03,233.75
2014-09-04,227.2
2014-09-05,232.0
2014-09-08,239.6
2014-09-09,233.2
2014-09-10,241.15
2014-09-11,239.4
2014-09-12,234.45
2014-09-15,235.1
2014-09-16,228.8
2014-09-17,224.05
2014-09-18,228.6
2014-09-19,229.2
2014-09-22,231.95
2014-09-23,221.4
2014-09-24,215.0
2014-09-25,210.45
2014-09-26,213.8
2014-09-29,210.35
2014-09-30,211.8
2014-10-01,209.9
2014-10-07,201.65
2014-10-08,205.7
2014-10-09,209.25
2014-10-10,204.1
2014-10-13,203.55
2014-10-14,206.25
2014-10-16,199.8
2014-10-17,202.05
2014-10-20,199.1
2014-10-21,198.45
2014-10-22,198.65
2014-10-23,201.3
2014-10-27,198.25
2014-10-28,199.7
2014-10-29,202.35
2014-10-30,209.2
2014-10-31,217.8
2014-11-03,222.9
2014-11-05,222.65
2014-11-07,222.75
2014-11-10,225.2
2014-11-11,222.05
2014-11-12,222.4
2014-11-13,222.7
2014-11-14,223.6
2014-11-17,225.7
2014-11-18,270.8
2014-11-19,257.3
2014-11-20,273.5
2014-11-21,289.7
2014-11-24,273.4
2014-11-25,270.1
2014-11-26,271.4
2014-11-27,279.6
2014-11-28,273.9
2014-12-01,277.35
2014-12-02,281.25
2014-12-03,281.65
2014-12-04,289.8
2014-12-05,281.55
2014-12-08,288.45
2014-12-09,282.25
2014-12-10,279.7
2014-12-11,274.7
2014-12-12,266.45
2014-12-15,266.0
2014-12-16,247.3
2014-12-17,246.7
2014-12-18,264.5
2014-12-19,260.15
2014-12-22,261.15
2014-12-23,259.55
2014-12-24,263.5
2014-12-26,257.7
2014-12-29,256.0
2014-12-30,251.1
2014-12-31,251.5
2015-01-01,254.05
2015-01-02,257.95
2015-01-05,259.85
2015-01-06,252.75
2015-01-07,255.05
2015-01-08,256.85
2015-01-09,256.0
2015-01-12,270.45
2015-01-13,266.35
2015-01-14,260.0
2015-01-15,258.9
2015-01-16,257.2
2015-01-19,264.65
2015-01-20,265.4
2015-01-21,261.55
2015-01-22,258.65
2015-01-23,255.35
2015-01-27,254.45
2015-01-28,254.8
2015-01-29,251.35
2015-01-30,251.4
2015-02-02,253.05
2015-02-03,252.85
2015-02-04,251.65
2015-02-05,250.25
2015-02-06,247.55
2015-02-09,243.85
2015-02-10,242.3
2015-02-11,243.3
2015-02-12,243.85
2015-02-13,249.75
2015-02-16,246.1
2015-02-18,245.0
2015-02-19,240.9
2015-02-20,235.25
2015-02-23,236.3
2015-02-24,248.9
2015-02-25,237.05
2015-02-26,233.15
2015-02-27,255.4
2015-02-28,246.3
2015-03-02,246.15
2015-03-03,251.8
2015-03-04,251.3
2015-03-05,250.15
2015-03-09,249.95
2015-03-10,249.65
2015-03-11,247.15
2015-03-12,248.85
2015-03-13,241.3
2015-03-16,237.6
2015-03-17,239.6
2015-03-18,241.55
2015-03-19,247.3
2015-03-20,244.3
2015-03-23,250.8
2015-03-24,253.35
2015-03-25,251.95
2015-03-26,244.9
2015-03-27,247.6
2015-03-30,263.05
2015-03-31,267.85
2015-04-01,276.25
2015-04-06,288.05
2015-04-07,299.5
2015-04-08,293.55
2015-04-09,296.55
2015-04-10,297.3
2015-04-13,354.4
2015-04-15,334.3
2015-04-16,369.45
2015-04-17,360.65
2015-04-20,366.0
2015-04-21,356.65
2015-04-22,361.2
2015-04-23,360.95
2015-04-24,350.0
2015-04-27,362.5
2015-04-28,434.75
2015-04-29,488.95
2015-04-30,487.45
2015-05-04,486.45
2015-05-05,497.15
2015-05-06,489.2
2015-05-07,498.75
2015-05-08,504.75
2015-05-11,522.7
2015-05-12,502.9
2015-05-13,506.6
2015-05-14,498.5
2015-05-15,516.75
2015-05-18,515.05
2015-05-19,514.35
2015-05-20,501.05
2015-05-21,490.45
2015-05-22,495.15
2015-05-25,490.15
2015-05-26,498.05
2015-05-27,490.55
2015-05-28,501.65
2015-05-29,501.05
2015-06-01,503.05
2015-06-02,489.0
2015-06-03,499.95
2015-06-04,526.5
2015-06-05,529.45
2015-06-08,517.85
2015-06-09,510.7
2015-06-10,522.0
2015-06-11,501.6
2015-06-12,497.45
2015-06-15,495.15
2015-06-16,494.75
2015-06-17,500.35
2015-06-18,499.1
2015-06-19,501.1
2015-06-22,502.7
2015-06-23,502.35
2015-06-24,570.5
2015-06-25,617.6
2015-06-26,610.85
2015-06-29,599.35
2015-06-30,643.1
2015-07-01,679.75
2015-07-02,664.3
2015-07-03,714.05
2015-07-06,720.95
2015-07-07,726.1
2015-07-08,743.85
2015-07-09,731.7
2015-07-10,718.85
2015-07-13,692.6
2015-07-14,704.8
2015-07-15,718.5
2015-07-16,720.6
2015-07-17,711.7
2015-07-20,704.85
2015-07-21,713.85
2015-07-22,845.9
2015-07-23,810.85
2015-07-24,789.95
2015-07-27,806.35
2015-07-28,809.25
2015-07-29,786.0
2015-07-30,795.55
2015-07-31,788.9
2015-08-03,802.1
2015-08-04,795.4
2015-08-05,800.65
2015-08-06,793.05
2015-08-07,786.95
2015-08-10,796.25
2015-08-11,795.25
2015-08-12,729.85
2015-08-13,680.0
2015-08-14,730.25
2015-08-17,734.0
2015-08-18,759.35
2015-08-19,730.45
2015-08-20,703.75
2015-08-21,687.35
2015-08-24,578.1
2015-08-25,568.05
2015-08-26,539.45
2015-08-27,559.4
2015-08-28,573.35
2015-08-31,562.8
2015-09-01,532.65
2015-09-02,535.3
2015-09-03,549.35
2015-09-04,517.55
2015-09-07,498.8
2015-09-08,511.05
2015-09-09,533.35
2015-09-10,522.05
2015-09-11,527.45
2015-09-14,547.25
2015-09-15,534.0
2015-09-16,547.25
2015-09-18,556.4
2015-09-21,565.1
2015-09-22,567.6
2015-09-23,573.65
2015-09-24,572.85
2015-09-28,578.05
2015-09-29,571.05
2015-09-30,572.9
2015-10-01,569.0
2015-10-05,590.65
2015-10-06,608.85
2015-10-07,604.0
2015-10-08,589.1
2015-10-09,595.4
2015-10-12,587.85
2015-10-13,596.85
2015-10-14,591.8
2015-10-15,587.1
2015-10-16,588.9
2015-10-19,602.65
2015-10-20,621.7
2015-10-21,636.8
2015-10-23,634.0
2015-10-26,612.2
2015-10-27,616.75
2015-10-28,606.2
2015-10-29,601.95
2015-10-30,603.1
2015-11-02,574.45
2015-11-03,654.25
2015-11-04,627.95
2015-11-05,626.15
2015-11-06,613.55
2015-11-09,619.5
2015-11-10,598.15
2015-11-11,604.65
2015-11-13,592.8
2015-11-16,595.65
2015-11-17,613.1
2015-11-18,591.6
2015-11-19,598.75
2015-11-20,606.5
2015-11-23,603.25
2015-11-24,625.55
2015-11-26,658.75
2015-11-27,673.1
2015-11-30,666.05
2015-12-01,641.25
2015-12-02,658.05
2015-12-03,636.55
2015-12-04,619.3
2015-12-07,620.15
2015-12-08,602.1
2015-12-09,565.15
2015-12-10,593.7
2015-12-11,593.35
2015-12-14,589.5
2015-12-15,594.3
2015-12-16,592.85
2015-12-17,619.7
2015-12-18,645.15
2015-12-21,636.95
2015-12-22,638.2
2015-12-23,664.15
2015-12-24,686.15
2015-12-28,677.35
2015-12-29,637.75
2015-12-30,634.9
2015-12-31,641.65
2016-01-01,635.25
2016-01-04,618.2
2016-01-05,623.25
2016-01-06,615.3
2016-01-07,597.3
2016-01-08,596.65
2016-01-11,597.4
2016-01-12,593.0
2016-01-13,557.3
2016-01-14,548.5
2016-01-15,509.9
2016-01-18,488.65
2016-01-19,517.05
2016-01-20,529.25
2016-01-21,526.6
2016-01-22,529.75
2016-01-25,532.45
2016-01-27,525.85
2016-01-28,529.15
2016-01-29,523.85
2016-02-01,559.3
2016-02-02,539.65
2016-02-03,521.4
2016-02-04,519.0
2016-02-05,507.3
2016-02-08,510.2
2016-02-09,499.8
2016-02-10,480.4
2016-02-11,424.65
2016-02-12,427.4
2016-02-15,462.4
2016-02-16,444.6
2016-02-17,459.55
2016-02-18,466.15
2016-02-19,462.95
2016-02-22,460.7
2016-02-23,446.25
2016-02-24,423.5
2016-02-25,419.9
2016-02-26,427.05
2016-02-29,407.5
2016-03-01,428.45
2016-03-02,449.35
2016-03-03,460.85
2016-03-04,479.5
2016-03-08,472.15
2016-03-09,463.75
2016-03-10,466.35
2016-03-11,548.6
2016-03-14,533.05
2016-03-15,603.45
2016-03-16,593.1
2016-03-17,636.6
2016-03-18,644.45
2016-03-21,630.7
2016-03-22,636.0
2016-03-23,638.65
2016-03-28,643.35
2016-03-29,631.45
2016-03-30,637.0
2016-03-31,635.55
2016-04-01,639.75
2016-04-04,660.35
2016-04-05,651.4
2016-04-06,652.75
2016-04-07,643.55
2016-04-08,643.8
2016-04-11,650.55
2016-04-12,648.55
2016-04-13,653.75
2016-04-18,652.6
2016-04-20,727.0
2016-04-21,712.6
2016-04-22,724.55
2016-04-25,737.95
2016-04-26,747.35
2016-04-27,745.1
2016-04-28,724.95
2016-04-29,720.5
2016-05-02,706.35
2016-05-03,701.2
2016-05-04,680.55
2016-05-05,699.7
2016-05-06,705.8
2016-05-09,708.65
2016-05-10,717.35
2016-05-11,712.1
2016-05-12,711.8
2016-05-13,700.9
2016-05-16,719.6
2016-05-17,720.8
2016-05-18,714.55
2016-05-19,707.45
2016-05-20,696.8
2016-05-23,660.85
2016-05-24,639.1
2016-05-25,662.7
2016-05-26,665.65
2016-05-27,652.85
2016-05-30,641.05
2016-05-31,663.75
2016-06-01,669.75
2016-06-02,691.35
2016-06-03,684.5
2016-06-06,691.2
2016-06-07,687.25
2016-06-08,681.75
2016-06-09,671.8
2016-06-10,659.6
2016-06-13,645.3
2016-06-14,652.45
2016-06-15,675.85
2016-06-16,672.6
2016-06-17,672.35
2016-06-20,670.05
2016-06-21,667.35
2016-06-22,659.25
2016-06-23,658.15
2016-06-24,627.15
2016-06-27,643.7
2016-06-28,642.8
2016-06-29,644.95
2016-06-30,648.1
2016-07-01,660.7
2016-07-04,657.75
2016-07-05,651.65
2016-07-07,651.45
2016-07-08,646.9
2016-07-11,647.35
2016-07-12,645.1
2016-07-13,651.85
2016-07-14,643.05
2016-07-15,639.55
2016-07-18,637.05
2016-07-19,639.0
2016-07-20,644.15
2016-07-21,637.6
2016-07-22,633.55
2016-07-25,637.2
2016-07-26,632.95
2016-07-27,685.6
2016-07-28,696.6
2016-07-29,682.05
2016-08-01,673.5
2016-08-02,658.5
2016-08-03,645.3
2016-08-04,674.5
2016-08-05,664.4
2016-08-08,666.6
2016-08-09,629.65
2016-08-10,615.65
2016-08-11,598.25
2016-08-12,584.1
2016-08-16,577.65
2016-08-17,604.2
2016-08-18,608.35
2016-08-19,609.9
2016-08-22,606.5
2016-08-23,599.5
2016-08-24,594.45
2016-08-25,589.2
2016-08-26,585.1
2016-08-29,582.05
2016-08-30,581.35
2016-08-31,582.1
2016-09-01,570.7
2016-09-02,579.6
2016-09-06,585.5
2016-09-07,591.1
2016-09-08,608.55
2016-09-09,592.9
2016-09-12,577.3
2016-09-14,591.45
2016-09-15,600.5
2016-09-16,588.55
2016-09-19,585.6
2016-09-20,580.0
2016-09-21,612.6
2016-09-22,604.6
2016-09-23,598.25
2016-09-26,588.15
2016-09-27,597.15
2016-09-28,601.35
2016-09-29,557.6
2016-09-30,567.6
2016-10-03,583.95
2016-10-04,589.3
2016-10-05,591.55
2016-10-06,588.8
2016-10-07,595.65
2016-10-10,584.85
2016-10-13,570.2
2016-10-14,567.65
2016-10-17,566.4
2016-10-18,580.1
2016-10-19,574.1
2016-10-20,580.9
2016-10-21,572.75
2016-10-24,573.65
2016-10-25,568.9
2016-10-26,562.95
2016-10-27,563.3
2016-10-28,563.0
2016-10-30,569.85
2016-11-01,561.25
2016-11-02,550.1
2016-11-03,547.8
2016-11-04,539.5
2016-11-07,538.65
2016-11-08,542.25
2016-11-09,516.1
2016-11-10,524.7
2016-11-11,514.3
2016-11-15,479.5
2016-11-16,466.85
2016-11-17,470.1
2016-11-18,501.4
2016-11-21,478.4
2016-11-22,482.1
2016-11-23,488.2
2016-11-24,504.55
2016-11-25,501.65
2016-11-28,510.05
2016-11-29,503.6
2016-11-30,525.05
2016-12-01,528.65
2016-12-02,525.25
2016-12-05,526.55
2016-12-06,523.45
2016-12-07,529.8
2016-12-08,543.35
2016-12-09,547.2
2016-12-12,537.15
2016-12-13,524.95
2016-12-14,520.3
2016-12-15,519.9
2016-12-16,515.7
2016-12-19,519.4
2016-12-20,515.1
2016-12-21,514.6
2016-12-22,505.2
2016-12-23,499.7
2016-12-26,494.1
2016-12-27,499.45
2016-12-28,490.95
2016-12-29,481.15
2016-12-30,485.75
2017-01-02,488.85
2017-01-03,498.4
2017-01-04,512.45
2017-01-05,517.05
2017-01-06,516.8
2017-01-09,516.75
2017-01-10,524.0
2017-01-11,528.45
2017-01-12,529.1
2017-01-13,524.7
2017-01-16,517.0
2017-01-17,519.95
2017-01-18,521.55
2017-01-19,524.85
2017-01-20,524.3
2017-01-23,528.85
2017-01-24,528.55
2017-01-25,584.65
2017-01-27,595.5
2017-01-30,593.3
2017-01-31,574.8
2017-02-01,582.55
2017-02-02,581.05
2017-02-03,581.85
2017-02-06,592.2
2017-02-07,584.3
2017-02-08,608.1
2017-02-09,620.4
2017-02-10,616.9
2017-02-13,619.75
2017-02-14,676.2
2017-02-15,652.4
2017-02-16,682.4
2017-02-17,684.35
2017-02-20,698.65
2017-02-21,686.15
2017-02-22,665.85
2017-02-23,657.0
2017-02-27,663.65
2017-02-28,676.85
2017-03-01,695.95
2017-03-02,678.2
2017-03-03,681.05
2017-03-06,700.65
2017-03-07,785.55
2017-03-08,782.7
2017-03-09,798.4
2017-03-10,796.1
2017-03-14,792.2
2017-03-15,791.5
2017-03-16,784.85
2017-03-17,837.6
2017-03-20,823.6
2017-03-21,849.45
2017-03-22,834.55
2017-03-23,844.05
2017-03-24,840.3
2017-03-27,890.85
2017-03-28,920.5
2017-03-29,943.4
2017-03-30,960.25
2017-03-31,972.7
2017-04-03,978.4
2017-04-05,990.75
2017-04-06,977.4
2017-04-07,941.5
2017-04-10,935.05
2017-04-11,958.85
2017-04-12,935.35
2017-04-13,920.9
2017-04-17,908.35
2017-04-18,900.8
2017-04-19,923.85
2017-04-20,934.65
2017-04-21,914.65
2017-04-24,911.45
2017-04-25,913.4
2017-04-26,907.95
2017-04-27,901.1
2017-04-28,903.2
2017-05-02,906.7
2017-05-03,909.85
2017-05-04,961.2
2017-05-05,966.55
2017-05-08,972.05
2017-05-09,974.85
2017-05-10,957.9
2017-05-11,953.1
2017-05-12,936.4
2017-05-15,936.9
2017-05-16,942.1
2017-05-17,945.45
2017-05-18,930.8
2017-05-19,914.1
2017-05-22,902.55
2017-05-23,871.95
2017-05-24,872.6
2017-05-25,869.5
2017-05-26,881.55
2017-05-29,867.15
2017-05-30,860.65
2017-05-31,819.5
2017-06-01,798.95
2017-06-02,802.3
2017-06-05,816.6
2017-06-06,814.7
2017-06-07,812.95
2017-06-08,808.65
2017-06-09,819.4
2017-06-12,818.9
2017-06-13,809.8
2017-06-14,811.8
2017-06-15,810.7
2017-06-16,814.75
2017-06-19,810.7
2017-06-20,806.25
2017-06-21,806.25
2017-06-22,848.7
2017-06-23,834.65
2017-06-27,805.0
2017-06-28,797.9
2017-06-29,800.75
2017-06-30,801.75
2017-07-03,811.65
2017-07-04,811.2
2017-07-05,807.45
2017-07-06,852.5
2017-07-07,864.95
2017-07-10,859.85
2017-07-11,849.25
2017-07-12,854.1
2017-07-13,845.0
2017-07-14,827.45
2017-07-17,842.7
2017-07-18,827.0
2017-07-19,888.6
2017-07-20,888.75
2017-07-21,892.1
2017-07-24,915.9
2017-07-25,916.95
2017-07-26,910.55
2017-07-27,906.55
2017-07-28,903.1
2017-07-31,911.1
2017-08-01,939.8
2017-08-02,929.55
2017-08-03,912.1
2017-08-04,921.95
2017-08-07,914.5
2017-08-08,906.75
2017-08-09,892.75
2017-08-10,864.85
2017-08-11,852.65
2017-08-14,849.2
2017-08-16,844.9
2017-08-17,839.7
2017-08-18,853.8
2017-08-21,860.0
2017-08-22,852.85
2017-08-23,856.95
2017-08-24,851.45
2017-08-28,857.15
2017-08-29,849.85
2017-08-30,906.85
2017-08-31,1080.65
2017-09-01,1078.7
2017-09-04,1079.9
2017-09-05,1108.85
2017-09-06,1116.3
2017-09-07,1093.3
2017-09-08,1090.3
2017-09-11,1091.3
2017-09-12,1096.85
2017-09-13,1088.35
2017-09-14,1098.55
2017-09-15,1054.15
2017-09-18,1068.1
2017-09-19,1069.45
2017-09-20,1070.65
2017-09-21,1054.8
2017-09-22,1001.35
2017-09-25,969.25
2017-09-26,981.6
2017-09-27,937.9
2017-09-28,941.15
2017-09-29,941.35
2017-10-03,951.05
2017-10-04,959.45
2017-10-05,1000.5
2017-10-06,983.8
2017-10-09,950.85
2017-10-10,955.35
2017-10-11,950.4
2017-10-12,948.55
2017-10-13,931.65
2017-10-16,937.65
2017-10-17,939.5
2017-10-18,930.3
2017-10-19,950.85
2017-10-23,937.9
2017-10-24,934.2
2017-10-25,932.6
2017-10-26,931.75
2017-10-27,933.2
2017-10-30,917.65
2017-10-31,921.1
2017-11-01,936.55
2017-11-02,929.95
2017-11-03,931.4
2017-11-06,934.35
2017-11-07,912.9
2017-11-08,906.65
2017-11-09,917.9
2017-11-10,980.8
2017-11-13,996.2
2017-11-14,1023.8
2017-11-15,1002.3
2017-11-16,1028.5
2017-11-17,1030.3
2017-11-20,1022.45
2017-11-21,983.35
2017-11-22,968.2
2017-11-23,1003.95
2017-11-24,1009.95
2017-11-27,1010.2
2017-11-28,996.3
2017-11-29,1000.5
2017-11-30,991.8
2017-12-01,992.3
2017-12-04,976.45
2017-12-05,986.1
2017-12-06,972.8
2017-12-07,986.15
2017-12-08,983.5
2017-12-11,996.95
2017-12-12,990.2
2017-12-13,978.95
2017-12-14,978.9
2017-12-15,977.6
2017-12-18,981.65
2017-12-19,985.05
2017-12-20,988.4
2017-12-21,992.15
2017-12-22,995.4
2017-12-26,991.6
2017-12-27,982.85
2017-12-28,973.35
2017-12-29,978.65
