Date,ANANTRAJ
2013-01-01,92.35
2013-01-02,92.0
2013-01-03,97.8
2013-01-04,96.8
2013-01-07,96.35
2013-01-08,94.85
2013-01-09,94.1
2013-01-10,92.9
2013-01-11,91.35
2013-01-14,94.0
2013-01-15,94.95
2013-01-16,91.3
2013-01-17,91.85
2013-01-18,91.75
2013-01-21,92.35
2013-01-22,88.15
2013-01-23,85.35
2013-01-24,78.7
2013-01-25,82.6
2013-01-28,85.4
2013-01-29,83.85
2013-01-30,83.3
2013-01-31,81.6
2013-02-01,81.75
2013-02-04,76.3
2013-02-05,78.1
2013-02-06,77.9
2013-02-07,75.2
2013-02-08,73.9
2013-02-11,72.65
2013-02-12,70.25
2013-02-13,70.95
2013-02-14,67.9
2013-02-15,68.55
2013-02-18,70.4
2013-02-19,71.15
2013-02-20,70.65
2013-02-21,66.7
2013-02-22,66.6
2013-02-25,63.7
2013-02-26,62.0
2013-02-27,63.55
2013-02-28,62.25
2013-03-01,61.7
2013-03-04,57.4
2013-03-05,58.95
2013-03-06,63.7
2013-03-07,66.8
2013-03-08,72.05
2013-03-11,70.95
2013-03-12,68.9
2013-03-13,66.4
2013-03-14,68.95
2013-03-15,68.35
2013-03-18,66.6
2013-03-19,63.75
2013-03-20,59.95
2013-03-21,60.8
2013-03-22,62.0
2013-03-25,63.3
2013-03-26,63.45
2013-03-28,62.8
2013-04-01,64.75
2013-04-02,64.85
2013-04-03,63.45
2013-04-04,60.2
2013-04-05,59.3
2013-04-08,58.45
2013-04-09,57.9
2013-04-10,59.2
2013-04-11,58.7
2013-04-12,57.45
2013-04-15,60.95
2013-04-16,62.2
2013-04-17,61.25
2013-04-18,63.7
2013-04-22,65.65
2013-04-23,67.0
2013-04-25,68.45
2013-04-26,65.9
2013-04-29,67.55
2013-04-30,66.25
2013-05-02,66.65
2013-05-03,65.3
2013-05-06,65.65
2013-05-07,69.1
2013-05-08,69.0
2013-05-09,67.25
2013-05-10,67.05
2013-05-11,68.45
2013-05-13,67.5
2013-05-14,66.9
2013-05-15,72.4
2013-05-16,76.5
2013-05-17,75.85
2013-05-20,78.2
2013-05-21,75.3
2013-05-22,72.9
2013-05-23,69.0
2013-05-24,70.85
2013-05-27,71.0
2013-05-28,70.7
2013-05-29,70.0
2013-05-30,68.15
2013-05-31,64.9
2013-06-03,60.95
2013-06-04,61.3
2013-06-05,62.1
2013-06-06,62.15
2013-06-07,60.4
2013-06-10,60.65
2013-06-11,57.25
2013-06-12,57.45
2013-06-13,54.1
2013-06-14,56.2
2013-06-17,54.75
2013-06-18,54.6
2013-06-19,55.15
2013-06-20,53.0
2013-06-21,54.45
2013-06-24,51.1
2013-06-25,51.75
2013-06-26,50.7
2013-06-27,51.1
2013-06-28,52.75
2013-07-01,55.45
2013-07-02,53.7
2013-07-03,50.75
2013-07-04,50.85
2013-07-05,51.25
2013-07-08,51.05
2013-07-09,55.45
2013-07-10,55.3
2013-07-11,55.5
2013-07-12,55.6
2013-07-15,55.7
2013-07-16,52.95
2013-07-17,51.05
2013-07-18,52.3
2013-07-19,51.35
2013-07-22,51.6
2013-07-23,51.9
2013-07-24,50.25
2013-07-25,50.65
2013-07-26,50.65
2013-07-29,50.0
2013-07-30,50.05
2013-07-31,49.2
2013-08-01,47.85
2013-08-02,44.9
2013-08-05,44.9
2013-08-06,42.05
2013-08-07,43.6
2013-08-08,44.5
2013-08-12,45.1
2013-08-13,47.95
2013-08-14,48.85
2013-08-16,43.25
2013-08-19,43.25
2013-08-20,44.8
2013-08-21,43.4
2013-08-22,44.65
2013-08-23,44.55
2013-08-26,44.8
2013-08-27,43.75
2013-08-28,42.0
2013-08-29,41.6
2013-08-30,43.65
2013-09-02,44.75
2013-09-03,43.25
2013-09-04,43.5
2013-09-05,44.6
2013-09-06,44.85
2013-09-10,44.6
2013-09-11,45.25
2013-09-12,45.05
2013-09-13,46.1
2013-09-16,44.65
2013-09-17,44.35
2013-09-18,44.2
2013-09-19,46.3
2013-09-20,42.15
2013-09-23,42.8
2013-09-24,42.0
2013-09-25,42.1
2013-09-26,42.3
2013-09-27,41.85
2013-09-30,41.15
2013-10-01,42.0
2013-10-03,42.0
2013-10-04,42.65
2013-10-07,42.45
2013-10-08,42.1
2013-10-09,45.8
2013-10-10,47.75
2013-10-11,49.05
2013-10-14,51.1
2013-10-15,49.35
2013-10-17,49.05
2013-10-18,51.45
2013-10-21,53.0
2013-10-22,52.45
2013-10-23,50.75
2013-10-24,49.6
2013-10-25,48.7
2013-10-28,47.75
2013-10-29,49.15
2013-10-30,49.25
2013-10-31,55.1
2013-11-01,53.9
2013-11-03,56.2
2013-11-05,56.85
2013-11-06,55.15
2013-11-07,52.85
2013-11-08,54.3
2013-11-11,51.2
2013-11-12,51.25
2013-11-13,49.7
2013-11-14,51.3
2013-11-18,51.15
2013-11-19,54.1
2013-11-20,52.7
2013-11-21,50.4
2013-11-22,50.1
2013-11-25,49.9
2013-11-26,48.65
2013-11-27,47.2
2013-11-28,47.7
2013-11-29,48.0
2013-12-02,49.35
2013-12-03,49.15
2013-12-04,47.8
2013-12-05,48.2
2013-12-06,48.4
2013-12-09,48.6
2013-12-10,46.9
2013-12-11,46.05
2013-12-12,46.9
2013-12-13,48.45
2013-12-16,51.7
2013-12-17,50.6
2013-12-18,52.8
2013-12-19,54.4
2013-12-20,65.15
2013-12-23,63.95
2013-12-24,62.7
2013-12-26,61.5
2013-12-27,61.25
2013-12-30,61.45
2013-12-31,62.6
2014-01-01,64.0
2014-01-02,58.25
2014-01-03,58.3
2014-01-06,60.6
2014-01-07,59.35
2014-01-08,58.75
2014-01-09,55.85
2014-01-10,55.5
2014-01-13,56.1
2014-01-14,54.6
2014-01-15,54.55
2014-01-16,52.9
2014-01-17,51.15
2014-01-20,52.25
2014-01-21,53.7
2014-01-22,56.95
2014-01-23,54.55
2014-01-24,52.2
2014-01-27,48.5
2014-01-28,49.4
2014-01-29,49.05
2014-01-30,49.25
2014-01-31,50.75
2014-02-03,49.65
2014-02-04,51.75
2014-02-05,55.6
2014-02-06,54.3
2014-02-07,53.85
2014-02-10,53.2
2014-02-11,53.4
2014-02-12,55.3
2014-02-13,53.05
2014-02-14,51.75
2014-02-17,50.9
2014-02-18,50.25
2014-02-19,52.35
2014-02-20,50.5
2014-02-21,50.2
2014-02-24,49.8
2014-02-25,50.3
2014-02-26,51.55
2014-02-28,51.25
2014-03-03,50.5
2014-03-04,54.95
2014-03-05,57.4
2014-03-06,57.2
2014-03-07,57.0
2014-03-10,58.95
2014-03-11,59.7
2014-03-12,58.05
2014-03-13,55.35
2014-03-14,55.0
2014-03-18,55.6
2014-03-19,55.0
2014-03-20,53.7
2014-03-21,54.65
2014-03-22,54.5
2014-03-24,54.95
2014-03-25,54.6
2014-03-26,54.7
2014-03-27,54.85
2014-03-28,56.5
2014-03-31,56.95
2014-04-01,56.25
2014-04-02,58.8
2014-04-03,57.95
2014-04-04,59.5
2014-04-07,61.75
2014-04-09,61.85
2014-04-10,61.9
2014-04-11,64.0
2014-04-15,61.1
2014-04-16,57.2
2014-04-17,59.2
2014-04-21,59.4
2014-04-22,58.95
2014-04-23,58.15
2014-04-25,58.45
2014-04-28,58.8
2014-04-29,58.55
2014-04-30,55.2
2014-05-02,54.95
2014-05-05,53.95
2014-05-06,54.25
2014-05-07,53.95
2014-05-08,53.8
2014-05-09,54.55
2014-05-12,54.85
2014-05-13,57.6
2014-05-14,59.8
2014-05-15,58.9
2014-05-16,59.8
2014-05-19,66.85
2014-05-20,70.8
2014-05-21,68.95
2014-05-22,72.85
2014-05-23,73.95
2014-05-26,66.95
2014-05-27,67.4
2014-05-28,66.45
2014-05-29,65.5
2014-05-30,65.8
2014-06-02,68.65
2014-06-03,69.8
2014-06-04,72.65
2014-06-05,72.65
2014-06-06,78.1
2014-06-09,81.6
2014-06-10,80.8
2014-06-11,79.95
2014-06-12,79.4
2014-06-13,74.05
2014-06-16,75.0
2014-06-17,76.6
2014-06-18,74.6
2014-06-19,74.0
2014-06-20,71.2
2014-06-23,71.45
2014-06-24,74.1
2014-06-25,75.9
2014-06-26,73.3
2014-06-27,74.0
2014-06-30,75.35
2014-07-01,78.45
2014-07-02,78.15
2014-07-03,76.35
2014-07-04,76.0
2014-07-07,74.0
2014-07-08,68.1
2014-07-09,65.05
2014-07-10,65.6
2014-07-11,60.45
2014-07-14,61.1
2014-07-15,63.9
2014-07-16,67.25
2014-07-17,66.65
2014-07-18,65.25
2014-07-21,65.7
2014-07-22,65.05
2014-07-23,65.2
2014-07-24,64.05
2014-07-25,61.25
2014-07-28,60.0
2014-07-30,61.15
2014-07-31,62.75
2014-08-01,61.85
2014-08-04,62.35
2014-08-05,64.15
2014-08-06,63.8
2014-08-07,63.3
2014-08-08,60.45
2014-08-11,62.35
2014-08-12,61.45
2014-08-13,56.6
2014-08-14,58.4
2014-08-18,59.6
2014-08-19,60.35
2014-08-20,60.0
2014-08-21,59.35
2014-08-22,57.8
2014-08-25,56.55
2014-08-26,56.3
2014-08-27,55.5
2014-08-28,55.1
2014-09-01,56.55
2014-09-02,56.6
2014-09-03,57.5
2014-09-04,55.2
2014-09-05,54.65
2014-09-08,56.5
2014-09-09,55.55
2014-09-10,58.15
2014-09-11,59.35
2014-09-12,57.2
2014-09-15,56.75
2014-09-16,54.45
2014-09-17,54.9
2014-09-18,56.15
2014-09-19,57.6
2014-09-22,61.35
2014-09-23,57.1
2014-09-24,55.7
2014-09-25,53.15
2014-09-26,55.3
2014-09-29,56.7
2014-09-30,55.2
2014-10-01,53.2
2014-10-07,52.8
2014-10-08,52.65
2014-10-09,54.15
2014-10-10,52.5
2014-10-13,52.85
2014-10-14,52.0
2014-10-16,49.2
2014-10-17,49.95
2014-10-20,49.15
2014-10-21,49.4
2014-10-22,49.65
2014-10-23,49.95
2014-10-27,50.0
2014-10-28,51.9
2014-10-29,52.25
2014-10-30,53.15
2014-10-31,53.75
2014-11-03,55.2
2014-11-05,54.3
2014-11-07,52.8
2014-11-10,52.05
2014-11-11,51.55
2014-11-12,52.1
2014-11-13,51.05
2014-11-14,52.95
2014-11-17,57.95
2014-11-18,58.4
2014-11-19,56.1
2014-11-20,55.2
2014-11-21,55.6
2014-11-24,53.25
2014-11-25,49.75
2014-11-26,54.6
2014-11-27,52.6
2014-11-28,51.9
2014-12-01,50.8
2014-12-02,51.65
2014-12-03,51.8
2014-12-04,51.7
2014-12-05,51.75
2014-12-08,50.8
2014-12-09,49.4
2014-12-10,49.3
2014-12-11,48.8
2014-12-12,47.8
2014-12-15,46.9
2014-12-16,44.85
2014-12-17,44.05
2014-12-18,47.35
2014-12-19,44.95
2014-12-22,45.8
2014-12-23,45.0
2014-12-24,44.4
2014-12-26,44.75
2014-12-29,45.35
2014-12-30,45.8
2014-12-31,46.85
2015-01-01,47.2
2015-01-02,47.45
2015-01-05,47.15
2015-01-06,43.85
2015-01-07,43.2
2015-01-08,43.45
2015-01-09,42.6
2015-01-12,42.0
2015-01-13,42.8
2015-01-14,42.15
2015-01-15,45.75
2015-01-16,46.15
2015-01-19,47.05
2015-01-20,46.9
2015-01-21,44.95
2015-01-22,47.05
2015-01-23,46.3
2015-01-27,45.65
2015-01-28,45.7
2015-01-29,48.3
2015-01-30,50.15
2015-02-02,50.6
2015-02-03,48.45
2015-02-04,50.4
2015-02-05,48.55
2015-02-06,49.05
2015-02-09,47.05
2015-02-10,46.85
2015-02-11,48.8
2015-02-12,50.65
2015-02-13,48.7
2015-02-16,48.1
2015-02-18,48.95
2015-02-19,48.25
2015-02-20,48.85
2015-02-23,47.85
2015-02-24,47.75
2015-02-25,46.15
2015-02-26,46.7
2015-02-27,47.9
2015-02-28,46.3
2015-03-02,45.8
2015-03-03,46.0
2015-03-04,45.6
2015-03-05,44.85
2015-03-09,43.6
2015-03-10,43.45
2015-03-11,42.9
2015-03-12,43.35
2015-03-13,42.35
2015-03-16,41.05
2015-03-17,40.65
2015-03-18,40.8
2015-03-19,40.55
2015-03-20,39.6
2015-03-23,38.15
2015-03-24,38.4
2015-03-25,37.3
2015-03-26,38.15
2015-03-27,38.0
2015-03-30,39.45
2015-03-31,39.9
2015-04-01,40.05
2015-04-06,42.6
2015-04-07,41.7
2015-04-08,43.65
2015-04-09,43.0
2015-04-10,44.55
2015-04-13,43.45
2015-04-15,44.2
2015-04-16,43.05
2015-04-17,42.65
2015-04-20,40.3
2015-04-21,40.75
2015-04-22,40.9
2015-04-23,40.1
2015-04-24,38.75
2015-04-27,37.3
2015-04-28,38.0
2015-04-29,38.75
2015-04-30,38.75
2015-05-04,39.35
2015-05-05,38.8
2015-05-06,37.15
2015-05-07,35.95
2015-05-08,36.9
2015-05-11,37.2
2015-05-12,36.05
2015-05-13,36.2
2015-05-14,37.05
2015-05-15,36.9
2015-05-18,37.5
2015-05-19,37.8
2015-05-20,38.4
2015-05-21,38.1
2015-05-22,37.95
2015-05-25,37.75
2015-05-26,37.0
2015-05-27,36.75
2015-05-28,36.8
2015-05-29,36.9
2015-06-01,36.5
2015-06-02,35.7
2015-06-03,33.25
2015-06-04,34.9
2015-06-05,33.9
2015-06-08,33.15
2015-06-09,32.95
2015-06-10,34.8
2015-06-11,36.55
2015-06-12,38.15
2015-06-15,37.85
2015-06-16,36.85
2015-06-17,37.9
2015-06-18,38.35
2015-06-19,37.65
2015-06-22,38.6
2015-06-23,38.4
2015-06-24,37.7
2015-06-25,38.1
2015-06-26,37.7
2015-06-29,37.2
2015-06-30,41.65
2015-07-01,42.7
2015-07-02,41.5
2015-07-03,40.15
2015-07-06,40.9
2015-07-07,41.2
2015-07-08,40.1
2015-07-09,39.9
2015-07-10,38.9
2015-07-13,39.7
2015-07-14,40.8
2015-07-15,42.6
2015-07-16,41.05
2015-07-17,40.85
2015-07-20,40.8
2015-07-21,39.4
2015-07-22,40.8
2015-07-23,41.0
2015-07-24,40.6
2015-07-27,39.6
2015-07-28,39.0
2015-07-29,40.15
2015-07-30,40.15
2015-07-31,41.4
2015-08-03,41.8
2015-08-04,44.4
2015-08-05,45.05
2015-08-06,43.2
2015-08-07,43.25
2015-08-10,44.8
2015-08-11,46.15
2015-08-12,42.75
2015-08-13,41.8
2015-08-14,43.55
2015-08-17,42.45
2015-08-18,42.85
2015-08-19,42.05
2015-08-20,39.8
2015-08-21,38.6
2015-08-24,33.65
2015-08-25,33.9
2015-08-26,32.65
2015-08-27,33.0
2015-08-28,33.65
2015-08-31,33.45
2015-09-01,31.6
2015-09-02,31.35
2015-09-03,32.35
2015-09-04,31.5
2015-09-07,32.0
2015-09-08,32.0
2015-09-09,32.2
2015-09-10,32.15
2015-09-11,33.2
2015-09-14,33.55
2015-09-15,33.2
2015-09-16,32.35
2015-09-18,32.5
2015-09-21,33.45
2015-09-22,34.15
2015-09-23,34.15
2015-09-24,34.15
2015-09-28,35.15
2015-09-29,35.45
2015-09-30,36.0
2015-10-01,36.15
2015-10-05,36.45
2015-10-06,35.8
2015-10-07,37.1
2015-10-08,36.8
2015-10-09,37.15
2015-10-12,36.95
2015-10-13,37.7
2015-10-14,38.9
2015-10-15,38.55
2015-10-16,38.25
2015-10-19,38.95
2015-10-20,38.95
2015-10-21,38.4
2015-10-23,40.25
2015-10-26,39.55
2015-10-27,39.1
2015-10-28,39.45
2015-10-29,38.95
2015-10-30,37.85
2015-11-02,36.95
2015-11-03,36.9
2015-11-04,37.35
2015-11-05,36.25
2015-11-06,36.0
2015-11-09,34.9
2015-11-10,34.5
2015-11-11,34.95
2015-11-13,35.1
2015-11-16,34.55
2015-11-17,35.65
2015-11-18,34.6
2015-11-19,34.7
2015-11-20,35.0
2015-11-23,34.7
2015-11-24,35.65
