Date,HONDAPOWER
2014-06-27,847.05
2014-08-06,899.3
2014-08-07,872.85
2014-08-08,838.45
2014-08-11,835.45
2014-08-12,844.0
2014-08-13,819.95
2014-08-14,860.9
2014-08-18,890.95
2014-08-19,869.3
2014-08-20,863.45
2014-08-21,867.85
2014-08-22,911.15
2014-08-25,955.2
2014-08-26,967.4
2014-08-27,972.3
2014-08-28,980.0
2014-09-01,967.35
2014-09-02,982.65
2014-09-03,971.65
2014-09-04,978.8
2014-09-05,988.75
2014-09-08,982.05
2014-09-09,979.1
2014-09-10,958.9
2014-09-11,942.8
2014-09-12,1037.05
2014-09-15,1013.4
2014-09-16,963.6
2014-09-17,977.5
2014-09-18,979.75
2014-09-19,978.2
2014-09-22,982.8
2014-09-23,965.25
2014-09-24,948.8
2014-09-25,920.0
2014-09-26,961.05
2014-09-29,959.15
2014-09-30,975.0
2014-10-01,964.65
2014-10-07,946.05
2014-10-08,944.65
2014-10-09,933.85
2014-10-10,930.9
2014-10-13,929.95
2014-10-14,914.25
2014-10-16,879.2
2014-10-17,880.8
2014-10-20,887.45
2014-10-21,857.15
2014-10-22,836.5
2014-10-23,851.55
2014-10-27,846.95
2014-10-28,837.9
2014-10-29,830.65
2014-10-30,819.5
2014-10-31,844.55
2014-11-03,852.15
2014-11-05,829.55
2014-11-07,830.05
2014-11-10,837.1
2014-11-11,845.2
2014-11-12,885.75
2014-11-13,890.6
2014-11-14,892.35
2014-11-17,901.15
2014-11-18,930.65
2014-11-19,922.9
2014-11-20,915.2
2014-11-21,910.15
2014-11-24,924.5
2014-11-25,914.0
2014-11-26,913.9
2014-11-27,927.25
2014-11-28,926.8
2014-12-01,904.95
2014-12-02,909.1
2014-12-03,922.95
2014-12-04,936.45
2014-12-05,940.5
2014-12-08,926.5
2014-12-09,923.75
2014-12-10,925.05
2014-12-11,920.5
2014-12-12,906.0
2014-12-15,895.45
2014-12-16,868.35
2014-12-17,852.5
2014-12-18,885.95
2014-12-19,889.6
2014-12-22,892.4
2014-12-23,890.85
2014-12-24,896.1
2014-12-26,903.7
2014-12-29,892.25
2014-12-30,892.0
2014-12-31,897.8
2015-01-01,921.1
2015-01-02,957.75
2015-01-05,969.2
2015-01-06,928.15
2015-01-07,937.8
2015-01-08,969.2
2015-01-09,947.9
2015-01-12,934.1
2015-01-13,924.25
2015-01-14,924.85
2015-01-15,934.15
2015-01-16,904.3
2015-01-19,915.45
2015-01-20,912.1
2015-01-21,893.65
2015-01-22,890.55
2015-01-23,860.3
2015-01-27,860.4
2015-01-28,850.9
2015-01-29,871.0
2015-01-30,854.55
2015-02-02,873.35
2015-02-03,865.3
2015-02-04,871.15
2015-02-05,859.45
2015-02-06,877.35
2015-02-09,882.25
2015-02-10,898.35
2015-02-11,907.75
2015-02-12,944.75
2015-02-13,964.35
2015-02-16,955.1
2015-02-18,977.6
2015-02-19,972.7
2015-02-20,1083.65
2015-02-23,1094.8
2015-02-24,1057.85
2015-02-25,1029.7
2015-02-26,994.65
2015-02-27,1057.55
2015-02-28,1052.7
2015-03-02,1090.0
2015-03-03,1115.25
2015-03-04,1153.6
2015-03-05,1228.35
2015-03-09,1145.8
2015-03-10,1141.75
2015-03-11,1138.05
2015-03-12,1151.75
2015-03-13,1131.55
2015-03-16,1119.45
2015-03-17,1134.65
2015-03-18,1151.2
2015-03-19,1141.4
2015-03-20,1139.55
2015-03-23,1085.95
2015-03-24,1082.3
2015-03-25,1119.8
2015-03-26,1097.95
2015-03-27,1094.6
2015-03-30,1143.2
2015-03-31,1122.35
2015-04-01,1150.7
2015-04-06,1150.45
2015-04-07,1166.45
2015-04-08,1333.35
2015-04-09,1290.3
2015-04-10,1329.65
2015-04-13,1319.3
2015-04-15,1315.0
2015-04-16,1291.25
2015-04-17,1214.9
2015-04-20,1199.4
2015-04-21,1196.15
2015-04-22,1189.25
2015-04-23,1200.35
2015-04-24,1143.9
2015-04-27,1083.55
2015-04-28,1092.8
2015-04-29,1110.75
2015-04-30,1133.0
2015-05-04,1126.35
2015-05-05,1110.85
2015-05-06,1049.25
2015-05-07,1052.05
2015-05-08,1107.8
2015-05-11,1224.75
2015-05-12,1178.5
2015-05-13,1238.95
2015-05-14,1280.2
2015-05-15,1249.55
2015-05-18,1285.15
2015-05-19,1200.6
2015-05-20,1199.25
2015-05-21,1208.75
2015-05-22,1224.65
2015-05-25,1160.5
2015-05-26,1128.8
2015-05-27,1122.15
2015-05-28,1118.5
2015-05-29,1120.75
2015-06-01,1127.45
2015-06-02,1099.15
2015-06-03,1078.8
2015-06-04,1094.55
2015-06-05,1100.45
2015-06-08,1049.9
2015-06-09,1050.55
2015-06-10,1087.25
2015-06-11,1061.6
2015-06-12,1134.8
2015-06-15,1132.85
2015-06-16,1157.0
2015-06-17,1155.75
2015-06-18,1182.5
2015-06-19,1156.6
2015-06-22,1165.8
2015-06-23,1187.7
2015-06-24,1145.4
2015-06-25,1149.65
2015-06-26,1180.9
2015-06-29,1198.55
2015-06-30,1196.0
2015-07-01,1186.15
2015-07-02,1220.1
2015-07-03,1199.9
2015-07-06,1239.75
2015-07-07,1216.8
2015-07-08,1183.0
2015-07-09,1179.65
2015-07-10,1163.75
2015-07-13,1161.25
2015-07-14,1176.05
2015-07-15,1189.4
2015-07-16,1171.45
2015-07-17,1200.1
2015-07-20,1232.25
2015-07-21,1202.75
2015-07-22,1243.2
2015-07-23,1308.5
2015-07-24,1302.8
2015-07-27,1277.75
2015-07-28,1281.75
2015-07-29,1281.35
2015-07-30,1267.75
2015-07-31,1413.4
2015-08-03,1488.7
2015-08-04,1474.45
2015-08-05,1424.5
2015-08-06,1398.65
2015-08-07,1371.1
2015-08-10,1369.35
2015-08-11,1346.65
2015-08-12,1284.1
2015-08-13,1234.1
2015-08-14,1247.05
2015-08-17,1283.15
2015-08-18,1295.2
2015-08-19,1302.25
2015-08-20,1284.65
2015-08-21,1269.0
2015-08-24,1144.25
2015-08-25,1176.5
2015-08-26,1144.45
2015-08-27,1165.9
2015-08-28,1177.35
2015-08-31,1166.95
2015-09-01,1151.4
2015-09-02,1136.5
2015-09-03,1118.2
2015-09-04,1086.45
2015-09-07,1071.65
2015-09-08,1119.45
2015-09-09,1122.3
2015-09-10,1127.35
2015-09-11,1104.35
2015-09-14,1121.2
2015-09-15,1123.35
2015-09-16,1120.85
2015-09-18,1129.4
2015-09-21,1164.25
2015-09-22,1127.5
2015-09-23,1124.25
2015-09-24,1124.45
2015-09-28,1103.15
2015-09-29,1091.05
2015-09-30,1140.55
2015-10-01,1145.35
2015-10-05,1183.6
2015-10-06,1181.15
2015-10-07,1200.8
2015-10-08,1201.3
2015-10-09,1204.55
2015-10-12,1191.85
2015-10-13,1186.55
2015-10-14,1248.05
2015-10-15,1239.7
2015-10-16,1261.7
2015-10-19,1324.45
2015-10-20,1305.85
2015-10-21,1287.8
2015-10-23,1276.45
2015-10-26,1214.15
2015-10-27,1206.25
2015-10-28,1182.55
2015-10-29,1212.3
2015-10-30,1219.15
2015-11-02,1203.35
2015-11-03,1255.1
2015-11-04,1220.3
2015-11-05,1219.5
2015-11-06,1210.2
2015-11-09,1204.15
2015-11-10,1205.0
2015-11-11,1235.25
2015-11-13,1212.95
2015-11-16,1248.2
2015-11-17,1261.35
2015-11-18,1242.9
2015-11-19,1273.55
2015-11-20,1308.1
2015-11-23,1324.25
2015-11-24,1319.65
2015-11-26,1334.25
2015-11-27,1341.45
2015-11-30,1390.05
2015-12-01,1349.95
2015-12-02,1333.5
2015-12-03,1309.3
2015-12-04,1337.15
2015-12-07,1341.5
2015-12-08,1289.15
2015-12-09,1248.95
2015-12-10,1280.3
2015-12-11,1267.95
2015-12-14,1259.1
2015-12-15,1255.45
2015-12-16,1294.15
2015-12-17,1300.3
2015-12-18,1315.7
2015-12-21,1327.55
2015-12-22,1323.15
2015-12-23,1361.0
2015-12-24,1377.7
2015-12-28,1397.1
2015-12-29,1374.6
2015-12-30,1368.75
2015-12-31,1371.5
2016-01-01,1338.8
2016-01-04,1322.9
2016-01-05,1325.55
2016-01-06,1364.6
2016-01-07,1324.0
2016-01-08,1321.25
2016-01-11,1316.45
2016-01-12,1308.65
2016-01-13,1261.55
2016-01-14,1278.1
2016-01-15,1256.65
2016-01-18,1183.75
2016-01-19,1170.2
2016-01-20,1157.65
2016-01-21,1148.75
2016-01-22,1170.8
2016-01-25,1145.7
2016-01-27,1151.3
2016-01-28,1149.7
2016-01-29,1159.85
2016-02-01,1190.4
2016-02-02,1217.1
2016-02-03,1165.5
2016-02-04,1180.8
2016-02-05,1189.75
2016-02-08,1211.3
2016-02-09,1224.5
2016-02-10,1206.1
2016-02-11,1125.3
2016-02-12,1129.05
2016-02-15,1160.15
2016-02-16,1140.0
2016-02-17,1187.6
2016-02-18,1156.75
2016-02-19,1159.0
2016-02-22,1150.05
2016-02-23,1142.7
2016-02-24,1118.35
2016-02-25,1098.45
2016-02-26,1104.55
2016-02-29,1094.75
2016-03-01,1174.9
2016-03-02,1182.6
2016-03-03,1173.1
2016-03-04,1189.85
2016-03-08,1166.05
2016-03-09,1175.8
2016-03-10,1170.7
2016-03-11,1153.15
2016-03-14,1151.0
2016-03-15,1174.2
2016-03-16,1208.95
2016-03-17,1239.95
2016-03-18,1240.0
2016-03-21,1252.15
2016-03-22,1250.05
2016-03-23,1270.05
2016-03-28,1270.3
2016-03-29,1280.0
2016-03-30,1293.9
2016-03-31,1314.5
2016-04-01,1311.65
2016-04-04,1310.65
2016-04-05,1316.5
2016-04-06,1365.35
2016-04-07,1357.45
2016-04-08,1348.05
2016-04-11,1297.75
2016-04-12,1321.15
2016-04-13,1327.4
2016-04-18,1363.6
2016-04-20,1375.4
2016-04-21,1354.85
2016-04-22,1346.75
2016-04-25,1351.35
2016-04-26,1330.05
2016-04-27,1337.15
2016-04-28,1299.2
2016-04-29,1274.65
2016-05-02,1237.95
2016-05-03,1235.5
2016-05-04,1227.45
2016-05-05,1220.85
2016-05-06,1245.35
2016-05-09,1250.4
2016-05-10,1253.1
2016-05-11,1279.7
2016-05-12,1328.85
2016-05-13,1325.65
2016-05-16,1280.2
2016-05-17,1269.85
2016-05-18,1267.7
2016-05-19,1260.3
2016-05-20,1279.55
2016-05-23,1230.7
2016-05-24,1212.55
2016-05-25,1196.6
2016-05-26,1181.0
2016-05-27,1203.5
2016-05-30,1210.6
2016-05-31,1184.25
2016-06-01,1199.95
2016-06-02,1181.0
2016-06-03,1190.2
2016-06-06,1175.3
2016-06-07,1200.85
2016-06-08,1200.3
2016-06-09,1209.05
2016-06-10,1206.2
2016-06-13,1200.0
2016-06-14,1207.75
2016-06-15,1219.85
2016-06-16,1210.65
2016-06-17,1204.85
2016-06-20,1200.55
2016-06-21,1201.3
2016-06-22,1217.4
2016-06-23,1203.6
2016-06-24,1175.2
2016-06-27,1203.05
2016-06-28,1192.25
2016-06-29,1232.1
2016-06-30,1258.6
2016-07-01,1255.15
2016-07-04,1248.7
2016-07-05,1233.95
2016-07-07,1214.35
2016-07-08,1215.95
2016-07-11,1227.0
2016-07-12,1218.45
2016-07-13,1202.25
2016-07-14,1210.3
2016-07-15,1192.0
2016-07-18,1178.5
2016-07-19,1187.65
2016-07-20,1184.9
2016-07-21,1187.0
2016-07-22,1189.55
2016-07-25,1197.15
2016-07-26,1194.9
2016-07-27,1200.35
2016-07-28,1218.3
2016-07-29,1191.3
2016-08-01,1202.7
2016-08-02,1209.8
2016-08-03,1210.75
2016-08-04,1195.35
2016-08-05,1213.8
2016-08-08,1215.8
2016-08-09,1249.75
2016-08-10,1214.95
2016-08-11,1244.0
2016-08-12,1245.85
2016-08-16,1244.55
2016-08-17,1242.9
2016-08-18,1277.4
2016-08-19,1311.55
2016-08-22,1302.2
2016-08-23,1295.4
2016-08-24,1315.8
2016-08-25,1309.65
2016-08-26,1277.8
2016-08-29,1284.75
2016-08-30,1284.9
2016-08-31,1274.5
2016-09-01,1264.4
2016-09-02,1246.05
2016-09-06,1254.9
2016-09-07,1297.85
2016-09-08,1415.05
2016-09-09,1394.7
2016-09-12,1370.0
2016-09-14,1395.65
2016-09-15,1398.85
2016-09-16,1428.25
2016-09-19,1444.7
2016-09-20,1423.6
2016-09-21,1442.4
2016-09-22,1439.35
2016-09-23,1416.75
2016-09-26,1396.9
2016-09-27,1388.25
2016-09-28,1390.0
2016-09-29,1331.2
2016-09-30,1343.7
2016-10-03,1370.9
2016-10-04,1388.65
2016-10-05,1388.3
2016-10-06,1356.1
2016-10-07,1362.65
2016-10-10,1389.5
2016-10-13,1351.0
2016-10-14,1394.35
2016-10-17,1389.85
2016-10-18,1510.0
2016-10-19,1512.75
2016-10-20,1506.2
2016-10-21,1516.05
2016-10-24,1524.0
2016-10-25,1521.15
2016-10-26,1611.25
2016-10-27,1593.4
2016-10-28,1630.45
2016-10-30,1663.8
2016-11-01,1627.5
2016-11-02,1598.25
2016-11-03,1570.0
2016-11-04,1557.85
2016-11-07,1665.25
2016-11-08,1643.3
2016-11-09,1605.2
2016-11-10,1638.85
2016-11-11,1558.45
2016-11-15,1481.4
2016-11-16,1486.35
2016-11-17,1466.0
2016-11-18,1437.55
2016-11-21,1409.5
2016-11-22,1406.3
2016-11-23,1481.95
2016-11-24,1506.75
2016-11-25,1532.8
2016-11-28,1493.95
2016-11-29,1524.55
2016-11-30,1523.05
2016-12-01,1523.5
2016-12-02,1476.7
2016-12-05,1463.6
2016-12-06,1462.2
2016-12-07,1458.15
2016-12-08,1473.0
2016-12-09,1501.1
2016-12-12,1480.0
2016-12-13,1465.15
2016-12-14,1454.85
2016-12-15,1465.6
2016-12-16,1467.15
2016-12-19,1459.9
2016-12-20,1458.4
2016-12-21,1421.65
2016-12-22,1422.95
2016-12-23,1411.95
2016-12-26,1386.5
2016-12-27,1424.15
2016-12-28,1402.75
2016-12-29,1409.3
2016-12-30,1503.55
2017-01-02,1492.65
2017-01-03,1506.55
2017-01-04,1503.75
2017-01-05,1528.75
2017-01-06,1497.2
2017-01-09,1509.1
2017-01-10,1510.0
2017-01-11,1539.4
2017-01-12,1514.55
2017-01-13,1509.45
2017-01-16,1498.95
2017-01-17,1488.4
2017-01-18,1518.95
2017-01-19,1544.2
2017-01-20,1522.25
2017-01-23,1511.5
2017-01-24,1510.5
2017-01-25,1516.95
2017-01-27,1513.95
2017-01-30,1507.95
2017-01-31,1481.95
2017-02-01,1517.05
2017-02-02,1535.65
2017-02-03,1532.25
2017-02-06,1513.9
2017-02-07,1504.6
2017-02-08,1499.95
2017-02-09,1488.3
2017-02-10,1512.95
2017-02-13,1424.1
2017-02-14,1422.65
2017-02-15,1399.95
2017-02-16,1401.45
2017-02-17,1390.4
2017-02-20,1399.6
2017-02-21,1389.9
2017-02-22,1374.85
2017-02-23,1376.9
2017-02-27,1377.3
2017-02-28,1385.6
2017-03-01,1378.55
2017-03-02,1362.7
2017-03-03,1359.1
2017-03-06,1365.8
2017-03-07,1357.75
2017-03-08,1358.95
2017-03-09,1377.1
2017-03-10,1376.0
2017-03-14,1374.9
2017-03-15,1388.9
2017-03-16,1383.5
2017-03-17,1393.25
2017-03-20,1372.9
2017-03-21,1359.45
2017-03-22,1355.55
2017-03-23,1369.65
2017-03-24,1370.65
2017-03-27,1359.85
2017-03-28,1352.1
2017-03-29,1365.75
2017-03-30,1347.1
2017-03-31,1336.4
2017-04-03,1362.6
2017-04-05,1358.6
2017-04-06,1354.65
2017-04-07,1328.6
2017-04-10,1336.6
2017-04-11,1457.05
2017-04-12,1511.55
2017-04-13,1514.8
2017-04-17,1481.6
2017-04-18,1454.5
2017-04-19,1447.5
2017-04-20,1482.3
2017-04-21,1455.25
2017-04-24,1493.9
2017-04-25,1463.4
2017-04-26,1456.45
2017-04-27,1465.1
2017-04-28,1466.5
2017-05-02,1444.9
2017-05-03,1451.2
2017-05-04,1444.2
2017-05-05,1436.35
2017-05-08,1497.3
2017-05-09,1448.75
2017-05-10,1442.95
2017-05-11,1430.15
2017-05-12,1410.7
2017-05-15,1439.4
2017-05-16,1391.4
2017-05-17,1390.55
2017-05-18,1376.05
2017-05-19,1384.8
2017-05-22,1377.35
2017-05-23,1367.6
2017-05-24,1353.75
2017-05-25,1364.85
2017-05-26,1366.75
2017-05-29,1344.65
2017-05-30,1340.05
2017-05-31,1348.4
2017-06-01,1388.8
2017-06-02,1355.85
2017-06-05,1368.75
2017-06-06,1339.4
2017-06-07,1365.85
2017-06-08,1348.8
2017-06-09,1349.95
2017-06-12,1324.4
2017-06-13,1336.1
2017-06-14,1326.4
2017-06-15,1337.55
2017-06-16,1353.35
2017-06-19,1394.6
2017-06-20,1381.65
2017-06-21,1382.5
2017-06-22,1381.45
2017-06-23,1353.5
2017-06-27,1328.5
2017-06-28,1333.6
2017-06-29,1351.65
2017-06-30,1339.45
2017-07-03,1358.35
2017-07-04,1379.4
2017-07-05,1348.35
2017-07-06,1344.6
2017-07-07,1336.05
2017-07-10,1347.85
2017-07-11,1340.05
2017-07-12,1327.35
2017-07-13,1369.0
2017-07-14,1358.55
2017-07-17,1355.0
2017-07-18,1348.7
2017-07-19,1357.35
2017-07-20,1350.15
2017-07-21,1349.0
2017-07-24,1320.7
2017-07-25,1359.7
2017-07-26,1465.6
2017-07-27,1436.4
2017-07-28,1419.7
2017-07-31,1517.9
2017-08-01,1507.2
2017-08-02,1513.75
2017-08-03,1479.7
2017-08-04,1463.05
2017-08-07,1449.5
2017-08-08,1433.05
2017-08-09,1432.45
2017-08-10,1384.35
2017-08-11,1405.15
2017-08-14,1427.25
2017-08-16,1450.65
2017-08-17,1449.6
2017-08-18,1444.1
2017-08-21,1423.8
2017-08-22,1427.6
2017-08-23,1428.0
2017-08-24,1426.85
2017-08-28,1407.5
2017-08-29,1374.85
2017-08-30,1390.2
2017-08-31,1389.05
2017-09-01,1436.35
2017-09-04,1404.3
2017-09-05,1399.65
2017-09-06,1430.05
2017-09-07,1440.35
2017-09-08,1384.8
2017-09-11,1360.9
2017-09-12,1358.8
2017-09-13,1361.35
2017-09-14,1363.05
2017-09-15,1351.65
2017-09-18,1341.05
2017-09-19,1361.15
2017-09-20,1366.75
2017-09-21,1370.35
2017-09-22,1347.15
2017-09-25,1315.9
2017-09-26,1322.75
2017-09-27,1309.25
2017-09-28,1308.55
2017-09-29,1305.1
2017-10-03,1314.95
2017-10-04,1318.7
2017-10-05,1309.2
2017-10-06,1307.85
2017-10-09,1301.85
2017-10-10,1307.3
2017-10-11,1307.3
2017-10-12,1323.8
2017-10-13,1310.45
2017-10-16,1310.15
2017-10-17,1314.3
2017-10-18,1324.45
2017-10-19,1326.0
2017-10-23,1311.05
2017-10-24,1339.55
2017-10-25,1309.85
2017-10-26,1317.55
2017-10-27,1365.3
2017-10-30,1377.7
2017-10-31,1365.95
2017-11-01,1369.15
2017-11-02,1367.05
2017-11-03,1368.75
2017-11-06,1353.35
2017-11-07,1326.4
2017-11-08,1324.7
2017-11-09,1324.1
2017-11-10,1312.75
2017-11-13,1315.0
2017-11-14,1325.5
2017-11-15,1314.0
2017-11-16,1323.45
2017-11-17,1314.9
2017-11-20,1328.6
2017-11-21,1316.65
2017-11-22,1314.1
2017-11-23,1313.35
2017-11-24,1306.5
2017-11-27,1306.05
2017-11-28,1305.2
2017-11-29,1318.95
2017-11-30,1335.0
2017-12-01,1345.1
2017-12-04,1323.15
2017-12-05,1339.9
2017-12-06,1336.0
2017-12-07,1341.65
2017-12-08,1355.05
2017-12-11,1323.55
2017-12-12,1341.1
2017-12-13,1329.1
2017-12-14,1328.5
2017-12-15,1344.75
2017-12-18,1350.3
2017-12-19,1345.65
2017-12-20,1351.5
2017-12-21,1426.85
