Date,NETWORK18
2014-05-13,35.95
2014-05-14,37.25
2014-05-15,36.1
2014-05-16,35.4
2014-05-19,37.0
2014-05-20,37.6
2014-05-21,38.45
2014-05-22,41.1
2014-05-23,41.2
2014-05-26,38.0
2014-05-27,39.45
2014-05-28,42.0
2014-05-29,45.35
2014-05-30,54.4
2014-06-02,54.65
2014-06-03,51.95
2014-06-04,54.5
2014-06-05,59.95
2014-06-06,65.9
2014-06-09,69.75
2014-06-10,66.35
2014-06-11,63.05
2014-06-12,62.3
2014-08-06,53.1
2014-08-07,52.75
2014-08-08,50.45
2014-08-11,50.0
2014-08-12,51.6
2014-08-13,49.05
2014-08-14,50.15
2014-08-18,49.35
2014-08-19,49.55
2014-08-20,48.65
2014-08-21,47.9
2014-08-22,47.35
2014-08-25,46.75
2014-08-26,46.7
2014-08-27,49.0
2014-08-28,50.2
2014-09-01,50.1
2014-09-02,48.85
2014-09-03,48.45
2014-09-04,46.3
2014-09-05,46.05
2014-09-08,48.6
2014-09-09,50.5
2014-09-10,52.0
2014-09-11,51.9
2014-09-12,50.7
2014-09-15,52.45
2014-09-16,49.35
2014-09-17,49.05
2014-09-18,50.5
2014-09-19,49.6
2014-09-22,49.25
2014-09-23,47.05
2014-09-24,46.95
2014-09-25,45.7
2014-09-26,46.3
2014-09-29,46.8
2014-09-30,47.0
2014-10-01,45.9
2014-10-07,45.8
2014-10-08,46.1
2014-10-09,49.35
2014-10-10,50.2
2014-10-13,50.55
2014-10-14,48.65
2014-10-16,46.9
2014-10-17,46.75
2014-10-20,46.35
2014-10-21,46.45
2014-10-22,49.05
2014-10-23,50.25
2014-10-27,49.6
2014-10-28,51.3
2014-10-29,50.85
2014-10-30,50.6
2014-10-31,51.0
2014-11-03,56.5
2014-11-05,56.4
2014-11-07,56.3
2014-11-10,59.4
2014-11-11,57.7
2014-11-12,56.65
2014-11-13,55.25
2014-11-14,54.6
2014-11-17,56.8
2014-11-18,56.9
2014-11-19,54.85
2014-11-20,54.85
2014-11-21,59.3
2014-11-24,59.85
2014-11-25,54.95
2014-11-26,56.45
2014-11-27,57.9
2014-11-28,56.7
2014-12-01,56.05
2014-12-02,56.15
2014-12-03,58.45
2014-12-04,57.9
2014-12-05,59.35
2014-12-08,63.65
2014-12-09,59.65
2014-12-10,60.9
2014-12-11,69.3
2014-12-12,65.35
2014-12-15,67.45
2014-12-16,63.55
2014-12-17,62.6
2014-12-18,67.1
2014-12-19,65.2
2014-12-22,66.05
2014-12-23,65.4
2014-12-24,65.45
2014-12-26,64.65
2014-12-29,65.15
2014-12-30,65.65
2014-12-31,67.25
2015-01-01,67.2
2015-01-02,65.55
2015-01-05,64.9
2015-01-06,62.7
2015-01-07,61.7
2015-01-08,64.35
2015-01-09,65.15
2015-01-12,65.05
2015-01-13,65.5
2015-01-14,62.4
2015-01-15,62.15
2015-01-16,62.75
2015-01-19,63.1
2015-01-20,62.0
2015-01-21,61.4
2015-01-22,60.85
2015-01-23,59.45
2015-01-27,59.45
2015-01-28,57.95
2015-01-29,57.25
2015-01-30,60.1
2015-02-02,61.6
2015-02-03,60.2
2015-02-04,58.25
2015-02-05,57.55
2015-02-06,56.45
2015-02-09,55.1
2015-02-10,54.85
2015-02-11,56.0
2015-02-12,57.95
2015-02-13,57.65
2015-02-16,56.15
2015-02-18,56.7
2015-02-19,55.95
2015-02-20,55.9
2015-02-23,54.4
2015-02-24,55.05
2015-02-25,53.35
2015-02-26,52.65
2015-02-27,53.45
2015-02-28,52.8
2015-03-02,53.1
2015-03-03,54.65
2015-03-04,53.45
2015-03-05,53.7
2015-03-09,52.0
2015-03-10,52.0
2015-03-11,51.05
2015-03-12,55.1
2015-03-13,53.95
2015-03-16,52.75
2015-03-17,51.95
2015-03-18,52.1
2015-03-19,50.2
2015-03-20,48.7
2015-03-23,48.3
2015-03-24,48.85
2015-03-25,47.9
2015-03-26,47.2
2015-03-27,47.1
2015-03-30,48.75
2015-03-31,50.05
2015-04-01,50.65
2015-04-06,51.85
2015-04-07,52.35
2015-04-08,52.1
2015-04-09,54.45
2015-04-10,63.7
2015-04-13,62.7
2015-04-15,63.3
2015-04-16,61.75
2015-04-17,61.9
2015-04-20,60.4
2015-04-21,58.55
2015-04-22,60.35
2015-04-23,60.45
2015-04-24,57.65
2015-04-27,56.25
2015-04-28,56.0
2015-04-29,56.75
2015-04-30,56.45
2015-05-04,58.95
2015-05-05,59.25
2015-05-06,56.3
2015-05-07,55.75
2015-05-08,55.6
2015-05-11,56.95
2015-05-12,55.05
2015-05-13,54.55
2015-05-14,54.45
2015-05-15,55.2
2015-05-18,54.75
2015-05-19,56.75
2015-05-20,56.35
2015-05-21,55.35
2015-05-22,55.7
2015-05-25,54.45
2015-05-26,53.75
2015-05-27,53.35
2015-05-28,53.9
2015-05-29,53.15
2015-06-01,54.7
2015-06-02,52.45
2015-06-03,51.35
2015-06-04,51.55
2015-06-05,50.75
2015-06-08,50.6
2015-06-09,49.6
2015-06-10,49.95
2015-06-11,50.25
2015-06-12,51.1
2015-06-15,53.7
2015-06-16,53.95
2015-06-17,54.75
2015-06-18,55.6
2015-06-19,55.7
2015-06-22,57.1
2015-06-23,56.45
2015-06-24,54.95
2015-06-25,55.45
2015-06-26,57.45
2015-06-29,56.4
2015-06-30,59.35
2015-07-01,60.25
2015-07-02,62.75
2015-07-03,60.95
2015-07-06,62.6
2015-07-07,61.2
2015-07-08,57.2
2015-07-09,56.5
2015-07-10,55.2
2015-07-13,56.7
2015-07-14,55.75
2015-07-15,55.65
2015-07-16,55.75
2015-07-17,56.0
2015-07-20,59.05
2015-07-21,57.65
2015-07-22,55.5
2015-07-23,54.65
2015-07-24,54.35
2015-07-27,53.55
2015-07-28,53.1
2015-07-29,55.75
2015-07-30,54.4
2015-07-31,54.95
2015-08-03,54.85
2015-08-04,54.2
2015-08-05,54.8
2015-08-06,54.5
2015-08-07,56.4
2015-08-10,57.3
2015-08-11,55.6
2015-08-12,54.65
2015-08-13,54.65
2015-08-14,54.7
2015-08-17,54.9
2015-08-18,54.95
2015-08-19,57.8
2015-08-20,55.75
2015-08-21,55.35
2015-08-24,50.1
2015-08-25,48.1
2015-08-26,48.2
2015-08-27,50.55
2015-08-28,49.9
2015-08-31,49.4
2015-09-01,47.95
2015-09-02,48.4
2015-09-03,48.4
2015-09-04,47.0
2015-09-07,46.25
2015-09-08,47.4
2015-09-09,47.55
2015-09-10,47.55
2015-09-11,48.15
2015-09-14,50.05
2015-09-15,49.25
2015-09-16,48.8
2015-09-18,49.4
2015-09-21,49.95
2015-09-22,48.25
2015-09-23,49.0
2015-09-24,49.9
2015-09-28,48.7
2015-09-29,47.45
2015-09-30,48.85
2015-10-01,48.15
2015-10-05,49.25
2015-10-06,49.75
2015-10-07,50.55
2015-10-08,50.95
2015-10-09,50.7
2015-10-12,51.7
2015-10-13,51.6
2015-10-14,50.35
2015-10-15,49.8
2015-10-16,50.8
2015-10-19,52.7
2015-10-20,51.1
2015-10-21,50.75
2015-10-23,49.95
2015-10-26,49.3
2015-10-27,48.65
2015-10-28,49.2
2015-10-29,48.6
2015-10-30,48.3
2015-11-02,49.15
2015-11-03,49.75
2015-11-04,48.55
2015-11-05,47.85
2015-11-06,47.75
2015-11-09,47.65
2015-11-10,47.3
2015-11-11,49.0
2015-11-13,48.0
2015-11-16,48.45
2015-11-17,49.9
2015-11-18,49.05
2015-11-19,50.15
2015-11-20,50.65
2015-11-23,50.4
2015-11-24,50.0
2015-11-26,50.35
2015-11-27,50.2
2015-11-30,51.65
2015-12-01,52.3
2015-12-02,51.8
2015-12-03,54.55
2015-12-04,53.0
2015-12-07,54.15
2015-12-08,51.85
2015-12-09,50.25
2015-12-10,51.65
2015-12-11,51.2
2015-12-14,51.3
2015-12-15,52.3
2015-12-16,51.5
2015-12-17,53.65
2015-12-18,53.65
2015-12-21,57.55
2015-12-22,57.45
2015-12-23,57.35
2015-12-24,55.85
2015-12-28,62.1
2015-12-29,59.9
2015-12-30,60.55
2015-12-31,58.75
2016-01-01,59.0
2016-01-04,58.35
2016-01-05,57.15
2016-01-06,57.4
2016-01-07,54.85
2016-01-08,55.95
2016-01-11,56.85
2016-01-12,56.1
2016-01-13,54.8
2016-01-14,52.85
2016-01-15,49.8
2016-01-18,47.35
2016-01-19,47.9
2016-01-20,46.15
2016-01-21,45.6
2016-01-22,48.2
2016-01-25,46.95
2016-01-27,46.9
2016-01-28,47.3
2016-01-29,47.8
2016-02-01,47.45
2016-02-02,46.05
2016-02-03,44.85
2016-02-04,45.0
2016-02-05,45.3
2016-02-08,45.1
2016-02-09,44.5
2016-02-10,44.4
2016-02-11,41.6
2016-02-12,41.55
2016-02-15,42.4
2016-02-16,40.3
2016-02-17,40.65
2016-02-18,41.0
2016-02-19,40.15
2016-02-22,40.8
2016-02-23,39.3
2016-02-24,39.15
2016-02-25,38.85
2016-02-26,38.9
2016-02-29,38.45
2016-03-01,40.35
2016-03-02,41.7
2016-03-03,42.85
2016-03-04,42.7
2016-03-08,43.2
2016-03-09,42.85
2016-03-10,42.95
2016-03-11,43.0
2016-03-14,42.35
2016-03-15,42.15
2016-03-16,42.7
2016-03-17,42.1
2016-03-18,43.5
2016-03-21,44.9
2016-03-22,44.2
2016-03-23,45.3
2016-03-28,43.0
2016-03-29,43.65
2016-03-30,44.2
2016-03-31,44.0
2016-04-01,44.5
2016-04-04,44.1
2016-04-05,42.65
2016-04-06,43.9
2016-04-07,42.5
2016-04-08,41.85
2016-04-11,41.8
2016-04-12,42.0
2016-04-13,42.45
2016-04-18,42.85
2016-04-20,44.45
2016-04-21,42.35
2016-04-22,42.45
2016-04-25,42.2
2016-04-26,41.75
2016-04-27,41.65
2016-04-28,40.9
2016-04-29,40.65
2016-05-02,40.9
2016-05-03,40.7
2016-05-04,39.65
2016-05-05,39.65
2016-05-06,39.45
2016-05-09,39.35
2016-05-10,39.4
2016-05-11,39.45
2016-05-12,39.3
2016-05-13,42.65
2016-05-16,42.5
2016-05-17,43.25
2016-05-18,42.25
2016-05-19,41.25
2016-05-20,41.25
2016-05-23,41.55
2016-05-24,41.6
2016-05-25,42.0
2016-05-26,42.2
2016-05-27,41.75
2016-05-30,42.3
2016-05-31,41.95
2016-06-01,41.8
2016-06-02,42.1
2016-06-03,41.8
2016-06-06,41.2
2016-06-07,41.3
2016-06-08,43.7
2016-06-09,43.65
2016-06-10,42.75
2016-06-13,42.65
2016-06-14,42.55
2016-06-15,42.7
2016-06-16,42.1
2016-06-17,42.4
2016-06-20,42.55
2016-06-21,43.45
2016-06-22,43.55
2016-06-23,42.35
2016-06-24,41.05
2016-06-27,40.95
2016-06-28,41.55
2016-06-29,43.6
2016-06-30,44.25
2016-07-01,43.45
2016-07-04,43.5
2016-07-05,44.6
2016-07-07,47.1
2016-07-08,47.35
2016-07-11,47.95
2016-07-12,47.4
2016-07-13,43.05
2016-07-14,42.2
2016-07-15,41.6
2016-07-18,41.0
2016-07-19,40.6
2016-07-20,40.95
2016-07-21,40.8
2016-07-22,40.8
2016-07-25,42.45
2016-07-26,41.6
2016-07-27,40.85
2016-07-28,40.8
2016-07-29,41.85
2016-08-01,40.85
2016-08-02,42.3
2016-08-03,42.3
2016-08-04,41.95
2016-08-05,42.75
2016-08-08,42.1
2016-08-09,41.85
2016-08-10,41.1
2016-08-11,41.05
2016-08-12,41.9
2016-08-16,41.85
2016-08-17,41.6
2016-08-18,41.85
2016-08-19,41.7
2016-08-22,41.55
2016-08-23,41.95
2016-08-24,42.5
2016-08-25,43.0
2016-08-26,43.15
2016-08-29,44.6
2016-08-30,45.9
2016-08-31,46.0
2016-09-01,44.25
2016-09-02,44.65
2016-09-06,43.9
2016-09-07,43.25
2016-09-08,43.1
2016-09-09,42.95
2016-09-12,42.25
2016-09-14,41.75
2016-09-15,43.45
2016-09-16,43.9
2016-09-19,44.35
2016-09-20,43.55
2016-09-21,43.75
2016-09-22,45.15
2016-09-23,44.3
2016-09-26,43.35
2016-09-27,43.25
2016-09-28,48.65
2016-09-29,43.9
2016-09-30,44.75
2016-10-03,47.6
2016-10-04,46.15
2016-10-05,47.05
2016-10-06,46.8
2016-10-07,46.15
2016-10-10,47.7
2016-10-13,45.35
2016-10-14,44.65
2016-10-17,43.2
2016-10-18,43.7
2016-10-19,43.85
2016-10-20,44.2
2016-10-21,42.45
2016-10-24,42.8
2016-10-25,42.65
2016-10-26,42.05
2016-10-27,41.95
2016-10-28,41.95
2016-10-30,42.15
2016-11-01,42.25
2016-11-02,41.55
2016-11-03,41.3
2016-11-04,40.2
2016-11-07,40.3
2016-11-08,40.2
2016-11-09,39.9
2016-11-10,41.15
2016-11-11,39.25
2016-11-15,38.55
2016-11-16,38.1
2016-11-17,38.2
2016-11-18,37.85
2016-11-21,36.55
2016-11-22,36.3
2016-11-23,36.45
2016-11-24,36.25
2016-11-25,36.2
2016-11-28,38.0
2016-11-29,38.15
2016-11-30,37.8
2016-12-01,38.0
2016-12-02,37.6
2016-12-05,38.0
2016-12-06,37.9
2016-12-07,37.75
2016-12-08,36.5
2016-12-09,36.5
2016-12-12,36.35
2016-12-13,36.45
2016-12-14,36.15
2016-12-15,36.8
2016-12-16,36.65
2016-12-19,35.85
2016-12-20,35.35
2016-12-21,33.8
2016-12-22,32.9
2016-12-23,32.5
2016-12-26,31.35
2016-12-27,30.7
2016-12-28,33.45
2016-12-29,33.7
2016-12-30,33.4
2017-01-02,33.95
2017-01-03,34.55
2017-01-04,35.15
2017-01-05,35.65
2017-01-06,35.1
2017-01-09,35.1
2017-01-10,35.55
2017-01-11,36.05
2017-01-12,37.0
2017-01-13,36.75
2017-01-16,36.55
2017-01-17,35.7
2017-01-18,35.85
2017-01-19,36.25
2017-01-20,35.2
2017-01-23,35.35
2017-01-24,35.6
2017-01-25,35.55
2017-01-27,35.7
2017-01-30,35.75
2017-01-31,35.65
2017-02-01,35.9
2017-02-02,35.55
2017-02-03,37.25
2017-02-06,37.85
2017-02-07,38.3
2017-02-08,37.8
2017-02-09,37.75
2017-02-10,37.75
2017-02-13,37.3
2017-02-14,36.7
2017-02-15,36.1
2017-02-16,36.25
2017-02-17,36.3
2017-02-20,36.65
2017-02-21,37.9
2017-02-22,38.35
2017-02-23,37.95
2017-02-27,37.95
2017-02-28,38.0
2017-03-01,39.45
2017-03-02,37.0
2017-03-03,36.15
2017-03-06,35.85
2017-03-07,35.85
2017-03-08,35.55
2017-03-09,34.9
2017-03-10,34.8
2017-03-14,34.6
2017-03-15,35.6
2017-03-16,36.2
2017-03-17,35.2
2017-03-20,35.75
2017-03-21,36.0
2017-03-22,35.4
2017-03-23,35.15
2017-03-24,35.0
2017-03-27,34.6
2017-03-28,35.0
2017-03-29,34.5
2017-03-30,34.2
2017-03-31,35.5
2017-04-03,40.05
2017-04-05,40.95
2017-04-06,40.4
2017-04-07,39.0
2017-04-10,39.55
2017-04-11,42.45
2017-04-12,42.1
2017-04-13,41.5
2017-04-17,41.2
2017-04-18,40.15
2017-04-19,40.3
2017-04-20,41.55
2017-04-21,45.5
2017-04-24,45.0
2017-04-25,47.05
2017-04-26,45.95
2017-04-27,48.75
2017-04-28,49.3
2017-05-02,47.75
2017-05-03,46.95
2017-05-04,46.55
2017-05-05,44.75
2017-05-08,45.45
2017-05-09,46.85
2017-05-10,50.75
2017-05-11,50.2
2017-05-12,48.75
2017-05-15,53.35
2017-05-16,53.9
2017-05-17,51.65
2017-05-18,49.25
2017-05-19,49.0
2017-05-22,48.95
2017-05-23,47.35
2017-05-24,45.4
2017-05-25,47.8
2017-05-26,48.0
2017-05-29,46.3
2017-05-30,47.0
2017-05-31,47.05
2017-06-01,46.65
2017-06-02,47.8
2017-06-05,47.45
2017-06-06,46.3
2017-06-07,47.55
2017-06-08,46.4
2017-06-09,47.2
2017-06-12,48.55
2017-06-13,52.35
2017-06-14,51.55
2017-06-15,53.75
2017-06-16,52.65
2017-06-19,52.55
2017-06-20,52.25
2017-06-21,53.85
2017-06-22,53.15
2017-06-23,50.75
2017-06-27,50.15
2017-06-28,49.65
2017-06-29,49.95
2017-06-30,52.05
2017-07-03,52.6
2017-07-04,51.55
2017-07-05,53.1
2017-07-06,51.35
2017-07-07,51.45
2017-07-10,51.75
2017-07-11,50.8
2017-07-12,51.6
2017-07-13,57.75
2017-07-14,56.35
2017-07-17,56.75
2017-07-18,51.55
2017-07-19,53.55
2017-07-20,52.8
2017-07-21,54.85
2017-07-24,55.1
2017-07-25,58.05
2017-07-26,58.5
2017-07-27,56.35
2017-07-28,57.1
2017-07-31,55.6
2017-08-01,55.25
2017-08-02,54.35
2017-08-03,53.9
2017-08-04,54.1
2017-08-07,54.8
2017-08-08,53.2
2017-08-09,52.25
2017-08-10,51.05
2017-08-11,51.05
2017-08-14,51.55
2017-08-16,53.4
2017-08-17,52.65
2017-08-18,51.55
2017-08-21,50.35
2017-08-22,49.05
2017-08-23,50.35
2017-08-24,49.75
2017-08-28,50.3
2017-08-29,48.9
2017-08-30,49.55
2017-08-31,49.75
2017-09-01,49.75
2017-09-04,51.2
2017-09-05,50.95
2017-09-06,51.85
2017-09-07,51.65
2017-09-08,49.65
2017-09-11,49.3
2017-09-12,49.2
2017-09-13,49.4
2017-09-14,49.65
2017-09-15,49.2
2017-09-18,50.0
2017-09-19,49.75
2017-09-20,49.45
2017-09-21,48.95
2017-09-22,47.35
2017-09-25,44.75
2017-09-26,44.35
2017-09-27,43.95
2017-09-28,44.45
2017-09-29,45.2
2017-10-03,44.6
2017-10-04,45.15
2017-10-05,46.9
2017-10-06,46.6
2017-10-09,46.45
2017-10-10,47.4
2017-10-11,47.8
2017-10-12,47.1
2017-10-13,50.1
2017-10-16,50.0
2017-10-17,50.1
2017-10-18,50.55
2017-10-19,51.0
2017-10-23,49.6
2017-10-24,51.1
2017-10-25,50.35
2017-10-26,51.35
2017-10-27,50.5
2017-10-30,49.05
2017-10-31,51.3
2017-11-01,51.2
2017-11-02,49.65
2017-11-03,50.75
2017-11-06,50.55
2017-11-07,49.0
2017-11-08,48.3
2017-11-09,48.4
2017-11-10,48.7
2017-11-13,49.3
2017-11-14,48.1
2017-11-15,47.3
2017-11-16,47.55
2017-11-17,48.1
2017-11-20,48.2
2017-11-21,50.75
2017-11-22,50.45
2017-11-23,50.0
2017-11-24,52.15
2017-11-27,54.55
2017-11-28,53.75
2017-11-29,54.65
2017-11-30,55.0
2017-12-01,53.8
2017-12-04,54.55
2017-12-05,53.85
2017-12-06,52.5
2017-12-07,54.2
2017-12-08,53.45
2017-12-11,53.25
2017-12-12,53.0
2017-12-13,51.45
2017-12-14,51.3
2017-12-15,51.7
2017-12-18,51.15
2017-12-19,53.2
2017-12-20,53.75
2017-12-21,54.6
2017-12-22,60.3
2017-12-26,59.5
2017-12-27,60.75
2017-12-28,60.7
2017-12-29,60.95
