Date,IGL
2014-05-20,328.1
2014-05-21,331.05
2014-05-22,327.65
2014-05-23,328.4
2014-05-26,321.5
2014-05-27,317.9
2014-05-28,313.35
2014-05-29,313.25
2014-05-30,322.2
2014-06-02,331.25
2014-06-03,332.15
2014-06-04,330.65
2014-06-05,335.65
2014-06-06,342.9
2014-06-09,349.35
2014-06-10,344.5
2014-06-11,346.9
2014-06-12,344.0
2014-06-13,332.15
2014-06-16,338.5
2014-06-17,342.75
2014-06-18,335.25
2014-06-19,337.25
2014-06-20,333.35
2014-06-23,333.6
2014-06-24,345.15
2014-06-25,341.95
2014-06-26,347.65
2014-06-27,352.3
2014-06-30,358.65
2014-07-01,376.15
2014-07-02,369.9
2014-07-03,365.35
2014-07-04,365.15
2014-07-07,379.4
2014-07-08,363.85
2014-07-09,359.75
2014-07-10,360.55
2014-07-11,356.6
2014-07-14,348.15
2014-07-15,360.55
2014-07-16,363.25
2014-07-17,371.0
2014-07-18,373.6
2014-07-21,368.3
2014-07-22,370.6
2014-07-23,374.85
2014-07-24,373.45
2014-07-25,370.95
2014-07-28,368.0
2014-07-30,369.9
2014-07-31,372.75
2014-08-01,380.5
2014-08-04,384.8
2014-08-05,379.0
2014-08-06,372.6
2014-08-07,365.9
2014-08-08,350.9
2014-08-11,354.8
2014-08-12,356.2
2014-08-13,354.6
2014-08-14,355.05
2014-08-18,367.5
2014-08-19,360.2
2014-08-20,366.95
2014-08-21,374.05
2014-08-22,371.15
2014-08-25,361.75
2014-08-26,367.45
2014-08-27,375.65
2014-08-28,377.5
2014-09-01,393.25
2014-09-02,398.1
2014-09-03,398.75
2014-09-04,395.15
2014-09-05,392.15
2014-09-08,391.55
2014-09-09,403.45
2014-09-10,410.3
2014-09-11,410.15
2014-09-12,431.5
2014-09-15,423.2
2014-09-16,410.9
2014-09-17,415.7
2014-09-18,424.55
2014-09-19,426.15
2014-09-22,417.7
2014-09-23,420.1
2014-09-24,425.2
2014-09-25,412.1
2014-09-26,423.25
2014-09-29,422.05
2014-09-30,419.55
2014-10-01,417.15
2014-10-07,412.7
2014-10-08,412.05
2014-10-09,427.05
2014-10-10,422.1
2014-10-13,423.45
2014-10-14,420.3
2014-10-16,418.55
2014-10-17,411.75
2014-10-20,424.1
2014-10-21,410.95
2014-10-22,414.7
2014-10-23,414.2
2014-10-27,402.05
2014-10-28,388.65
2014-10-29,386.25
2014-10-30,391.85
2014-10-31,399.15
2014-11-03,390.8
2014-11-05,399.45
2014-11-07,403.75
2014-11-10,419.25
2014-11-11,430.55
2014-11-12,430.45
2014-11-13,440.75
2014-11-14,434.8
2014-11-17,434.95
2014-11-18,434.35
2014-11-19,418.75
2014-11-20,419.95
2014-11-21,417.6
2014-11-24,418.0
2014-11-25,421.35
2014-11-26,437.6
2014-11-27,447.2
2014-11-28,437.65
2014-12-01,439.0
2014-12-02,440.75
2014-12-03,457.8
2014-12-04,450.2
2014-12-05,446.8
2014-12-08,443.2
2014-12-09,433.45
2014-12-10,436.35
2014-12-11,432.3
2014-12-12,430.05
2014-12-15,420.85
2014-12-16,414.4
2014-12-17,420.6
2014-12-18,429.8
2014-12-19,422.15
2014-12-22,435.2
2014-12-23,453.75
2014-12-24,460.55
2014-12-26,465.35
2014-12-29,460.95
2014-12-30,452.85
2014-12-31,453.6
2015-01-01,451.45
2015-01-02,452.25
2015-01-05,459.85
2015-01-06,447.05
2015-01-07,431.95
2015-01-08,454.75
2015-01-09,451.6
2015-01-12,452.6
2015-01-13,459.05
2015-01-14,446.4
2015-01-15,452.75
2015-01-16,467.25
2015-01-19,462.1
2015-01-20,466.6
2015-01-21,477.95
2015-01-22,474.6
2015-01-23,470.5
2015-01-27,469.4
2015-01-28,475.8
2015-01-29,470.2
2015-01-30,464.6
2015-02-02,464.05
2015-02-03,463.4
2015-02-04,468.35
2015-02-05,461.95
2015-02-06,459.6
2015-02-09,454.0
2015-02-10,430.6
2015-02-11,429.75
2015-02-12,429.05
2015-02-13,427.4
2015-02-16,426.65
2015-02-18,426.6
2015-02-19,427.5
2015-02-20,435.95
2015-02-23,439.2
2015-02-24,441.0
2015-02-25,440.35
2015-02-26,427.05
2015-02-27,439.4
2015-02-28,436.9
2015-03-02,444.5
2015-03-03,442.65
2015-03-04,435.95
2015-03-05,432.05
2015-03-09,432.05
2015-03-10,432.35
2015-03-11,437.45
2015-03-12,435.15
2015-03-13,423.65
2015-03-16,425.75
2015-03-17,423.0
2015-03-18,420.7
2015-03-19,419.1
2015-03-20,412.75
2015-03-23,414.5
2015-03-24,413.25
2015-03-25,411.1
2015-03-26,414.55
2015-03-27,413.95
2015-03-30,416.9
2015-03-31,419.45
2015-04-01,412.3
2015-04-06,411.4
2015-04-07,420.1
2015-04-08,423.25
2015-04-09,420.15
2015-04-10,422.65
2015-04-13,433.45
2015-04-15,422.5
2015-04-16,418.5
2015-04-17,419.85
2015-04-20,419.3
2015-04-21,432.65
2015-04-22,444.8
2015-04-23,446.8
2015-04-24,427.45
2015-04-27,418.65
2015-04-28,418.55
2015-04-29,417.55
2015-04-30,411.75
2015-05-04,417.15
2015-05-05,416.2
2015-05-06,403.0
2015-05-07,396.95
2015-05-08,398.45
2015-05-11,407.1
2015-05-12,409.4
2015-05-13,405.9
2015-05-14,405.3
2015-05-15,401.75
2015-05-18,413.9
2015-05-19,409.9
2015-05-20,412.05
2015-05-21,410.25
2015-05-22,413.4
2015-05-25,411.65
2015-05-26,406.5
2015-05-27,406.95
2015-05-28,400.15
2015-05-29,404.5
2015-06-01,408.15
2015-06-02,398.25
2015-06-03,403.4
2015-06-04,392.4
2015-06-05,393.0
2015-06-08,385.2
2015-06-09,378.8
2015-06-10,386.8
2015-06-11,385.0
2015-06-12,387.7
2015-06-15,386.35
2015-06-16,385.45
2015-06-17,401.35
2015-06-18,398.65
2015-06-19,394.0
2015-06-22,395.0
2015-06-23,394.85
2015-06-24,394.8
2015-06-25,398.8
2015-06-26,416.05
2015-06-29,428.1
2015-06-30,417.8
2015-07-01,455.3
2015-07-02,445.65
2015-07-03,444.8
2015-07-06,454.0
2015-07-07,451.2
2015-07-08,444.65
2015-07-09,445.35
2015-07-10,445.05
2015-07-13,445.55
2015-07-14,444.55
2015-07-15,443.75
2015-07-16,456.95
2015-07-17,462.1
2015-07-20,460.35
2015-07-21,460.0
2015-07-22,470.8
2015-07-23,469.6
2015-07-24,461.2
2015-07-27,458.1
2015-07-28,464.2
2015-07-29,461.95
2015-07-30,478.65
2015-07-31,484.15
2015-08-03,488.5
2015-08-04,483.7
2015-08-05,479.8
2015-08-06,503.85
2015-08-07,494.9
2015-08-10,510.0
2015-08-11,492.9
2015-08-12,479.65
2015-08-13,483.4
2015-08-14,492.2
2015-08-17,489.35
2015-08-18,488.1
2015-08-19,486.35
2015-08-20,479.3
2015-08-21,481.6
2015-08-24,457.55
2015-08-25,458.4
2015-08-26,459.85
2015-08-27,472.55
2015-08-28,485.05
2015-08-31,477.5
2015-09-01,475.95
2015-09-02,466.45
2015-09-03,466.1
2015-09-04,461.55
2015-09-07,464.5
2015-09-08,465.0
2015-09-09,464.45
2015-09-10,461.35
2015-09-11,469.85
2015-09-14,466.85
2015-09-15,465.15
2015-09-16,466.65
2015-09-18,475.8
2015-09-21,482.45
2015-09-22,476.0
2015-09-23,468.0
2015-09-24,470.35
2015-09-28,464.2
2015-09-29,460.55
2015-09-30,477.45
2015-10-01,467.4
2015-10-05,470.5
2015-10-06,476.0
2015-10-07,469.75
2015-10-08,465.1
2015-10-09,467.0
2015-10-12,467.35
2015-10-13,471.55
2015-10-14,478.45
2015-10-15,485.4
2015-10-16,482.2
2015-10-19,479.9
2015-10-20,479.3
2015-10-21,477.2
2015-10-23,484.3
2015-10-26,493.35
2015-10-27,493.45
2015-10-28,491.9
2015-10-29,489.95
2015-10-30,489.0
2015-11-02,486.35
2015-11-03,484.1
2015-11-04,479.85
2015-11-05,479.05
2015-11-06,476.65
2015-11-09,472.35
2015-11-10,473.8
2015-11-11,474.05
2015-11-13,469.65
2015-11-16,468.0
2015-11-17,471.95
2015-11-18,460.0
2015-11-19,463.8
2015-11-20,481.3
2015-11-23,484.95
2015-11-24,480.75
2015-11-26,481.1
2015-11-27,472.45
2015-11-30,482.95
2015-12-01,480.2
2015-12-02,479.9
2015-12-03,479.9
2015-12-04,473.9
2015-12-07,466.25
2015-12-08,462.1
2015-12-09,459.95
2015-12-10,465.0
2015-12-11,481.8
2015-12-14,474.15
2015-12-15,469.0
2015-12-16,500.25
2015-12-17,498.65
2015-12-18,493.95
2015-12-21,508.9
2015-12-22,509.15
2015-12-23,519.3
2015-12-24,515.3
2015-12-28,527.45
2015-12-29,534.5
2015-12-30,526.4
2015-12-31,529.0
2016-01-01,526.95
2016-01-04,519.25
2016-01-05,556.45
2016-01-06,567.7
2016-01-07,560.25
2016-01-08,565.05
2016-01-11,591.55
2016-01-12,577.7
2016-01-13,574.25
2016-01-14,558.65
2016-01-15,551.65
2016-01-18,552.3
2016-01-19,552.65
2016-01-20,548.85
2016-01-21,546.7
2016-01-22,570.2
2016-01-25,582.5
2016-01-27,574.2
2016-01-28,563.7
2016-01-29,559.85
2016-02-01,563.9
2016-02-02,567.05
2016-02-03,557.65
2016-02-04,550.3
2016-02-05,552.0
2016-02-08,544.8
2016-02-09,542.45
2016-02-10,540.8
2016-02-11,527.4
2016-02-12,522.95
2016-02-15,540.1
2016-02-16,532.85
2016-02-17,530.95
2016-02-18,538.9
2016-02-19,525.4
2016-02-22,530.3
2016-02-23,526.25
2016-02-24,509.35
2016-02-25,489.4
2016-02-26,516.1
2016-02-29,508.35
2016-03-01,532.25
2016-03-02,528.2
2016-03-03,536.15
2016-03-04,533.7
2016-03-08,524.1
2016-03-09,533.2
2016-03-10,539.45
2016-03-11,529.1
2016-03-14,523.2
2016-03-15,517.5
2016-03-16,516.4
2016-03-17,522.05
2016-03-18,520.2
2016-03-21,534.95
2016-03-22,544.65
2016-03-23,552.25
2016-03-28,542.15
2016-03-29,543.4
2016-03-30,550.7
2016-03-31,569.6
2016-04-01,563.6
2016-04-04,565.05
2016-04-05,561.25
2016-04-06,551.7
2016-04-07,539.75
2016-04-08,546.35
2016-04-11,552.3
2016-04-12,560.4
2016-04-13,574.35
2016-04-18,566.25
2016-04-20,571.9
2016-04-21,573.35
2016-04-22,578.25
2016-04-25,567.2
2016-04-26,572.55
2016-04-27,572.0
2016-04-28,572.0
2016-04-29,573.3
2016-05-02,583.3
2016-05-03,570.5
2016-05-04,571.6
2016-05-05,562.15
2016-05-06,573.2
2016-05-09,574.55
2016-05-10,571.85
2016-05-11,566.9
2016-05-12,568.8
2016-05-13,568.45
2016-05-16,574.35
2016-05-17,591.35
2016-05-18,579.95
2016-05-19,575.2
2016-05-20,570.0
2016-05-23,567.9
2016-05-24,569.3
2016-05-25,569.75
2016-05-26,569.1
2016-05-27,574.3
2016-05-30,566.5
2016-05-31,558.55
2016-06-01,561.75
2016-06-02,569.5
2016-06-03,564.4
2016-06-06,575.05
2016-06-07,575.85
2016-06-08,577.65
2016-06-09,572.8
2016-06-10,582.35
2016-06-13,582.05
2016-06-14,611.6
2016-06-15,615.3
2016-06-16,618.95
2016-06-17,618.55
2016-06-20,616.3
2016-06-21,616.7
2016-06-22,604.45
2016-06-23,607.4
2016-06-24,606.15
2016-06-27,605.75
2016-06-28,613.9
2016-06-29,626.75
2016-06-30,627.55
2016-07-01,615.65
2016-07-04,618.7
2016-07-05,611.25
2016-07-07,603.1
2016-07-08,597.45
2016-07-11,608.7
2016-07-12,618.0
2016-07-13,608.35
2016-07-14,605.4
2016-07-15,604.5
2016-07-18,608.0
2016-07-19,608.6
2016-07-20,616.45
2016-07-21,614.05
2016-07-22,621.75
2016-07-25,623.55
2016-07-26,622.7
2016-07-27,627.05
2016-07-28,636.25
2016-07-29,648.35
2016-08-01,649.7
2016-08-02,647.85
2016-08-03,653.2
2016-08-04,672.1
2016-08-05,664.75
2016-08-08,687.9
2016-08-09,683.3
2016-08-10,670.55
2016-08-11,678.6
2016-08-12,676.05
2016-08-16,675.15
2016-08-17,682.95
2016-08-18,691.65
2016-08-19,699.2
2016-08-22,729.7
2016-08-23,756.3
2016-08-24,757.6
2016-08-25,749.8
2016-08-26,783.65
2016-08-29,763.75
2016-08-30,774.1
2016-08-31,801.15
2016-09-01,784.15
2016-09-02,790.05
2016-09-06,794.7
2016-09-07,782.1
2016-09-08,782.15
2016-09-09,761.35
2016-09-12,748.15
2016-09-14,764.4
2016-09-15,758.95
2016-09-16,751.2
2016-09-19,750.4
2016-09-20,749.45
2016-09-21,746.5
2016-09-22,748.65
2016-09-23,763.3
2016-09-26,772.4
2016-09-27,779.45
2016-09-28,781.45
2016-09-29,768.9
2016-09-30,778.1
2016-10-03,790.8
2016-10-04,837.9
2016-10-05,828.25
2016-10-06,860.6
2016-10-07,850.35
2016-10-10,867.0
2016-10-13,845.45
2016-10-14,848.55
2016-10-17,828.65
2016-10-18,834.1
2016-10-19,851.3
2016-10-20,851.95
2016-10-21,865.35
2016-10-24,865.2
2016-10-25,865.15
2016-10-26,858.1
2016-10-27,844.0
2016-10-28,860.0
2016-10-30,856.85
2016-11-01,869.35
2016-11-02,859.1
2016-11-03,860.4
2016-11-04,855.4
2016-11-07,854.1
2016-11-08,861.05
2016-11-09,855.6
2016-11-10,884.4
2016-11-11,854.8
2016-11-15,822.8
2016-11-16,824.3
2016-11-17,838.95
2016-11-18,840.4
2016-11-21,816.8
2016-11-22,826.3
2016-11-23,827.95
2016-11-24,835.55
2016-11-25,838.55
2016-11-28,838.9
2016-11-29,825.2
2016-11-30,829.05
2016-12-01,835.65
2016-12-02,815.0
2016-12-05,817.2
2016-12-06,832.5
2016-12-07,840.35
2016-12-08,850.95
2016-12-09,868.45
2016-12-12,858.6
2016-12-13,855.3
2016-12-14,869.8
2016-12-15,906.3
2016-12-16,913.35
2016-12-19,911.55
2016-12-20,895.25
2016-12-21,896.7
2016-12-22,876.6
2016-12-23,877.1
2016-12-26,889.25
2016-12-27,891.4
2016-12-28,887.5
2016-12-29,896.35
2016-12-30,918.25
2017-01-02,919.35
2017-01-03,946.4
2017-01-04,935.1
2017-01-05,931.15
2017-01-06,922.9
2017-01-09,922.1
2017-01-10,932.25
2017-01-11,936.5
2017-01-12,928.1
2017-01-13,925.95
2017-01-16,915.0
2017-01-17,918.9
2017-01-18,938.55
2017-01-19,929.4
2017-01-20,923.8
2017-01-23,923.2
2017-01-24,930.15
2017-01-25,933.5
2017-01-27,962.05
2017-01-30,960.65
2017-01-31,939.5
2017-02-01,961.0
2017-02-02,958.55
2017-02-03,967.35
2017-02-06,1000.8
2017-02-07,1020.5
2017-02-08,1014.4
2017-02-09,1027.7
2017-02-10,1021.75
2017-02-13,1013.05
2017-02-14,1023.6
2017-02-15,1050.6
2017-02-16,1053.1
2017-02-17,1037.9
2017-02-20,1050.25
2017-02-21,1047.8
2017-02-22,1038.0
2017-02-23,1035.1
2017-02-27,1038.55
2017-02-28,1043.15
2017-03-01,1050.15
2017-03-02,1033.9
2017-03-03,1040.4
2017-03-06,1049.65
2017-03-07,1041.2
2017-03-08,1033.15
2017-03-09,1029.45
2017-03-10,1022.2
2017-03-14,1021.45
2017-03-15,1020.05
2017-03-16,1030.25
2017-03-17,1044.0
2017-03-20,1040.25
2017-03-21,1028.8
2017-03-22,1002.4
2017-03-23,1000.25
2017-03-24,1005.95
2017-03-27,1017.1
2017-03-28,1023.65
2017-03-29,1020.3
2017-03-30,1003.05
2017-03-31,1014.95
2017-04-03,1014.65
2017-04-05,1011.75
2017-04-06,993.5
2017-04-07,992.75
2017-04-10,1002.65
2017-04-11,1029.65
2017-04-12,1035.9
2017-04-13,1032.15
2017-04-17,1062.95
2017-04-18,1047.7
2017-04-19,1060.35
2017-04-20,1068.25
2017-04-21,1058.85
2017-04-24,1057.8
2017-04-25,1061.1
2017-04-26,1064.0
2017-04-27,1056.5
2017-04-28,1057.7
2017-05-02,1059.5
2017-05-03,1053.55
2017-05-04,1050.55
2017-05-05,1028.6
2017-05-08,1013.75
2017-05-09,1011.3
2017-05-10,1020.35
2017-05-11,1011.9
2017-05-12,994.5
2017-05-15,1000.25
2017-05-16,1005.8
2017-05-17,1019.1
2017-05-18,1002.55
2017-05-19,1000.15
2017-05-22,987.2
2017-05-23,981.45
2017-05-24,982.65
2017-05-25,984.45
2017-05-26,1026.05
2017-05-29,1026.05
2017-05-30,1059.8
2017-05-31,1074.35
2017-06-01,1063.9
2017-06-02,1088.35
2017-06-05,1085.25
2017-06-06,1116.75
2017-06-07,1106.2
2017-06-08,1095.95
2017-06-09,1098.7
2017-06-12,1073.55
2017-06-13,1090.95
2017-06-14,1073.6
2017-06-15,1063.5
2017-06-16,1060.45
2017-06-19,1069.7
2017-06-20,1086.35
2017-06-21,1093.7
2017-06-22,1077.2
2017-06-23,1068.0
2017-06-27,1052.2
2017-06-28,1036.15
2017-06-29,1052.75
2017-06-30,1056.65
2017-07-03,1052.35
2017-07-04,1062.0
2017-07-05,1072.0
2017-07-06,1073.4
2017-07-07,1072.35
2017-07-10,1072.3
2017-07-11,1117.75
2017-07-12,1121.2
2017-07-13,1125.1
2017-07-14,1121.85
2017-07-17,1145.3
2017-07-18,1128.6
2017-07-19,1134.1
2017-07-20,1124.8
2017-07-21,1146.2
2017-07-24,1135.9
2017-07-25,1124.4
2017-07-26,1131.8
2017-07-27,1177.0
2017-07-28,1190.65
2017-07-31,1179.1
2017-08-01,1189.95
2017-08-02,1176.9
2017-08-03,1184.45
2017-08-04,1180.25
2017-08-07,1196.4
2017-08-08,1225.1
2017-08-09,1231.0
2017-08-10,1214.2
2017-08-11,1215.5
2017-08-14,1295.65
2017-08-16,1274.35
2017-08-17,1274.35
2017-08-18,1277.5
2017-08-21,1256.25
2017-08-22,1259.3
2017-08-23,1268.25
2017-08-24,1251.85
2017-08-28,1242.75
2017-08-29,1241.55
2017-08-30,1256.85
2017-08-31,1275.6
2017-09-01,1275.0
2017-09-04,1262.15
2017-09-05,1318.75
2017-09-06,1304.7
2017-09-07,1311.3
2017-09-08,1374.9
2017-09-11,1385.1
2017-09-12,1427.85
2017-09-13,1400.4
2017-09-14,1428.85
2017-09-15,1439.7
2017-09-18,1443.25
2017-09-19,1483.75
2017-09-20,1498.65
2017-09-21,1516.35
2017-09-22,1436.4
2017-09-25,1453.75
2017-09-26,1435.25
2017-09-27,1409.45
2017-09-28,1459.1
2017-09-29,1471.9
2017-10-03,1475.55
2017-10-04,1451.1
2017-10-05,1438.55
2017-10-06,1442.25
2017-10-09,1444.85
2017-10-10,1487.1
2017-10-11,1520.25
2017-10-12,1528.3
2017-10-13,1521.85
2017-10-16,1523.25
2017-10-17,1497.5
2017-10-18,1573.75
2017-10-19,1555.15
2017-10-23,1613.2
2017-10-24,1593.7
2017-10-25,1571.1
2017-10-26,1591.15
2017-10-27,1585.75
2017-10-30,1613.9
2017-10-31,1585.15
2017-11-01,1582.8
2017-11-02,1571.4
2017-11-03,1572.7
2017-11-06,1558.6
2017-11-07,1549.25
2017-11-08,1566.85
2017-11-09,309.95
2017-11-10,321.65
2017-11-13,314.4
2017-11-14,314.15
2017-11-15,303.75
2017-11-16,299.6
2017-11-17,301.8
2017-11-20,304.85
2017-11-21,310.05
2017-11-22,306.95
2017-11-23,305.1
2017-11-24,312.25
2017-11-27,312.25
2017-11-28,326.7
2017-11-29,325.55
2017-11-30,326.6
2017-12-01,317.5
2017-12-04,333.0
2017-12-05,327.0
2017-12-06,324.3
2017-12-07,332.6
2017-12-08,327.8
2017-12-11,328.0
2017-12-12,322.5
2017-12-13,322.1
2017-12-14,319.5
2017-12-15,318.85
2017-12-18,326.2
2017-12-19,327.95
2017-12-20,328.15
2017-12-21,328.95
2017-12-22,329.15
2017-12-26,330.55
2017-12-27,331.7
2017-12-28,328.35
2017-12-29,335.8
