Date,RICOAUTO
2013-09-04,5.25
2013-09-05,5.45
2013-09-06,6.1
2013-09-10,6.3
2013-09-11,6.3
2013-09-12,6.2
2013-09-13,6.3
2013-09-16,6.4
2013-09-17,6.25
2013-09-18,6.0
2013-09-19,6.15
2013-09-20,6.0
2013-09-23,5.9
2013-09-24,5.9
2013-09-25,5.65
2013-09-26,5.65
2013-09-27,6.2
2013-09-30,5.85
2013-10-01,6.25
2013-10-03,6.2
2013-10-04,6.0
2013-10-07,6.0
2013-10-08,5.9
2013-10-09,5.95
2013-10-10,6.05
2013-10-11,6.05
2013-10-14,6.2
2013-10-15,6.1
2013-10-17,6.05
2013-10-18,5.9
2013-10-21,7.0
2013-10-22,6.8
2013-10-23,6.7
2013-10-24,6.6
2013-10-25,6.45
2013-10-28,6.4
2013-10-29,6.65
2013-10-30,6.65
2013-10-31,6.65
2013-11-01,6.65
2013-11-03,6.85
2013-11-05,7.15
2013-11-06,7.25
2013-11-07,7.05
2013-11-08,7.3
2013-11-11,7.15
2013-11-12,7.0
2013-11-13,6.9
2013-11-14,6.65
2013-11-18,6.75
2013-11-19,6.55
2013-11-20,6.45
2013-11-21,6.4
2013-11-22,6.2
2013-11-25,6.2
2013-11-26,6.1
2013-11-27,6.0
2013-11-28,6.05
2013-11-29,6.15
2013-12-02,6.4
2013-12-03,6.2
2013-12-04,6.4
2013-12-05,6.8
2013-12-06,6.95
2013-12-09,7.0
2013-12-10,6.65
2013-12-11,6.8
2013-12-12,6.85
2013-12-13,6.55
2013-12-16,7.2
2013-12-17,6.9
2013-12-18,7.05
2013-12-19,7.6
2013-12-20,8.25
2013-12-23,8.8
2013-12-24,10.55
2013-12-26,11.6
2013-12-27,12.75
2013-12-30,12.35
2013-12-31,11.3
2014-01-01,12.35
2014-01-02,11.75
2014-03-03,10.0
2014-03-04,9.9
2014-03-05,9.85
2014-03-06,9.75
2014-03-07,10.1
2014-03-10,9.85
2014-03-11,9.65
2014-03-12,9.7
2014-03-13,9.65
2014-03-14,9.4
2014-03-18,9.75
2014-03-19,9.55
2014-03-20,9.6
2014-03-21,9.7
2014-03-22,9.5
2014-03-24,9.45
2014-03-25,9.45
2014-03-26,9.6
2014-03-27,10.55
2014-03-28,11.15
2014-03-31,10.9
2014-04-01,10.95
2014-04-02,11.5
2014-04-03,11.25
2014-04-04,11.35
2014-04-07,11.95
2014-04-09,12.65
2014-04-10,12.3
2014-04-11,12.35
2014-04-15,13.55
2014-04-16,13.9
2014-04-17,14.1
2014-04-21,13.7
2014-04-22,13.3
2014-04-23,13.95
2014-04-25,13.85
2014-04-28,13.65
2014-04-29,14.3
2014-04-30,13.6
2014-05-02,13.2
2014-05-05,13.35
2014-05-06,12.8
2014-05-07,12.4
2014-05-08,12.55
2014-05-09,12.75
2014-05-12,12.6
2014-05-13,12.8
2014-05-14,12.65
2014-05-15,13.05
2014-05-16,13.0
2014-05-19,14.3
2014-05-20,15.7
2014-05-21,16.8
2014-05-22,17.6
2014-05-23,18.45
2014-05-26,17.55
2014-05-27,17.25
2014-05-28,17.5
2014-05-29,16.85
2014-05-30,16.05
2014-06-02,15.6
2014-06-03,15.95
2014-06-04,16.15
2014-06-05,16.95
2014-06-06,17.75
2014-06-09,18.0
2014-06-10,17.35
2014-06-11,16.55
2014-06-12,16.8
2014-06-13,16.45
2014-06-16,17.25
2014-06-17,18.1
2014-06-18,19.0
2014-06-19,18.8
2014-06-20,19.15
2014-06-23,18.85
2014-06-24,19.35
2014-06-25,19.15
2014-06-26,18.8
2014-06-27,18.8
2014-06-30,18.45
2014-07-01,18.65
2014-07-02,19.2
2014-07-03,18.35
2014-07-04,18.4
2014-07-07,18.1
2014-07-08,16.65
2014-07-09,16.3
2014-07-10,16.25
2014-07-11,15.6
2014-07-14,15.85
2014-07-15,16.4
2014-07-16,16.75
2014-07-17,18.4
2014-07-18,20.15
2014-07-21,21.15
2014-07-22,22.2
2014-07-23,23.3
2014-07-24,22.85
2014-07-25,21.75
2014-07-28,20.85
2014-07-30,21.85
2014-07-31,21.25
2014-08-01,22.3
2014-08-04,23.4
2014-08-05,23.55
2014-08-06,23.05
2014-08-07,23.15
2014-08-08,22.05
2014-08-11,22.45
2014-08-12,23.55
2014-08-13,22.4
2014-08-14,22.4
2014-08-18,23.5
2014-08-19,23.5
2014-08-20,24.5
2014-08-21,23.95
2014-08-22,25.1
2014-08-25,23.9
2014-08-26,23.65
2014-08-27,23.9
2014-08-28,23.35
2014-09-01,22.9
2014-09-02,23.5
2014-09-03,23.65
2014-09-04,24.8
2014-09-05,24.65
2014-09-08,25.2
2014-09-09,24.95
2014-09-10,24.3
2014-09-11,26.7
2014-09-12,29.35
2014-09-15,32.25
2014-09-16,30.65
2014-09-17,32.05
2014-09-18,33.5
2014-09-19,33.15
2014-09-22,34.8
2014-09-23,34.35
2014-09-24,33.65
2014-09-25,35.3
2014-09-26,35.25
2014-09-29,35.15
2014-09-30,34.9
2014-10-01,33.75
2014-10-07,32.3
2014-10-08,31.15
2014-10-09,33.5
2014-10-10,32.35
2014-10-13,31.85
2014-10-14,33.25
2014-10-16,32.0
2014-10-17,32.0
2014-10-20,32.1
2014-10-21,32.3
2014-10-22,35.5
2014-10-23,37.8
2014-10-27,40.25
2014-10-28,39.4
2014-10-29,40.1
2014-10-30,41.9
2014-10-31,43.1
2014-11-03,45.95
2014-11-05,45.9
2014-11-07,44.0
2014-11-10,43.0
2014-11-11,42.9
2014-11-12,42.7
2014-11-13,42.0
2014-11-14,43.8
2014-11-17,44.0
2014-11-18,43.0
2014-11-19,43.95
2014-11-20,43.0
2014-11-21,42.5
2014-11-24,42.25
2014-11-25,41.75
2014-11-26,43.8
2014-11-27,43.2
2014-11-28,43.15
2014-12-01,41.75
2014-12-02,41.4
2014-12-03,45.5
2014-12-04,47.05
2014-12-05,47.3
2014-12-08,45.05
2014-12-09,45.55
2014-12-10,47.55
2014-12-11,46.3
2014-12-12,46.3
2014-12-15,45.5
2014-12-16,43.15
2014-12-17,42.05
2014-12-18,44.8
2014-12-19,45.1
2014-12-22,45.9
2014-12-23,49.75
2014-12-24,48.0
2014-12-26,48.0
2014-12-29,46.75
2014-12-30,47.0
2014-12-31,45.85
2015-01-01,46.35
2015-01-02,46.2
2015-01-05,46.15
2015-01-06,43.55
2015-01-07,45.1
2015-01-08,45.35
2015-01-09,45.3
2015-01-12,44.95
2015-01-13,44.45
2015-01-14,43.4
2015-01-15,43.7
2015-01-16,43.95
2015-01-19,45.55
2015-01-20,44.6
2015-01-21,46.3
2015-01-22,45.65
2015-01-23,47.2
2015-01-27,48.75
2015-01-28,48.7
2015-01-29,47.25
2015-01-30,46.2
2015-02-02,45.5
2015-02-03,45.65
2015-02-04,45.6
2015-02-05,43.85
2015-02-06,42.85
2015-02-09,42.7
2015-02-10,41.55
2015-02-11,43.45
2015-02-12,45.1
2015-02-13,44.5
2015-02-16,42.5
2015-02-18,43.35
2015-02-19,41.95
2015-02-20,41.55
2015-02-23,40.75
2015-02-24,41.15
2015-02-25,39.7
2015-02-26,40.4
2015-02-27,39.5
2015-02-28,39.6
2015-03-02,37.8
2015-03-03,39.15
2015-03-04,37.8
2015-03-05,36.8
2015-03-09,37.95
2015-03-10,37.2
2015-03-11,40.3
2015-03-12,43.7
2015-03-13,42.05
2015-03-16,42.0
2015-03-17,42.1
2015-03-18,42.0
2015-03-19,42.1
2015-03-20,42.0
2015-03-23,42.0
2015-03-24,41.0
2015-03-25,41.05
2015-03-26,40.75
2015-03-27,39.3
2015-03-30,42.0
2015-03-31,43.45
2015-04-01,44.35
2015-04-06,45.05
2015-04-07,45.05
2015-04-08,45.15
2015-04-09,53.45
2015-04-10,53.25
2015-04-13,53.3
2015-04-15,53.85
2015-04-16,51.95
2015-04-17,51.3
2015-04-20,48.2
2015-04-21,47.7
2015-04-22,47.85
2015-04-23,47.7
2015-04-24,44.7
2015-04-27,41.25
2015-04-28,43.7
2015-04-29,44.1
2015-04-30,44.2
2015-05-04,44.8
2015-05-05,44.3
2015-05-06,42.5
2015-05-07,42.5
2015-05-08,43.0
2015-05-11,45.85
2015-05-12,45.1
2015-05-13,46.35
2015-05-14,45.8
2015-05-15,47.8
2015-05-18,47.7
2015-05-19,47.35
2015-05-20,46.15
2015-05-21,45.9
2015-05-22,45.05
2015-05-25,45.0
2015-05-26,46.1
2015-05-27,46.05
2015-05-28,46.6
2015-05-29,43.3
2015-06-01,41.1
2015-06-02,41.05
2015-06-03,38.65
2015-06-04,38.9
2015-06-05,38.65
2015-06-08,38.6
2015-06-09,38.45
2015-06-10,41.1
2015-06-11,39.35
2015-06-12,39.5
2015-06-15,39.3
2015-06-16,39.85
2015-06-17,40.4
2015-06-18,42.2
2015-06-19,43.85
2015-06-22,43.3
2015-06-23,42.65
2015-06-24,42.3
2015-06-25,42.85
2015-06-26,42.15
2015-06-29,41.45
2015-06-30,41.0
2015-07-01,43.95
2015-07-02,44.35
2015-07-03,43.4
2015-07-06,43.45
2015-07-07,43.7
2015-07-08,42.3
2015-07-09,42.4
2015-07-10,42.2
2015-07-13,43.05
2015-07-14,42.25
2015-07-15,43.95
2015-07-16,43.4
2015-07-17,42.85
2015-07-20,46.55
2015-07-21,44.6
2015-07-22,45.85
2015-07-23,46.55
2015-07-24,44.7
2015-07-27,43.8
2015-07-28,45.05
2015-07-29,47.8
2015-07-30,55.85
2015-07-31,54.25
2015-08-03,57.3
2015-08-04,57.0
2015-08-05,56.9
2015-08-06,54.5
2015-08-07,60.45
2015-08-10,60.2
2015-08-11,59.15
2015-08-12,53.95
2015-08-13,52.1
2015-08-14,55.9
2015-08-17,55.3
2015-08-18,55.6
2015-08-19,54.55
2015-08-20,52.55
2015-08-21,52.25
2015-08-24,44.85
2015-08-25,46.25
2015-08-26,45.95
2015-08-27,49.0
2015-08-28,48.05
2015-08-31,49.25
2015-09-01,46.25
2015-09-02,46.3
2015-09-03,47.9
2015-09-04,45.4
2015-09-07,43.95
2015-09-08,43.2
2015-09-09,47.4
2015-09-10,46.55
2015-09-11,45.7
2015-09-14,45.65
2015-09-15,47.3
2015-09-16,47.1
2015-09-18,47.95
2015-09-21,47.05
2015-09-22,45.85
2015-09-23,46.25
2015-09-24,46.5
2015-09-28,44.65
2015-09-29,45.2
2015-09-30,45.85
2015-10-01,44.25
2015-10-05,45.8
2015-10-06,47.0
2015-10-07,49.5
2015-10-08,48.5
2015-10-09,48.15
2015-10-12,49.85
2015-10-13,49.7
2015-10-14,49.35
2015-10-15,48.0
2015-10-16,47.05
2015-10-19,46.35
2015-10-20,46.45
2015-10-21,46.05
2015-10-23,46.75
2015-10-26,45.9
2015-10-27,45.8
2015-10-28,45.45
2015-10-29,44.45
2015-10-30,42.8
2015-11-02,43.05
2015-11-03,42.4
2015-11-04,42.35
2015-11-05,42.5
2015-11-06,42.15
2015-11-09,45.05
2015-11-10,44.4
2015-11-11,45.55
2015-11-13,43.9
2015-11-16,43.4
2015-11-17,42.7
2015-11-18,42.25
2015-11-19,42.8
2015-11-20,42.8
2015-11-23,42.8
2015-11-24,45.7
2015-11-26,44.65
2015-11-27,43.45
2015-11-30,42.5
2015-12-01,44.1
2015-12-02,44.2
2015-12-03,45.3
2015-12-04,45.3
2015-12-07,44.7
2015-12-08,43.15
2015-12-09,42.1
2015-12-10,47.85
2015-12-11,48.8
2015-12-14,47.55
2015-12-15,46.25
2015-12-16,45.0
2015-12-17,45.85
2015-12-18,45.2
2015-12-21,46.85
2015-12-22,46.85
2015-12-23,46.5
2015-12-24,46.15
2015-12-28,46.2
2015-12-29,45.55
2015-12-30,45.3
2015-12-31,47.65
2016-01-01,47.25
2016-01-04,46.9
2016-01-05,46.8
2016-01-06,46.8
2016-01-07,45.05
2016-01-08,45.2
2016-01-11,45.0
2016-01-12,43.4
2016-01-13,42.4
2016-01-14,41.55
2016-01-15,39.95
2016-01-18,37.55
2016-01-19,38.15
2016-01-20,36.05
2016-01-21,36.5
2016-01-22,37.35
2016-01-25,38.15
2016-01-27,39.45
2016-01-28,38.7
2016-01-29,39.05
2016-02-01,39.8
2016-02-02,37.7
2016-02-03,38.65
2016-02-04,38.45
2016-02-05,38.75
2016-02-08,37.75
2016-02-09,36.75
2016-02-10,35.7
2016-02-11,32.45
2016-02-12,32.55
2016-02-15,34.45
2016-02-16,32.7
2016-02-17,32.05
2016-02-18,32.15
2016-02-19,31.2
2016-02-22,31.0
2016-02-23,30.8
2016-02-24,30.8
2016-02-25,28.85
2016-02-26,27.95
2016-02-29,28.4
2016-03-01,29.7
2016-03-02,30.7
2016-03-03,31.85
2016-03-04,32.2
2016-03-08,32.1
2016-03-09,32.4
2016-03-10,32.15
2016-03-11,31.4
2016-03-14,32.55
2016-03-15,32.1
2016-03-16,32.5
2016-03-17,32.6
2016-03-18,31.75
2016-03-21,35.05
2016-03-22,34.35
2016-03-23,34.3
2016-03-28,32.5
2016-03-29,33.55
2016-03-30,34.4
2016-03-31,33.65
2016-04-01,37.1
2016-04-04,37.75
2016-04-05,36.1
2016-04-06,38.85
2016-04-07,37.3
2016-04-08,37.65
2016-04-11,37.75
2016-04-12,37.55
2016-04-13,38.2
2016-04-18,38.1
2016-04-20,37.55
2016-04-21,37.8
2016-04-22,37.1
2016-04-25,36.45
2016-04-26,38.0
2016-04-27,38.9
2016-04-28,40.0
2016-04-29,39.1
2016-05-02,38.55
2016-05-03,38.2
2016-05-04,37.3
2016-05-05,36.55
2016-05-06,35.95
2016-05-09,36.3
2016-05-10,37.45
2016-05-11,37.6
2016-05-12,37.9
2016-05-13,36.9
2016-05-16,36.5
2016-05-17,36.65
2016-05-18,38.65
2016-05-19,37.3
2016-05-20,34.95
2016-05-23,34.95
2016-05-24,34.25
2016-05-25,34.15
2016-05-26,34.05
2016-05-27,34.65
2016-05-30,34.8
2016-05-31,34.3
2016-06-01,34.75
2016-06-02,35.75
2016-06-03,35.0
2016-06-06,34.7
2016-06-07,34.5
2016-06-08,35.25
2016-06-09,35.15
2016-06-10,35.3
2016-06-13,35.35
2016-06-14,36.85
2016-06-15,40.35
2016-06-16,42.4
2016-06-17,41.05
2016-06-20,41.55
2016-06-21,41.25
2016-06-22,39.65
2016-06-23,39.35
2016-06-24,38.6
2016-06-27,39.75
2016-06-28,39.95
2016-06-29,41.35
2016-06-30,42.05
2016-07-01,41.6
2016-07-04,41.55
2016-07-05,40.35
2016-07-07,41.2
2016-07-08,42.15
2016-07-11,42.05
2016-07-12,43.65
2016-07-13,43.65
2016-07-14,44.2
2016-07-15,43.4
2016-07-18,43.3
2016-07-19,41.55
2016-07-20,42.65
2016-07-21,42.55
2016-07-22,43.95
2016-07-25,44.2
2016-07-26,44.1
2016-07-27,45.15
2016-07-28,49.3
2016-07-29,45.4
2016-08-01,53.05
2016-08-02,50.8
2016-08-03,49.9
2016-08-04,53.4
2016-08-05,55.15
2016-08-08,55.05
2016-08-09,55.9
2016-08-10,54.7
2016-08-11,53.85
2016-08-12,54.85
2016-08-16,55.6
2016-08-17,60.05
2016-08-18,62.85
2016-08-19,62.85
2016-08-22,62.85
2016-08-23,67.0
2016-08-24,66.25
2016-08-25,64.5
2016-08-26,63.6
2016-08-29,62.75
2016-08-30,63.8
2016-08-31,62.55
2016-09-01,64.25
2016-09-02,66.1
2016-09-06,65.0
2016-09-07,66.55
2016-09-08,67.3
2016-09-09,66.8
2016-09-12,63.3
2016-09-14,65.2
2016-09-15,65.25
2016-09-16,65.0
2016-09-19,65.25
2016-09-20,65.85
2016-09-21,65.1
2016-09-22,64.8
2016-09-23,65.55
2016-09-26,64.15
2016-09-27,64.3
2016-09-28,65.5
2016-09-29,59.55
2016-09-30,62.35
2016-10-03,64.65
2016-10-04,64.6
2016-10-05,69.25
2016-10-06,71.3
2016-10-07,70.5
2016-10-10,69.0
2016-10-13,66.45
2016-10-14,66.8
2016-10-17,64.75
2016-10-18,64.45
2016-10-19,66.35
2016-10-20,67.45
2016-10-21,69.1
2016-10-24,69.15
2016-10-25,68.25
2016-10-26,67.7
2016-10-27,67.75
2016-10-28,67.95
2016-10-30,69.1
2016-11-01,72.3
2016-11-02,71.75
2016-11-03,72.4
2016-11-04,69.7
2016-11-07,70.2
2016-11-08,69.1
2016-11-09,68.35
2016-11-10,69.35
2016-11-11,65.85
2016-11-15,59.2
2016-11-16,60.4
2016-11-17,58.4
2016-11-18,59.1
2016-11-21,55.9
2016-11-22,56.75
2016-11-23,58.4
2016-11-24,58.0
2016-11-25,60.8
2016-11-28,61.45
2016-11-29,61.4
2016-11-30,61.95
2016-12-01,59.7
2016-12-02,58.4
2016-12-05,60.25
2016-12-06,60.7
2016-12-07,59.4
2016-12-08,59.95
2016-12-09,59.95
2016-12-12,59.6
2016-12-13,59.95
2016-12-14,59.15
2016-12-15,59.2
2016-12-16,59.65
2016-12-19,58.6
2016-12-20,56.75
2016-12-21,56.85
2016-12-22,56.05
2016-12-23,57.3
2016-12-26,54.25
2016-12-27,54.6
2016-12-28,54.9
2016-12-29,54.75
2016-12-30,54.4
2017-01-02,54.9
2017-01-03,57.55
2017-01-04,57.35
2017-01-05,57.9
2017-01-06,58.55
2017-01-09,59.4
2017-01-10,61.9
2017-01-11,61.65
2017-01-12,60.25
2017-01-13,62.55
2017-01-16,62.25
2017-01-17,61.35
2017-01-18,60.95
2017-01-19,59.5
2017-01-20,58.35
2017-01-23,59.4
2017-01-24,59.45
2017-01-25,60.7
2017-01-27,59.6
2017-01-30,58.4
2017-01-31,57.65
2017-02-01,60.6
2017-02-02,62.4
2017-02-03,58.9
2017-02-06,58.75
2017-02-07,59.1
2017-02-08,58.2
2017-02-09,57.05
2017-02-10,57.2
2017-02-13,56.9
2017-02-14,56.15
2017-02-15,55.1
2017-02-16,56.05
2017-02-17,55.65
2017-02-20,56.25
2017-02-21,56.4
2017-02-22,55.45
2017-02-23,55.6
2017-02-27,56.2
2017-02-28,56.85
2017-03-01,59.05
2017-03-02,59.7
2017-03-03,59.85
2017-03-06,59.05
2017-03-07,57.95
2017-03-08,57.45
2017-03-09,56.85
2017-03-10,57.3
2017-03-14,57.2
2017-03-15,56.75
2017-03-16,57.9
2017-03-17,58.6
2017-03-20,58.25
2017-03-21,57.7
2017-03-22,56.5
2017-03-23,57.9
2017-03-24,56.7
2017-03-27,56.55
2017-03-28,56.1
2017-03-29,54.65
2017-03-30,56.2
2017-03-31,56.65
2017-04-03,57.8
2017-04-05,59.35
2017-04-06,58.45
2017-04-07,58.55
2017-04-10,61.05
2017-04-11,63.65
2017-04-12,62.8
2017-04-13,63.0
2017-04-17,63.3
2017-04-18,62.4
2017-04-19,62.1
2017-04-20,62.4
2017-04-21,61.2
2017-04-24,61.5
2017-04-25,61.15
2017-04-26,59.7
2017-04-27,59.8
2017-04-28,60.45
2017-05-02,61.1
2017-05-03,60.65
2017-05-04,61.45
2017-05-05,59.9
2017-05-08,58.85
2017-05-09,58.75
2017-05-10,59.5
2017-05-11,59.25
2017-05-12,58.35
2017-05-15,59.55
2017-05-16,59.55
2017-05-17,59.6
2017-05-18,58.0
2017-05-19,56.65
2017-05-22,55.4
2017-05-23,53.6
2017-05-24,52.4
2017-05-25,53.9
2017-05-26,54.45
2017-05-29,52.75
2017-05-30,51.1
2017-05-31,51.8
2017-06-01,54.7
2017-06-02,55.7
2017-06-05,56.15
2017-06-06,54.75
2017-06-07,54.9
2017-06-08,54.65
2017-06-09,55.95
2017-06-12,54.0
2017-06-13,54.35
2017-06-14,54.3
2017-06-15,53.9
2017-06-16,54.45
2017-06-19,54.2
2017-06-20,54.55
2017-06-21,53.95
2017-06-22,54.2
2017-06-23,51.45
2017-06-27,50.7
2017-06-28,50.9
2017-06-29,51.7
2017-06-30,54.7
2017-07-03,56.1
2017-07-04,59.55
2017-07-05,65.1
2017-07-06,63.05
2017-07-07,64.9
2017-07-10,64.15
2017-07-11,63.8
2017-07-12,74.5
2017-07-13,78.0
2017-07-14,79.25
2017-07-17,77.05
2017-07-18,74.5
2017-07-19,76.25
2017-07-20,76.05
2017-07-21,77.1
2017-07-24,75.6
2017-07-25,73.65
2017-07-26,78.1
2017-07-27,75.6
2017-07-28,76.2
2017-07-31,78.75
2017-08-01,77.25
2017-08-02,76.85
2017-08-03,75.45
2017-08-04,76.75
2017-08-07,76.75
2017-08-08,73.75
2017-08-09,73.95
2017-08-10,68.95
2017-08-11,67.15
2017-08-14,69.1
2017-08-16,73.45
2017-08-17,75.2
2017-08-18,76.1
2017-08-21,74.15
2017-08-22,71.45
2017-08-23,74.0
2017-08-24,72.8
2017-08-28,72.9
2017-08-29,71.45
2017-08-30,72.05
2017-08-31,73.05
2017-09-01,77.05
2017-09-04,75.6
2017-09-05,80.25
2017-09-06,87.1
2017-09-07,93.1
2017-09-08,91.75
2017-09-11,93.65
2017-09-12,91.55
2017-09-13,99.45
2017-09-14,97.25
2017-09-15,96.65
2017-09-18,97.8
2017-09-19,96.1
2017-09-20,103.5
2017-09-21,102.85
2017-09-22,96.4
2017-09-25,91.55
2017-09-26,93.7
2017-09-27,90.65
2017-09-28,91.55
2017-09-29,92.8
2017-10-03,93.05
2017-10-04,99.15
2017-10-05,96.75
2017-10-06,100.2
2017-10-09,102.85
2017-10-10,101.55
2017-10-11,98.25
2017-10-12,99.1
2017-10-13,97.95
2017-10-16,97.4
2017-10-17,97.05
2017-10-18,100.65
2017-10-19,98.8
2017-10-23,106.8
2017-10-24,106.65
2017-10-25,103.5
2017-10-26,103.55
2017-10-27,102.2
2017-10-30,100.4
2017-10-31,99.2
2017-11-01,98.75
2017-11-02,97.8
2017-11-03,99.8
2017-11-06,98.9
2017-11-07,96.75
2017-11-08,95.3
2017-11-09,95.65
2017-11-10,94.25
2017-11-13,93.4
2017-11-14,93.4
2017-11-15,89.25
2017-11-16,91.9
2017-11-17,91.3
2017-11-20,95.9
2017-11-21,95.05
2017-11-22,93.9
2017-11-23,95.8
2017-11-24,94.6
2017-11-27,93.75
2017-11-28,95.3
2017-11-29,96.15
2017-11-30,96.25
2017-12-01,95.25
2017-12-04,90.15
2017-12-05,87.45
2017-12-06,87.95
2017-12-07,91.45
2017-12-08,91.5
2017-12-11,95.45
2017-12-12,94.85
2017-12-13,94.85
2017-12-14,98.05
2017-12-15,97.95
2017-12-18,96.05
2017-12-19,99.45
2017-12-20,99.4
2017-12-21,101.85
2017-12-22,100.45
2017-12-26,103.95
2017-12-27,100.65
2017-12-28,99.3
2017-12-29,101.4
