Date,SUPRAJIT
2013-01-01,31.85
2013-01-02,33.5
2013-01-03,34.4
2013-01-04,36.35
2013-01-07,35.9
2013-01-08,35.2
2013-01-09,34.85
2013-01-10,34.9
2013-01-11,35.0
2013-01-14,36.2
2013-01-15,35.1
2013-01-16,35.05
2013-01-17,35.5
2013-01-18,35.45
2013-01-21,33.95
2013-01-22,33.2
2013-01-23,32.3
2013-01-24,31.95
2013-01-25,33.4
2013-01-28,34.05
2013-01-29,33.9
2013-01-30,32.75
2013-01-31,33.75
2013-02-01,32.85
2013-02-04,34.1
2013-02-05,32.5
2013-02-06,32.55
2013-02-07,33.65
2013-02-08,32.6
2013-02-11,32.65
2013-02-12,32.6
2013-02-13,32.75
2013-02-14,32.6
2013-02-15,33.55
2013-02-18,32.75
2013-02-19,33.5
2013-02-20,33.4
2013-02-21,32.6
2013-02-22,32.65
2013-02-25,32.6
2013-02-26,32.5
2013-02-27,32.55
2013-02-28,32.5
2013-03-01,32.5
2013-03-04,31.55
2013-03-05,32.45
2013-03-06,32.55
2013-03-07,32.5
2013-03-08,33.05
2013-03-11,32.9
2013-03-12,33.8
2013-03-13,33.0
2013-03-14,33.6
2013-03-15,33.4
2013-03-18,33.3
2013-03-19,33.1
2013-03-20,32.95
2013-03-21,33.05
2013-03-22,33.0
2013-03-25,32.85
2013-03-26,33.05
2013-03-28,33.4
2013-04-01,33.45
2013-04-02,34.9
2013-04-03,36.2
2013-04-04,35.05
2013-04-05,34.55
2013-04-08,34.0
2013-04-09,33.3
2013-04-10,33.15
2013-04-11,33.0
2013-04-12,33.0
2013-04-15,33.25
2013-04-16,33.9
2013-04-17,33.6
2013-04-18,34.15
2013-04-22,33.85
2013-04-23,33.05
2013-04-25,33.05
2013-04-26,33.0
2013-04-29,33.0
2013-04-30,33.0
2013-05-02,34.65
2013-05-03,34.2
2013-05-06,34.25
2013-05-07,34.1
2013-05-08,34.35
2013-05-09,34.05
2013-05-10,34.35
2013-05-11,34.5
2013-05-13,34.7
2013-05-14,34.5
2013-05-15,34.25
2013-05-16,34.3
2013-05-17,35.3
2013-05-20,33.95
2013-05-21,33.7
2013-05-22,35.6
2013-05-23,34.0
2013-05-24,34.0
2013-05-27,34.1
2013-05-28,34.1
2013-05-29,35.05
2013-05-30,34.85
2013-05-31,33.85
2013-06-03,34.25
2013-06-04,34.2
2013-06-05,34.15
2013-06-06,34.8
2013-06-07,35.2
2013-06-10,35.45
2013-06-11,35.9
2013-06-12,35.85
2013-06-13,34.95
2013-06-14,34.85
2013-06-17,34.65
2013-06-18,34.55
2013-06-19,34.85
2013-06-20,34.45
2013-06-21,34.4
2013-06-24,34.15
2013-06-25,34.1
2013-06-26,34.55
2013-06-27,34.0
2013-06-28,34.1
2013-07-01,34.75
2013-07-02,34.6
2013-07-03,35.1
2013-07-04,34.85
2013-07-05,35.25
2013-07-08,35.0
2013-07-09,35.95
2013-07-10,36.2
2013-07-11,36.1
2013-07-12,36.05
2013-07-15,36.2
2013-07-16,36.95
2013-07-17,37.45
2013-07-18,38.15
2013-07-19,38.05
2013-07-22,37.85
2013-07-23,38.65
2013-07-24,37.7
2013-07-25,38.4
2013-07-26,37.1
2013-07-29,36.15
2013-07-30,36.8
2013-07-31,34.85
2013-08-01,34.1
2013-08-02,34.0
2013-08-05,34.8
2013-08-06,34.7
