Date,ADROITINFO
2016-11-25,65.3
2016-11-28,65.1
2016-11-29,66.3
2016-11-30,67.85
2016-12-01,62.75
2016-12-02,60.9
2016-12-05,65.85
2016-12-06,65.05
2016-12-07,66.1
2016-12-08,65.7
2016-12-09,65.9
2016-12-12,69.6
2016-12-13,69.9
2016-12-14,68.5
2016-12-15,68.95
2016-12-16,67.85
2016-12-19,67.95
2016-12-20,65.95
2016-12-21,66.3
2016-12-22,66.85
2016-12-23,65.7
2016-12-26,64.55
2016-12-27,64.05
2016-12-28,64.2
2016-12-29,62.8
2016-12-30,63.85
2017-01-02,64.7
2017-01-03,64.8
2017-01-04,65.65
2017-01-05,65.5
2017-01-06,65.15
2017-01-09,67.0
2017-01-10,66.6
2017-01-11,68.65
2017-01-12,69.0
2017-01-13,69.55
2017-01-16,68.1
2017-01-17,66.9
2017-01-18,67.8
2017-01-19,72.45
2017-01-20,75.65
2017-01-23,75.5
2017-01-24,76.15
2017-01-25,74.0
2017-01-27,72.5
2017-01-30,73.1
2017-01-31,70.1
2017-02-01,69.75
2017-02-02,72.15
2017-02-03,69.6
2017-02-06,70.25
2017-02-07,68.6
2017-02-08,68.35
2017-02-09,67.15
2017-02-10,66.95
2017-02-13,65.15
2017-02-14,64.5
2017-02-15,62.95
2017-02-16,64.4
2017-02-17,64.1
2017-02-20,63.15
2017-02-21,63.1
2017-02-22,63.15
2017-02-23,63.0
2017-02-27,60.9
2017-02-28,64.5
2017-03-01,65.1
2017-03-02,62.6
2017-03-03,61.2
2017-03-06,62.5
2017-03-07,64.55
2017-03-08,66.75
2017-03-09,65.35
2017-03-10,67.1
2017-03-14,67.2
2017-03-15,64.95
2017-03-16,61.75
2017-03-17,62.35
2017-03-20,61.5
2017-03-21,61.6
2017-03-22,63.3
2017-03-23,62.8
2017-03-24,62.85
2017-03-27,62.65
2017-03-28,64.3
2017-03-29,64.8
2017-03-30,64.1
2017-03-31,63.6
2017-04-03,65.3
2017-04-05,63.5
2017-04-06,62.85
2017-04-07,62.9
2017-04-10,67.8
2017-04-11,65.3
2017-04-12,65.25
2017-04-13,64.95
2017-04-17,65.4
2017-04-18,67.05
2017-04-19,66.75
2017-04-20,65.8
2017-04-21,65.2
2017-04-24,65.7
2017-04-25,65.0
2017-04-26,67.6
2017-04-27,70.15
2017-04-28,70.0
2017-05-02,68.45
2017-05-03,65.55
2017-05-04,66.45
2017-05-05,64.15
2017-05-08,64.95
2017-05-09,64.1
2017-05-10,64.2
2017-05-11,63.6
2017-05-12,64.55
2017-05-15,62.55
2017-05-16,63.1
2017-05-17,63.25
2017-05-18,62.45
2017-05-19,62.65
2017-05-22,63.05
2017-05-23,60.05
2017-05-24,60.75
2017-05-25,58.85
2017-05-26,59.5
2017-05-29,62.35
2017-05-30,63.3
2017-05-31,63.1
2017-06-01,63.8
2017-06-02,63.0
2017-06-05,62.95
2017-06-06,60.2
2017-06-07,62.05
2017-06-08,61.3
2017-06-09,61.5
2017-06-12,61.35
2017-06-13,59.9
2017-06-14,60.35
2017-06-15,59.15
2017-06-16,64.7
2017-06-19,66.7
2017-06-20,65.4
2017-06-21,66.7
2017-06-22,67.1
2017-06-23,65.4
2017-06-27,63.65
2017-06-28,61.8
2017-06-29,62.0
2017-06-30,61.05
2017-07-03,61.4
2017-07-04,60.7
2017-07-05,62.4
2017-07-06,61.0
2017-07-07,60.85
2017-07-10,61.55
2017-07-11,60.7
2017-07-12,60.05
2017-07-13,60.05
2017-07-14,59.35
2017-07-17,58.45
2017-07-18,56.15
2017-07-19,57.9
2017-07-20,56.1
2017-07-21,55.55
2017-07-24,55.45
2017-07-25,55.1
2017-07-26,53.85
2017-07-27,50.25
2017-07-28,51.9
2017-07-31,51.55
2017-08-01,50.6
2017-08-02,50.7
2017-08-03,50.0
2017-08-04,53.4
2017-08-07,53.95
2017-08-08,52.0
2017-08-09,50.85
2017-08-10,48.3
2017-08-11,48.05
2017-08-14,49.6
2017-08-16,49.9
2017-08-17,47.45
2017-08-18,47.75
2017-08-21,44.55
2017-08-22,44.95
2017-08-23,44.05
2017-08-24,46.5
2017-08-28,46.45
2017-08-29,45.6
2017-08-30,46.85
2017-08-31,46.4
2017-09-01,46.25
2017-09-04,43.5
2017-09-05,43.95
2017-09-06,43.9
2017-09-07,44.55
2017-09-08,44.15
2017-09-11,46.65
2017-09-12,49.4
2017-09-13,49.4
2017-09-14,48.15
2017-09-15,46.15
2017-09-18,44.2
2017-09-19,44.55
2017-09-20,43.55
2017-09-21,43.55
2017-09-22,42.9
2017-09-25,41.8
2017-09-26,40.9
2017-09-27,40.25
2017-09-28,40.65
2017-09-29,40.7
2017-10-03,42.45
2017-10-04,42.45
2017-10-05,42.75
2017-10-06,42.3
2017-10-09,42.7
2017-10-10,42.0
2017-10-11,42.55
2017-10-12,44.65
2017-10-13,44.25
2017-10-16,45.65
2017-10-17,44.65
2017-10-18,43.85
2017-10-19,44.65
2017-10-23,44.95
2017-10-24,44.1
2017-10-25,41.2
2017-10-26,41.85
2017-10-27,42.85
2017-10-30,42.25
2017-10-31,41.45
2017-11-01,41.65
2017-11-02,41.8
2017-11-03,44.4
2017-11-06,46.2
2017-11-07,44.65
2017-11-08,43.1
2017-11-09,43.4
2017-11-10,42.45
2017-11-13,43.4
2017-11-14,41.95
2017-11-15,41.2
2017-11-16,42.5
2017-11-17,41.7
2017-11-20,40.1
2017-11-21,40.8
2017-11-22,40.3
2017-11-23,41.3
2017-11-24,45.15
2017-11-27,43.55
2017-11-28,42.6
2017-11-29,42.85
2017-11-30,41.35
2017-12-01,41.55
2017-12-04,42.5
2017-12-05,41.95
2017-12-06,42.3
2017-12-07,42.0
2017-12-08,41.6
2017-12-11,40.65
2017-12-12,40.65
2017-12-13,40.4
2017-12-14,40.25
2017-12-15,42.05
2017-12-18,41.95
2017-12-19,41.65
2017-12-20,40.7
2017-12-21,42.0
2017-12-22,41.8
2017-12-26,42.25
2017-12-27,43.0
2017-12-28,44.2
2017-12-29,49.3
