Date,PENIND
2014-12-22,52.85
2014-12-23,52.1
2014-12-24,51.05
2014-12-26,51.6
2014-12-29,51.85
2014-12-30,55.1
2014-12-31,54.75
2015-01-01,56.9
2015-01-02,58.1
2015-01-05,59.6
2015-01-06,56.25
2015-01-07,57.95
2015-01-08,61.5
2015-01-09,60.65
2015-01-12,62.1
2015-01-13,62.95
2015-01-14,62.6
2015-01-15,62.05
2015-01-16,61.5
2015-01-19,65.5
2015-01-20,64.8
2015-01-21,63.45
2015-01-22,64.05
2015-01-23,62.05
2015-01-27,61.55
2015-01-28,60.8
2015-01-29,60.15
2015-01-30,59.15
2015-02-02,61.05
2015-02-03,61.3
2015-02-04,61.0
2015-02-05,59.4
2015-02-06,57.4
2015-02-09,56.95
2015-02-10,56.7
2015-02-11,57.35
2015-02-12,59.0
2015-02-13,57.25
2015-02-16,56.55
2015-02-18,56.85
2015-02-19,54.95
2015-02-20,55.45
2015-02-23,52.55
2015-02-24,53.45
2015-02-25,54.55
2015-02-26,52.9
2015-02-27,53.95
2015-02-28,52.6
2015-03-02,52.9
2015-03-03,57.3
2015-03-04,54.5
2015-03-05,53.65
2015-03-09,52.9
2015-03-10,52.2
2015-03-11,51.75
2015-03-12,54.25
2015-03-13,51.95
2015-03-16,51.7
2015-03-17,51.2
2015-03-18,50.8
2015-03-19,50.8
2015-03-20,49.8
2015-03-23,48.05
2015-03-24,50.6
2015-03-25,50.9
2015-03-26,50.95
2015-03-27,50.4
2015-03-30,53.95
2015-03-31,53.55
2015-04-01,54.55
2015-04-06,53.4
2015-04-07,54.35
2015-04-08,58.15
2015-04-09,56.75
2015-04-10,55.75
2015-04-13,56.25
2015-04-15,56.85
2015-04-16,54.65
2015-04-17,54.9
2015-04-20,53.25
2015-04-21,52.95
2015-04-22,52.2
2015-04-23,53.05
2015-04-24,51.65
2015-04-27,49.4
2015-04-28,49.55
2015-04-29,49.75
2015-04-30,48.85
2015-05-04,49.15
2015-05-05,49.65
2015-05-06,46.15
2015-05-07,46.6
2015-05-08,47.0
2015-05-11,48.05
2015-05-12,46.5
2015-05-13,47.55
2015-05-14,50.75
2015-05-15,51.5
2015-05-18,51.35
2015-05-19,50.85
2015-05-20,50.75
2015-05-21,49.15
2015-05-22,49.4
2015-05-25,48.5
2015-05-26,47.1
2015-05-27,48.65
2015-05-28,49.4
2015-05-29,49.35
2015-06-01,48.9
2015-06-02,46.65
2015-06-03,45.6
2015-06-04,45.4
2015-06-05,45.25
2015-06-08,45.05
2015-06-09,44.65
2015-06-10,45.8
2015-06-11,44.9
2015-06-12,44.5
2015-06-15,45.55
2015-06-16,44.05
2015-06-17,43.9
2015-06-18,45.85
2015-06-19,46.3
2015-06-22,47.05
2015-06-23,47.6
2015-06-24,47.5
2015-06-25,47.95
2015-06-26,47.6
2015-06-29,46.2
2015-06-30,47.25
2015-07-01,49.3
2015-07-02,53.85
2015-07-03,54.35
2015-07-06,53.25
2015-07-07,54.05
2015-07-08,53.05
2015-07-09,52.35
2015-07-10,51.75
2015-07-13,54.3
2015-07-14,54.8
2015-07-15,54.95
2015-07-16,55.7
2015-07-17,55.55
2015-07-20,55.45
2015-07-21,52.9
2015-07-22,59.15
2015-07-23,58.7
2015-07-24,59.8
2015-07-27,61.2
2015-07-28,60.5
2015-07-29,59.35
2015-07-30,59.35
2015-07-31,60.4
2015-08-03,59.65
2015-08-04,63.0
2015-08-05,66.45
2015-08-06,63.7
2015-08-07,69.2
2015-08-10,65.4
2015-08-11,64.0
2015-08-12,57.2
2015-08-13,51.55
2015-08-14,55.7
2015-08-17,58.0
2015-08-18,58.55
2015-08-19,57.4
2015-08-20,54.7
2015-08-21,55.8
2015-08-24,51.0
2015-08-25,48.3
2015-08-26,49.95
2015-08-27,49.95
2015-08-28,49.65
2015-08-31,48.6
2015-09-01,47.7
2015-09-02,48.25
2015-09-03,48.5
2015-09-04,47.25
2015-09-07,44.9
2015-09-08,45.05
2015-09-09,45.9
2015-09-10,46.7
2015-09-11,47.05
2015-09-14,48.2
2015-09-15,47.35
2015-09-16,47.0
2015-09-18,47.4
2015-09-21,48.7
2015-09-22,47.15
2015-09-23,47.75
2015-09-24,47.6
2015-09-28,46.9
2015-09-29,48.45
2015-09-30,47.85
2015-10-01,47.75
2015-10-05,49.0
2015-10-06,49.45
2015-10-07,49.4
2015-10-08,49.05
2015-10-09,49.05
2015-10-12,47.55
2015-10-13,47.0
2015-10-14,48.2
2015-10-15,49.2
2015-10-16,47.9
2015-10-19,49.7
2015-10-20,50.2
2015-10-21,51.75
2015-10-23,51.15
2015-10-26,49.55
2015-10-27,49.9
2015-10-28,49.45
2015-10-29,49.55
2015-10-30,48.05
2015-11-02,47.65
2015-11-03,47.05
2015-11-04,46.35
2015-11-05,46.05
2015-11-06,46.1
2015-11-09,49.7
2015-11-10,48.8
2015-11-11,49.2
2015-11-13,48.45
2015-11-16,49.1
2015-11-17,48.65
2015-11-18,50.4
2015-11-19,53.2
2015-11-20,52.05
2015-11-23,51.5
2015-11-24,54.05
2015-11-26,52.9
2015-11-27,54.25
2015-11-30,56.8
2015-12-01,56.75
2015-12-02,55.6
2015-12-03,55.6
2015-12-04,54.4
2015-12-07,54.7
2015-12-08,54.0
2015-12-09,51.8
2015-12-10,53.3
2015-12-11,52.0
2015-12-14,51.9
2015-12-15,51.95
2015-12-16,51.3
2015-12-17,52.95
2015-12-18,52.55
2015-12-21,54.05
2015-12-22,54.75
2015-12-23,53.9
2015-12-24,53.95
2015-12-28,53.95
2015-12-29,54.25
2015-12-30,54.3
2015-12-31,54.95
2016-01-01,54.6
2016-01-04,52.75
2016-01-05,56.6
2016-01-06,56.7
2016-01-07,54.1
2016-01-08,56.4
2016-01-11,58.85
2016-01-12,59.0
2016-01-13,55.3
2016-01-14,52.65
2016-01-15,50.65
2016-01-18,48.8
2016-01-19,49.5
2016-01-20,47.2
2016-01-21,47.95
2016-01-22,48.8
2016-01-25,49.3
2016-01-27,49.15
2016-01-28,49.4
2016-01-29,49.95
2016-02-01,49.95
2016-02-02,47.65
2016-02-03,45.9
2016-02-04,46.8
2016-02-05,47.9
2016-02-08,47.35
2016-02-09,47.65
2016-02-10,44.95
2016-02-11,43.4
2016-02-12,40.55
2016-02-15,42.35
2016-02-16,40.3
2016-02-17,40.6
2016-02-18,40.65
2016-02-19,41.9
2016-02-22,43.2
2016-02-23,43.6
2016-02-24,42.15
2016-02-25,41.7
2016-02-26,40.75
2016-02-29,40.75
2016-03-01,42.05
2016-03-02,43.1
2016-03-03,44.35
2016-03-04,44.35
2016-03-08,44.5
2016-03-09,43.75
2016-03-10,43.7
2016-03-11,46.05
2016-03-14,44.3
2016-03-15,43.25
2016-03-16,43.65
2016-03-17,45.75
2016-03-18,45.3
2016-03-21,46.15
2016-03-22,46.05
2016-03-23,46.6
2016-03-28,45.15
2016-03-29,45.2
2016-03-30,45.65
2016-03-31,48.0
2016-04-01,47.5
2016-04-04,49.6
2016-04-05,47.7
2016-04-06,50.05
2016-04-07,48.8
2016-04-08,50.15
2016-04-11,49.75
2016-04-12,51.3
2016-04-13,50.55
2016-04-18,51.9
2016-04-20,53.55
2016-04-21,50.25
2016-04-22,48.85
2016-04-25,49.2
2016-04-26,48.45
2016-04-27,49.05
2016-04-28,47.9
2016-04-29,47.95
2016-05-02,47.35
2016-05-03,47.45
2016-05-04,47.3
2016-05-05,48.0
2016-05-06,47.3
2016-05-09,48.05
2016-05-10,48.7
2016-05-11,47.5
2016-05-12,47.3
2016-05-13,46.55
2016-05-16,46.35
2016-05-17,47.95
2016-05-18,47.45
2016-05-19,46.4
2016-05-20,46.75
2016-05-23,45.4
2016-05-24,43.65
2016-05-25,43.4
2016-05-26,44.2
2016-05-27,45.15
2016-05-30,44.65
2016-05-31,44.1
2016-06-01,44.3
2016-06-02,44.05
2016-06-03,43.55
2016-06-06,43.7
2016-06-07,43.75
2016-06-08,44.25
2016-06-09,44.1
2016-06-10,44.7
2016-06-13,44.0
2016-06-14,43.85
2016-06-15,44.1
2016-06-16,43.15
2016-06-17,42.65
2016-06-20,43.25
2016-06-21,42.5
2016-06-22,42.1
2016-06-23,43.45
2016-06-24,42.2
2016-06-27,42.7
2016-06-28,45.05
2016-06-29,46.15
2016-06-30,45.4
2016-07-01,44.55
2016-07-04,44.1
2016-07-05,43.85
2016-07-07,44.2
2016-07-08,46.3
2016-07-11,46.5
2016-07-12,46.0
2016-07-13,45.9
2016-07-14,46.65
2016-07-15,46.7
2016-07-18,47.45
2016-07-19,48.55
2016-07-20,49.35
2016-07-21,47.8
2016-07-22,49.3
2016-07-25,48.75
2016-07-26,48.15
2016-07-27,46.9
2016-07-28,46.6
2016-07-29,46.25
2016-08-01,45.1
2016-08-02,45.65
2016-08-03,45.1
2016-08-04,47.05
2016-08-05,47.6
2016-08-08,46.85
2016-08-09,47.0
2016-08-10,46.8
2016-08-11,46.0
2016-08-12,46.5
2016-08-16,45.7
2016-08-17,46.45
2016-08-18,45.7
2016-08-19,44.55
2016-08-22,43.95
2016-08-23,43.85
2016-08-24,44.0
2016-08-25,43.9
2016-08-26,43.95
2016-08-29,44.0
2016-08-30,43.9
2016-08-31,44.1
2016-09-01,43.25
2016-09-02,42.95
2016-09-06,43.9
2016-09-07,43.85
2016-09-08,45.95
2016-09-09,45.4
2016-09-12,43.8
2016-09-14,43.95
2016-09-15,45.45
2016-09-16,45.35
2016-09-19,44.75
2016-09-20,46.3
2016-09-21,45.7
2016-09-22,45.9
2016-09-23,45.7
2016-09-26,45.6
2016-09-27,45.2
2016-09-28,44.85
2016-09-29,42.95
2016-09-30,44.3
2016-10-03,45.15
2016-10-04,47.15
2016-10-05,48.85
2016-10-06,52.2
2016-10-07,52.25
2016-10-10,51.65
2016-10-13,49.4
2016-10-14,50.45
2016-10-17,50.55
2016-10-18,51.4
2016-10-19,49.95
2016-10-20,49.9
2016-10-21,50.25
2016-10-24,50.5
2016-10-25,51.2
2016-10-26,51.05
2016-10-27,50.6
2016-10-28,50.15
2016-10-30,50.6
2016-11-01,50.2
2016-11-02,48.85
2016-11-03,48.45
2016-11-04,46.1
2016-11-07,46.9
2016-11-08,47.55
2016-11-09,47.0
2016-11-10,47.5
2016-11-11,45.45
2016-11-15,41.75
2016-11-16,40.15
2016-11-17,40.05
2016-11-18,40.9
2016-11-21,40.25
2016-11-22,39.65
2016-11-23,41.2
2016-11-24,41.1
2016-11-25,42.3
2016-11-28,41.85
2016-11-29,42.5
2016-11-30,43.05
2016-12-01,43.55
2016-12-02,43.45
2016-12-05,43.3
2016-12-06,43.65
2016-12-07,42.7
2016-12-08,46.2
2016-12-09,46.0
2016-12-12,44.55
2016-12-13,43.7
2016-12-14,43.0
2016-12-15,43.35
2016-12-16,43.0
2016-12-19,42.35
2016-12-20,41.5
2016-12-21,42.05
2016-12-22,41.05
2016-12-23,40.85
2016-12-26,40.2
2016-12-27,41.15
2016-12-28,40.5
2016-12-29,40.65
2016-12-30,41.05
2017-01-02,40.9
2017-01-03,41.15
2017-01-04,41.9
2017-01-05,41.75
2017-01-06,41.15
2017-01-09,41.55
2017-01-10,42.1
2017-01-11,44.8
2017-01-12,44.45
2017-01-13,44.35
2017-01-16,44.85
2017-01-17,44.8
2017-01-18,44.3
2017-01-19,44.3
2017-01-20,43.55
2017-01-23,43.85
2017-01-24,43.75
2017-01-25,43.75
2017-01-27,43.6
2017-01-30,43.7
2017-01-31,42.95
2017-02-01,42.15
2017-02-02,42.75
2017-02-03,42.75
2017-02-06,42.45
2017-02-07,43.15
2017-02-08,43.25
2017-02-09,43.05
2017-02-10,42.85
2017-02-13,43.2
2017-02-14,41.95
2017-02-15,40.4
2017-02-16,40.45
2017-02-17,42.8
2017-02-20,42.45
2017-02-21,42.3
2017-02-22,42.1
2017-02-23,42.6
2017-02-27,42.4
2017-02-28,42.45
2017-03-01,42.35
2017-03-02,42.1
2017-03-03,42.7
2017-03-06,42.35
2017-03-07,41.9
2017-03-08,41.1
2017-03-09,40.6
2017-03-10,41.3
2017-03-14,42.2
2017-03-15,43.1
2017-03-16,43.45
2017-03-17,42.5
2017-03-20,42.2
2017-03-21,41.85
2017-03-22,41.9
2017-03-23,41.8
2017-03-24,41.8
2017-03-27,41.85
2017-03-28,41.55
2017-03-29,41.1
2017-03-30,40.85
2017-03-31,40.95
2017-04-03,42.8
2017-04-05,45.35
2017-04-06,46.5
2017-04-07,45.9
2017-04-10,49.7
2017-04-11,50.55
2017-04-12,49.7
2017-04-13,49.9
2017-04-17,53.35
2017-04-18,50.95
2017-04-19,52.65
2017-04-20,51.7
2017-04-21,50.75
2017-04-24,50.9
2017-04-25,51.55
2017-04-26,50.55
2017-04-27,49.75
2017-04-28,50.8
2017-05-02,51.5
2017-05-03,50.9
2017-05-04,49.85
2017-05-05,48.8
2017-05-08,48.9
2017-05-09,48.7
2017-05-10,48.85
2017-05-11,49.1
2017-05-12,48.6
2017-05-15,48.9
2017-05-16,49.65
2017-05-17,48.8
2017-05-18,48.75
2017-05-19,46.75
2017-05-22,47.0
2017-05-23,46.15
2017-05-24,45.65
2017-05-25,46.25
2017-05-26,46.8
2017-05-29,47.4
2017-05-30,51.4
2017-05-31,49.8
2017-06-01,49.3
2017-06-02,49.3
2017-06-05,50.0
2017-06-06,49.85
2017-06-07,51.45
2017-06-08,53.5
2017-06-09,56.35
2017-06-12,56.25
2017-06-13,56.4
2017-06-14,55.4
2017-06-15,54.85
2017-06-16,55.75
2017-06-19,54.5
2017-06-20,55.1
2017-06-21,53.5
2017-06-22,51.5
2017-06-23,50.8
2017-06-27,49.75
2017-06-28,50.85
2017-06-29,51.45
2017-06-30,52.25
2017-07-03,53.6
2017-07-04,54.05
2017-07-05,56.25
2017-07-06,56.05
2017-07-07,55.75
2017-07-10,55.25
2017-07-11,53.8
2017-07-12,55.75
2017-07-13,55.8
2017-07-14,53.7
2017-07-17,53.1
2017-07-18,53.3
2017-07-19,53.9
2017-07-20,54.3
2017-07-21,54.55
2017-07-24,54.8
2017-07-25,55.0
2017-07-26,55.1
2017-07-27,54.8
2017-07-28,54.85
2017-07-31,54.8
2017-08-01,55.4
2017-08-02,55.4
2017-08-03,55.0
2017-08-04,54.75
2017-08-07,54.4
2017-08-08,52.8
2017-08-09,50.9
2017-08-10,49.55
2017-08-11,49.65
2017-08-14,53.15
2017-08-16,56.3
2017-08-17,58.7
2017-08-18,59.95
2017-08-21,57.2
2017-08-22,56.1
2017-08-23,59.65
2017-08-24,61.8
2017-08-28,63.05
2017-08-29,61.0
2017-08-30,64.95
2017-08-31,65.35
2017-09-01,63.55
2017-09-04,62.2
2017-09-05,63.65
2017-09-06,64.75
2017-09-07,66.55
2017-09-08,64.85
2017-09-11,64.25
2017-09-12,64.5
2017-09-13,62.7
2017-09-14,62.4
2017-09-15,61.9
2017-09-18,65.95
2017-09-19,64.25
2017-09-20,64.1
2017-09-21,62.6
2017-09-22,59.35
2017-09-25,57.75
2017-09-26,58.95
2017-09-27,57.35
2017-09-28,59.1
2017-09-29,59.95
2017-10-03,58.8
2017-10-04,57.65
2017-10-05,60.15
2017-10-06,59.9
2017-10-09,60.4
2017-10-10,59.75
2017-10-11,59.05
2017-10-12,59.6
2017-10-13,59.85
2017-10-16,59.3
2017-10-17,58.85
2017-10-18,69.25
2017-10-19,71.8
2017-10-23,70.15
2017-10-24,73.55
2017-10-25,71.65
2017-10-26,72.8
2017-10-27,71.65
2017-10-30,72.4
2017-10-31,70.05
2017-11-01,70.6
2017-11-02,68.95
2017-11-03,72.75
2017-11-06,75.6
2017-11-07,71.35
2017-11-08,69.45
2017-11-09,68.7
2017-11-10,68.4
2017-11-13,65.55
2017-11-14,65.35
2017-11-15,62.35
2017-11-16,63.2
2017-11-17,62.75
2017-11-20,62.1
2017-11-21,63.25
2017-11-22,63.75
2017-11-23,64.75
2017-11-24,67.4
2017-11-27,69.0
2017-11-28,68.25
2017-11-29,66.9
2017-11-30,66.7
2017-12-01,64.25
2017-12-04,63.95
2017-12-05,63.95
2017-12-06,62.5
2017-12-07,63.65
2017-12-08,64.4
2017-12-11,63.15
2017-12-12,62.15
2017-12-13,61.8
2017-12-14,61.1
2017-12-15,62.0
2017-12-18,62.5
2017-12-19,63.75
2017-12-20,66.25
2017-12-21,67.9
2017-12-22,66.55
2017-12-26,67.9
2017-12-27,65.65
2017-12-28,66.5
2017-12-29,68.75
