Date,DALMIASUG
2013-07-18,14.0
2013-07-19,13.9
2013-07-22,14.0
2013-07-23,14.05
2013-07-24,14.65
2013-07-25,14.35
2013-07-26,14.25
2013-07-29,13.95
2013-07-30,13.7
2013-07-31,13.85
2013-08-01,13.95
2013-08-02,13.65
2013-08-05,13.5
2013-08-06,13.35
2013-08-07,13.2
2013-08-08,13.5
2013-08-12,14.8
2013-08-13,14.6
2013-08-14,15.05
2013-08-16,14.3
2013-08-19,14.0
2013-08-20,14.2
2013-08-21,14.0
2013-08-22,14.0
2013-08-23,13.75
2013-08-26,13.75
2013-08-27,13.6
2013-08-28,13.35
2013-08-29,13.45
2013-08-30,13.35
2013-09-02,14.55
2013-09-03,14.3
2013-09-04,14.5
2013-09-05,14.6
2013-09-06,14.55
2013-09-10,14.6
2013-09-11,14.45
2013-09-12,14.5
2013-09-13,14.45
2013-09-16,14.25
2013-09-17,15.4
2013-09-18,15.3
2013-09-19,15.5
2013-09-20,15.5
2013-09-23,15.5
2013-09-24,15.3
2013-09-25,15.5
2013-09-26,15.5
2013-09-27,15.45
2013-09-30,15.5
2013-10-01,15.75
2013-10-03,16.25
2013-10-04,15.95
2013-10-07,16.2
2013-10-08,16.4
2013-10-09,16.65
2013-10-10,16.55
2013-10-11,16.3
2013-10-14,16.4
2013-10-15,16.5
2013-10-17,16.5
2013-10-18,16.65
2013-10-21,16.5
2013-10-22,17.4
2013-10-23,17.0
2013-10-24,17.3
2013-10-25,16.85
2013-10-28,16.8
2013-10-29,16.5
2013-10-30,16.3
2013-10-31,16.2
2013-11-01,15.8
2013-11-03,16.25
2013-11-05,16.35
2013-11-06,16.3
2013-11-07,16.0
2013-11-08,15.7
2013-11-11,15.85
2013-11-12,15.55
2013-11-13,15.0
2013-11-14,15.7
2013-11-18,14.85
2013-11-19,14.9
2013-11-20,15.35
2013-11-21,15.25
2013-11-22,15.25
2013-11-25,15.7
2013-11-26,15.5
2013-11-27,15.5
2013-11-28,15.55
2013-11-29,15.95
2013-12-02,15.75
2013-12-03,15.65
2013-12-04,15.8
2013-12-05,15.95
2013-12-06,16.25
2013-12-09,15.85
2013-12-10,15.75
2013-12-11,15.55
2013-12-12,15.4
2013-12-13,15.75
2013-12-16,15.75
2013-12-17,15.85
2013-12-18,15.95
2013-12-19,15.75
2013-12-20,15.6
2013-12-23,16.0
2013-12-24,15.95
2013-12-26,15.8
2013-12-27,15.75
2013-12-30,15.55
2013-12-31,15.35
2014-01-01,15.5
2014-01-02,15.4
2014-01-03,15.75
2014-01-06,15.75
2014-01-07,15.9
2014-01-08,15.95
2014-01-09,15.9
2014-01-10,15.35
2014-01-13,15.0
2014-01-14,15.15
2014-01-15,15.0
2014-01-16,15.1
2014-01-17,14.8
2014-01-20,14.6
2014-01-21,14.55
2014-01-22,13.95
2014-01-23,12.8
2014-01-24,12.8
2014-01-27,12.4
2014-01-28,12.35
2014-01-29,12.2
2014-01-30,12.15
2014-01-31,12.25
2014-02-03,12.0
2014-02-04,11.9
2014-02-05,12.15
2014-02-06,12.35
2014-02-07,12.3
2014-02-10,12.45
2014-02-11,12.8
2014-02-12,12.9
2014-02-13,13.0
2014-02-14,13.1
2014-02-17,12.65
2014-02-18,12.65
2014-02-19,13.05
2014-02-20,12.7
2014-02-21,12.65
2014-02-24,12.7
2014-02-25,13.0
2014-02-26,12.65
2014-02-28,12.6
2014-03-03,12.55
2014-03-04,12.85
2014-03-05,13.0
2014-03-06,14.35
2014-03-07,14.4
2014-03-10,15.7
2014-03-11,16.5
2014-03-12,15.95
2014-03-13,18.2
2014-03-14,17.8
2014-03-18,18.15
2014-03-19,18.3
2014-03-20,18.5
2014-03-21,17.85
2014-03-22,17.35
2014-03-24,16.7
2014-03-25,16.25
2014-03-26,15.95
2014-03-27,15.55
2014-06-30,25.95
2014-07-01,26.3
2014-07-02,26.05
2014-07-03,26.1
2014-07-04,25.8
2014-07-07,26.0
2014-07-08,25.1
2014-07-09,24.0
2014-07-10,24.3
2014-07-11,23.15
2014-07-14,22.95
2014-07-15,24.0
2014-07-16,23.1
2014-07-17,23.75
2014-07-18,23.25
2014-07-21,23.25
2014-07-22,22.95
2014-07-23,23.0
2014-07-24,23.35
2014-07-25,23.05
2014-07-28,21.9
2014-07-30,22.3
2014-07-31,22.55
2014-08-01,22.15
2014-08-04,22.1
2014-08-05,21.6
2014-08-06,23.15
2014-08-07,23.2
2014-08-08,22.2
2014-08-11,22.1
2014-08-12,22.9
2014-08-13,21.65
2014-08-14,22.05
2014-08-18,22.4
2014-08-19,22.45
2014-08-20,21.75
2014-08-21,21.9
2014-08-22,21.6
2014-08-25,21.45
2014-08-26,21.15
2014-08-27,20.05
2014-08-28,20.0
2014-09-01,19.5
2014-09-02,19.05
2014-09-03,18.7
2014-09-04,17.85
2014-09-05,19.05
2014-09-08,21.2
2014-09-09,21.3
2014-09-10,21.05
2014-09-11,22.5
2014-09-12,23.1
2014-09-15,23.35
2014-09-16,22.65
2014-09-17,21.75
2014-09-18,22.1
2014-09-19,22.05
2014-09-22,22.0
2014-09-23,21.6
2014-09-24,21.6
2014-09-25,20.75
2014-09-26,20.85
2014-09-29,20.45
2014-09-30,20.85
2014-10-01,20.55
2014-10-07,20.0
2014-10-08,20.8
2014-10-09,21.4
2014-10-10,20.85
2014-10-13,21.9
2014-10-14,21.85
2014-10-16,21.8
2014-10-17,22.1
2014-10-20,21.9
2014-10-21,21.6
2014-10-22,21.1
2014-10-23,21.65
2014-10-27,21.25
2014-10-28,21.35
2014-10-29,21.55
2014-10-30,21.45
2014-10-31,21.5
2014-11-03,21.8
2014-11-05,22.15
2014-11-07,22.3
2014-11-10,22.3
2014-11-11,22.55
2014-11-12,22.8
2014-11-13,24.45
2014-11-14,23.8
2014-11-17,24.05
2014-11-18,25.1
2014-11-19,24.65
2014-11-20,24.05
2014-11-21,24.2
2014-11-24,23.3
2014-11-25,23.4
2014-11-26,23.35
2014-11-27,23.2
2014-11-28,22.15
2014-12-01,21.4
2014-12-02,21.15
2014-12-03,21.25
2014-12-04,21.25
2014-12-05,21.45
2014-12-08,21.25
2014-12-09,21.4
2014-12-10,21.75
2014-12-11,22.75
2014-12-12,23.1
2014-12-15,24.0
2014-12-16,23.65
2014-12-17,22.1
2014-12-18,22.9
2014-12-19,22.9
2014-12-22,21.9
2014-12-23,21.9
2014-12-24,21.3
2014-12-26,21.25
2014-12-29,23.05
2014-12-30,22.6
2014-12-31,22.25
2015-01-01,22.75
2015-01-02,22.85
2015-01-05,23.5
2015-01-06,22.7
2015-01-07,22.85
2015-01-08,22.85
2015-01-09,22.6
2015-01-12,22.85
2015-01-13,21.95
2015-01-14,21.75
2015-01-15,21.75
2015-01-16,21.5
2015-01-19,21.4
2015-01-20,21.75
2015-01-21,21.8
2015-01-22,21.6
2015-01-23,21.45
2015-01-27,21.55
2015-01-28,22.7
2015-01-29,22.8
2015-01-30,22.85
2015-02-02,23.25
2015-02-03,22.95
2015-02-04,22.85
2015-02-05,22.85
2015-02-06,22.85
2015-02-09,22.35
2015-02-10,22.0
2015-02-11,22.4
2015-02-12,21.65
2015-02-13,21.5
2015-02-16,22.0
2015-02-18,22.55
2015-02-19,22.9
2015-02-20,22.55
2015-02-23,21.35
2015-02-24,21.6
2015-02-25,21.45
2015-02-26,21.4
2015-02-27,21.0
2015-02-28,20.7
2015-03-02,20.8
2015-03-03,20.85
2015-03-04,21.1
2015-03-05,20.4
2015-03-09,20.15
2015-03-10,19.6
2015-03-11,19.25
2015-03-12,19.1
2015-03-13,19.0
2015-03-16,19.35
2015-03-17,19.0
2015-03-18,18.8
2015-03-19,17.65
2015-03-20,16.35
2015-03-23,17.6
2015-03-24,17.35
2015-03-25,17.5
2015-03-26,17.05
2015-03-27,16.5
2015-03-30,17.0
2015-03-31,17.4
2015-04-01,17.15
2015-04-06,17.15
2015-04-07,17.45
2015-04-08,17.8
2015-04-09,17.8
2015-04-10,18.2
2015-04-13,18.05
2015-04-15,18.0
2015-04-16,18.25
2015-04-17,17.55
2015-04-20,18.3
2015-04-21,17.75
2015-04-22,17.75
2015-04-23,18.4
2015-04-24,18.5
2015-04-27,18.4
2015-04-28,18.55
2015-04-29,19.05
2015-04-30,18.65
2015-05-04,19.2
2015-05-05,18.9
2015-05-06,18.2
2015-05-07,17.95
2015-05-08,17.65
2015-05-11,18.45
2015-05-12,17.45
2015-05-13,17.85
2015-05-14,17.45
2015-05-15,18.05
2015-05-18,18.0
2015-05-19,18.0
2015-05-20,18.9
2015-05-21,18.6
2015-05-22,19.1
2015-05-25,19.4
2015-05-26,18.7
2015-05-27,19.45
2015-05-28,19.7
2015-05-29,19.8
2015-06-01,19.65
2015-06-02,19.05
2015-06-03,19.55
2015-06-04,20.0
2015-06-05,19.9
2015-06-08,20.3
2015-06-09,20.6
2015-06-10,20.8
2015-06-11,19.7
2015-06-12,19.75
2015-06-15,19.75
2015-06-16,20.25
2015-06-17,20.95
2015-06-18,20.85
2015-06-19,20.45
2015-06-22,20.05
2015-06-23,20.15
2015-06-24,20.7
2015-06-25,20.95
2015-06-26,21.45
2015-06-29,20.85
2015-06-30,20.55
2015-07-01,21.0
2015-07-02,20.45
2015-07-03,21.7
2015-07-06,20.9
2015-07-07,23.0
2015-07-08,22.1
2015-07-09,22.15
2015-07-10,21.65
2015-07-13,21.15
2015-07-14,21.4
2015-07-15,21.2
2015-07-16,20.65
2015-07-17,21.25
2015-07-20,21.0
2015-07-21,21.35
2015-07-22,21.1
2015-07-23,21.05
2015-07-24,21.0
2015-07-27,20.7
2015-07-28,20.75
2015-07-29,20.7
2015-07-30,21.3
2015-07-31,22.05
2015-08-03,22.0
2015-08-04,22.85
2015-08-05,24.6
2015-08-06,28.0
2015-08-07,27.55
2015-08-10,26.0
2015-08-11,25.4
2015-08-12,24.95
2015-08-13,25.1
2015-08-14,25.05
2015-08-17,25.65
2015-08-18,25.3
2015-08-19,24.8
2015-08-20,24.0
2015-08-21,24.55
2015-08-24,22.0
2015-08-25,22.45
2015-08-26,21.2
2015-08-27,22.8
2015-08-28,22.0
2015-08-31,23.0
2015-09-01,22.15
2015-09-02,23.3
2015-09-03,23.7
2015-09-04,22.45
2015-09-07,22.2
2015-09-08,22.25
2015-09-09,22.9
2015-09-10,22.2
2015-09-11,22.85
2015-09-14,22.95
2015-09-15,24.1
2015-09-16,23.25
2015-09-18,24.25
2015-09-21,25.25
2015-09-22,23.8
2015-09-23,23.9
2015-09-24,24.0
2015-09-28,24.3
2015-09-29,24.8
2015-09-30,24.6
2015-10-01,24.05
2015-10-05,25.05
2015-10-06,27.4
2015-10-07,32.25
2015-10-08,33.15
2015-10-09,33.6
2015-10-12,40.3
2015-10-13,40.85
2015-10-14,42.45
2015-10-15,44.75
2015-10-16,44.2
2015-10-19,46.6
2015-10-20,46.9
2015-10-21,46.75
2015-10-23,51.35
2015-10-26,55.15
2015-10-27,57.25
2015-10-28,58.9
2015-10-29,61.8
2015-10-30,64.85
2015-11-02,68.05
2015-11-03,71.45
2015-11-04,75.0
2015-11-05,71.25
2015-11-06,67.7
2015-11-09,67.15
2015-11-10,63.95
2015-11-11,67.1
2015-11-13,68.05
2015-11-16,71.45
2015-11-17,69.9
2015-11-18,70.05
2015-11-19,66.55
2015-11-20,65.15
2015-11-23,63.8
2015-11-24,64.8
2015-11-26,61.7
2015-11-27,63.1
2015-11-30,59.95
2015-12-01,57.15
2015-12-02,60.0
2015-12-03,62.75
2015-12-04,66.55
2015-12-07,64.35
2015-12-08,62.0
2015-12-09,58.25
2015-12-10,60.6
2015-12-11,56.65
2015-12-14,58.5
2015-12-15,62.9
2015-12-16,63.0
2015-12-17,63.0
2015-12-18,62.65
2015-12-21,64.15
2015-12-22,63.6
2015-12-23,62.95
2015-12-24,60.65
2015-12-28,60.25
2015-12-29,60.7
2015-12-30,60.6
2015-12-31,63.15
2016-01-01,64.45
2016-01-04,65.25
2016-01-05,64.2
2016-01-06,68.1
2016-01-07,65.2
2016-01-08,72.35
2016-01-11,76.95
2016-01-12,76.75
2016-01-13,73.95
2016-01-14,71.0
2016-01-15,67.45
2016-01-18,58.2
2016-01-19,65.2
2016-01-20,62.7
2016-01-21,61.9
2016-01-22,66.55
2016-01-25,66.9
2016-01-27,65.2
2016-01-28,67.25
2016-01-29,69.75
2016-02-01,77.35
2016-02-02,80.05
2016-02-03,76.7
2016-02-04,72.45
2016-02-05,72.3
2016-02-08,71.7
2016-02-09,72.2
2016-02-10,68.55
2016-02-11,63.65
2016-02-12,58.1
2016-02-15,66.45
2016-02-16,62.3
2016-02-17,62.7
2016-02-18,62.9
2016-02-19,64.05
2016-02-22,63.6
2016-02-23,63.4
2016-02-24,64.1
2016-02-25,64.15
2016-02-26,62.7
2016-02-29,60.95
2016-03-01,65.35
2016-03-02,67.2
2016-03-03,69.65
2016-03-04,79.6
2016-03-08,90.75
2016-03-09,98.95
2016-03-10,94.25
2016-03-11,93.4
2016-03-14,97.25
2016-03-15,102.9
2016-03-16,101.35
2016-03-17,93.45
2016-03-18,100.85
2016-03-21,100.4
2016-03-22,98.45
2016-03-23,103.0
2016-03-28,99.3
2016-03-29,101.3
2016-03-30,100.0
2016-03-31,99.55
2016-04-01,109.4
2016-04-04,107.2
2016-04-05,105.55
2016-04-06,109.0
2016-04-07,107.05
2016-04-08,103.65
2016-04-11,101.2
2016-04-12,97.55
2016-04-13,97.55
2016-04-18,104.55
2016-04-20,98.6
2016-04-21,97.9
2016-04-22,99.1
2016-04-25,99.15
2016-04-26,97.85
2016-04-27,97.35
2016-04-28,95.15
2016-04-29,96.7
2016-05-02,96.9
2016-05-03,94.6
2016-05-04,93.0
2016-05-05,95.4
2016-05-06,96.8
2016-05-09,97.3
2016-05-10,96.2
2016-05-11,99.15
2016-05-12,98.15
2016-05-13,97.6
2016-05-16,98.45
2016-05-17,97.9
2016-05-18,98.1
2016-05-19,95.85
2016-05-20,92.4
2016-05-23,93.75
2016-05-24,93.0
2016-05-25,92.9
2016-05-26,93.6
2016-05-27,92.15
2016-05-30,91.0
2016-05-31,91.8
2016-06-01,93.2
2016-06-02,93.05
2016-06-03,94.5
2016-06-06,97.15
2016-06-07,97.9
2016-06-08,100.75
2016-06-09,98.5
2016-06-10,102.9
2016-06-13,110.25
2016-06-14,112.45
2016-06-15,121.95
2016-06-16,128.6
2016-06-17,120.5
2016-06-20,120.2
2016-06-21,115.35
2016-06-22,111.9
2016-06-23,112.0
2016-06-24,108.95
2016-06-27,130.7
2016-06-28,140.8
2016-06-29,141.5
2016-06-30,146.85
2016-07-01,152.9
2016-07-04,155.9
2016-07-05,150.05
2016-07-07,159.45
2016-07-08,156.75
2016-07-11,157.4
2016-07-12,156.85
2016-07-13,155.05
2016-07-14,156.9
2016-07-15,155.8
2016-07-18,151.45
2016-07-19,151.0
2016-07-20,152.7
2016-07-21,149.65
2016-07-22,150.35
2016-07-25,152.25
2016-07-26,151.05
2016-07-27,152.3
2016-07-28,151.2
2016-07-29,155.9
2016-08-01,158.1
2016-08-02,161.0
2016-08-03,158.95
2016-08-04,164.65
2016-08-05,160.8
2016-08-08,154.45
2016-08-09,124.55
2016-08-10,120.95
2016-08-11,119.6
2016-08-12,111.45
2016-08-16,112.45
2016-08-17,105.25
2016-08-18,115.0
2016-08-19,114.9
2016-08-22,109.7
2016-08-23,110.55
2016-08-24,109.45
2016-08-25,105.0
2016-08-26,106.7
2016-08-29,105.45
2016-08-30,104.3
2016-08-31,107.9
2016-09-01,104.2
2016-09-02,104.45
2016-09-06,104.3
2016-09-07,108.85
2016-09-08,108.55
2016-09-09,111.15
2016-09-12,107.15
2016-09-14,110.5
2016-09-15,108.3
2016-09-16,113.7
2016-09-19,125.4
2016-09-20,123.1
2016-09-21,116.2
2016-09-22,116.7
2016-09-23,115.2
2016-09-26,113.55
2016-09-27,112.85
2016-09-28,114.1
2016-09-29,106.05
2016-09-30,108.3
2016-10-03,112.4
2016-10-04,113.1
2016-10-05,119.15
2016-10-06,118.85
2016-10-07,119.25
2016-10-10,117.6
2016-10-13,111.7
2016-10-14,110.25
2016-10-17,109.25
2016-10-18,109.35
2016-10-19,111.0
2016-10-20,111.7
2016-10-21,114.6
2016-10-24,113.8
2016-10-25,113.5
2016-10-26,113.5
2016-10-27,115.5
2016-10-28,118.9
2016-10-30,119.55
2016-11-01,116.55
2016-11-02,117.15
2016-11-03,118.3
2016-11-04,111.8
2016-11-07,115.45
2016-11-08,113.35
2016-11-09,110.6
2016-11-10,113.45
2016-11-11,107.45
2016-11-15,101.05
2016-11-16,103.05
2016-11-17,98.75
2016-11-18,107.45
2016-11-21,106.1
2016-11-22,116.1
2016-11-23,127.6
2016-11-24,129.65
2016-11-25,127.1
2016-11-28,123.9
2016-11-29,121.2
2016-11-30,123.25
2016-12-01,127.8
2016-12-02,124.3
2016-12-05,121.6
2016-12-06,122.05
2016-12-07,120.15
2016-12-08,119.5
2016-12-09,117.5
2016-12-12,117.6
2016-12-13,119.6
2016-12-14,121.5
2016-12-15,123.65
2016-12-16,124.45
2016-12-19,126.3
2016-12-20,124.0
2016-12-21,124.15
2016-12-22,117.3
2016-12-23,124.15
2016-12-26,123.0
2016-12-27,123.95
2016-12-28,126.85
2016-12-29,129.2
2016-12-30,136.25
2017-01-02,147.55
2017-01-03,144.95
2017-01-04,145.85
2017-01-05,148.6
2017-01-06,151.25
2017-01-09,157.9
2017-01-10,160.85
2017-01-11,162.05
2017-01-12,159.15
2017-01-13,160.3
2017-01-16,164.0
2017-01-17,169.8
2017-01-18,170.6
2017-01-19,173.2
2017-01-20,168.5
2017-01-23,174.95
2017-01-24,184.1
2017-01-25,193.5
2017-01-27,189.6
2017-01-30,192.2
2017-01-31,189.35
2017-02-01,190.9
2017-02-02,195.7
2017-02-03,193.75
2017-02-06,193.85
2017-02-07,189.25
2017-02-08,182.2
2017-02-09,182.95
2017-02-10,181.7
2017-02-13,174.9
2017-02-14,171.75
2017-02-15,161.4
2017-02-16,169.75
2017-02-17,170.85
2017-02-20,175.35
2017-02-21,173.4
2017-02-22,169.65
2017-02-23,168.9
2017-02-27,163.35
2017-02-28,170.45
2017-03-01,173.5
2017-03-02,167.85
2017-03-03,183.5
2017-03-06,188.05
2017-03-07,185.3
2017-03-08,181.1
2017-03-09,182.2
2017-03-10,179.6
2017-03-14,180.35
2017-03-15,180.5
2017-03-16,175.75
2017-03-17,180.05
2017-03-20,180.45
2017-03-21,177.3
2017-03-22,175.25
2017-03-23,177.1
2017-03-24,173.25
2017-03-27,170.45
2017-03-28,169.8
2017-03-29,167.35
2017-03-30,174.2
2017-03-31,173.5
2017-04-03,178.55
2017-04-05,173.4
2017-04-06,173.5
2017-04-07,170.55
2017-04-10,167.7
2017-04-11,167.45
2017-04-12,172.1
2017-04-13,168.55
2017-04-17,168.65
2017-04-18,166.7
2017-04-19,166.85
2017-04-20,175.6
2017-04-21,181.65
2017-04-24,180.95
2017-04-25,179.15
2017-04-26,175.35
2017-04-27,173.95
2017-04-28,176.45
2017-05-02,177.95
2017-05-03,179.15
2017-05-04,186.05
2017-05-05,187.45
2017-05-08,168.9
2017-05-09,167.1
2017-05-10,167.6
2017-05-11,166.6
2017-05-12,164.8
2017-05-15,162.9
2017-05-16,160.55
2017-05-17,163.05
2017-05-18,158.4
2017-05-19,156.65
2017-05-22,151.45
2017-05-23,144.0
2017-05-24,138.55
2017-05-25,144.0
2017-05-26,144.3
2017-05-29,139.6
2017-05-30,137.95
2017-05-31,136.85
2017-06-01,137.65
2017-06-02,142.3
2017-06-05,140.85
2017-06-06,138.55
2017-06-07,136.4
2017-06-08,138.7
2017-06-09,140.5
2017-06-12,142.8
2017-06-13,143.35
2017-06-14,141.9
2017-06-15,140.9
2017-06-16,139.1
2017-06-19,137.7
2017-06-20,137.85
2017-06-21,137.1
2017-06-22,134.95
2017-06-23,127.4
2017-06-27,122.1
2017-06-28,124.7
2017-06-29,127.15
2017-06-30,134.55
2017-07-03,141.95
2017-07-04,142.9
2017-07-05,144.3
2017-07-06,143.45
2017-07-07,150.45
2017-07-10,150.95
2017-07-11,150.1
2017-07-12,148.9
2017-07-13,147.3
2017-07-14,147.9
2017-07-17,152.6
2017-07-18,152.35
2017-07-19,155.45
2017-07-20,157.5
2017-07-21,159.2
2017-07-24,155.75
2017-07-25,158.85
2017-07-26,156.65
2017-07-27,152.05
2017-07-28,151.35
2017-07-31,153.8
2017-08-01,153.9
2017-08-02,166.75
2017-08-03,167.6
2017-08-04,175.4
2017-08-07,183.05
2017-08-08,173.95
2017-08-09,171.85
2017-08-10,159.8
2017-08-11,154.95
2017-08-14,159.15
2017-08-16,160.35
2017-08-17,161.7
2017-08-18,161.95
2017-08-21,158.5
2017-08-22,157.5
2017-08-23,159.25
2017-08-24,158.85
2017-08-28,164.1
2017-08-29,160.05
2017-08-30,161.2
2017-08-31,166.35
2017-09-01,165.15
2017-09-04,163.55
2017-09-05,162.2
2017-09-06,157.3
2017-09-07,156.6
2017-09-08,156.7
2017-09-11,158.75
2017-09-12,161.35
2017-09-13,162.5
2017-09-14,161.55
2017-09-15,158.15
2017-09-18,158.75
2017-09-19,162.05
2017-09-20,165.15
2017-09-21,165.3
2017-09-22,163.05
2017-09-25,159.15
2017-09-26,159.9
2017-09-27,154.0
2017-09-28,150.8
2017-09-29,149.6
2017-10-03,150.3
2017-10-04,152.15
2017-10-05,152.2
2017-10-06,161.7
2017-10-09,164.65
2017-10-10,174.2
2017-10-11,170.3
2017-10-12,176.95
2017-10-13,177.05
2017-10-16,175.25
2017-10-17,173.7
2017-10-18,172.4
2017-10-19,173.9
2017-10-23,178.65
2017-10-24,179.2
2017-10-25,177.4
2017-10-26,177.2
2017-10-27,180.85
2017-10-30,188.0
2017-10-31,183.55
2017-11-01,187.25
2017-11-02,185.9
2017-11-03,173.5
2017-11-06,167.45
2017-11-07,164.2
2017-11-08,162.4
2017-11-09,163.2
2017-11-10,159.2
2017-11-13,155.45
2017-11-14,152.95
2017-11-15,151.25
2017-11-16,152.8
2017-11-17,156.95
2017-11-20,156.7
2017-11-21,157.3
2017-11-22,154.75
2017-11-23,155.85
2017-11-24,153.45
2017-11-27,152.7
2017-11-28,152.05
2017-11-29,149.5
2017-11-30,145.2
2017-12-01,145.4
2017-12-04,142.6
2017-12-05,145.6
2017-12-06,141.2
2017-12-07,142.15
2017-12-08,141.05
2017-12-11,142.8
2017-12-12,142.55
2017-12-13,139.7
2017-12-14,138.35
2017-12-15,137.7
2017-12-18,135.65
2017-12-19,136.75
2017-12-20,135.1
2017-12-21,132.85
2017-12-22,134.1
2017-12-26,137.15
2017-12-27,135.15
2017-12-28,131.95
2017-12-29,132.2
