Date,VARDMNPOLY
2013-12-26,36.15
2013-12-27,37.15
2013-12-30,39.95
2013-12-31,40.6
2014-01-01,39.85
2014-01-02,38.15
2014-01-03,38.75
2014-01-06,38.8
2014-01-07,38.15
2014-01-08,37.85
2014-01-09,37.0
2014-01-10,36.9
2014-01-13,36.2
2014-01-14,35.7
2014-01-15,36.0
2014-01-16,35.55
2014-01-17,34.55
2014-01-20,33.95
2014-01-21,34.1
2014-01-22,33.95
2014-01-23,34.3
2014-01-24,33.5
2014-01-27,33.5
2014-01-28,35.0
2014-01-29,35.35
2014-01-30,34.5
2014-01-31,35.35
2014-02-03,35.0
2014-02-04,34.25
2014-02-05,35.2
2014-02-06,35.85
2014-02-07,34.9
2014-02-10,34.9
2014-02-11,34.35
2014-02-12,34.95
2014-02-13,34.7
2014-02-14,34.05
2014-02-17,34.05
2014-02-18,33.7
2014-02-19,33.7
2014-02-20,33.3
2014-02-21,32.85
2014-02-24,32.2
2014-02-25,31.6
2014-02-26,31.9
2014-02-28,31.0
2014-03-03,30.7
2014-03-04,31.0
2014-03-05,31.15
2014-03-06,31.25
2014-03-07,30.85
2014-03-10,31.2
2014-03-11,30.4
2014-03-12,30.1
2014-03-13,30.25
2014-03-14,29.85
2014-03-18,29.75
2014-03-19,30.4
2014-03-20,30.5
2014-03-21,30.95
2014-03-24,31.5
2014-03-25,31.9
2014-03-26,32.0
2014-03-27,31.6
2014-03-28,32.3
2014-03-31,33.1
2014-04-01,33.0
2014-04-02,33.9
2014-04-03,34.4
2014-04-04,33.85
2014-04-07,34.45
2014-04-09,35.15
2014-04-10,35.8
2014-04-11,35.55
2014-04-15,35.95
2014-04-16,34.8
2014-04-17,34.9
2014-04-21,36.6
2014-04-22,36.9
2014-04-23,35.4
2014-04-25,39.85
2014-04-28,41.4
2014-04-29,40.7
2014-04-30,39.1
2014-05-02,39.3
2014-05-05,40.0
2014-05-06,37.95
2014-05-07,37.8
2014-05-08,37.1
2014-05-09,41.7
2014-05-12,39.6
2014-05-13,39.6
2014-05-14,39.5
2014-05-15,39.25
2014-05-16,38.4
2014-05-19,40.05
2014-05-20,41.85
2014-05-21,42.75
2014-05-22,47.35
2014-05-23,48.0
2014-05-26,44.5
2014-05-27,43.4
2014-05-28,45.05
2014-05-29,42.95
2014-05-30,42.0
2014-06-02,40.6
2014-06-03,41.7
2014-06-04,44.45
2014-06-05,45.1
2014-06-06,44.9
2014-06-09,46.05
2014-06-10,46.55
2014-06-11,44.7
2014-06-12,46.3
2014-06-13,44.5
2014-06-16,45.7
2014-06-17,46.15
2014-06-18,44.9
2014-06-19,45.6
2014-06-20,46.0
2014-06-23,45.05
2014-06-24,45.9
2014-06-25,45.75
2014-06-26,45.85
2014-06-27,46.35
2014-06-30,47.9
2014-07-01,48.85
2014-07-02,50.8
2014-07-03,52.05
2014-07-04,62.45
2014-07-07,57.9
2014-07-08,51.9
2014-07-09,49.55
2014-07-10,51.7
2014-07-11,48.6
2014-07-14,47.65
2014-07-15,49.35
2014-07-16,51.65
2014-07-17,51.6
2014-07-18,52.95
2014-07-21,54.75
2014-07-22,54.7
2014-07-23,60.55
2014-07-24,56.75
2014-07-25,54.45
2014-07-28,54.25
2014-07-30,53.6
2014-07-31,54.1
2014-08-01,54.0
2014-08-04,54.0
2014-08-05,54.5
2014-08-06,54.4
2014-08-07,54.45
2014-08-08,52.75
2014-08-11,53.45
2014-08-12,54.0
2014-08-13,58.05
2014-08-14,64.9
2014-08-18,63.3
2014-08-19,62.25
2014-08-20,60.05
2014-08-21,57.45
2014-08-22,55.8
2014-08-26,56.0
2014-08-27,56.0
2014-08-28,56.4
2014-09-01,57.6
2014-09-02,57.25
2014-09-03,56.35
2014-09-04,55.85
2014-09-05,55.6
2014-09-08,56.9
2014-09-09,57.1
2014-09-10,58.3
2014-09-11,61.35
2014-09-12,58.6
2014-09-15,57.6
2014-09-16,55.4
2014-09-17,56.0
2014-09-18,56.0
2014-09-19,55.0
2014-09-22,56.0
2014-09-23,54.25
2014-09-24,54.1
2014-09-25,51.4
2014-09-26,52.0
2014-09-29,51.45
2014-09-30,51.8
2014-10-01,51.1
2014-10-07,50.45
2014-10-08,51.25
2014-10-09,51.1
2014-10-10,50.25
2014-10-13,50.45
2014-10-14,48.55
2014-10-16,48.4
2014-10-17,48.0
2014-10-20,47.45
2014-10-21,48.0
2014-10-22,49.55
2014-10-23,52.65
2014-10-27,53.45
2014-10-28,52.9
2014-10-29,53.85
2014-10-30,54.0
2014-10-31,51.1
2014-11-03,51.55
2014-11-05,51.6
2014-11-07,50.85
2014-11-10,50.3
2014-11-11,49.0
2014-11-12,46.9
2014-11-13,48.5
2014-11-14,48.95
2014-11-17,47.0
2014-11-18,48.45
2014-11-19,48.25
2014-11-20,47.3
2014-11-21,49.3
2014-11-24,50.05
2014-11-25,52.2
2014-11-26,52.1
2014-11-27,54.5
2014-11-28,53.1
2014-12-01,51.5
2014-12-02,50.4
2014-12-03,50.0
2014-12-04,52.6
2014-12-05,51.0
2014-12-08,52.3
2014-12-09,51.0
2014-12-10,51.0
2014-12-11,50.0
2014-12-12,51.45
2014-12-15,51.45
2014-12-17,47.2
2014-12-18,49.65
2014-12-19,48.65
2014-12-22,47.65
2014-12-23,48.65
2014-12-24,47.55
2014-12-26,49.95
2014-12-29,50.0
2014-12-30,49.2
2014-12-31,49.3
2015-01-01,49.0
2015-01-05,48.8
2015-01-06,47.2
2015-01-07,46.8
2015-01-08,48.0
2015-01-09,48.25
2015-01-12,46.3
2015-01-13,45.55
2015-01-14,45.2
2015-01-15,45.55
2015-01-16,45.4
2015-01-19,45.25
2015-01-20,45.3
2015-01-21,44.8
2015-01-22,45.0
2015-01-27,46.65
2015-01-28,45.2
2015-01-29,46.8
2015-01-30,46.0
2015-02-03,46.3
2015-02-04,46.0
2015-02-05,45.55
2015-02-06,45.0
2015-02-09,45.0
2015-02-10,44.2
2015-02-11,44.0
2015-02-12,44.05
2015-02-13,44.6
2015-02-16,43.1
2015-02-18,44.8
2015-02-19,45.75
2015-02-20,44.6
2015-02-23,44.8
2015-02-24,45.95
2015-02-25,45.5
2015-02-27,46.45
2015-02-28,44.15
2015-03-02,44.75
2015-03-03,44.1
2015-03-04,44.8
2015-03-05,44.95
2015-03-09,44.1
2015-03-10,43.75
2015-03-11,44.0
2015-03-13,45.0
2015-03-16,43.7
2015-03-17,44.0
2015-03-18,45.0
2015-03-19,43.5
2015-03-20,42.95
2015-03-23,40.2
2015-03-24,40.0
2015-03-25,39.1
2015-03-26,39.0
2015-03-27,36.6
2015-03-30,37.75
2015-03-31,38.2
2015-04-01,39.75
2015-04-06,39.8
2015-04-07,42.6
2015-04-08,42.5
2015-04-10,44.9
2015-04-13,47.75
2015-04-15,47.05
2015-04-16,45.75
2015-04-17,44.65
2015-04-20,43.7
2015-04-21,43.75
2015-04-22,44.9
2015-04-23,44.0
2015-04-24,43.05
2015-04-27,40.0
2015-04-28,40.25
2015-04-29,40.0
2015-04-30,41.0
2015-05-04,40.15
2015-05-05,41.05
2015-05-06,42.9
2015-05-07,39.15
2015-05-08,39.5
2015-05-11,38.75
2015-05-13,39.2
2015-05-14,40.5
2015-05-15,40.5
2015-05-18,40.75
2015-05-19,40.2
2015-05-20,39.95
2015-05-25,40.15
2015-05-26,40.15
2015-05-27,39.7
2015-05-28,39.4
2015-05-29,39.1
2015-06-01,39.35
2015-06-02,38.35
2015-06-03,37.95
2015-06-04,38.9
2015-06-05,38.5
2015-06-08,39.45
2015-06-09,37.1
2015-06-10,36.5
2015-06-11,35.6
2015-06-12,35.0
2015-06-15,36.95
2015-06-16,35.65
2015-06-17,37.0
2015-06-18,35.5
2015-06-19,35.2
2015-06-22,36.1
2015-06-23,37.25
2015-06-24,38.05
2015-06-25,40.0
2015-06-26,40.25
2015-06-29,37.4
2015-06-30,38.5
2015-07-01,46.2
2015-07-02,52.25
2015-07-03,48.4
2015-07-06,50.4
2015-07-07,50.35
2015-07-08,50.1
2015-07-09,50.0
2015-07-10,48.55
2015-07-13,49.2
2015-07-14,50.75
2015-07-15,48.9
2015-07-16,48.45
2015-07-17,47.8
2015-07-20,47.5
2015-07-21,49.35
2015-07-22,49.0
2015-07-23,47.6
2015-07-24,47.95
2015-07-27,46.7
2015-07-28,46.95
2015-07-29,47.1
2015-07-30,47.1
2015-07-31,49.3
2015-08-03,49.0
2015-08-04,53.5
2015-08-05,52.55
2015-08-06,50.95
2015-08-07,50.75
2015-08-10,60.9
2015-08-11,52.5
2015-08-12,51.1
2015-08-13,49.4
2015-08-14,50.05
2015-08-17,51.25
2015-08-18,51.0
2015-08-19,50.9
2015-08-20,48.75
2015-08-21,47.85
2015-08-24,39.2
2015-08-25,40.0
2015-08-26,39.3
2015-08-27,41.2
2015-08-28,41.5
2015-08-31,41.15
2015-09-01,38.35
2015-09-02,38.1
2015-09-03,39.3
2015-09-04,37.85
2015-09-07,37.05
2015-09-08,38.5
2015-09-09,41.0
2015-09-10,41.5
2015-09-11,41.4
2015-09-14,41.2
2015-09-15,41.1
2015-09-16,41.4
2015-09-18,40.15
2015-09-21,41.75
2015-09-22,41.55
2015-09-23,41.55
2015-09-24,41.75
2015-09-28,39.6
2015-09-29,41.8
2015-09-30,40.25
2015-10-01,41.2
2015-10-05,41.05
2015-10-06,40.7
2015-10-07,41.3
2015-10-08,39.6
2015-10-09,39.8
2015-10-12,39.3
2015-10-13,40.6
2015-10-14,48.7
2015-10-15,50.0
2015-10-16,49.0
2015-10-19,45.9
2015-10-20,45.35
2015-10-21,43.95
2015-10-23,42.5
2015-10-26,42.15
2015-10-27,41.05
2015-10-28,45.45
2015-10-29,43.65
2015-10-30,42.25
2015-11-02,43.55
2015-11-03,42.8
2015-11-04,45.2
2015-11-05,46.9
2015-11-06,44.5
2015-11-09,47.35
2015-11-10,47.05
2015-11-11,44.35
2015-11-13,44.1
2015-11-16,44.15
2015-11-17,43.85
2015-11-18,43.05
2015-11-19,43.6
2015-11-20,44.5
2015-11-23,43.75
2015-11-24,43.8
2015-11-26,46.1
2015-11-27,48.4
2015-11-30,48.55
2015-12-01,47.65
2015-12-02,48.85
2015-12-03,46.55
2015-12-04,46.6
2015-12-07,47.3
2015-12-08,45.1
2015-12-09,43.55
2015-12-10,44.25
2015-12-11,45.6
2015-12-14,45.5
2015-12-15,46.35
2015-12-16,44.95
2015-12-17,45.0
2015-12-18,44.6
2015-12-21,46.55
2015-12-22,46.0
2015-12-23,49.9
2015-12-24,48.75
2015-12-28,54.2
2015-12-29,50.75
2015-12-30,50.45
2015-12-31,49.8
2016-01-01,50.7
2016-01-04,50.85
2016-01-05,55.15
2016-01-06,56.85
2016-01-07,55.15
2016-01-08,56.55
2016-01-11,54.3
2016-01-12,53.9
2016-01-13,50.75
2016-01-14,49.05
2016-01-15,48.4
2016-01-18,43.55
2016-01-19,43.6
2016-01-20,41.85
2016-01-21,42.2
2016-01-22,43.85
2016-01-25,44.0
2016-01-27,42.8
2016-01-28,42.0
2016-01-29,42.15
2016-02-01,42.0
2016-02-02,40.35
2016-02-03,38.35
2016-02-04,40.25
2016-02-05,40.6
2016-02-08,41.0
2016-02-09,41.55
2016-02-10,39.0
2016-02-11,37.45
2016-02-12,37.9
2016-02-15,39.3
2016-02-16,38.65
2016-02-17,35.65
2016-02-18,36.3
2016-02-19,36.25
2016-02-22,36.5
2016-02-23,36.3
2016-02-24,37.0
2016-02-25,36.4
2016-02-26,35.35
2016-02-29,35.5
2016-03-01,36.2
2016-03-02,37.15
2016-03-03,39.0
2016-03-04,39.4
2016-03-08,40.35
2016-03-09,38.95
2016-03-10,38.5
2016-03-11,38.0
2016-03-14,37.95
2016-03-15,38.0
2016-03-16,38.0
2016-03-17,38.2
2016-03-18,38.35
2016-03-21,37.65
2016-03-22,39.15
2016-03-23,39.55
2016-03-28,36.65
2016-03-29,36.1
2016-03-30,36.95
2016-03-31,37.85
2016-04-01,39.2
2016-04-04,40.6
2016-04-05,40.4
2016-04-06,41.0
2016-04-07,39.75
2016-04-08,40.8
2016-04-11,41.0
2016-04-12,44.15
2016-04-13,43.25
2016-04-18,44.5
2016-04-20,43.5
2016-04-21,44.35
2016-04-22,43.95
2016-04-25,42.65
2016-04-26,43.8
2016-04-27,43.25
2016-04-28,42.65
2016-04-29,41.55
2016-05-02,42.0
2016-05-03,43.9
2016-05-04,42.75
2016-05-05,48.25
2016-05-06,50.4
2016-05-09,53.6
2016-05-10,53.55
2016-05-11,53.7
2016-05-12,53.55
2016-05-13,52.35
2016-05-16,51.0
2016-05-17,50.55
2016-05-18,50.0
2016-05-19,48.8
2016-05-20,46.65
2016-05-23,47.35
2016-05-24,47.35
2016-05-25,48.65
2016-05-26,51.5
2016-05-27,51.65
2016-05-30,50.4
2016-05-31,49.0
2016-06-01,49.35
2016-06-02,49.4
2016-06-03,48.75
2016-06-06,48.0
2016-06-07,48.55
2016-06-08,48.1
2016-06-09,48.1
2016-06-10,47.65
2016-06-13,45.85
2016-06-14,46.45
2016-06-15,47.35
2016-06-16,45.75
2016-06-17,43.2
2016-06-20,43.15
2016-06-21,44.2
2016-06-22,43.65
2016-06-23,43.55
2016-06-24,42.45
2016-06-27,42.5
2016-06-28,42.8
2016-06-29,44.0
2016-06-30,45.25
2016-07-01,44.65
2016-07-04,44.7
2016-07-05,44.65
2016-07-07,44.1
2016-07-08,44.15
2016-07-11,45.0
2016-07-12,44.9
2016-07-13,44.05
2016-07-14,44.25
2016-07-15,44.15
2016-07-18,44.6
2016-07-19,44.4
2016-07-20,43.35
2016-07-21,43.4
2016-07-22,44.05
2016-07-25,43.95
2016-07-26,44.65
2016-07-27,46.05
2016-07-28,47.6
2016-07-29,47.6
2016-08-01,45.3
2016-08-02,44.15
2016-08-03,44.0
2016-08-04,43.6
2016-08-05,43.8
2016-08-08,44.2
2016-08-09,43.95
2016-08-10,44.35
2016-08-11,44.0
2016-08-12,44.65
2016-08-16,41.65
2016-08-17,42.0
2016-08-18,43.95
2016-08-19,43.95
2016-08-22,42.4
2016-08-23,43.1
2016-08-24,43.0
2016-08-25,42.65
2016-08-26,43.3
2016-08-29,42.95
2016-08-30,42.45
2016-08-31,42.05
2016-09-01,41.75
2016-09-02,41.85
2016-09-06,41.95
2016-09-07,43.0
2016-09-08,42.75
2016-09-09,43.0
2016-09-12,41.5
2016-09-14,41.6
2016-09-15,41.7
2016-09-16,41.85
2016-09-19,41.5
2016-09-20,41.5
2016-09-21,44.25
2016-09-22,43.35
2016-09-23,42.0
2016-09-26,43.5
2016-09-27,43.15
2016-09-28,43.75
2016-09-29,41.35
2016-09-30,49.2
2016-10-03,54.55
2016-10-04,56.25
2016-10-05,56.15
2016-10-06,55.8
2016-10-07,59.0
2016-10-10,55.4
2016-10-13,54.4
2016-10-14,55.2
2016-10-17,64.0
2016-10-18,71.6
2016-10-19,78.75
2016-10-20,86.2
2016-10-21,94.2
2016-10-24,93.65
2016-10-25,89.0
2016-10-26,84.55
2016-10-27,80.35
2016-10-28,76.35
2016-10-30,72.55
2016-11-01,76.15
2016-11-02,79.95
2016-11-03,83.9
2016-11-04,82.4
2016-11-07,85.2
2016-11-08,83.85
2016-11-09,79.7
2016-11-10,83.4
2016-11-11,83.35
2016-11-15,79.2
2016-11-16,79.85
2016-11-17,83.25
2016-11-18,79.1
2016-11-21,75.15
2016-11-22,71.4
2016-11-23,67.85
2016-11-24,64.5
2016-11-25,67.7
2016-11-28,71.05
2016-11-29,74.6
2016-11-30,78.3
2016-12-01,80.7
2016-12-02,77.15
2016-12-05,79.15
2016-12-06,77.45
2016-12-07,75.6
2016-12-08,77.2
2016-12-09,75.3
2016-12-12,73.55
2016-12-13,72.45
2016-12-14,69.8
2016-12-15,68.8
2016-12-16,72.65
2016-12-19,77.05
2016-12-20,74.9
2016-12-21,75.2
2016-12-22,72.75
2016-12-23,70.65
2016-12-26,68.15
2016-12-27,68.65
2016-12-28,68.65
2016-12-29,66.2
2016-12-30,64.6
2017-01-02,66.5
2017-01-03,66.2
2017-01-04,64.95
2017-01-05,67.5
2017-01-06,68.25
2017-01-09,70.95
2017-01-10,71.8
2017-01-11,72.3
2017-01-12,73.15
2017-01-13,72.0
2017-01-16,79.2
2017-01-17,83.85
2017-01-18,79.3
2017-01-19,78.2
2017-01-20,75.05
2017-01-23,74.35
2017-01-24,72.35
2017-01-25,69.4
2017-01-27,69.85
2017-01-30,68.4
2017-01-31,66.6
2017-02-01,66.35
2017-02-02,72.95
2017-02-03,75.8
2017-02-06,80.6
2017-02-07,81.9
2017-02-08,79.25
2017-02-09,82.05
2017-02-10,80.15
2017-02-13,78.0
2017-02-14,75.0
2017-02-15,70.7
2017-02-16,71.15
2017-02-17,78.1
2017-02-20,76.15
2017-02-21,78.6
2017-02-22,80.65
2017-02-23,79.55
2017-02-27,78.75
2017-02-28,75.1
2017-03-01,74.55
2017-03-02,73.2
2017-03-03,73.65
2017-03-06,72.95
2017-03-07,72.65
2017-03-08,72.3
2017-03-09,70.5
2017-03-10,71.15
2017-03-14,70.8
2017-03-15,71.0
2017-03-16,71.7
2017-03-17,74.6
2017-03-20,77.3
2017-03-21,76.35
2017-03-22,71.0
2017-03-23,71.55
2017-03-24,71.35
2017-03-27,70.0
2017-03-28,69.7
2017-03-29,68.3
2017-03-30,68.6
2017-03-31,68.35
2017-04-03,69.85
2017-04-05,73.85
2017-04-06,77.0
2017-04-07,78.1
2017-04-10,76.6
2017-04-11,76.85
2017-04-12,75.05
2017-04-13,74.0
2017-04-17,72.25
2017-04-18,71.8
2017-04-19,71.2
2017-04-20,71.05
2017-04-21,71.15
2017-04-24,74.2
2017-04-25,76.2
2017-04-26,77.2
2017-04-27,74.9
2017-04-28,73.65
2017-05-02,72.4
2017-05-03,73.25
2017-05-04,72.45
2017-05-05,71.6
2017-05-08,70.65
2017-05-09,70.5
2017-05-10,71.4
2017-05-11,70.25
2017-05-12,69.5
2017-05-15,69.35
2017-05-16,68.55
2017-05-17,68.2
2017-05-18,66.4
2017-05-19,63.75
2017-05-22,76.45
2017-05-23,72.25
2017-05-24,68.85
2017-05-25,67.4
2017-05-26,65.3
2017-05-29,64.15
2017-05-30,62.05
2017-05-31,60.1
2017-06-01,59.35
2017-06-02,59.2
2017-06-05,59.55
2017-06-06,58.2
2017-06-07,56.6
2017-06-08,55.2
2017-06-09,53.9
2017-06-12,53.15
2017-06-13,58.2
2017-06-14,56.25
2017-06-15,57.9
2017-06-16,57.85
2017-06-19,57.4
2017-06-20,56.5
2017-06-21,55.75
2017-06-22,55.6
2017-06-23,54.2
2017-06-27,53.3
2017-06-28,53.35
2017-06-29,53.65
2017-06-30,53.5
2017-07-03,54.15
2017-07-04,54.2
2017-07-05,54.2
2017-07-06,55.35
2017-07-07,54.65
2017-07-10,54.55
2017-07-11,54.9
2017-07-12,54.35
2017-07-13,54.6
2017-07-14,54.3
2017-07-17,54.1
2017-07-18,54.0
2017-07-19,54.2
2017-07-20,54.25
2017-07-21,53.85
2017-07-24,53.15
2017-07-25,52.8
2017-07-26,52.2
2017-07-27,52.2
2017-07-28,50.9
2017-07-31,49.95
2017-08-01,48.4
2017-08-02,47.85
2017-08-03,45.8
2017-08-04,45.25
2017-08-07,45.85
2017-08-08,45.05
2017-08-09,42.55
2017-08-10,39.3
2017-08-11,39.55
2017-08-14,46.45
2017-08-16,46.35
2017-08-17,45.9
2017-08-18,44.35
2017-08-21,42.4
2017-08-22,41.5
2017-08-23,41.75
2017-08-24,41.85
2017-08-28,43.65
2017-08-29,43.65
2017-08-30,43.75
2017-08-31,43.95
2017-09-01,44.4
2017-09-04,43.7
2017-09-05,44.1
2017-09-06,43.7
2017-09-07,44.0
2017-09-08,43.3
2017-09-11,43.25
2017-09-12,43.45
2017-09-13,42.9
2017-09-14,41.55
2017-09-15,41.55
2017-09-18,40.9
2017-09-19,40.0
2017-09-20,39.7
2017-09-21,39.3
2017-09-22,38.6
2017-09-25,36.15
2017-09-26,37.15
2017-09-27,36.65
2017-09-28,35.45
2017-09-29,35.05
2017-10-03,35.5
2017-10-04,34.7
2017-10-05,34.15
2017-10-06,34.15
2017-10-09,33.95
2017-10-10,33.95
2017-10-11,33.9
2017-10-12,33.65
2017-10-13,33.5
2017-10-16,32.95
2017-10-17,32.1
2017-10-18,31.95
2017-10-19,31.45
2017-10-23,31.1
2017-10-24,37.3
2017-10-25,35.7
2017-10-26,35.2
2017-10-27,35.35
2017-10-30,34.7
2017-10-31,34.7
2017-11-01,36.3
2017-11-02,37.2
2017-11-03,37.1
2017-11-06,37.25
2017-11-07,36.75
2017-11-08,35.5
2017-11-09,35.15
2017-11-10,34.9
2017-11-13,34.75
2017-11-14,33.85
2017-11-15,32.75
2017-11-16,34.4
2017-11-17,34.55
2017-11-20,34.85
2017-11-21,36.05
2017-11-22,35.6
2017-11-23,35.5
2017-11-24,35.75
2017-11-27,37.75
2017-11-28,37.0
2017-11-29,36.55
2017-11-30,35.7
2017-12-01,35.1
2017-12-04,34.7
2017-12-05,34.05
2017-12-06,34.35
2017-12-07,34.35
2017-12-08,34.5
2017-12-11,35.3
2017-12-12,34.9
2017-12-13,35.55
2017-12-14,34.5
2017-12-15,34.55
2017-12-18,34.15
2017-12-19,34.1
2017-12-20,34.65
2017-12-21,34.9
2017-12-22,35.05
2017-12-26,36.55
2017-12-27,36.1
2017-12-28,36.55
2017-12-29,36.65
